Date,EG
2016-08-02,157.65830993652344
2016-08-03,158.0152587890625
2016-08-04,157.9488983154297
2016-08-05,158.47186279296875
2016-08-08,158.2062225341797
2016-08-09,158.5299835205078
2016-08-10,158.66275024414062
2016-08-11,157.2847442626953
2016-08-12,157.5587615966797
2016-08-15,157.8326416015625
2016-08-16,157.44247436523438
2016-08-17,156.59576416015625
2016-08-18,157.1270294189453
2016-08-19,156.8282012939453
2016-08-22,157.01913452148438
2016-08-23,156.2471160888672
2016-08-24,157.1768341064453
2016-08-25,157.79949951171875
2016-08-26,157.7911834716797
2016-08-29,158.845458984375
2016-08-30,160.0823516845703
2016-08-31,160.5306396484375
2016-09-01,159.88308715820312
2016-09-02,160.86856079101562
2016-09-06,160.9854736328125
2016-09-07,162.91456604003906
2016-09-08,161.37794494628906
2016-09-09,158.095947265625
2016-09-12,159.43209838867188
2016-09-13,158.75564575195312
2016-09-14,157.75352478027344
2016-09-15,159.08135986328125
2016-09-16,157.17726135253906
2016-09-19,159.03125
2016-09-20,159.7494659423828
2016-09-21,161.7537384033203
2016-09-22,162.97296142578125
2016-09-23,160.56788635253906
2016-09-26,159.90811157226562
2016-09-27,160.0083770751953
2016-09-28,161.2860565185547
2016-09-29,159.0061798095703
2016-09-30,158.6471405029297
2016-10-03,157.12716674804688
2016-10-04,158.7723388671875
2016-10-05,155.022705078125
2016-10-06,153.86187744140625
2016-10-07,158.51348876953125
2016-10-10,159.8496856689453
2016-10-11,158.8391571044922
2016-10-12,160.1920928955078
2016-10-13,161.49485778808594
2016-10-14,162.39678955078125
2016-10-17,163.3154296875
2016-10-18,163.1317138671875
2016-10-19,163.3655242919922
2016-10-20,160.8434600830078
2016-10-21,161.11073303222656
2016-10-24,162.1295166015625
2016-10-25,168.468017578125
2016-10-26,170.0214080810547
2016-10-27,168.09228515625
2016-10-28,167.9252166748047
2016-10-31,169.96290588378906
2016-11-01,170.23020935058594
2016-11-02,170.92330932617188
2016-11-03,171.8336181640625
2016-11-04,171.57472229003906
2016-11-07,172.95266723632812
2016-11-08,173.64576721191406
2016-11-09,173.60406494140625
2016-11-10,174.96530151367188
2016-11-11,176.65220642089844
2016-11-14,177.10317993164062
2016-11-15,177.10317993164062
2016-11-16,177.9383087158203
2016-11-17,177.76290893554688
2016-11-18,176.6105194091797
2016-11-21,176.10943603515625
2016-11-22,174.12181091308594
2016-11-23,175.09889221191406
2016-11-25,174.66468811035156
2016-11-28,175.30311584472656
2016-11-29,178.03358459472656
2016-11-30,176.89100646972656
2016-12-01,176.94140625
2016-12-02,176.38694763183594
2016-12-05,176.0676727294922
2016-12-06,177.12623596191406
2016-12-07,177.84036254882812
2016-12-08,179.20143127441406
2016-12-09,180.10032653808594
2016-12-12,182.60397338867188
2016-12-13,182.15867614746094
2016-12-14,182.01585388183594
2016-12-15,179.32737731933594
2016-12-16,180.04153442382812
2016-12-19,183.4693145751953
2016-12-20,182.36029052734375
2016-12-21,181.87298583984375
2016-12-22,182.5031280517578
2016-12-23,182.6962890625
2016-12-27,182.6543731689453
2016-12-28,181.1168975830078
2016-12-29,181.57057189941406
2016-12-30,181.8058319091797
2017-01-03,181.5033416748047
2017-01-04,182.98204040527344
2017-01-05,182.96517944335938
2017-01-06,183.83895874023438
2017-01-09,182.28468322753906
2017-01-10,184.34303283691406
2017-01-11,184.90594482421875
2017-01-12,184.64547729492188
2017-01-13,184.2001953125
2017-01-17,183.04078674316406
2017-01-18,185.82171630859375
2017-01-19,184.31785583496094
2017-01-20,183.67091369628906
2017-01-23,184.11619567871094
2017-01-24,183.4693145751953
2017-01-25,184.7462921142578
2017-01-26,186.3929901123047
2017-01-27,185.77127075195312
2017-01-30,185.19998168945312
2017-01-31,184.77146911621094
2017-02-01,184.41021728515625
2017-02-02,186.670166015625
2017-02-03,186.18295288085938
2017-02-06,186.59463500976562
2017-02-07,191.42539978027344
2017-02-08,192.77801513671875
2017-02-09,193.05526733398438
2017-02-10,193.82821655273438
2017-02-13,195.81932067871094
2017-02-14,196.23097229003906
2017-02-15,196.6846466064453
2017-02-16,197.86087036132812
2017-02-17,197.5331573486328
2017-02-21,196.5418701171875
2017-02-22,197.35678100585938
2017-02-23,197.7516326904297
2017-02-24,197.45758056640625
2017-02-27,195.77728271484375
2017-02-28,197.5500030517578
2017-03-01,200.9189453125
2017-03-02,199.2638397216797
2017-03-03,197.9532012939453
2017-03-06,196.50897216796875
2017-03-07,195.47006225585938
2017-03-08,196.83836364746094
2017-03-09,196.57656860351562
2017-03-10,198.4769287109375
2017-03-13,198.4853515625
2017-03-14,198.24046325683594
2017-03-15,199.56646728515625
2017-03-16,199.05126953125
2017-03-17,199.32159423828125
2017-03-20,198.62899780273438
2017-03-21,197.19314575195312
2017-03-22,198.00393676757812
2017-03-23,197.67453002929688
2017-03-24,197.13400268554688
2017-03-27,195.7572784423828
2017-03-28,197.4802703857422
2017-03-29,197.1593017578125
2017-03-30,198.3925018310547
2017-03-31,197.4802703857422
2017-04-03,197.4718475341797
2017-04-04,199.42288208007812
2017-04-05,197.4718475341797
2017-04-06,197.33670043945312
2017-04-07,196.4752197265625
2017-04-10,197.35360717773438
2017-04-11,197.9364013671875
2017-04-12,197.09176635742188
2017-04-13,194.7943878173828
2017-04-17,198.1137237548828
2017-04-18,197.56478881835938
2017-04-19,196.97352600097656
2017-04-20,198.4431610107422
2017-04-21,197.41268920898438
2017-04-24,202.18482971191406
2017-04-25,212.77633666992188
2017-04-26,216.99095153808594
2017-04-27,214.45716857910156
2017-04-28,212.5989532470703
2017-05-01,211.43341064453125
2017-05-02,209.45701599121094
2017-05-03,210.0397186279297
2017-05-04,209.786376953125
2017-05-05,208.13095092773438
2017-05-08,207.93670654296875
2017-05-09,205.2930145263672
2017-05-10,206.0869140625
2017-05-11,206.44171142578125
2017-05-12,206.04473876953125
2017-05-15,206.67819213867188
2017-05-16,206.54306030273438
2017-05-17,204.1021270751953
2017-05-18,205.9602508544922
2017-05-19,206.03623962402344
2017-05-22,206.06161499023438
2017-05-23,208.0042266845703
2017-05-24,209.12757873535156
2017-05-25,210.31849670410156
2017-05-26,211.08250427246094
2017-05-30,210.7513885498047
2017-05-31,216.16726684570312
2017-06-01,216.9737091064453
2017-06-02,216.91424560546875
2017-06-05,215.68341064453125
2017-06-06,213.9856719970703
2017-06-07,214.28273010253906
2017-06-08,214.91094970703125
2017-06-09,216.9482421875
2017-06-12,219.1129150390625
2017-06-13,216.6851043701172
2017-06-14,214.24034118652344
2017-06-15,213.99415588378906
2017-06-16,216.96519470214844
2017-06-19,218.43380737304688
2017-06-20,216.34555053710938
2017-06-21,217.8056182861328
2017-06-22,217.94142150878906
2017-06-23,215.59848022460938
2017-06-26,215.7427978515625
2017-06-27,215.1146697998047
2017-06-28,216.52381896972656
2017-06-29,216.60020446777344
2017-06-30,216.11636352539062
2017-07-03,224.0618896484375
2017-07-05,223.04319763183594
2017-07-06,221.82931518554688
2017-07-07,223.43368530273438
2017-07-10,225.44554138183594
2017-07-11,222.61024475097656
2017-07-12,223.01771545410156
2017-07-13,223.95997619628906
2017-07-14,223.89205932617188
2017-07-17,224.8343505859375
2017-07-18,226.9310302734375
2017-07-19,228.3826141357422
2017-07-20,228.44210815429688
2017-07-21,229.2994384765625
2017-07-24,230.14833068847656
2017-07-25,226.42173767089844
2017-07-26,220.7257537841797
2017-07-27,220.30978393554688
2017-07-28,220.58993530273438
2017-07-31,222.7376251220703
2017-08-01,224.09580993652344
2017-08-02,225.24179077148438
2017-08-03,225.8529815673828
2017-08-04,225.5218963623047
2017-08-07,225.45399475097656
2017-08-08,225.96334838867188
2017-08-09,228.11099243164062
2017-08-10,228.6033172607422
2017-08-11,225.01260375976562
2017-08-14,228.29776000976562
2017-08-15,226.99900817871094
2017-08-16,226.5745391845703
2017-08-17,222.83096313476562
2017-08-18,223.27239990234375
2017-08-21,222.8054656982422
2017-08-22,223.83258056640625
2017-08-23,223.07711791992188
2017-08-24,218.67994689941406
2017-08-25,220.91250610351562
2017-08-28,214.67324829101562
2017-08-29,214.3336944580078
2017-08-30,213.70553588867188
2017-08-31,214.32518005371094
2017-09-01,211.8938446044922
2017-09-05,197.22900390625
2017-09-06,193.9786834716797
2017-09-07,180.80677795410156
2017-09-08,189.79847717285156
2017-09-11,197.8859100341797
2017-09-12,198.9864044189453
2017-09-13,199.04612731933594
2017-09-14,195.6081085205078
2017-09-15,197.62994384765625
2017-09-18,193.37298583984375
2017-09-19,192.69903564453125
2017-09-20,191.79476928710938
2017-09-21,193.91046142578125
2017-09-22,193.02317810058594
2017-09-25,191.0439910888672
2017-09-26,187.91311645507812
2017-09-27,188.60414123535156
2017-09-28,190.1396942138672
2017-09-29,194.84034729003906
2017-10-02,195.59959411621094
2017-10-03,195.63368225097656
2017-10-04,194.25164794921875
2017-10-05,193.44125366210938
2017-10-06,191.956787109375
2017-10-09,192.81845092773438
2017-10-10,191.75210571289062
2017-10-11,189.8240509033203
2017-10-12,193.49237060546875
2017-10-13,205.1798858642578
2017-10-16,203.1410369873047
2017-10-17,201.67369079589844
2017-10-18,200.47933959960938
2017-10-19,202.39881896972656
2017-10-20,201.9040069580078
2017-10-23,201.20445251464844
2017-10-24,199.8650665283203
2017-10-25,198.72193908691406
2017-10-26,200.43666076660156
2017-10-27,202.14283752441406
2017-10-30,203.9940948486328
2017-10-31,202.5694122314453
2017-11-01,200.30015563964844
2017-11-02,194.02984619140625
2017-11-03,194.37106323242188
2017-11-06,194.9000244140625
2017-11-07,193.68008422851562
2017-11-08,194.81471252441406
2017-11-09,196.88775634765625
2017-11-10,197.18630981445312
2017-11-13,194.9768524169922
2017-11-14,192.9123077392578
2017-11-15,195.59104919433594
2017-11-16,192.34927368164062
2017-11-17,193.0743865966797
2017-11-20,190.95867919921875
2017-11-21,189.60226440429688
2017-11-22,187.034423828125
2017-11-24,185.6950225830078
2017-11-27,190.30181884765625
2017-11-28,193.08206176757812
2017-11-29,191.1341552734375
2017-11-30,188.439697265625
2017-12-01,187.11822509765625
2017-12-04,183.2567596435547
2017-12-05,182.0468292236328
2017-12-06,181.11151123046875
2017-12-07,180.5108184814453
2017-12-08,182.15841674804688
2017-12-11,186.61196899414062
2017-12-12,188.62850952148438
2017-12-13,186.13999938964844
2017-12-14,186.80931091308594
2017-12-15,190.59352111816406
2017-12-18,188.11361694335938
2017-12-19,187.82188415527344
2017-12-20,185.7881622314453
2017-12-21,187.44430541992188
2017-12-22,187.8819580078125
2017-12-26,188.55128479003906
2017-12-27,188.7657928466797
2017-12-28,190.98828125
2017-12-29,189.86415100097656
2018-01-02,185.7538299560547
2018-01-03,188.5856170654297
2018-01-04,190.3018035888672
2018-01-05,190.79953002929688
2018-01-08,187.71029663085938
2018-01-09,186.16574096679688
2018-01-10,188.7572021484375
2018-01-11,191.19422912597656
2018-01-12,192.38697814941406
2018-01-16,191.1427459716797
2018-01-17,193.9315643310547
2018-01-18,191.56320190429688
2018-01-19,192.73020935058594
2018-01-22,197.7930450439453
2018-01-23,198.77130126953125
2018-01-24,199.04588317871094
2018-01-25,198.1620330810547
2018-01-26,196.7204132080078
2018-01-29,196.35147094726562
2018-01-30,195.1758270263672
2018-01-31,197.19241333007812
2018-02-01,197.48414611816406
2018-02-02,197.02932739257812
2018-02-05,193.44244384765625
2018-02-06,207.93582153320312
2018-02-07,211.69435119628906
2018-02-08,206.85462951660156
2018-02-09,205.74765014648438
2018-02-12,205.4988250732422
2018-02-13,204.38328552246094
2018-02-14,208.16749572753906
2018-02-15,207.9959259033203
2018-02-16,208.7424774169922
2018-02-20,208.7424774169922
2018-02-21,205.89356994628906
2018-02-22,205.43016052246094
2018-02-23,208.46786499023438
2018-02-26,207.34375
2018-02-27,208.67385864257812
2018-02-28,206.1510009765625
2018-03-01,204.55491638183594
2018-03-02,205.08697509765625
2018-03-05,218.2588653564453
2018-03-06,219.6820068359375
2018-03-07,220.43238830566406
2018-03-08,221.9331512451172
2018-03-09,226.5131072998047
2018-03-12,225.45217895507812
2018-03-13,225.77992248535156
2018-03-14,224.57244873046875
2018-03-15,223.7099151611328
2018-03-16,225.4608154296875
2018-03-19,226.55621337890625
2018-03-20,224.47755432128906
2018-03-21,223.8997039794922
2018-03-22,218.46588134765625
2018-03-23,214.44651794433594
2018-03-26,217.74131774902344
2018-03-27,216.23194885253906
2018-03-28,222.81289672851562
2018-03-29,221.510498046875
2018-04-02,219.4404754638672
2018-04-03,221.70025634765625
2018-04-04,222.76112365722656
2018-04-05,221.13963317871094
2018-04-06,219.2938690185547
2018-04-09,222.3903350830078
2018-04-10,220.97573852539062
2018-04-11,224.25332641601562
2018-04-12,216.18881225585938
2018-04-13,214.92950439453125
2018-04-16,216.4216766357422
2018-04-17,213.41148376464844
2018-04-18,210.34095764160156
2018-04-19,209.0299530029297
2018-04-20,213.031982421875
2018-04-23,211.62611389160156
2018-04-24,211.0137481689453
2018-04-25,207.38255310058594
2018-04-26,200.02529907226562
2018-04-27,204.1739959716797
2018-04-30,200.68081665039062
2018-05-01,200.8791961669922
2018-05-02,196.7994842529297
2018-05-03,195.05726623535156
2018-05-04,196.23892211914062
2018-05-07,195.39364624023438
2018-05-08,195.93701171875
2018-05-09,196.60975646972656
2018-05-10,196.81680297851562
2018-05-11,196.90304565429688
2018-05-14,195.71275329589844
2018-05-15,196.67015075683594
2018-05-16,197.57579040527344
2018-05-17,196.48037719726562
2018-05-18,195.39364624023438
2018-05-21,197.44642639160156
2018-05-22,197.54989624023438
2018-05-23,195.39364624023438
2018-05-24,195.38502502441406
2018-05-25,196.16993713378906
2018-05-29,194.93807983398438
2018-05-30,195.6233673095703
2018-05-31,195.43252563476562
2018-06-01,195.9790802001953
2018-06-04,196.63829040527344
2018-06-05,196.49949645996094
2018-06-06,197.8701171875
2018-06-07,199.58770751953125
2018-06-08,199.7958984375
2018-06-11,198.1997528076172
2018-06-12,197.16746520996094
2018-06-13,197.21084594726562
2018-06-14,196.04843139648438
2018-06-15,196.5689239501953
2018-06-18,196.69908142089844
2018-06-19,198.85037231445312
2018-06-20,199.63107299804688
2018-06-21,198.3645477294922
2018-06-22,199.51834106445312
2018-06-25,201.83445739746094
2018-06-26,199.43161010742188
2018-06-27,198.407958984375
2018-06-28,200.8022003173828
2018-06-29,199.9346923828125
2018-07-02,197.0546875
2018-07-03,196.3867645263672
2018-07-05,200.07350158691406
2018-07-06,199.91737365722656
2018-07-09,203.86434936523438
2018-07-10,203.17904663085938
2018-07-11,202.77134704589844
2018-07-12,201.99061584472656
2018-07-13,200.86294555664062
2018-07-16,204.01181030273438
2018-07-17,203.95106506347656
2018-07-18,205.00074768066406
2018-07-19,203.24847412109375
2018-07-20,195.02481079101562
2018-07-23,195.40652465820312
2018-07-24,193.8624267578125
2018-07-25,193.98379516601562
2018-07-26,197.13278198242188
2018-07-27,196.21327209472656
2018-07-30,194.08795166015625
2018-07-31,189.4122772216797
2018-08-01,190.73086547851562
2018-08-02,190.81761169433594
2018-08-03,191.4421844482422
2018-08-06,189.88943481445312
2018-08-07,189.4209747314453
2018-08-08,188.36264038085938
2018-08-09,186.68844604492188
2018-08-10,186.65371704101562
2018-08-13,186.43682861328125
2018-08-14,186.21131896972656
2018-08-15,187.55589294433594
2018-08-16,188.6836395263672
2018-08-17,189.45567321777344
2018-08-20,191.1905975341797
2018-08-21,191.0865020751953
2018-08-22,190.83499145507812
2018-08-23,190.92169189453125
2018-08-24,191.58096313476562
2018-08-27,193.0036163330078
2018-08-28,192.96890258789062
2018-08-29,193.32460021972656
2018-08-30,192.94288635253906
2018-08-31,193.46336364746094
2018-09-04,193.32376098632812
2018-09-05,192.92242431640625
2018-09-06,191.36050415039062
2018-09-07,188.02734375
2018-09-10,183.09742736816406
2018-09-11,183.6820526123047
2018-09-12,186.73597717285156
2018-09-13,192.5646209716797
2018-09-14,194.911865234375
2018-09-17,194.80714416503906
2018-09-18,196.96231079101562
2018-09-19,200.30422973632812
2018-09-20,202.1715087890625
2018-09-21,203.4192352294922
2018-09-24,199.59744262695312
2018-09-25,199.867919921875
2018-09-26,198.75979614257812
2018-09-27,199.1088409423828
2018-09-28,199.35317993164062
2018-10-01,195.78436279296875
2018-10-02,198.1751708984375
2018-10-03,197.1630401611328
2018-10-04,197.9657745361328
2018-10-05,198.03555297851562
2018-10-08,198.24501037597656
2018-10-09,200.26058959960938
2018-10-10,189.9818878173828
2018-10-11,187.59979248046875
2018-10-12,185.84596252441406
2018-10-15,187.18096923828125
2018-10-16,187.9488067626953
2018-10-17,188.4810791015625
2018-10-18,184.21429443359375
2018-10-19,188.62940979003906
2018-10-22,185.53182983398438
2018-10-23,183.19337463378906
2018-10-24,178.94403076171875
2018-10-25,181.09922790527344
2018-10-26,178.90042114257812
2018-10-29,180.14817810058594
2018-10-30,191.5176239013672
2018-10-31,190.09532165527344
2018-11-01,191.76187133789062
2018-11-02,191.36050415039062
2018-11-05,193.14053344726562
2018-11-06,195.02525329589844
2018-11-07,195.50518798828125
2018-11-08,194.20504760742188
2018-11-09,193.02708435058594
2018-11-12,186.57887268066406
2018-11-13,186.9017333984375
2018-11-14,185.1217498779297
2018-11-15,187.16351318359375
2018-11-16,188.84754943847656
2018-11-19,188.3065643310547
2018-11-20,188.03607177734375
2018-11-21,187.16351318359375
2018-11-23,186.93666076660156
2018-11-26,189.51939392089844
2018-11-27,187.2333221435547
2018-11-28,188.9609832763672
2018-11-29,192.06729125976562
2018-11-30,193.77752685546875
2018-12-03,195.81057739257812
2018-12-04,194.14393615722656
2018-12-06,196.70932006835938
2018-12-07,199.70211791992188
2018-12-10,200.83653259277344
2018-12-11,194.3184814453125
2018-12-12,191.98001098632812
2018-12-13,189.9818878173828
2018-12-14,187.87030029296875
2018-12-17,190.02548217773438
2018-12-18,191.6659393310547
2018-12-19,192.10220336914062
2018-12-20,188.6817626953125
2018-12-21,186.0902862548828
2018-12-24,179.5373992919922
2018-12-26,183.4464569091797
2018-12-27,187.46017456054688
2018-12-28,188.49851989746094
2018-12-31,190.008056640625
2019-01-02,186.43055725097656
2019-01-03,182.18995666503906
2019-01-04,187.52130126953125
2019-01-07,184.4324188232422
2019-01-08,186.20372009277344
2019-01-09,184.97340393066406
2019-01-10,187.11119079589844
2019-01-11,186.00303649902344
2019-01-14,186.44801330566406
2019-01-15,188.0186309814453
2019-01-16,185.61036682128906
2019-01-17,187.8877410888672
2019-01-18,189.07443237304688
2019-01-22,187.31182861328125
2019-01-23,189.86842346191406
2019-01-24,188.22804260253906
2019-01-25,186.22116088867188
2019-01-28,186.97157287597656
2019-01-29,186.8232421875
2019-01-30,191.3256378173828
2019-01-31,191.13363647460938
2019-02-01,193.96070861816406
2019-02-04,191.6659393310547
2019-02-05,192.35525512695312
2019-02-06,193.969482421875
2019-02-07,194.14393615722656
2019-02-08,193.5331573486328
2019-02-11,192.2941436767578
2019-02-12,185.32241821289062
2019-02-13,187.13729858398438
2019-02-14,186.76214599609375
2019-02-15,189.2838134765625
2019-02-19,191.58741760253906
2019-02-20,193.4022979736328
2019-02-21,194.41445922851562
2019-02-22,195.374267578125
2019-02-25,194.7547607421875
2019-02-26,194.41445922851562
2019-02-27,195.7058868408203
2019-02-28,197.2938995361328
2019-03-01,196.66566467285156
2019-03-04,196.2206573486328
2019-03-05,195.8255615234375
2019-03-06,195.0177764892578
2019-03-07,191.53204345703125
2019-03-08,190.33790588378906
2019-03-11,191.34765625
2019-03-12,191.6110076904297
2019-03-13,191.68125915527344
2019-03-14,192.2958984375
2019-03-15,192.3310546875
2019-03-18,193.507568359375
2019-03-19,192.1905059814453
2019-03-20,186.09706115722656
2019-03-21,189.19642639160156
2019-03-22,188.7662353515625
2019-03-25,188.5994110107422
2019-03-26,189.19642639160156
2019-03-27,188.4676971435547
2019-03-28,189.09991455078125
2019-03-29,189.61793518066406
2019-04-01,190.82081604003906
2019-04-02,188.678466796875
2019-04-03,189.77593994140625
2019-04-04,189.0296630859375
2019-04-05,189.92520141601562
2019-04-08,191.35641479492188
2019-04-09,188.50283813476562
2019-04-10,190.36427307128906
2019-04-11,194.8421630859375
2019-04-12,198.73182678222656
2019-04-15,198.61764526367188
2019-04-16,201.3307342529297
2019-04-17,200.7952117919922
2019-04-18,201.10244750976562
2019-04-22,200.63714599609375
