Date,TATAPOWER.NS
2015-08-03,60.25434112548828
2015-08-04,60.60114288330078
2015-08-05,60.47109603881836
2015-08-06,60.47109603881836
2015-08-07,59.90755844116211
2015-08-10,59.90755844116211
2015-08-11,59.170631408691406
2015-08-12,58.56376266479492
2015-08-13,59.95092010498047
2015-08-14,60.4277458190918
2015-08-17,59.517433166503906
2015-08-18,59.040592193603516
2015-08-19,58.4337158203125
2015-08-20,58.52041244506836
2015-08-21,58.95390701293945
2015-08-24,53.96881866455078
2015-08-25,50.71769332885742
2015-08-26,52.19154357910156
2015-08-27,52.49497604370117
2015-08-28,52.928466796875
2015-08-31,52.49497604370117
2015-09-01,52.32158279418945
2015-09-02,50.674346923828125
2015-09-03,51.93144989013672
2015-09-04,49.027103424072266
2015-09-07,48.68031692504883
2015-09-08,50.84773635864258
2015-09-09,51.32456970214844
2015-09-10,52.84177017211914
2015-09-11,51.62800598144531
2015-09-14,53.57868957519531
2015-09-15,53.622032165527344
2015-09-16,53.88213348388672
2015-09-18,55.746116638183594
2015-09-21,56.0928955078125
2015-09-22,54.48899841308594
2015-09-23,54.83579635620117
2015-09-24,56.39634704589844
2015-09-28,56.78647994995117
2015-09-29,57.2633056640625
2015-09-30,56.309635162353516
2015-10-01,57.08991241455078
2015-10-05,58.260318756103516
2015-10-06,59.86421585083008
2015-10-07,60.991275787353516
2015-10-08,60.90458297729492
2015-10-09,60.4277458190918
2015-10-12,60.64447784423828
2015-10-13,60.81787872314453
2015-10-14,60.3844108581543
2015-10-15,60.86123275756836
2015-10-16,60.51445388793945
2015-10-19,60.211002349853516
2015-10-20,61.46811294555664
2015-10-21,61.208003997802734
2015-10-23,61.034629821777344
2015-10-26,61.25136947631836
2015-10-27,61.51145553588867
2015-10-28,60.4277458190918
2015-10-29,60.3844108581543
2015-10-30,59.69082260131836
2015-11-02,59.604129791259766
2015-11-03,59.69082260131836
2015-11-04,59.47407531738281
2015-11-05,59.38738250732422
2015-11-06,58.56376266479492
2015-11-09,59.040592193603516
2015-11-10,58.78050994873047
2015-11-13,59.21399688720703
2015-11-16,58.34701156616211
2015-11-17,58.4337158203125
2015-11-18,57.08991241455078
2015-11-19,57.87018585205078
2015-11-20,57.78348159790039
2015-11-23,58.043575286865234
2015-11-24,57.696800231933594
2015-11-26,57.48005676269531
2015-11-27,57.436710357666016
2015-11-30,58.260318756103516
2015-12-01,57.740135192871094
2015-12-02,57.48005676269531
2015-12-03,56.91652297973633
2015-12-04,55.65941619873047
2015-12-07,55.61607360839844
2015-12-08,55.09588623046875
2015-12-09,53.752079010009766
2015-12-10,54.27226638793945
2015-12-11,53.622032165527344
2015-12-14,53.40530014038086
2015-12-15,53.27525329589844
2015-12-16,53.752079010009766
2015-12-17,56.13624954223633
2015-12-18,56.352996826171875
2015-12-21,56.352996826171875
2015-12-22,56.56972885131836
2015-12-23,57.003211975097656
2015-12-24,57.566749572753906
2015-12-28,58.52041244506836
2015-12-29,58.17363357543945
2015-12-30,58.737152099609375
2015-12-31,58.8671989440918
2016-01-01,59.777523040771484
2016-01-04,59.170631408691406
2016-01-05,60.12430191040039
2016-01-06,59.647483825683594
2016-01-07,57.52339553833008
2016-01-08,59.5607795715332
2016-01-11,58.216976165771484
2016-01-12,58.086936950683594
2016-01-13,56.95986557006836
2016-01-14,56.13624954223633
2016-01-15,53.53533935546875
2016-01-18,53.44864273071289
2016-01-19,55.702762603759766
2016-01-20,53.53533935546875
2016-01-21,53.01516342163086
2016-01-22,53.53533935546875
2016-01-25,53.18854904174805
2016-01-27,53.14520263671875
2016-01-28,52.01814651489258
2016-01-29,52.10483932495117
2016-02-01,52.538326263427734
2016-02-02,50.93443298339844
2016-02-03,49.46059036254883
2016-02-04,51.194522857666016
2016-02-05,52.234886169433594
2016-02-08,51.107826232910156
2016-02-09,51.758052825927734
2016-02-10,51.32456970214844
2016-02-11,48.81036376953125
2016-02-12,49.15714645385742
2016-02-15,51.62800598144531
2016-02-16,50.761043548583984
2016-02-17,50.89108657836914
2016-02-18,51.32456970214844
2016-02-19,50.977783203125
2016-02-22,50.80438995361328
2016-02-23,50.28420639038086
2016-02-24,50.11081314086914
2016-02-25,49.46059036254883
2016-02-26,49.89406967163086
2016-02-29,49.67732238769531
2016-03-01,50.63099670410156
2016-03-02,51.064483642578125
2016-03-03,51.58465576171875
2016-03-04,51.367919921875
2016-03-08,50.93443298339844
2016-03-09,50.84773635864258
2016-03-10,51.064483642578125
2016-03-11,51.15117263793945
2016-03-14,51.32456970214844
2016-03-15,50.93443298339844
2016-03-16,51.0211296081543
2016-03-17,50.674346923828125
2016-03-18,50.71769332885742
2016-03-21,51.28122329711914
2016-03-22,53.57868957519531
2016-03-23,54.315616607666016
2016-03-28,52.84177017211914
2016-03-29,53.231903076171875
2016-03-30,54.315616607666016
2016-03-31,56.04955291748047
2016-04-01,56.52638244628906
2016-04-04,59.21399688720703
2016-04-05,58.086936950683594
2016-04-06,57.653446197509766
2016-04-07,55.39932632446289
2016-04-08,57.04656219482422
2016-04-11,58.69380569458008
2016-04-12,58.8238525390625
2016-04-13,60.68783950805664
2016-04-18,60.34103775024414
2016-04-20,61.16466522216797
2016-04-21,60.4277458190918
2016-04-22,60.64447784423828
2016-04-25,60.29770278930664
2016-04-26,62.421783447265625
2016-04-27,61.33806228637695
2016-04-28,60.03761291503906
2016-04-29,61.12131881713867
2016-05-02,60.81787872314453
2016-05-03,61.64149856567383
2016-05-04,61.034629821777344
2016-05-05,60.947933197021484
2016-05-06,62.59516143798828
2016-05-09,63.67888259887695
2016-05-10,62.81191635131836
2016-05-11,61.5548095703125
2016-05-12,61.42477035522461
2016-05-13,60.991275787353516
2016-05-16,60.90458297729492
2016-05-17,60.68783950805664
2016-05-18,60.68783950805664
2016-05-19,59.300682067871094
2016-05-20,60.16765594482422
2016-05-23,61.25136947631836
2016-05-24,62.161685943603516
2016-05-25,63.418785095214844
2016-05-26,63.85227966308594
2016-05-27,62.94196319580078
2016-05-30,65.1527328491211
2016-05-31,63.93897247314453
2016-06-01,63.07200622558594
2016-06-02,62.63851547241211
2016-06-03,64.06901550292969
2016-06-06,64.3291015625
2016-06-07,63.72221755981445
2016-06-08,65.4128189086914
2016-06-09,65.58621215820312
2016-06-10,66.06303405761719
2016-06-13,65.58621215820312
2016-06-14,65.58621215820312
2016-06-15,66.3664779663086
2016-06-16,66.14973449707031
2016-06-17,63.89563751220703
2016-06-20,65.06603240966797
2016-06-21,63.5488395690918
2016-06-22,63.89563751220703
2016-06-23,63.37544631958008
2016-06-24,63.02865982055664
2016-06-27,62.59516143798828
2016-06-28,62.421783447265625
2016-06-29,62.985313415527344
2016-06-30,63.5921745300293
2016-07-01,64.45915222167969
2016-07-04,64.93598937988281
2016-07-05,64.41580963134766
2016-07-07,63.76557922363281
2016-07-08,63.462127685546875
2016-07-11,64.11236572265625
2016-07-12,63.02865982055664
2016-07-13,62.465118408203125
2016-07-14,62.248390197753906
2016-07-15,62.11833953857422
2016-07-18,60.991275787353516
2016-07-19,61.034629821777344
2016-07-20,62.72521209716797
2016-07-21,61.33806228637695
2016-07-22,62.465118408203125
2016-07-25,62.421783447265625
2016-07-26,61.858245849609375
2016-07-27,61.5981559753418
2016-07-28,61.294708251953125
2016-07-29,62.421783447265625
2016-08-01,62.421783447265625
2016-08-02,62.161685943603516
2016-08-03,61.77154541015625
2016-08-04,61.381412506103516
2016-08-05,61.64149856567383
2016-08-08,63.07200622558594
2016-08-09,65.36946868896484
2016-08-10,64.15570831298828
2016-08-11,64.71924591064453
2016-08-12,65.1960678100586
2016-08-16,66.3664779663086
2016-08-17,67.58023834228516
2016-08-18,66.669921875
2016-08-19,67.66693115234375
2016-08-22,66.79998016357422
2016-08-23,64.84930419921875
2016-08-24,66.27978515625
2016-08-25,65.58621215820312
2016-08-26,65.67292022705078
2016-08-29,65.8463134765625
2016-08-30,66.84332275390625
2016-08-31,68.05706787109375
2016-09-01,67.7536392211914
2016-09-02,68.49055480957031
2016-09-06,68.05706787109375
2016-09-07,67.61627960205078
2016-09-08,68.36563110351562
2016-09-09,68.05706024169922
2016-09-12,65.50053405761719
2016-09-14,66.4261703491211
2016-09-15,65.9413070678711
2016-09-16,66.51432037353516
2016-09-19,67.74852752685547
