Date,BBDC4.SA
2015-08-24,6.433068752288818
2015-08-25,6.318490982055664
2015-08-26,6.729285717010498
2015-08-27,6.9193196296691895
2015-08-28,6.698548316955566
2015-08-31,6.441450595855713
2015-09-01,6.25700569152832
2015-09-02,6.371397018432617
2015-09-03,6.530817985534668
2015-09-04,6.253924369812012
2015-09-08,6.399364471435547
2015-09-09,6.474885940551758
2015-09-10,6.335035800933838
2015-09-11,6.265113353729248
2015-09-14,6.544806957244873
2015-09-15,6.670665264129639
2015-09-16,6.919596195220947
2015-09-17,6.900015354156494
2015-09-18,6.525226593017578
2015-09-21,6.323849678039551
2015-09-22,6.3490214347839355
2015-09-23,6.133659362792969
2015-09-24,6.20637845993042
2015-09-25,6.063735485076904
2015-09-28,5.912700653076172
2015-09-29,5.876341342926025
2015-09-30,5.9910125732421875
2015-10-01,6.072124004364014
2015-10-02,6.301389694213867
2015-10-05,6.486143112182617
2015-10-06,6.547733306884766
2015-10-07,6.7828803062438965
2015-10-08,6.788478851318359
2015-10-09,6.715695858001709
2015-10-13,6.348977088928223
2015-10-14,6.315381050109863
2015-10-15,6.2929887771606445
2015-10-16,6.17261266708374
2015-10-19,6.164215564727783
2015-10-20,6.018650054931641
2015-10-21,6.027048110961914
2015-10-22,6.1166300773620605
2015-10-23,6.032648086547852
2015-10-26,5.987855434417725
2015-10-27,6.013051509857178
2015-10-28,6.2761945724487305
2015-10-29,5.8898773193359375
2015-10-30,5.878681182861328
2015-11-03,6.189414024353027
2015-11-04,6.065845966339111
2015-11-05,6.23115348815918
2015-11-06,6.1414923667907715
2015-11-09,6.004208564758301
2015-11-10,5.973388195037842
2015-11-11,6.119079113006592
2015-11-12,6.116281032562256
2015-11-13,6.0266194343566895
2015-11-16,6.077053546905518
2015-11-17,6.304001331329346
2015-11-18,6.354433059692383
2015-11-19,6.556162357330322
2015-11-23,6.491714000701904
2015-11-24,6.446887969970703
2015-11-25,6.133088111877441
2015-11-26,6.26757287979126
2015-11-27,6.037829399108887
2015-11-30,5.917349815368652
2015-12-01,5.883730888366699
2015-12-02,5.880639553070068
2015-12-03,6.138635158538818
2015-12-04,6.054507732391357
2015-12-07,5.992812633514404
2015-12-08,5.861011028289795
2015-12-09,6.155464172363281
2015-12-10,5.889054775238037
2015-12-11,5.838576793670654
2015-12-14,5.734816074371338
2015-12-15,5.824550628662109
2015-12-16,5.875030994415283
2015-12-17,6.001990795135498
2015-12-18,5.741922855377197
2015-12-21,5.575364112854004
2015-12-22,5.625035762786865
2015-12-23,5.668869972229004
2015-12-28,5.724388122558594
2015-12-29,5.753613471984863
2015-12-30,5.633806228637695
2016-01-04,5.551985263824463
2016-01-05,5.572164058685303
2016-01-06,5.493190288543701
2016-01-07,5.382035732269287
2016-01-08,5.276734352111816
2016-01-11,5.127558708190918
2016-01-12,5.098310947418213
2016-01-13,5.025184154510498
2016-01-14,5.177284240722656
2016-01-15,5.045658111572266
2016-01-18,5.0017828941345215
2016-01-19,5.036886215209961
2016-01-20,5.048585891723633
2016-01-21,4.975459098815918
2016-01-22,5.077834606170654
2016-01-26,5.019333839416504
2016-01-27,5.080759525299072
2016-01-28,5.089533805847168
2016-01-29,5.3089094161987305
2016-02-01,5.446384906768799
2016-02-02,5.2264862060546875
2016-02-03,5.478295803070068
2016-02-04,5.776951313018799
2016-02-05,5.718391418457031
2016-02-10,5.782808780670166
2016-02-11,5.63347864151001
2016-02-12,5.651043891906738
2016-02-15,5.651043891906738
2016-02-16,5.853077411651611
2016-02-17,5.917494297027588
2016-02-18,5.797447681427002
2016-02-19,5.820873737335205
2016-02-22,6.125383377075195
2016-02-23,6.0668230056762695
2016-02-24,6.055115222930908
2016-02-25,6.0375447273254395
2016-02-26,6.055115222930908
2016-02-29,6.248361587524414
2016-03-01,6.424038887023926
2016-03-02,6.564404010772705
2016-03-03,7.150514125823975
2016-03-04,7.8890061378479
2016-03-07,7.666286945343018
2016-03-08,7.7043867111206055
2016-03-09,7.355649471282959
2016-03-10,7.575439453125
2016-03-11,7.8450493812561035
2016-03-14,7.795228958129883
2016-03-15,7.384952068328857
2016-03-16,7.220844268798828
2016-03-17,8.161550521850586
2016-03-18,8.053116798400879
2016-03-21,8.187915802001953
2016-03-22,8.102937698364258
2016-03-23,7.839188098907471
2016-03-24,7.695591449737549
2016-03-28,8.070700645446777
2016-03-29,8.2113676071167
2016-03-30,8.223093032836914
2016-03-31,7.930034637451172
2016-04-01,8.088281631469727
2016-04-04,7.75953483581543
2016-04-05,7.794727802276611
2016-04-06,7.589450359344482
2016-04-07,7.648101329803467
2016-04-08,8.038128852844238
2016-04-11,8.1730318069458
2016-04-12,8.557194709777832
2016-04-13,9.412917137145996
2016-04-14,8.416434288024902
2016-04-15,8.454558372497559
2016-04-18,8.406458854675293
2016-04-19,8.42581558227539
2016-04-20,8.41936206817627
2016-04-22,8.24194622039795
2016-04-25,8.051615715026855
2016-04-26,8.341940879821777
2016-04-27,8.635492324829102
2016-04-28,8.458067893981934
2016-04-29,8.35484790802002
2016-05-02,8.190328598022461
2016-05-03,8.018902778625488
2016-05-04,8.361090660095215
2016-05-05,8.151264190673828
2016-05-06,8.1899995803833
2016-05-09,8.24165153503418
2016-05-10,8.596759796142578
2016-05-11,8.68069076538086
2016-05-12,8.867923736572266
2016-05-13,8.509592056274414
2016-05-16,8.361090660095215
2016-05-17,8.089921951293945
2016-05-18,8.125434875488281
2016-05-19,7.957573413848877
2016-05-20,7.870408535003662
2016-05-23,7.89300012588501
2016-05-24,7.915599822998047
2016-05-25,7.88331937789917
2016-05-27,7.770333766937256
2016-05-30,7.747732162475586
2016-05-31,7.360349178314209
2016-06-01,7.495935440063477
2016-06-02,7.737914562225342
2016-06-03,7.776687145233154
2016-06-06,7.731457710266113
2016-06-07,7.831607341766357
2016-06-08,8.077154159545898
2016-06-09,8.090081214904785
2016-06-10,7.766991138458252
2016-06-13,7.8962249755859375
2016-06-14,7.741147518157959
2016-06-15,7.754068851470947
2016-06-16,7.870381832122803
2016-06-17,7.821918487548828
2016-06-20,7.951145648956299
2016-06-21,8.044846534729004
2016-06-22,8.028694152832031
2016-06-23,8.292333602905273
2016-06-24,8.087224006652832
2016-06-27,7.768161773681641
2016-06-28,7.960247039794922
2016-06-29,8.152342796325684
2016-06-30,8.197921752929688
2016-07-01,8.341174125671387
2016-07-04,8.376675605773926
2016-07-05,8.373420715332031
2016-07-06,8.373420715332031
2016-07-07,8.405999183654785
2016-07-08,8.637325286865234
2016-07-11,8.735071182250977
2016-07-12,8.663389205932617
2016-07-13,8.855620384216309
2016-07-14,9.220531463623047
2016-07-15,9.220531463623047
2016-07-18,9.412765502929688
2016-07-19,9.37692642211914
2016-07-20,9.458382606506348
2016-07-21,9.386699676513672
2016-07-22,9.44860553741455
2016-07-25,9.419281959533691
2016-07-26,9.344340324401855
2016-07-27,9.37692642211914
2016-07-28,8.959883689880371
2016-07-29,9.24008560180664
2016-08-01,9.253118515014648
2016-08-02,9.138671875
2016-08-03,9.3505859375
2016-08-04,9.451663970947266
2016-08-05,9.510348320007324
2016-08-08,9.41579818725586
2016-08-09,9.366890907287598
2016-08-10,9.233219146728516
2016-08-11,9.507084846496582
2016-08-12,9.520127296447754
2016-08-15,9.660323143005371
2016-08-16,9.5136079788208
2016-08-17,9.621197700500488
2016-08-18,9.647279739379883
2016-08-19,9.591856956481934
2016-08-22,9.334288597106934
2016-08-23,9.233219146728516
2016-08-24,9.168012619018555
2016-08-25,9.210394859313965
2016-08-26,9.337550163269043
2016-08-29,9.507084846496582
2016-08-30,9.53642749786377
2016-08-31,9.47448444366455
2016-09-01,9.379934310913086
2016-09-02,9.653651237487793
2016-09-05,9.686272621154785
2016-09-06,9.787408828735352
2016-09-08,9.917908668518066
2016-09-09,9.3698148727417
2016-09-12,9.402438163757324
2016-09-13,9.010939598083496
2016-09-14,9.085981369018555
2016-09-15,9.333925247192383
2016-09-16,9.164275169372559
2016-09-19,9.213216781616211
2016-09-20,9.314349174499512
2016-09-21,9.497051239013672
2016-09-22,9.679744720458984
2016-09-23,9.699319839477539
2016-09-26,9.578611373901367
2016-09-27,9.777619361877441
2016-09-28,9.836344718933105
2016-09-29,9.673223495483398
2016-09-30,9.679744720458984
2016-10-03,9.9291353225708
2016-10-04,10.072209358215332
2016-10-05,10.152250289916992
2016-10-06,10.152250289916992
2016-10-07,10.295666694641113
2016-10-10,10.29232406616211
2016-10-11,10.25564193725586
2016-10-13,10.268980979919434
2016-10-14,10.352359771728516
2016-10-17,10.559138298034668
2016-10-18,10.815954208374023
2016-10-19,10.739243507385254
2016-10-20,10.895995140075684
2016-10-21,10.792601585388184
2016-10-24,10.689212799072266
2016-10-25,10.639181137084961
2016-10-26,10.595834732055664
2016-10-27,10.772592544555664
2016-10-28,10.812615394592285
2016-10-31,11.15279483795166
2016-11-01,10.82595443725586
2016-11-03,10.568659782409668
2016-11-04,10.568659782409668
2016-11-07,10.935736656188965
2016-11-08,10.929056167602539
2016-11-09,10.628721237182617
2016-11-10,9.680976867675781
2016-11-11,9.697667121887207
2016-11-14,9.767745971679688
2016-11-16,9.914584159851074
2016-11-17,9.604226112365723
2016-11-18,9.771084785461426
2016-11-21,9.827810287475586
2016-11-22,9.89455795288086
2016-11-23,9.937941551208496
2016-11-24,9.84449577331543
2016-11-25,9.891221046447754
2016-11-28,10.014693260192871
2016-11-29,9.697667121887207
2016-11-30,9.927927017211914
2016-12-01,9.373966217041016
2016-12-02,9.523894309997559
2016-12-05,9.473804473876953
2016-12-06,9.677502632141113
2016-12-07,9.617395401000977
2016-12-08,9.517215728759766
2016-12-09,9.644116401672363
2016-12-12,9.243388175964355
2016-12-13,9.28012466430664
2016-12-14,9.169920921325684
2016-12-15,9.199970245361328
2016-12-16,9.149882316589355
2016-12-19,8.949520111083984
2016-12-20,9.143206596374512
