Date,AUTO.L
2016-06-30,353.0481872558594
2016-07-01,358.2430114746094
2016-07-04,340.8603210449219
2016-07-05,314.6863708496094
2016-07-06,313.487548828125
2016-07-07,329.0721130371094
2016-07-08,333.2679138183594
2016-07-11,346.1550598144531
2016-07-12,352.6485290527344
2016-07-13,356.7445068359375
2016-07-14,350.25103759765625
2016-07-15,345.8554382324219
2016-07-18,350.65057373046875
2016-07-19,351.7495422363281
2016-07-20,358.14306640625
2016-07-21,352.74853515625
2016-07-22,347.6535949707031
2016-07-25,350.55059814453125
2016-07-26,350.3509826660156
2016-07-27,368.2330627441406
2016-07-28,366.1351623535156
2016-07-29,370.3309326171875
2016-08-01,370.3309326171875
2016-08-02,373.0282287597656
2016-08-03,373.9273681640625
2016-08-04,382.0193176269531
2016-08-05,387.9134521484375
2016-08-08,388.61273193359375
2016-08-09,388.0133972167969
2016-08-10,385.6157531738281
2016-08-11,390.41094970703125
2016-08-12,386.115234375
2016-08-15,388.7126770019531
2016-08-16,386.5148010253906
2016-08-17,389.6116943359375
2016-08-18,389.7116394042969
2016-08-19,388.7126770019531
2016-08-22,388.5127868652344
2016-08-23,392.5089416503906
2016-08-24,396.80462646484375
2016-08-25,390.8105773925781
2016-08-26,391.01031494140625
2016-08-30,382.4189453125
2016-08-31,372.7285461425781
2016-09-01,376.5349426269531
2016-09-02,380.7308349609375
2016-09-05,384.5271301269531
2016-09-06,386.92486572265625
2016-09-07,388.9228820800781
2016-09-08,403.7085266113281
2016-09-09,393.81817626953125
2016-09-12,391.02081298828125
2016-09-13,391.82012939453125
2016-09-14,391.9200134277344
2016-09-15,399.5126647949219
2016-09-16,399.6125183105469
2016-09-19,405.606689453125
2016-09-20,404.3080139160156
2016-09-21,407.3050537109375
2016-09-22,408.2042236328125
2016-09-23,400.6116027832031
2016-09-26,395.7163391113281
2016-09-27,394.71728515625
2016-09-28,400.112060546875
2016-09-29,402.3099670410156
2016-09-30,405.107177734375
2016-10-03,409.70269775390625
2016-10-04,408.8036804199219
2016-10-05,398.5135803222656
2016-10-06,398.0140380859375
2016-10-07,396.0159912109375
2016-10-10,386.6251525878906
2016-10-11,389.72210693359375
2016-10-12,382.6289978027344
2016-10-13,381.0305480957031
2016-10-14,379.5320129394531
2016-10-17,374.03729248046875
2016-10-18,381.62994384765625
2016-10-19,374.23712158203125
2016-10-20,379.33221435546875
2016-10-21,378.1333923339844
2016-10-24,376.5349426269531
2016-10-25,376.7347106933594
2016-10-26,365.6455383300781
2016-10-27,370.0411682128906
2016-10-28,376.1352233886719
2016-10-31,374.3370361328125
2016-11-01,379.2322692871094
2016-11-02,374.8365783691406
2016-11-03,376.93450927734375
2016-11-04,366.7444152832031
2016-11-07,367.1440124511719
2016-11-08,370.0411682128906
2016-11-09,385.6260986328125
2016-11-10,398.5135803222656
2016-11-11,387.3244934082031
2016-11-14,390.4214172363281
2016-11-15,384.3273620605469
2016-11-16,383.6280517578125
2016-11-17,393.51837158203125
2016-11-18,391.5204162597656
2016-11-21,392.01983642578125
2016-11-22,403.7085266113281
2016-11-23,402.609619140625
2016-11-24,403.00927734375
2016-11-25,400.112060546875
2016-11-28,403.1091003417969
2016-11-29,402.609619140625
2016-11-30,399.3127746582031
2016-12-01,404.6076965332031
2016-12-02,402.2100524902344
2016-12-05,399.6125183105469
2016-12-06,394.9171142578125
2016-12-07,384.3273620605469
2016-12-08,385.7260437011719
2016-12-09,392.2196960449219
2016-12-12,389.5223388671875
2016-12-13,395.8161926269531
2016-12-14,390.6212158203125
2016-12-15,402.7095031738281
2016-12-16,388.4233703613281
2016-12-19,388.7231140136719
2016-12-20,389.9219055175781
2016-12-21,385.6260986328125
2016-12-22,394.6174011230469
2016-12-23,404.5076904296875
2016-12-28,405.2070617675781
2016-12-29,409.40301513671875
2016-12-30,408.6037902832031
2017-01-03,410.2022399902344
2017-01-04,407.3050537109375
2017-01-05,409.919677734375
2017-01-06,410.21929931640625
2017-01-09,407.9214782714844
2017-01-10,403.9252014160156
2017-01-11,400.42840576171875
2017-01-12,399.6291198730469
2017-01-13,396.831787109375
2017-01-16,393.4349670410156
2017-01-17,396.332275390625
2017-01-18,400.02880859375
2017-01-19,395.43310546875
2017-01-20,386.2416687011719
2017-01-23,387.1407470703125
2017-01-24,390.6375427246094
2017-01-25,388.9390563964844
2017-01-26,388.639404296875
2017-01-27,388.1398620605469
2017-01-30,390.1380310058594
2017-01-31,399.6291198730469
2017-02-01,397.63104248046875
2017-02-02,404.4246826171875
2017-02-03,404.2250061035156
2017-02-06,402.42657470703125
2017-02-07,404.1250305175781
2017-02-08,409.6199035644531
2017-02-09,411.01861572265625
2017-02-10,407.9214782714844
2017-02-13,405.9233703613281
2017-02-14,404.4246826171875
2017-02-15,403.62554931640625
2017-02-16,401.5274658203125
2017-02-17,402.2268371582031
2017-02-20,401.5274658203125
2017-02-21,401.32769775390625
2017-02-22,405.12408447265625
2017-02-23,402.8262634277344
2017-02-24,399.4294128417969
2017-02-27,401.62738037109375
2017-02-28,394.8336486816406
2017-03-01,401.62738037109375
2017-03-02,397.7309265136719
2017-03-03,391.7365417480469
2017-03-06,389.638427734375
2017-03-07,398.0306701660156
2017-03-08,399.7290954589844
2017-03-09,400.3285217285156
2017-03-10,381.6458740234375
2017-03-13,381.4461364746094
2017-03-14,379.2480773925781
2017-03-15,378.5487365722656
2017-03-16,381.4461364746094
2017-03-17,387.34063720703125
2017-03-20,386.2416687011719
2017-03-21,382.744873046875
2017-03-22,383.0445861816406
2017-03-23,389.8383483886719
2017-03-24,391.9363708496094
2017-03-27,390.6375427246094
2017-03-28,387.640380859375
2017-03-29,389.2388000488281
2017-03-30,388.639404296875
2017-03-31,391.9363708496094
2017-04-03,389.3387145996094
2017-04-04,396.13250732421875
2017-04-05,390.4376525878906
2017-04-06,393.1352233886719
2017-04-07,393.0352783203125
2017-04-10,392.236083984375
2017-04-11,391.9363708496094
2017-04-12,393.6347351074219
2017-04-13,392.53582763671875
2017-04-18,389.4386901855469
2017-04-19,397.2314453125
2017-04-20,403.3257751464844
2017-04-21,401.427490234375
2017-04-24,410.119384765625
2017-04-25,405.52374267578125
2017-04-26,405.3239440917969
2017-04-27,409.22039794921875
2017-04-28,400.7282409667969
2017-05-02,406.6226806640625
2017-05-03,401.62738037109375
2017-05-04,409.4200744628906
2017-05-05,410.4192199707031
2017-05-08,410.6190490722656
2017-05-09,405.823486328125
2017-05-10,406.7226257324219
2017-05-11,407.7216491699219
2017-05-12,419.7105712890625
2017-05-15,414.4154968261719
2017-05-16,418.91131591796875
2017-05-17,405.12408447265625
2017-05-18,400.42840576171875
2017-05-19,404.9242858886719
2017-05-22,405.2239990234375
2017-05-23,406.92242431640625
2017-05-24,413.8160705566406
2017-05-25,421.2091979980469
2017-05-26,415.314697265625
2017-05-30,414.8150939941406
2017-05-31,415.7143249511719
2017-06-01,434.5967712402344
2017-06-02,435.4959411621094
2017-06-05,435.09625244140625
2017-06-06,426.2044982910156
2017-06-07,431.2998046875
2017-06-08,418.1120910644531
2017-06-09,419.6107177734375
2017-06-12,405.2239990234375
2017-06-13,406.7226257324219
2017-06-14,406.42291259765625
2017-06-15,399.3294372558594
2017-06-16,399.6291198730469
2017-06-19,398.8299560546875
2017-06-20,394.63385009765625
2017-06-21,388.23980712890625
2017-06-22,383.7439270019531
2017-06-23,387.640380859375
2017-06-26,388.768310546875
2017-06-27,380.3840026855469
2017-06-28,380.8466796875
2017-06-29,375.2518310546875
2017-06-30,379.6477355957031
2017-07-03,372.3544921875
2017-07-04,373.25372314453125
2017-07-05,379.74761962890625
2017-07-06,369.5570983886719
2017-07-07,371.3554992675781
2017-07-10,368.65789794921875
2017-07-11,368.65789794921875
2017-07-12,363.2629699707031
2017-07-13,362.16400146484375
2017-07-14,362.7633972167969
2017-07-17,365.5608215332031
2017-07-18,373.6533203125
2017-07-19,374.65234375
2017-07-20,377.74951171875
2017-07-21,379.6477355957031
2017-07-24,373.9530029296875
2017-07-25,373.7532043457031
2017-07-26,380.54693603515625
2017-07-27,382.4451599121094
2017-07-28,378.1491394042969
2017-07-31,382.34521484375
2017-08-01,382.6449890136719
2017-08-02,364.46185302734375
2017-08-03,369.1574401855469
2017-08-04,369.1574401855469
2017-08-07,367.1592712402344
2017-08-08,367.45904541015625
2017-08-09,365.36102294921875
2017-08-10,362.2638244628906
2017-08-11,352.37310791015625
2017-08-14,359.4664001464844
2017-08-15,358.4673767089844
2017-08-16,358.86700439453125
2017-08-17,358.1676330566406
2017-08-18,355.17047119140625
2017-08-21,355.8698425292969
2017-08-22,355.47015380859375
2017-08-23,338.5858459472656
2017-08-24,342.08258056640625
2017-08-25,343.88092041015625
2017-08-29,342.18243408203125
2017-08-30,349.6755676269531
2017-08-31,353.10772705078125
2017-09-01,355.1060791015625
2017-09-04,352.60809326171875
2017-09-05,358.7030944824219
2017-09-06,357.9037780761719
2017-09-07,360.00201416015625
2017-09-08,363.2992858886719
2017-09-11,362.300048828125
2017-09-12,360.7014465332031
2017-09-13,358.6031494140625
2017-09-14,367.0960998535156
2017-09-15,356.8046875
2017-09-18,360.30169677734375
2017-09-19,363.5990295410156
2017-09-20,375.6890563964844
2017-09-21,373.8905029296875
2017-09-22,379.68572998046875
2017-09-25,383.682373046875
2017-09-26,385.0812683105469
2017-09-27,387.3793640136719
2017-09-28,392.67498779296875
2017-09-29,392.1754150390625
2017-10-02,394.773193359375
2017-10-03,389.07794189453125
2017-10-04,379.2860412597656
2017-10-05,377.18780517578125
2017-10-06,375.5890808105469
2017-10-09,366.9962463378906
2017-10-10,366.396728515625
2017-10-11,365.4974365234375
2017-10-12,368.3951416015625
2017-10-13,371.5924072265625
2017-10-16,364.8979797363281
2017-10-17,362.10028076171875
2017-10-18,363.698974609375
2017-10-19,361.70062255859375
2017-10-20,361.90045166015625
2017-10-23,361.6006774902344
2017-10-24,359.102783203125
2017-10-25,359.3026428222656
2017-10-26,351.90863037109375
2017-10-27,342.7163391113281
2017-10-30,343.7154846191406
2017-10-31,342.2166748046875
2017-11-01,341.217529296875
2017-11-02,343.115966796875
2017-11-03,348.41162109375
2017-11-06,345.3141174316406
2017-11-07,342.2166748046875
2017-11-08,352.0085754394531
2017-11-09,334.8228759765625
2017-11-10,332.1250915527344
2017-11-13,321.2341003417969
2017-11-14,320.2348937988281
2017-11-15,318.736083984375
2017-11-16,320.135009765625
2017-11-17,320.03509521484375
2017-11-20,323.1324768066406
2017-11-21,328.32818603515625
2017-11-22,330.9261169433594
2017-11-23,328.6280517578125
2017-11-24,332.0251159667969
2017-11-27,331.52557373046875
2017-11-28,334.3233337402344
2017-11-29,337.2208251953125
2017-11-30,336.02178955078125
2017-12-01,335.52227783203125
2017-12-04,336.4215087890625
2017-12-05,338.4198913574219
2017-12-06,338.0201416015625
2017-12-07,337.720458984375
2017-12-08,342.316650390625
2017-12-11,343.8153991699219
2017-12-12,342.8161926269531
2017-12-13,347.9119873046875
2017-12-14,348.01190185546875
2017-12-15,346.7130126953125
2017-12-18,353.2076416015625
2017-12-19,350.31005859375
2017-12-20,344.71466064453125
2017-12-21,345.0143737792969
2017-12-22,351.8088684082031
2017-12-27,354.4067077636719
2017-12-28,354.6064453125
2017-12-29,352.5081787109375
2018-01-02,352.7080383300781
2018-01-03,358.10357666015625
2018-01-04,358.0226135253906
2018-01-05,356.1240539550781
2018-01-08,354.8251647949219
2018-01-09,352.22711181640625
2018-01-10,346.1318054199219
2018-01-11,352.4270324707031
2018-01-12,354.7251892089844
2018-01-15,349.7290954589844
2018-01-16,356.52374267578125
2018-01-17,354.7251892089844
2018-01-18,346.63140869140625
2018-01-19,349.629150390625
2018-01-22,353.526123046875
2018-01-23,344.63299560546875
2018-01-24,345.7321472167969
2018-01-25,349.7290954589844
2018-01-26,355.0249328613281
2018-01-29,356.3240051269531
2018-01-30,350.7283020019531
2018-01-31,359.82122802734375
2018-02-01,360.6206359863281
2018-02-02,363.9180908203125
2018-02-05,364.0179748535156
2018-02-06,355.724365234375
2018-02-07,362.6190490722656
2018-02-08,357.722900390625
2018-02-09,355.6245422363281
2018-02-12,359.9211730957031
2018-02-13,362.8189392089844
2018-02-14,362.7189636230469
2018-02-15,366.1163635253906
2018-02-16,368.51446533203125
2018-02-19,362.5191955566406
2018-02-20,364.4176940917969
2018-02-21,363.2186584472656
2018-02-22,356.8236083984375
2018-02-23,362.21942138671875
2018-02-26,365.7166748046875
2018-02-27,365.3169860839844
2018-02-28,364.71746826171875
2018-03-01,368.2147521972656
2018-03-02,371.4122619628906
2018-03-05,376.1085510253906
2018-03-06,379.70587158203125
2018-03-07,387.1999816894531
2018-03-08,391.7965087890625
2018-03-09,391.5966491699219
2018-03-12,392.69573974609375
2018-03-13,389.59814453125
2018-03-14,385.2015075683594
2018-03-15,360.32080078125
2018-03-16,350.12872314453125
2018-03-19,354.0257263183594
2018-03-20,347.0311279296875
2018-03-21,338.6376647949219
2018-03-22,334.54071044921875
2018-03-23,339.9366760253906
2018-03-26,337.7383728027344
2018-03-27,341.1357421875
2018-03-28,349.22943115234375
2018-03-29,350.3286437988281
2018-04-03,345.2325744628906
2018-04-04,342.8343505859375
2018-04-05,348.6298828125
2018-04-06,346.831298828125
2018-04-09,348.5299987792969
2018-04-10,352.8266906738281
2018-04-11,356.22406005859375
2018-04-12,338.93743896484375
2018-04-13,338.6376647949219
2018-04-16,339.83673095703125
2018-04-17,338.737548828125
2018-04-18,338.23797607421875
2018-04-19,342.4347229003906
2018-04-20,342.7345275878906
2018-04-23,345.2325744628906
2018-04-24,345.432373046875
2018-04-25,341.5353698730469
2018-04-26,344.1334228515625
2018-04-27,350.3286437988281
2018-04-30,352.72674560546875
2018-05-01,351.1279602050781
2018-05-02,362.01947021484375
2018-05-03,368.9142150878906
2018-05-04,372.41143798828125
2018-05-08,375.708984375
2018-05-09,369.7135925292969
2018-05-10,370.4130554199219
2018-05-11,379.8057861328125
2018-05-14,379.1062927246094
2018-05-15,371.61212158203125
2018-05-16,371.2123718261719
2018-05-17,378.2070007324219
2018-05-18,376.80810546875
2018-05-21,381.0048522949219
2018-05-22,380.5052185058594
2018-05-23,378.1070556640625
2018-05-24,373.7104797363281
2018-05-25,372.71124267578125
2018-05-29,364.117919921875
2018-05-30,350.92816162109375
2018-05-31,352.3270568847656
2018-06-01,353.82586669921875
2018-06-04,359.4216003417969
2018-06-05,353.3262939453125
2018-06-06,353.7259826660156
2018-06-07,384.7019958496094
2018-06-08,416.6772155761719
2018-06-11,424.6710205078125
2018-06-12,422.1729736328125
2018-06-13,422.1729736328125
2018-06-14,421.773193359375
2018-06-15,420.37432861328125
2018-06-18,423.97149658203125
2018-06-19,424.571044921875
2018-06-20,422.7724914550781
2018-06-21,422.6725158691406
2018-06-22,426.6694641113281
2018-06-25,425.9699401855469
2018-06-26,419.47503662109375
2018-06-27,416.6772155761719
2018-06-28,416.7771301269531
2018-06-29,425.57025146484375
2018-07-02,420.7740478515625
2018-07-03,423.3720397949219
2018-07-04,428.66790771484375
2018-07-05,416.47735595703125
2018-07-06,414.87860107421875
2018-07-09,424.571044921875
2018-07-10,424.1714782714844
2018-07-11,422.1729736328125
2018-07-12,432.0653076171875
2018-07-13,425.9699401855469
2018-07-16,421.2736511230469
2018-07-17,430.1667175292969
2018-07-18,438.3603515625
2018-07-19,440.4587097167969
2018-07-20,438.66021728515625
2018-07-23,432.66485595703125
2018-07-24,433.4642028808594
2018-07-25,432.26513671875
2018-07-26,427.8685302734375
2018-07-27,431.6656188964844
2018-07-30,426.96917724609375
2018-07-31,424.97076416015625
2018-08-01,423.57183837890625
2018-08-02,425.0707092285156
2018-08-03,425.4703674316406
2018-08-06,425.4703674316406
2018-08-07,422.27288818359375
2018-08-08,426.8692932128906
2018-08-09,432.5648498535156
2018-08-10,429.7670593261719
2018-08-13,437.660888671875
2018-08-14,437.7608337402344
2018-08-15,443.7562561035156
2018-08-16,447.2535400390625
2018-08-17,446.2543029785156
2018-08-20,454.4478759765625
2018-08-21,456.2465515136719
2018-08-22,456.6462707519531
2018-08-23,452.9490661621094
2018-08-24,454.6477966308594
2018-08-28,451.5502014160156
2018-08-29,453.44873046875
2018-08-30,454.3880615234375
2018-08-31,448.7919006347656
2018-09-03,451.3901062011719
2018-09-04,431.60369873046875
2018-09-05,427.4066467285156
2018-09-06,426.70709228515625
2018-09-07,433.20263671875
2018-09-10,434.501708984375
2018-09-11,438.6988830566406
2018-09-12,438.19921875
2018-09-13,431.5037536621094
2018-09-14,436.5003356933594
2018-09-17,438.29913330078125
2018-09-18,446.59344482421875
2018-09-19,459.6844482421875
2018-09-20,462.18267822265625
2018-09-21,463.9814758300781
2018-09-24,465.9801025390625
2018-09-25,463.881591796875
2018-09-26,459.58447265625
2018-09-27,451.1902770996094
2018-09-28,446.29364013671875
2018-10-01,450.7905578613281
2018-10-02,449.7912292480469
2018-10-03,443.8952941894531
2018-10-04,433.20263671875
2018-10-05,421.5106506347656
2018-10-08,413.2163391113281
2018-10-09,405.721435546875
2018-10-10,399.7255554199219
2018-10-11,404.72216796875
2018-10-12,411.317626953125
2018-10-15,410.7180480957031
2018-10-16,417.5133972167969
2018-10-17,411.9172058105469
2018-10-18,413.7159729003906
2018-10-19,388.2334899902344
2018-10-22,394.6291198730469
2018-10-23,388.3334655761719
2018-10-24,394.92889404296875
2018-10-25,394.5291442871094
2018-10-26,389.3327331542969
2018-10-29,393.2300720214844
2018-10-30,401.8240966796875
2018-10-31,409.3190002441406
2018-11-01,411.4175720214844
2018-11-02,417.11358642578125
2018-11-05,425.20806884765625
2018-11-06,423.7091369628906
2018-11-07,438.79876708984375
2018-11-08,440.49755859375
2018-11-09,446.6933898925781
2018-11-12,436.9001159667969
2018-11-13,442.09649658203125
2018-11-14,442.4962158203125
2018-11-15,419.51202392578125
2018-11-16,428.60577392578125
2018-11-19,426.90692138671875
2018-11-20,416.7139587402344
2018-11-21,426.3072814941406
2018-11-22,426.3072814941406
2018-11-23,428.5058288574219
2018-11-26,435.9007873535156
2018-11-27,434.2019348144531
2018-11-28,436.1006164550781
2018-11-29,436.9999694824219
2018-11-30,438.0992431640625
2018-12-03,441.4969787597656
2018-12-04,430.3045654296875
2018-12-05,433.8022155761719
2018-12-06,417.8131103515625
2018-12-07,436.60028076171875
2018-12-10,425.40802001953125
2018-12-11,425.1081848144531
2018-12-12,440.89739990234375
2018-12-13,449.6912841796875
2018-12-14,447.992431640625
2018-12-17,439.198486328125
2018-12-18,446.59344482421875
2018-12-19,444.89459228515625
2018-12-20,443.69537353515625
2018-12-21,438.4989318847656
2018-12-24,438.59893798828125
2018-12-27,435.9007873535156
2018-12-28,440.2977294921875
2018-12-31,454.4879455566406
2019-01-02,441.09716796875
2019-01-03,440.2187805175781
2019-01-04,445.515380859375
2019-01-07,448.1136779785156
2019-01-08,450.4122314453125
2019-01-09,449.9125671386719
2019-01-10,446.31488037109375
2019-01-11,452.9106140136719
2019-01-14,445.91510009765625
2019-01-15,441.5179748535156
2019-01-16,447.21429443359375
2019-01-17,445.01568603515625
2019-01-18,452.71075439453125
2019-01-21,454.00994873046875
2019-01-22,450.1124267578125
2019-01-23,455.6088562011719
2019-01-24,452.71075439453125
2019-01-25,455.6088562011719
2019-01-28,452.6108093261719
2019-01-29,454.10986328125
2019-01-30,451.71136474609375
2019-01-31,456.7082214355469
2019-02-01,455.6088562011719
2019-02-04,449.1130676269531
2019-02-05,454.50958251953125
2019-02-06,449.9125671386719
2019-02-07,448.1136779785156
2019-02-08,452.9106140136719
2019-02-11,453.4103088378906
2019-02-12,450.6120910644531
2019-02-13,452.6108093261719
2019-02-14,457.70751953125
2019-02-15,453.9100646972656
2019-02-18,453.9100646972656
2019-02-19,460.4058837890625
2019-02-20,461.3053283691406
2019-02-21,463.4039306640625
2019-02-22,466.2021179199219
2019-02-25,473.0977478027344
2019-02-26,474.99652099609375
2019-02-27,472.5980224609375
2019-02-28,475.3962707519531
2019-03-01,476.19573974609375
2019-03-04,476.6954345703125
2019-03-05,476.6954345703125
2019-03-06,474.496826171875
2019-03-07,475.2963562011719
2019-03-08,476.7953796386719
2019-03-11,468.80047607421875
2019-03-12,471.39886474609375
2019-03-13,477.494873046875
2019-03-14,496.68267822265625
2019-03-15,504.2778015136719
2019-03-18,500.48028564453125
2019-03-19,505.0773010253906
2019-03-20,505.0773010253906
2019-03-21,509.6744079589844
2019-03-22,511.8728942871094
2019-03-25,512.2728271484375
2019-03-26,515.6705322265625
2019-03-27,519.2682495117188
2019-03-28,525.4642944335938
2019-03-29,521.2669067382812
2019-04-01,521.0670776367188
2019-04-02,520.2676391601562
2019-04-03,526.0639038085938
2019-04-04,527.8628540039062
2019-04-05,531.0606689453125
2019-04-08,528.6622314453125
2019-04-09,531.46044921875
2019-04-10,533.4590454101562
2019-04-11,540.6544799804688
2019-04-12,545.2516479492188
2019-04-15,544.8519287109375
2019-04-16,557.0441284179688
2019-04-17,546.2509765625
2019-04-18,551.2476806640625
2019-04-23,568.0369873046875
2019-04-24,569.4361572265625
2019-04-25,574.832763671875
2019-04-26,579.4298095703125
2019-04-29,569.6359252929688
2019-04-30,565.0389404296875
2019-05-01,570.2357177734375
2019-05-02,569.6359252929688
2019-05-03,575.6322631835938
2019-05-07,573.8334350585938
2019-05-08,576.031982421875
2019-05-09,580.0294799804688
2019-05-10,571.8348388671875
2019-05-13,568.6367797851562
