Date,NHPC.NS
2015-08-03,11.074859619140625
2015-08-04,11.104002952575684
2015-08-05,11.104002952575684
2015-08-06,11.045716285705566
2015-08-07,10.9874267578125
2015-08-10,10.929137229919434
2015-08-11,10.783414840698242
2015-08-12,10.666837692260742
2015-08-13,10.49197006225586
2015-08-14,10.550262451171875
2015-08-17,10.637696266174316
2015-08-18,10.695982933044434
2015-08-19,10.608549118041992
2015-08-20,10.462827682495117
2015-08-21,10.3462495803833
2015-08-24,9.355340957641602
2015-08-25,9.530207633972168
2015-08-26,9.58849811553955
2015-08-27,9.792506217956543
2015-08-28,9.850794792175293
2015-08-31,9.58849811553955
2015-09-01,9.355340957641602
2015-09-02,9.355340957641602
2015-09-03,9.58849811553955
2015-09-04,9.413627624511719
2015-09-07,9.326199531555176
2015-09-08,9.44277572631836
2015-09-09,9.734219551086426
2015-09-10,9.614779472351074
2015-09-11,9.614779472351074
2015-09-14,9.614779472351074
2015-09-15,9.67449951171875
2015-09-16,9.644638061523438
2015-09-18,9.94323444366455
2015-09-21,10.00295639038086
2015-09-22,9.94323444366455
2015-09-23,9.823797225952148
2015-09-24,9.853655815124512
2015-09-28,9.764078140258789
2015-09-29,9.883516311645508
2015-09-30,9.883516311645508
2015-10-01,9.973095893859863
2015-10-05,10.122393608093262
2015-10-06,10.30155086517334
2015-10-07,10.271690368652344
2015-10-08,10.241829872131348
2015-10-09,10.211970329284668
2015-10-12,10.450850486755371
2015-10-13,10.391128540039062
2015-10-14,10.3612699508667
2015-10-15,10.33141040802002
2015-10-16,10.420988082885742
2015-10-19,10.510568618774414
2015-10-20,10.779301643371582
2015-10-21,10.809163093566895
2015-10-23,10.898741722106934
2015-10-26,10.749442100524902
2015-10-27,10.779301643371582
2015-10-28,10.719584465026855
2015-10-29,10.809163093566895
2015-10-30,10.839019775390625
2015-11-02,10.689725875854492
2015-11-03,10.719584465026855
2015-11-04,10.719584465026855
2015-11-05,10.659863471984863
2015-11-06,10.510568618774414
2015-11-09,10.630005836486816
2015-11-10,10.898741722106934
2015-11-13,10.928601264953613
2015-11-16,11.077898979187012
2015-11-17,11.01817798614502
2015-11-18,11.107758522033691
2015-11-19,11.316774368286133
2015-11-20,11.376493453979492
2015-11-23,11.376493453979492
2015-11-24,11.316774368286133
2015-11-26,11.25705623626709
2015-11-27,11.25705623626709
2015-11-30,11.52579116821289
2015-12-01,11.913968086242676
2015-12-02,12.063265800476074
2015-12-03,11.884106636047363
2015-12-04,11.585509300231934
2015-12-07,11.734810829162598
2015-12-08,11.346634864807129
2015-12-09,11.16748046875
2015-12-10,11.52579116821289
2015-12-11,11.316774368286133
2015-12-14,11.197335243225098
2015-12-15,11.25705623626709
2015-12-16,11.436209678649902
2015-12-17,11.704951286315918
