Date,FMCGIETF.NS
2021-08-10,36.50199890136719
2021-08-11,36.36199951171875
2021-08-12,36.683998107910156
2021-08-13,36.9739990234375
2021-08-16,37.01599884033203
2021-08-17,37.26100158691406
2021-08-18,37.77299880981445
2021-08-20,38.37300109863281
2021-08-23,38.62099838256836
2021-08-24,38.27299880981445
2021-08-25,38.58100128173828
2021-08-26,38.96799850463867
2021-08-27,38.79199981689453
2021-08-30,39.21799850463867
2021-08-31,39.40399932861328
2021-09-01,39.757999420166016
2021-09-02,40.349998474121094
2021-09-03,40.30799865722656
2021-09-06,40.30099868774414
2021-09-07,40.41899871826172
2021-09-08,40.266998291015625
2021-09-09,40.54199981689453
2021-09-13,40.68000030517578
2021-09-14,40.62200164794922
2021-09-15,40.54899978637695
2021-09-16,41.07600021362305
2021-09-17,40.96900177001953
2021-09-20,41.334999084472656
2021-09-21,41.595001220703125
2021-09-22,41.68000030517578
2021-09-23,41.500999450683594
2021-09-24,41.16999816894531
2021-09-27,40.91999816894531
2021-09-28,40.75199890136719
2021-09-29,40.4900016784668
2021-09-30,40.54899978637695
2021-10-01,40.27000045776367
2021-10-04,40.520999908447266
2021-10-05,40.487998962402344
2021-10-06,40.292999267578125
2021-10-07,40.33399963378906
2021-10-08,40.04499816894531
2021-10-11,40.27899932861328
2021-10-12,40.612998962402344
2021-10-13,40.95899963378906
2021-10-14,41.47200012207031
2021-10-18,41.57899856567383
2021-10-19,40.3120002746582
2021-10-20,39.79399871826172
2021-10-21,39.45199966430664
2021-10-22,38.939998626708984
2021-10-25,38.58000183105469
2021-10-26,38.856998443603516
2021-10-27,39.0890007019043
2021-10-28,38.39799880981445
2021-10-29,38.361000061035156
2021-11-01,38.81800079345703
2021-11-02,38.72700119018555
2021-11-03,38.46099853515625
2021-11-04,38.819000244140625
2021-11-08,39.06100082397461
2021-11-09,39.17900085449219
2021-11-10,38.95100021362305
2021-11-11,38.6870002746582
2021-11-12,39.09700012207031
2021-11-15,39.36199951171875
2021-11-16,39.22600173950195
2021-11-17,39.183998107910156
2021-11-18,39.06800079345703
2021-11-22,38.40999984741211
2021-11-23,38.766998291015625
2021-11-24,38.375
2021-11-25,38.39899826049805
2021-11-26,37.840999603271484
2021-11-29,37.43199920654297
2021-11-30,37.74700164794922
2021-12-01,37.65800094604492
2021-12-02,37.902000427246094
2021-12-03,37.729000091552734
2021-12-06,37.13999938964844
2021-12-07,37.28499984741211
2021-12-08,37.689998626708984
2021-12-09,38.18199920654297
2021-12-10,38.29999923706055
2021-12-13,37.95100021362305
2021-12-14,37.81999969482422
2021-12-15,37.479000091552734
2021-12-16,37.37699890136719
2021-12-17,36.64899826049805
2021-12-20,36.18199920654297
2021-12-21,36.4900016784668
2021-12-22,36.638999938964844
2021-12-23,37.04600143432617
2021-12-24,37.060001373291016
2021-12-27,37.09299850463867
2021-12-28,37.189998626708984
2021-12-29,37.165000915527344
2021-12-30,37.21799850463867
2021-12-31,37.75199890136719
2022-01-03,37.78499984741211
2022-01-04,37.917999267578125
2022-01-05,37.92900085449219
2022-01-06,37.75199890136719
2022-01-07,37.902000427246094
2022-01-10,38.08599853515625
2022-01-11,38.0359992980957
2022-01-12,37.965999603271484
2022-01-13,38.034000396728516
2022-01-14,37.95600128173828
2022-01-17,38.12699890136719
2022-01-18,37.678001403808594
2022-01-19,37.34299850463867
2022-01-20,36.86000061035156
2022-01-21,36.915000915527344
2022-01-24,36.34299850463867
2022-01-25,36.680999755859375
2022-01-27,36.125999450683594
2022-01-28,36.3489990234375
2022-01-31,36.555999755859375
2022-02-01,37.26599884033203
2022-02-02,37.59199905395508
2022-02-03,37.4739990234375
2022-02-04,37.551998138427734
2022-02-07,36.939998626708984
2022-02-08,36.78799819946289
2022-02-09,36.986000061035156
2022-02-10,37.12200164794922
2022-02-11,36.82400131225586
2022-02-14,36.194000244140625
2022-02-15,36.79600143432617
2022-02-16,36.81800079345703
2022-02-17,36.9119987487793
2022-02-18,36.83700180053711
2022-02-21,36.584999084472656
