Date,CAH
2015-08-03,64.33488464355469
2015-08-04,64.28240203857422
2015-08-05,64.67220306396484
2015-08-06,63.55524444580078
2015-08-07,63.78012466430664
2015-08-10,64.26738739013672
2015-08-11,64.3873519897461
2015-08-12,63.757659912109375
2015-08-13,63.120445251464844
2015-08-14,63.17291259765625
2015-08-17,63.225379943847656
2015-08-18,63.570247650146484
2015-08-19,63.92257308959961
2015-08-20,61.6661376953125
2015-08-21,60.42171096801758
2015-08-24,59.207279205322266
2015-08-25,59.537109375
2015-08-26,62.633182525634766
2015-08-27,62.738128662109375
2015-08-28,62.51323318481445
2015-08-31,61.67362594604492
2015-09-01,60.14433670043945
2015-09-02,61.20884323120117
2015-09-03,60.83401107788086
2015-09-04,60.38421630859375
2015-09-08,61.658634185791016
2015-09-09,60.9014778137207
2015-09-10,62.22838592529297
2015-09-11,63.72762680053711
2015-09-14,63.202903747558594
2015-09-15,63.78012466430664
2015-09-16,63.990047454833984
2015-09-17,63.547760009765625
2015-09-18,62.69313430786133
2015-09-21,62.22087860107422
2015-09-22,61.096405029296875
2015-09-23,61.501216888427734
2015-09-24,61.04389190673828
2015-09-25,59.60458755493164
2015-09-28,57.81292724609375
2015-09-29,57.80314254760742
2015-09-30,57.87849044799805
2015-10-01,58.104515075683594
2015-10-02,59.234649658203125
2015-10-05,59.93534469604492
2015-10-06,58.85040283203125
2015-10-07,58.42849349975586
2015-10-08,58.54148483276367
2015-10-09,59.272315979003906
2015-10-12,60.33466339111328
2015-10-13,60.33466339111328
2015-10-14,59.22711181640625
2015-10-15,59.62642288208008
2015-10-16,60.372337341308594
2015-10-19,60.425071716308594
2015-10-20,59.317543029785156
2015-10-21,58.790138244628906
2015-10-22,58.579185485839844
2015-10-23,60.379852294921875
2015-10-26,60.88465118408203
2015-10-27,61.84905242919922
2015-10-28,62.40658950805664
2015-10-29,62.54220962524414
2015-10-30,61.93193817138672
2015-11-02,64.90797424316406
2015-11-03,65.07373809814453
2015-11-04,65.23196411132812
2015-11-05,66.4524917602539
2015-11-06,66.67852020263672
2015-11-09,66.05318450927734
2015-11-10,66.32441711425781
2015-11-11,65.71416473388672
2015-11-12,64.41072082519531
2015-11-13,64.41825103759766
2015-11-16,64.9381103515625
2015-11-17,65.3374252319336
2015-11-18,66.75389862060547
2015-11-19,65.81961822509766
2015-11-20,65.992919921875
2015-11-23,65.79703521728516
2015-11-24,65.3675537109375
2015-11-25,65.53330993652344
2015-11-27,65.76689147949219
2015-11-30,65.43538665771484
2015-12-01,66.98744201660156
2015-12-02,65.76689147949219
2015-12-03,65.02099609375
2015-12-04,66.6333236694336
2015-12-07,66.8593521118164
2015-12-08,66.71621704101562
2015-12-09,65.93264770507812
2015-12-10,65.65386962890625
2015-12-11,64.71961975097656
2015-12-14,65.18675994873047
2015-12-15,65.30728912353516
2015-12-16,66.46757507324219
2015-12-17,66.27169036865234
2015-12-18,65.25457763671875
2015-12-21,66.3395004272461
2015-12-22,66.95732879638672
2015-12-23,67.54496765136719
2015-12-24,67.59016418457031
2015-12-28,68.1778793334961
2015-12-29,68.44911193847656
2015-12-30,68.50737762451172
2015-12-31,67.54644012451172
2016-01-04,66.5476303100586
2016-01-05,67.85665130615234
2016-01-06,66.01042938232422
2016-01-07,64.31549835205078
2016-01-08,63.45291519165039
2016-01-11,59.979896545410156
2016-01-12,60.44900894165039
2016-01-13,59.14757537841797
2016-01-14,61.87908935546875
2016-01-15,61.47047805786133
2016-01-19,61.727745056152344
2016-01-20,60.744102478027344
2016-01-21,60.5927619934082
2016-01-22,61.735313415527344
2016-01-25,61.440216064453125
2016-01-26,62.582767486572266
2016-01-27,61.85639572143555
2016-01-28,59.77558898925781
2016-01-29,61.56886672973633
2016-02-01,60.380897521972656
2016-02-02,58.81464385986328
2016-02-03,58.5119743347168
2016-02-04,57.9596061706543
2016-02-05,57.9671630859375
2016-02-08,57.626708984375
2016-02-09,57.99745559692383
2016-02-10,59.18539047241211
2016-02-11,58.35308074951172
2016-02-12,59.66207504272461
2016-02-16,60.35819625854492
2016-02-17,61.27376937866211
2016-02-18,61.28888702392578
2016-02-19,61.16028594970703
2016-02-22,61.63694763183594
2016-02-23,61.440216064453125
2016-02-24,62.151466369628906
2016-02-25,62.55250549316406
2016-02-26,62.82490158081055
2016-02-29,61.81853485107422
2016-03-01,62.71139144897461
2016-03-02,62.92327117919922
2016-03-03,63.263736724853516
2016-03-04,63.18809509277344
2016-03-07,63.672340393066406
2016-03-08,62.582767486572266
2016-03-09,62.93841552734375
2016-03-10,62.287681579589844
2016-03-11,63.468040466308594
2016-03-14,63.263736724853516
2016-03-15,60.85759353637695
2016-03-16,61.364559173583984
2016-03-17,60.33551788330078
2016-03-18,61.182952880859375
2016-03-21,61.17539978027344
2016-03-22,61.40995788574219
2016-03-23,61.500728607177734
2016-03-24,61.652076721191406
2016-03-28,61.11486053466797
2016-03-29,61.90934371948242
2016-03-30,62.173160552978516
2016-03-31,62.30239486694336
2016-04-01,62.46202850341797
2016-04-04,63.199493408203125
2016-04-05,61.81583023071289
2016-04-06,63.906517028808594
2016-04-07,63.678466796875
2016-04-08,63.10065460205078
2016-04-11,62.492469787597656
2016-04-12,62.76613998413086
2016-04-13,63.762081146240234
2016-04-14,63.79249572753906
2016-04-15,64.05095672607422
2016-04-18,64.29424285888672
2016-04-19,65.06970977783203
2016-04-20,66.29369354248047
2016-04-21,66.00479888916016
2016-04-22,66.0732192993164
2016-04-25,65.64749145507812
2016-04-26,65.82234954833984
2016-04-27,65.79192352294922
2016-04-28,59.6871337890625
2016-04-29,59.64912414550781
