Date,PH
2015-08-03,95.05195617675781
2015-08-04,91.23834991455078
2015-08-05,93.69054412841797
2015-08-06,93.87657928466797
2015-08-07,94.02877807617188
2015-08-10,97.06443786621094
2015-08-11,95.20413208007812
2015-08-12,95.74533081054688
2015-08-13,95.78760528564453
2015-08-14,96.11738586425781
2015-08-17,95.2210693359375
2015-08-18,95.33943176269531
2015-08-19,94.11334991455078
2015-08-20,91.45822143554688
2015-08-21,89.64021301269531
2015-08-24,86.79905700683594
2015-08-25,84.91338348388672
2015-08-26,87.71293640136719
2015-08-27,91.22724151611328
2015-08-28,91.03153228759766
2015-08-31,91.61016845703125
2015-09-01,89.92534637451172
2015-09-02,90.67414093017578
2015-09-03,89.5849609375
2015-09-04,88.32559204101562
2015-09-08,91.05707550048828
2015-09-09,89.74664306640625
2015-09-10,89.4743423461914
2015-09-11,90.41035461425781
2015-09-14,89.2956771850586
2015-09-15,92.04412078857422
2015-09-16,92.62274932861328
2015-09-17,90.77622985839844
2015-09-18,86.74290466308594
2015-09-21,87.20236206054688
2015-09-22,86.55567932128906
2015-09-23,85.59416198730469
2015-09-24,83.31368255615234
2015-09-25,82.30106353759766
2015-09-28,80.72686004638672
2015-09-29,82.11388397216797
2015-09-30,82.79462432861328
2015-10-01,81.73097229003906
2015-10-02,83.50940704345703
2015-10-05,86.904541015625
2015-10-06,87.20236206054688
2015-10-07,88.52981567382812
2015-10-08,90.88685607910156
2015-10-09,90.07848358154297
2015-10-12,90.4784164428711
2015-10-13,88.12139892578125
2015-10-14,87.04923248291016
2015-10-15,87.10877990722656
2015-10-16,85.6196517944336
2015-10-19,85.1346435546875
2015-10-20,86.9130630493164
2015-10-21,86.58123016357422
2015-10-22,85.747314453125
2015-10-23,87.70445251464844
2015-10-26,86.6152572631836
2015-10-27,86.3599624633789
2015-10-28,87.62784576416016
2015-10-29,88.92974090576172
2015-10-30,89.0914077758789
2015-11-02,90.87836456298828
2015-11-03,91.15916442871094
2015-11-04,90.0274429321289
2015-11-05,90.35929107666016
2015-11-06,89.7686538696289
2015-11-09,87.8255386352539
2015-11-10,87.483154296875
2015-11-11,87.79986572265625
2015-11-12,85.00928497314453
2015-11-13,85.4715347290039
2015-11-16,87.22635650634766
2015-11-17,86.34467315673828
2015-11-18,87.7827377319336
2015-11-19,88.77568817138672
2015-11-20,88.7928237915039
2015-11-23,88.4076156616211
2015-11-24,88.67295837402344
2015-11-25,88.80994415283203
2015-11-27,88.76713562011719
2015-11-30,89.58891296386719
2015-12-01,88.59596252441406
2015-12-02,87.2691421508789
2015-12-03,86.7213134765625
2015-12-04,87.6885757446289
2015-12-07,85.79682159423828
2015-12-08,83.67396545410156
2015-12-09,83.61402893066406
2015-12-10,83.88793182373047
2015-12-11,81.79930877685547
2015-12-14,81.73939514160156
2015-12-15,81.91056823730469
2015-12-16,84.5042724609375
2015-12-17,81.48259735107422
2015-12-18,80.138671875
2015-12-21,80.61802673339844
2015-12-22,82.59538269042969
2015-12-23,85.15480041503906
2015-12-24,85.4715347290039
2015-12-28,84.42723083496094
2015-12-29,85.18907928466797
2015-12-30,84.17899322509766
2015-12-31,83.01482391357422
2016-01-04,82.74090576171875
2016-01-05,81.37130737304688
2016-01-06,80.29273986816406
2016-01-07,78.93173217773438
2016-01-08,77.51073455810547
2016-01-11,77.3566665649414
2016-01-12,77.47652435302734
2016-01-13,76.80027770996094
2016-01-14,77.5963363647461
2016-01-15,75.31939697265625
2016-01-19,75.21666717529297
2016-01-20,74.0525131225586
2016-01-21,75.28515625
2016-01-22,76.88587951660156
2016-01-25,75.4306640625
2016-01-26,78.55509185791016
2016-01-27,78.4865951538086
2016-01-28,80.53243255615234
2016-01-29,83.1689224243164
2016-02-01,82.49267578125
2016-02-02,81.60242462158203
2016-02-03,83.65679931640625
2016-02-04,86.56719207763672
2016-02-05,86.89250946044922
2016-02-08,87.07337188720703
2016-02-09,85.90193939208984
2016-02-10,82.74943542480469
2016-02-11,83.45573425292969
2016-02-12,83.76583862304688
2016-02-16,85.83305358886719
2016-02-17,87.02169799804688
2016-02-18,86.78914642333984
2016-02-19,86.0397720336914
2016-02-22,88.52044677734375
2016-02-23,86.79776000976562
2016-02-24,87.14231872558594
2016-02-25,87.53849792480469
2016-02-26,88.03809356689453
2016-02-29,87.16813659667969
2016-03-01,90.07087707519531
2016-03-02,91.09587097167969
2016-03-03,91.8883056640625
2016-03-04,91.6126708984375
2016-03-07,93.33537292480469
2016-03-08,91.75048065185547
2016-03-09,92.36207580566406
2016-03-10,91.87970733642578
2016-03-11,93.36981964111328
2016-03-14,93.42150115966797
2016-03-15,93.223388671875
2016-03-16,94.69629669189453
2016-03-17,96.91854858398438
2016-03-18,96.7979736328125
2016-03-21,96.74627685546875
2016-03-22,96.53960418701172
2016-03-23,95.28201293945312
2016-03-24,95.56623840332031
2016-03-28,95.00637817382812
2016-03-29,95.70407104492188
2016-03-30,95.60070037841797
2016-03-31,95.67822265625
2016-04-01,96.31562805175781
2016-04-04,94.5584716796875
2016-04-05,93.7574234008789
2016-04-06,94.30868530273438
2016-04-07,93.91246032714844
2016-04-08,94.67044067382812
2016-04-11,95.17003631591797
2016-04-12,96.06581115722656
2016-04-13,96.65154266357422
2016-04-14,96.70320892333984
2016-04-15,97.95217895507812
2016-04-18,97.6593246459961
2016-04-19,98.23641967773438
2016-04-20,97.75407409667969
2016-04-21,97.20278930664062
2016-04-22,98.20196533203125
2016-04-25,97.68516540527344
2016-04-26,98.50343322753906
2016-04-27,100.70845794677734
2016-04-28,99.43370819091797
2016-04-29,99.93325805664062
2016-05-02,99.4853744506836
2016-05-03,97.91771697998047
2016-05-04,95.69544982910156
2016-05-05,96.42755126953125
2016-05-06,97.52770233154297
2016-05-09,96.19371032714844
2016-05-10,98.16001892089844
2016-05-11,97.7615737915039
2016-05-12,97.48436737060547
2016-05-13,95.08494567871094
2016-05-16,97.2331771850586
2016-05-17,96.93868255615234
2016-05-18,95.69998168945312
2016-05-19,94.41795349121094
2016-05-20,94.82510375976562
2016-05-23,94.93767547607422
2016-05-24,95.9771499633789
2016-05-25,97.84820556640625
2016-05-26,98.43720245361328
2016-05-27,98.73172760009766
2016-05-31,99.47669982910156
2016-06-01,99.96176147460938
2016-06-02,100.3775634765625
2016-06-03,100.48151397705078
2016-06-06,100.70672607421875
2016-06-07,100.58543395996094
2016-06-08,101.00122833251953
2016-06-09,99.9271240234375
2016-06-10,97.62297058105469
2016-06-13,96.6441421508789
2016-06-14,96.92131805419922
2016-06-15,96.68745422363281
2016-06-16,96.59220886230469
2016-06-17,97.17253875732422
2016-06-20,98.55848693847656
2016-06-21,98.22067260742188
2016-06-22,97.89152526855469
2016-06-23,98.75775146484375
2016-06-24,91.74134826660156
2016-06-27,87.08106231689453
2016-06-28,88.70092010498047
2016-06-29,90.13883209228516
2016-06-30,93.59506225585938
2016-07-01,94.71249389648438
2016-07-05,92.74613952636719
2016-07-06,93.88954162597656
2016-07-07,93.74230194091797
2016-07-08,96.43626403808594
2016-07-11,96.92131805419922
2016-07-12,98.09940338134766
2016-07-13,97.9521484375
2016-07-14,98.59317016601562
2016-07-15,98.47187805175781
2016-07-18,97.96946716308594
2016-07-19,97.39775848388672
2016-07-20,98.00410461425781
2016-07-21,97.2591781616211
2016-07-22,98.00410461425781
2016-07-25,97.44975280761719
2016-07-26,99.4160385131836
2016-07-27,99.55464172363281
2016-07-28,99.15621948242188
2016-07-29,98.91365814208984
2016-08-01,98.09940338134766
2016-08-02,97.90885162353516
2016-08-03,98.55848693847656
2016-08-04,103.04551696777344
2016-08-05,104.90786743164062
2016-08-08,106.25916290283203
2016-08-09,105.6181869506836
2016-08-10,105.8260726928711
2016-08-11,107.07343292236328
2016-08-12,106.38046264648438
2016-08-15,107.51519775390625
2016-08-16,107.50654602050781
2016-08-17,107.72311401367188
2016-08-18,107.4458999633789
2016-08-19,107.73176574707031
2016-08-22,107.47188568115234
2016-08-23,107.8530502319336
2016-08-24,106.82222747802734
2016-08-25,107.57969665527344
2016-08-26,107.30109405517578
2016-08-29,107.73643493652344
2016-08-30,107.26626586914062
2016-08-31,106.68290710449219
2016-09-01,106.97026824951172
2016-09-02,107.53617858886719
2016-09-06,107.28368377685547
2016-09-07,108.0846939086914
2016-09-08,108.26754760742188
2016-09-09,105.15926361083984
2016-09-12,106.97026824951172
2016-09-13,105.21148681640625
2016-09-14,105.2201919555664
2016-09-15,106.70903778076172
2016-09-16,105.80355072021484
2016-09-19,106.56102752685547
2016-09-20,106.24759674072266
2016-09-21,107.48394012451172
2016-09-22,107.92797088623047
2016-09-23,106.16053009033203
2016-09-26,105.65554809570312
2016-09-27,106.82225036621094
2016-09-28,108.64192962646484
2016-09-29,107.95409393310547
2016-09-30,109.2949447631836
2016-10-03,108.57227325439453
2016-10-04,107.65806579589844
2016-10-05,110.93177795410156
2016-10-06,110.5051498413086
2016-10-07,108.5374526977539
2016-10-10,108.91181945800781
2016-10-11,107.15309143066406
2016-10-12,107.90187072753906
2016-10-13,107.45782470703125
2016-10-14,108.43294525146484
2016-10-17,108.3023452758789
2016-10-18,106.93543243408203
2016-10-19,107.72772216796875
2016-10-20,106.9179916381836
2016-10-21,107.26626586914062
2016-10-24,105.16796875
2016-10-25,105.65554809570312
2016-10-26,106.08214569091797
2016-10-27,105.968994140625
2016-10-28,106.18663024902344
2016-10-31,106.87444305419922
2016-11-01,105.50749969482422
2016-11-02,104.37565612792969
2016-11-03,103.86195373535156
2016-11-04,104.95901489257812
2016-11-07,109.39939880371094
2016-11-08,110.61573791503906
2016-11-09,115.47228240966797
2016-11-10,119.8563232421875
2016-11-11,121.40515899658203
2016-11-14,121.62395477294922
2016-11-15,122.52521514892578
2016-11-16,120.59136962890625
2016-11-17,119.97010040283203
2016-11-18,119.07752990722656
2016-11-21,120.08381652832031
2016-11-22,120.60011291503906
2016-11-23,121.01138305664062
2016-11-25,121.66766357421875
2016-11-28,119.67253875732422
2016-11-29,119.83882904052734
2016-11-30,121.5714111328125
2016-12-01,125.54420471191406
2016-12-02,124.17034149169922
2016-12-05,124.66036987304688
2016-12-06,124.73914337158203
2016-12-07,126.86550903320312
2016-12-08,124.16162872314453
2016-12-09,124.70407104492188
2016-12-12,123.872802734375
2016-12-13,123.39154815673828
2016-12-14,122.68274688720703
2016-12-15,125.1329345703125
