Date,GCLA.BA
2015-08-24,19.888460159301758
2015-08-25,20.792482376098633
2015-08-26,21.17991828918457
2015-08-27,20.921627044677734
2015-08-28,21.438209533691406
2015-08-31,21.438209533691406
2015-09-01,21.309064865112305
2015-09-02,21.309064865112305
2015-09-03,21.309064865112305
2015-09-04,21.309064865112305
2015-09-07,21.17991828918457
2015-09-08,20.663333892822266
2015-09-09,20.40504264831543
2015-09-10,20.534189224243164
2015-09-11,20.40504264831543
2015-09-14,20.663333892822266
2015-09-15,20.921627044677734
2015-09-16,21.050771713256836
2015-09-17,21.050771713256836
2015-09-18,21.050771713256836
2015-09-21,21.17991828918457
2015-09-22,20.663333892822266
2015-09-23,20.663333892822266
2015-09-24,20.663333892822266
2015-09-25,20.663333892822266
2015-09-28,20.146753311157227
2015-09-29,20.40504264831543
2015-09-30,20.40504264831543
2015-10-01,19.759315490722656
2015-10-02,20.275896072387695
2015-10-05,20.275896072387695
2015-10-06,19.888460159301758
2015-10-07,20.40504264831543
2015-10-08,20.40504264831543
2015-10-09,20.921627044677734
2015-10-13,20.275896072387695
2015-10-14,20.275896072387695
2015-10-15,20.663333892822266
2015-10-16,20.663333892822266
2015-10-19,20.663333892822266
2015-10-20,20.663333892822266
2015-10-21,21.696500778198242
2015-10-22,21.954792022705078
2015-10-23,22.471378326416016
2015-10-26,24.537710189819336
2015-10-27,25.31258773803711
2015-10-28,27.637210845947266
2015-10-29,28.670377731323242
2015-10-30,28.412084579467773
2015-11-02,28.412084579467773
2015-11-03,27.895503997802734
2015-11-04,28.412084579467773
2015-11-05,28.670377731323242
2015-11-09,29.445253372192383
2015-11-10,30.220125198364258
2015-11-11,32.028167724609375
2015-11-12,32.54475021362305
2015-11-13,32.80304718017578
2015-11-16,32.80304718017578
2015-11-17,32.28645706176758
2015-11-18,32.54475021362305
2015-11-19,31.769878387451172
2015-11-20,33.061336517333984
2015-11-24,33.577919006347656
2015-11-25,33.577919006347656
2015-11-26,33.83620834350586
2015-11-27,33.83620834350586
2015-11-30,33.83620834350586
2015-12-01,33.061336517333984
2015-12-02,34.09450149536133
2015-12-03,33.577919006347656
2015-12-04,34.09450149536133
2015-12-09,33.31962585449219
2015-12-10,34.611087799072266
2015-12-11,36.5915412902832
2015-12-14,36.06880569458008
2015-12-15,34.5005989074707
2015-12-16,32.9323844909668
2015-12-17,33.716487884521484
2015-12-18,33.97785949707031
2015-12-21,33.193756103515625
2015-12-22,33.193756103515625
2015-12-23,33.45512008666992
2015-12-28,33.193756103515625
2015-12-29,33.45512008666992
2015-12-30,33.193756103515625
2016-01-04,32.6710205078125
2016-01-05,32.14828109741211
2016-01-06,31.625545501708984
2016-01-07,31.10280990600586
2016-01-08,31.36417579650879
2016-01-11,30.972126007080078
2016-01-12,30.841442108154297
2016-01-13,30.31870460510254
2016-01-14,30.841442108154297
2016-01-15,30.841442108154297
2016-01-18,30.31870460510254
2016-01-19,30.31870460510254
2016-01-20,29.795969009399414
2016-01-21,30.057336807250977
2016-01-22,30.057336807250977
2016-01-25,30.31870460510254
2016-01-26,30.31870460510254
2016-01-27,30.31870460510254
2016-01-28,30.841442108154297
2016-01-29,30.841442108154297
2016-02-01,31.834640502929688
2016-02-02,31.625545501708984
2016-02-03,33.96479034423828
2016-02-04,32.9323844909668
2016-02-05,33.97785949707031
2016-02-10,35.28470230102539
2016-02-11,35.28470230102539
2016-02-12,36.06880569458008
2016-02-15,37.37564468383789
2016-02-16,37.11427688598633
2016-02-17,38.15974807739258
2016-02-18,38.15974807739258
2016-02-19,38.15974807739258
2016-02-22,37.37564468383789
2016-02-23,37.11427688598633
2016-02-24,37.11427688598633
2016-02-25,37.37564468383789
2016-02-26,37.898380279541016
2016-02-29,38.68248748779297
2016-03-01,41.29616928100586
2016-03-02,41.81890106201172
2016-03-03,41.29616928100586
2016-03-04,40.773433685302734
2016-03-07,40.773433685302734
2016-03-08,40.773433685302734
2016-03-09,40.51206588745117
2016-03-10,40.773433685302734
2016-03-11,39.98932647705078
2016-03-14,39.466590881347656
2016-03-15,38.15974807739258
2016-03-16,38.68248748779297
2016-03-17,38.94385528564453
2016-03-18,38.15974807739258
2016-03-21,37.91144943237305
2016-03-22,37.898380279541016
2016-03-23,37.11427688598633
