Date,VINATIORGA.NS
2015-08-21,231.90655517578125
2015-08-24,220.06454467773438
2015-08-25,216.88739013671875
2015-08-26,218.57223510742188
2015-08-27,218.76480102539062
2015-08-28,226.34657287597656
2015-08-31,235.4447479248047
2015-09-01,231.37701416015625
2015-09-02,232.98968505859375
2015-09-03,235.0596160888672
2015-09-04,233.30259704589844
2015-09-07,219.75161743164062
2015-09-08,219.48684692382812
2015-09-09,224.42105102539062
2015-09-10,224.99868774414062
2015-09-11,227.83885192871094
2015-09-14,228.6090850830078
2015-09-15,228.6572265625
2015-09-16,229.25894165039062
2015-09-18,224.99868774414062
2015-09-21,225.33566284179688
2015-09-22,226.61134338378906
2015-09-23,223.24166870117188
2015-09-24,224.87840270996094
2015-09-28,222.54364013671875
2015-09-29,216.62261962890625
2015-09-30,219.1739501953125
2015-10-01,208.8964385986328
2015-10-05,213.44549560546875
2015-10-06,209.37782287597656
2015-10-07,208.96865844726562
2015-10-08,208.34283447265625
2015-10-09,204.58802795410156
2015-10-12,212.1457977294922
2015-10-13,211.64028930664062
2015-10-14,211.3033447265625
2015-10-15,206.41729736328125
2015-10-16,210.8460235595703
2015-10-19,211.5199737548828
2015-10-20,212.16983032226562
2015-10-21,213.2288818359375
2015-10-23,211.76063537597656
2015-10-26,212.62716674804688
2015-10-27,213.5658416748047
2015-10-28,215.27476501464844
2015-10-29,207.6688995361328
2015-10-30,206.75425720214844
2015-11-02,206.87461853027344
2015-11-03,204.75653076171875
2015-11-04,199.67791748046875
2015-11-05,197.22288513183594
2015-11-06,192.74600219726562
2015-11-09,190.07432556152344
2015-11-10,191.47036743164062
2015-11-13,192.43310546875
2015-11-16,193.949462890625
2015-11-17,185.3086395263672
2015-11-18,183.47938537597656
2015-11-19,182.5888214111328
2015-11-20,185.7418670654297
2015-11-23,181.1446533203125
2015-11-24,186.36767578125
2015-11-26,191.4462890625
2015-11-27,188.22100830078125
2015-11-30,188.94308471679688
2015-12-01,188.02845764160156
2015-12-02,187.3304443359375
2015-12-03,185.95849609375
2015-12-04,185.66966247558594
2015-12-07,192.962646484375
2015-12-08,186.51210021972656
2015-12-09,184.70692443847656
2015-12-10,183.02206420898438
2015-12-11,187.16195678710938
2015-12-14,186.60833740234375
2015-12-15,193.32369995117188
2015-12-16,195.15293884277344
2015-12-17,200.0389862060547
2015-12-18,203.40866088867188
2015-12-21,219.89602661132812
2015-12-22,216.4782257080078
2015-12-23,224.0359344482422
2015-12-24,225.2634735107422
2015-12-28,223.9156036376953
2015-12-29,221.67715454101562
2015-12-30,223.48236083984375
2015-12-31,225.43194580078125
2016-01-01,225.67263793945312
2016-01-04,223.53048706054688
2016-01-05,221.0994873046875
2016-01-06,218.6925811767578
2016-01-07,213.95095825195312
2016-01-08,221.21983337402344
2016-01-11,218.861083984375
2016-01-12,217.1761932373047
2016-01-13,212.50680541992188
2016-01-14,204.17884826660156
2016-01-15,203.04759216308594
2016-01-18,194.84002685546875
2016-01-19,197.36729431152344
2016-01-20,196.18788146972656
2016-01-21,192.43310546875
2016-01-22,196.09164428710938
2016-01-25,200.664794921875
2016-01-27,201.36277770996094
2016-01-28,198.9799346923828
2016-01-29,199.48538208007812
2016-02-01,193.6365509033203
2016-02-02,192.43310546875
2016-02-03,190.50755310058594
2016-02-04,189.8577117919922
2016-02-05,189.5929412841797
2016-02-08,185.98257446289062
2016-02-09,187.37857055664062
2016-02-10,184.8272705078125
2016-02-11,179.36354064941406
2016-02-12,176.71592712402344
2016-02-15,180.3503875732422
2016-02-16,180.5670166015625
2016-02-17,187.61927795410156
2016-02-18,185.09201049804688
2016-02-19,179.7486572265625
2016-02-22,177.79905700683594
2016-02-23,181.62603759765625
2016-02-24,178.08787536621094
2016-02-25,179.05062866210938
2016-02-26,182.66099548339844
2016-02-29,180.6392059326172
2016-03-01,186.8731231689453
2016-03-02,187.61927795410156
2016-03-03,188.38949584960938
2016-03-04,190.02618408203125
2016-03-08,192.14427185058594
2016-03-09,192.7700958251953
2016-03-10,196.7655487060547
2016-03-11,197.72833251953125
2016-03-14,192.93853759765625
2016-03-15,192.553466796875
2016-03-16,192.45716857910156
2016-03-17,196.86184692382812
2016-03-18,192.98670959472656
2016-03-21,193.93365478515625
2016-03-22,192.13685607910156
2016-03-23,193.15667724609375
2016-03-28,189.8787078857422
2016-03-29,188.2032928466797
2016-03-30,188.17904663085938
2016-03-31,188.93174743652344
2016-04-01,185.31387329101562
2016-04-04,186.5279083251953
2016-04-05,190.65570068359375
2016-04-06,195.3177032470703
2016-04-07,197.7700653076172
2016-04-08,199.78543090820312
2016-04-11,201.5822296142578
2016-04-12,204.71449279785156
2016-04-13,202.2378387451172
2016-04-18,203.91322326660156
2016-04-20,208.1381378173828
2016-04-21,216.24803161621094
2016-04-22,223.48385620117188
2016-04-25,222.9982452392578
2016-04-26,219.55029296875
2016-04-27,223.41098022460938
2016-04-28,219.89022827148438
2016-04-29,221.2257080078125
2016-05-02,236.5956573486328
2016-05-03,224.18797302246094
2016-05-04,225.59629821777344
2016-05-05,223.72665405273438
2016-05-06,223.84803771972656
2016-05-09,228.21865844726562
2016-05-10,228.6557159423828
2016-05-11,225.304931640625
2016-05-12,231.3509521484375
2016-05-13,231.1809539794922
2016-05-16,227.490234375
2016-05-17,226.4704132080078
2016-05-18,226.73751831054688
2016-05-19,225.88768005371094
2016-05-20,222.85252380371094
2016-05-23,224.6979217529297
2016-05-24,227.00462341308594
2016-05-25,229.2627410888672
2016-05-26,227.3931121826172
2016-05-27,227.75729370117188
2016-05-30,228.41294860839844
2016-05-31,226.5432586669922
2016-06-01,228.29151916503906
2016-06-02,225.98477172851562
2016-06-03,227.78163146972656
2016-06-06,236.8870086669922
2016-06-07,239.3394317626953
2016-06-08,249.9260711669922
2016-06-09,261.9209289550781
2016-06-10,253.05825805664062
2016-06-13,254.24806213378906
2016-06-14,247.9835205078125
2016-06-15,253.8838653564453
2016-06-16,251.06724548339844
2016-06-17,249.12474060058594
2016-06-20,250.50875854492188
2016-06-21,246.7937774658203
2016-06-22,245.9196319580078
2016-06-23,252.3298797607422
2016-06-24,248.46914672851562
2016-06-27,261.8237609863281
2016-06-28,266.9714050292969
2016-06-29,262.6250915527344
2016-06-30,266.21868896484375
2016-07-01,264.8103332519531
2016-07-04,263.8390808105469
2016-07-05,263.7176818847656
2016-07-07,263.8634033203125
2016-07-08,255.31640625
2016-07-11,259.468505859375
2016-07-12,256.0691833496094
2016-07-13,253.6410675048828
2016-07-14,254.58799743652344
2016-07-15,253.25257873535156
2016-07-18,250.16885375976562
2016-07-19,249.53750610351562
2016-07-20,258.27874755859375
2016-07-21,252.91259765625
2016-07-22,252.2813262939453
2016-07-25,258.0171813964844
2016-07-26,268.7354431152344
2016-07-27,271.0686950683594
2016-07-28,265.2842102050781
2016-07-29,266.3293151855469
2016-08-01,269.0757141113281
2016-08-02,261.2010803222656
2016-08-03,256.7776184082031
2016-08-04,260.2532043457031
2016-08-05,265.5758972167969
2016-08-08,259.9129638671875
2016-08-09,255.73252868652344
2016-08-10,254.42010498046875
2016-08-11,263.3155517578125
2016-08-12,260.7392883300781
2016-08-16,266.3293151855469
2016-08-17,275.322021484375
2016-08-18,277.3392333984375
2016-08-19,272.89154052734375
2016-08-22,277.12054443359375
2016-08-23,293.2830505371094
2016-08-24,303.7340393066406
2016-08-25,298.4356689453125
2016-08-26,295.4461975097656
2016-08-29,289.71026611328125
2016-08-30,295.51910400390625
2016-08-31,289.3700256347656
2016-09-01,292.5782775878906
2016-09-02,290.8039855957031
2016-09-06,287.7902526855469
2016-09-07,283.6098937988281
2016-09-08,291.460205078125
2016-09-09,297.0016784667969
2016-09-12,293.2587585449219
2016-09-14,292.7726745605469
2016-09-15,298.97039794921875
2016-09-16,292.2380065917969
2016-09-19,295.30035400390625
2016-09-20,291.460205078125
2016-09-21,290.31793212890625
2016-09-22,290.0019836425781
2016-09-23,292.8941650390625
2016-09-26,293.2344665527344
2016-09-27,300.8175048828125
2016-09-28,301.4980163574219
