Date,UQA.VI
2015-08-24,3.9503490924835205
2015-08-25,4.0804338455200195
2015-08-26,4.077653884887695
2015-08-27,4.169379711151123
2015-08-28,4.143252372741699
2015-08-31,4.14102840423584
2015-09-01,4.001493453979492
2015-09-02,3.9648029804229736
2015-09-03,4.116567611694336
2015-09-04,3.9864838123321533
2015-09-07,3.9775900840759277
2015-09-08,4.0326247215271
2015-09-09,4.070982933044434
2015-09-10,4.0976667404174805
2015-09-11,4.027621269226074
2015-09-14,3.996490240097046
2015-09-15,3.9898195266723633
2015-09-16,4.0515265464782715
2015-09-17,4.141584396362305
2015-09-18,4.152702808380127
2015-09-21,4.169379711151123
2015-09-22,4.122683525085449
2015-09-23,4.1721601486206055
2015-09-24,4.107117652893066
2015-09-25,4.267221927642822
2015-09-28,4.153258800506592
2015-09-29,4.160485744476318
2015-09-30,4.308359622955322
2015-10-01,4.369511127471924
2015-10-02,4.4623494148254395
2015-10-05,4.542957305908203
2015-10-06,4.486253261566162
2015-10-07,4.5062665939331055
2015-10-08,4.477359294891357
2015-10-09,4.410092830657959
2015-10-12,4.395638942718506
2015-10-13,4.332820415496826
2015-10-14,4.320034027099609
2015-10-15,4.41787576675415
2015-10-16,4.421767234802246
2015-10-19,4.446227550506592
2015-10-20,4.441780090332031
2015-10-21,4.5201640129089355
2015-10-22,4.696390151977539
2015-10-23,4.661923408508301
2015-10-27,4.608555793762207
2015-10-28,4.651360511779785
2015-10-29,4.664146900177002
2015-10-30,4.698058128356934
2015-11-02,4.729745388031006
2015-11-03,4.714179992675781
2015-11-04,4.682492733001709
2015-11-05,4.674709796905518
2015-11-06,4.7125115394592285
2015-11-09,4.6836042404174805
2015-11-10,4.669705867767334
2015-11-11,4.6691508293151855
2015-11-12,4.5585222244262695
2015-11-13,4.646913051605225
2015-11-16,4.65191650390625
2015-11-17,4.689719200134277
2015-11-18,4.711955547332764
2015-11-19,4.722517967224121
2015-11-20,4.725297927856445
2015-11-23,4.782557487487793
2015-11-24,4.63690710067749
2015-11-25,4.688607215881348
2015-11-26,4.680269241333008
2015-11-27,4.777553558349609
2015-11-30,4.670818328857422
2015-12-01,4.780889987945557
2015-12-02,4.758096694946289
2015-12-03,4.699169635772705
2015-12-04,4.654696464538574
2015-12-07,4.4528985023498535
2015-12-09,4.426214218139648
2015-12-10,4.378961086273193
2015-12-11,4.386744022369385
2015-12-14,4.197732448577881
2015-12-15,4.233310699462891
2015-12-16,4.2522125244140625
2015-12-17,4.268889904022217
2015-12-18,4.218857288360596
2015-12-21,4.187170028686523
2015-12-22,4.156038761138916
2015-12-23,4.19328498840332
2015-12-28,4.169379711151123
2015-12-29,4.190505504608154
2015-12-30,4.183278560638428
2016-01-04,4.13991641998291
2016-01-05,4.095999717712402
2016-01-07,3.967583179473877
2016-01-08,3.9525725841522217
2016-01-11,3.922553539276123
2016-01-12,4.007052898406982
2016-01-13,3.9625792503356934
2016-01-14,3.9292244911193848
2016-01-15,3.804699420928955
2016-01-18,3.7491071224212646
2016-01-19,3.7046337127685547
2016-01-20,3.330501079559326
2016-01-21,3.2015280723571777
2016-01-22,3.2854721546173096
2016-01-25,3.2287685871124268
2016-01-26,3.2081995010375977
2016-01-27,3.15761137008667
2016-01-28,3.1526076793670654
2016-01-29,3.237107515335083
2016-02-01,3.2354390621185303
2016-02-02,3.1442692279815674
2016-02-03,3.008625030517578
2016-02-04,2.993058443069458
2016-02-05,3.0041775703430176
2016-02-08,2.918010711669922
2016-02-09,2.82016921043396
2016-02-10,2.8774285316467285
2016-02-11,2.8023793697357178
2016-02-12,2.90800404548645
2016-02-15,2.991391658782959
2016-02-16,3.021411180496216
2016-02-17,3.0658843517303467
2016-02-18,3.0547657012939453
2016-02-19,3.0225229263305664
2016-02-22,3.1564993858337402
2016-02-23,3.0725553035736084
2016-02-24,2.9980623722076416
2016-02-25,2.9780492782592773
2016-02-26,3.084785223007202
2016-02-29,3.1053545475006104
2016-03-01,3.213202953338623
2016-03-02,3.2699060440063477
2016-03-03,3.3010377883911133
2016-03-04,3.3293888568878174
2016-03-07,3.318826913833618
2016-03-08,3.2882513999938965
2016-03-09,3.325497627258301
2016-03-10,3.306596517562866
2016-03-11,3.6318087577819824
2016-03-14,3.614574909210205
2016-03-15,3.5250725746154785
2016-03-16,3.544529438018799
2016-03-17,3.483377695083618
2016-03-18,3.611795663833618
2016-03-21,3.624581813812256
2016-03-22,3.534522533416748
2016-03-23,3.4144446849823
2016-03-24,3.3910961151123047
2016-03-29,3.354405403137207
2016-03-30,3.4272303581237793
2016-03-31,3.433901786804199
2016-04-01,3.4333457946777344
2016-04-04,3.4183361530303955
2016-04-05,3.384981632232666
2016-04-06,3.402214527130127
2016-04-07,3.393319845199585
2016-04-08,3.4188921451568604
2016-04-11,3.417224645614624
2016-04-12,3.4327900409698486
2016-04-13,3.4667012691497803
2016-04-14,3.511173725128174
2016-04-15,3.4661450386047363
2016-04-18,3.4744834899902344
2016-04-19,3.5039474964141846
2016-04-20,3.5217363834381104
2016-04-21,3.5222926139831543
2016-04-22,3.5300750732421875
2016-04-25,3.50227952003479
2016-04-26,3.5089504718780518
2016-04-27,3.50227952003479
2016-04-28,3.537858247756958
2016-04-29,3.504503011703491
2016-05-02,3.528407573699951
2016-05-03,3.4244511127471924
2016-05-04,3.4216723442077637
2016-05-06,3.520068883895874
2016-05-09,3.4828221797943115
2016-05-10,3.4800431728363037
2016-05-11,3.546196699142456
2016-05-12,3.5133986473083496
2016-05-13,3.500056028366089
2016-05-17,3.544529438018799
2016-05-18,3.5300750732421875
2016-05-19,3.5167336463928223
2016-05-20,3.533966541290283
2016-05-23,3.5578715801239014
2016-05-24,3.615130662918091
2016-05-25,3.6690547466278076
2016-05-27,3.6512649059295654
2016-05-30,3.6345882415771484
2016-05-31,3.594005584716797
2016-06-01,3.4622533321380615
2016-06-02,3.5006115436553955
2016-06-03,3.5133986473083496
2016-06-06,3.549532890319824
2016-06-07,3.5300750732421875
2016-06-08,3.597341775894165
2016-06-09,3.5967421531677246
2016-06-10,3.5050251483917236
2016-06-13,3.38273549079895
2016-06-14,3.313798427581787
2016-06-15,3.335378646850586
2016-06-16,3.3197929859161377
2016-06-17,3.3869316577911377
2016-06-20,3.440284252166748
2016-06-21,3.5529818534851074
2016-06-22,3.6039352416992188
2016-06-23,3.6267142295837402
2016-06-24,3.326986312866211
2016-06-27,3.127366781234741
2016-06-28,3.1873128414154053
2016-06-29,3.2340705394744873
2016-06-30,3.221482038497925
2016-07-01,3.225078821182251
2016-07-04,3.165132761001587
2016-07-05,3.1057863235473633
2016-07-06,3.1075849533081055
2016-07-07,3.1831166744232178
2016-07-08,3.2022993564605713
