Date,HAL.NS
2018-04-02,474.4003601074219
2018-04-03,465.87628173828125
2018-04-04,460.63385009765625
2018-04-05,459.8288879394531
2018-04-06,455.2469482421875
2018-04-09,455.9073486328125
2018-04-10,455.01995849609375
2018-04-11,452.95587158203125
2018-04-12,448.3533630371094
2018-04-13,463.5852966308594
2018-04-16,473.84320068359375
2018-04-17,473.22406005859375
2018-04-18,466.4542541503906
2018-04-19,471.0156555175781
2018-04-20,464.6173400878906
2018-04-23,466.99078369140625
2018-04-24,466.7845153808594
2018-04-25,464.57598876953125
2018-04-26,466.6398620605469
2018-04-27,464.7205505371094
2018-04-30,464.12188720703125
2018-05-02,459.9527587890625
2018-05-03,452.0065002441406
2018-05-04,451.4079895019531
2018-05-07,457.4346923828125
2018-05-08,455.8661193847656
2018-05-09,451.36663818359375
2018-05-10,448.1055908203125
2018-05-11,447.13555908203125
2018-05-14,440.2212829589844
2018-05-15,435.6393127441406
2018-05-16,431.0780029296875
2018-05-17,429.19976806640625
2018-05-18,426.3515625
2018-05-21,421.60443115234375
2018-05-22,421.85211181640625
2018-05-23,419.2515563964844
2018-05-24,416.4032897949219
2018-05-25,422.1822814941406
2018-05-28,430.27301025390625
2018-05-29,432.89422607421875
2018-05-30,446.3719177246094
2018-05-31,436.3617248535156
2018-06-01,425.1131286621094
2018-06-04,420.4486389160156
2018-06-05,410.21136474609375
2018-06-06,411.51171875
2018-06-07,412.60552978515625
2018-06-08,408.84918212890625
2018-06-11,407.46630859375
2018-06-12,401.9555358886719
2018-06-13,398.1165771484375
2018-06-14,401.6872253417969
2018-06-15,399.78839111328125
2018-06-18,391.6770324707031
2018-06-19,383.9785461425781
2018-06-20,381.873291015625
2018-06-21,376.46563720703125
2018-06-22,377.4564208984375
2018-06-25,371.92498779296875
2018-06-26,366.1665344238281
2018-06-27,357.1883544921875
2018-06-28,348.3546447753906
2018-06-29,348.5610046386719
2018-07-02,354.3813171386719
2018-07-03,348.54034423828125
2018-07-04,345.40313720703125
2018-07-05,341.7911682128906
2018-07-06,342.100830078125
2018-07-09,339.5414733886719
2018-07-10,350.0883483886719
2018-07-11,346.4763488769531
2018-07-12,343.27728271484375
2018-07-13,341.27520751953125
2018-07-16,335.8470153808594
2018-07-17,336.9408874511719
2018-07-18,331.9461364746094
2018-07-19,327.52923583984375
2018-07-20,324.061767578125
2018-07-23,319.1703186035156
2018-07-24,322.8853759765625
2018-07-25,324.433349609375
2018-07-26,322.823486328125
2018-07-27,325.816162109375
2018-07-30,367.466796875
2018-07-31,399.8297119140625
2018-08-01,404.5149230957031
2018-08-02,395.268310546875
2018-08-03,397.4561462402344
2018-08-06,394.4840393066406
2018-08-07,401.728515625
2018-08-08,401.5014953613281
2018-08-09,407.0534973144531
2018-08-10,403.2145690917969
2018-08-13,406.124755859375
2018-08-14,397.394287109375
2018-08-16,388.4366455078125
2018-08-17,386.1456604003906
2018-08-20,381.3985900878906
2018-08-21,377.3325500488281
2018-08-23,375.3717346191406
2018-08-24,369.5102233886719
2018-08-27,379.80926513671875
2018-08-28,370.666015625
2018-08-29,370.25323486328125
2018-08-30,370.12939453125
2018-08-31,368.3130187988281
2018-09-03,369.6958923339844
2018-09-04,366.45550537109375
2018-09-05,358.5917663574219
2018-09-06,357.16766357421875
2018-09-07,380.5935974121094
2018-09-10,384.0816955566406
2018-09-11,376.3625183105469
2018-09-12,373.41107177734375
2018-09-14,384.8453674316406
2018-09-17,393.45208740234375
2018-09-18,396.8369445800781
2018-09-19,385.856689453125
2018-09-21,373.8857421875
2018-09-24,359.91278076171875
2018-09-25,347.6322021484375
2018-09-26,346.5177307128906
2018-09-27,341.1307678222656
2018-09-28,321.8946838378906
2018-10-01,331.30633544921875
2018-10-03,334.5467834472656
2018-10-04,331.3476257324219
2018-10-05,327.0132751464844
2018-10-08,322.3694152832031
2018-10-09,317.9319152832031
2018-10-10,319.52117919921875
2018-10-11,316.5077209472656
2018-10-12,321.2135314941406
2018-10-15,326.0639343261719
2018-10-16,332.152587890625
2018-10-17,326.60052490234375
2018-10-19,321.8946838378906
2018-10-22,315.9298095703125
2018-10-23,310.8731994628906
2018-10-24,311.162109375
2018-10-25,306.311767578125
2018-10-26,308.12811279296875
2018-10-29,309.6760559082031
2018-10-30,311.69873046875
2018-10-31,313.9691162109375
2018-11-01,311.3272705078125
2018-11-02,312.338623046875
2018-11-05,313.59759521484375
2018-11-06,316.322021484375
2018-11-07,326.2289733886719
2018-11-09,379.7267761230469
2018-11-12,369.6546630859375
2018-11-13,353.16363525390625
2018-11-14,349.3453063964844
2018-11-15,345.6095275878906
2018-11-16,340.3464660644531
2018-11-19,339.6860046386719
2018-11-20,335.55810546875
2018-11-21,331.63653564453125
2018-11-22,328.9327697753906
2018-11-26,324.907958984375
2018-11-27,334.3196716308594
2018-11-28,327.8594970703125
2018-11-29,327.4880065917969
2018-11-30,326.2289733886719
2018-12-03,324.0824279785156
2018-12-04,322.53448486328125
2018-12-05,319.66558837890625
2018-12-06,318.0556945800781
2018-12-07,314.4231262207031
2018-12-10,309.3871154785156
2018-12-11,311.430419921875
2018-12-12,317.9319152832031
2018-12-13,317.7667541503906
2018-12-14,316.9205627441406
2018-12-17,324.2888488769531
2018-12-18,323.8761291503906
2018-12-19,325.56854248046875
2018-12-20,323.6490478515625
2018-12-21,324.4952392578125
2018-12-24,324.5158996582031
2018-12-26,322.6376647949219
2018-12-27,325.4859619140625
2018-12-28,326.35284423828125
2018-12-31,333.0606689453125
2019-01-01,329.6551818847656
2019-01-02,330.19183349609375
2019-01-03,327.260986328125
2019-01-04,336.3011474609375
2019-01-07,325.87811279296875
2019-01-08,325.89874267578125
2019-01-09,323.1330871582031
2019-01-10,320.2641906738281
2019-01-11,320.2435302734375
2019-01-14,318.9019470214844
2019-01-15,319.005126953125
2019-01-16,319.9132995605469
2019-01-17,321.44061279296875
2019-01-18,323.8347473144531
2019-01-21,320.5531005859375
2019-01-22,316.2807312011719
2019-01-23,311.347900390625
2019-01-24,308.7266540527344
2019-01-25,306.311767578125
2019-01-28,302.4934997558594
2019-01-29,299.64520263671875
2019-01-30,295.8888244628906
2019-01-31,293.453369140625
2019-02-01,291.2242736816406
2019-02-04,284.8673095703125
2019-02-05,278.5309143066406
2019-02-06,271.9469299316406
2019-02-07,269.4082336425781
2019-02-08,268.3143615722656
2019-02-11,272.2978210449219
2019-02-12,263.8561706542969
2019-02-14,257.4992370605469
2019-02-15,257.6024169921875
2019-02-18,253.49514770507812
2019-02-19,255.0225372314453
2019-02-20,255.20822143554688
2019-02-21,275.0015869140625
2019-02-22,272.8550720214844
2019-02-25,268.8303527832031
2019-02-26,269.3050842285156
2019-02-27,271.3689880371094
2019-02-28,269.4701232910156
2019-03-01,276.8797912597656
2019-03-05,282.8240051269531
2019-03-06,284.5990295410156
2019-03-07,280.1614685058594
2019-03-08,274.5062561035156
2019-03-11,280.0582580566406
2019-03-12,285.6103820800781
2019-03-13,280.20269775390625
2019-03-14,279.4184265136719
2019-03-15,278.26263427734375
2019-03-18,288.8507080078125
2019-03-19,293.04058837890625
2019-03-20,293.6597900390625
2019-03-22,292.2356262207031
2019-03-25,294.25830078125
2019-03-26,298.03533935546875
2019-03-27,305.3211669921875
2019-03-28,305.87249755859375
2019-04-01,302.1824035644531
2019-04-02,303.32763671875
2019-04-03,303.2640075683594
2019-04-04,301.92791748046875
2019-04-05,302.39453125
2019-04-08,302.69134521484375
2019-04-09,302.9034729003906
2019-04-10,302.9246826171875
2019-04-11,303.9850158691406
2019-04-12,301.3764953613281
2019-04-15,300.0828857421875
2019-04-16,300.46466064453125
2019-04-18,296.8381652832031
2019-04-22,290.7940673828125
2019-04-23,288.29168701171875
2019-04-24,287.9947814941406
2019-04-25,287.3797302246094
2019-04-26,287.4433898925781
2019-04-30,283.2655029296875
2019-05-02,280.91156005859375
2019-05-03,276.8609924316406
2019-05-06,274.5281677246094
2019-05-07,274.3584899902344
2019-05-08,270.75323486328125
2019-05-09,271.70758056640625
2019-05-10,271.6651611328125
2019-05-13,267.0419616699219
2019-05-14,268.9930725097656
2019-05-15,268.3568420410156
2019-05-16,270.0109558105469
2019-05-17,269.9898376464844
2019-05-20,277.0306091308594
2019-05-21,273.8070983886719
2019-05-22,279.89361572265625
2019-05-23,283.498779296875
2019-05-24,287.9099426269531
2019-05-27,299.1922607421875
2019-05-28,306.2330322265625
2019-05-29,303.9002685546875
2019-05-30,304.727294921875
2019-05-31,301.2705078125
2019-06-03,313.8675842285156
2019-06-04,307.1449890136719
2019-06-06,301.41900634765625
2019-06-07,302.69134521484375
2019-06-10,297.3895568847656
2019-06-11,299.3194580078125
2019-06-12,296.68975830078125
2019-06-13,293.91162109375
2019-06-14,291.1546325683594
2019-06-17,290.34869384765625
2019-06-18,289.9670715332031
2019-06-19,286.57391357421875
2019-06-20,292.44830322265625
2019-06-21,296.6261291503906
2019-06-24,297.1987609863281
2019-06-25,305.5119934082031
2019-06-26,302.7337341308594
2019-06-27,303.5184326171875
2019-06-28,303.0519104003906
2019-07-01,300.4010314941406
2019-07-02,298.3651123046875
2019-07-03,300.1041259765625
2019-07-04,301.8431701660156
2019-07-05,294.8447265625
2019-07-08,286.976806640625
2019-07-09,287.464599609375
2019-07-10,284.5592041015625
2019-07-11,287.7615051269531
2019-07-12,286.10736083984375
2019-07-15,286.36181640625
2019-07-16,286.9131774902344
2019-07-17,286.3406066894531
2019-07-18,286.4042663574219
2019-07-19,286.3194274902344
2019-07-22,285.8316650390625
2019-07-23,286.08612060546875
2019-07-24,285.4499206542969
2019-07-25,285.36505126953125
2019-07-26,286.70111083984375
2019-07-29,286.4042663574219
2019-07-30,286.1497497558594
2019-07-31,280.4662170410156
2019-08-01,276.5004577636719
2019-08-02,272.6407165527344
2019-08-05,267.3600769042969
2019-08-06,269.43841552734375
2019-08-07,269.48077392578125
2019-08-08,268.7174072265625
2019-08-09,272.4073486328125
2019-08-13,270.15948486328125
2019-08-14,279.0664978027344
2019-08-16,276.7548828125
2019-08-19,279.55426025390625
2019-08-20,283.3078918457031
2019-08-21,281.2084655761719
2019-08-22,275.694580078125
2019-08-23,273.934326171875
2019-08-26,273.4466247558594
2019-08-27,276.20355224609375
2019-08-28,278.2606506347656
2019-08-29,275.86419677734375
2019-08-30,275.71575927734375
2019-09-03,273.5738220214844
2019-09-04,275.31280517578125
2019-09-05,279.9359436035156
2019-09-06,285.6195983886719
2019-09-09,299.0437316894531
2019-09-11,295.5445861816406
2019-09-12,290.9637451171875
2019-09-13,299.2982482910156
2019-09-16,309.77459716796875
2019-09-17,306.65716552734375
2019-09-18,309.5837707519531
2019-09-19,316.3701171875
2019-09-20,320.69635009765625
2019-09-23,320.272216796875
2019-09-24,315.5218200683594
2019-09-25,316.3913269042969
2019-09-26,316.45489501953125
2019-09-27,309.3717346191406
2019-09-30,299.5739440917969
2019-10-01,294.65386962890625
