Date,TAP
2015-08-03,55.69598388671875
2015-08-04,55.227725982666016
2015-08-05,55.87852096557617
2015-08-06,58.5371208190918
2015-08-07,57.926048278808594
2015-08-10,57.73558807373047
2015-08-11,57.55302810668945
2015-08-12,57.322898864746094
2015-08-13,56.83878707885742
2015-08-14,56.84672927856445
2015-08-17,58.11650466918945
2015-08-18,58.14825439453125
2015-08-19,58.251441955566406
2015-08-20,57.132442474365234
2015-08-21,55.53725814819336
2015-08-24,52.75960922241211
2015-08-25,51.73583984375
2015-08-26,52.91832733154297
2015-08-27,53.25163650512695
2015-08-28,53.28340148925781
2015-08-31,54.03732681274414
2015-09-01,52.61674880981445
2015-09-02,53.0135498046875
2015-09-03,53.14053726196289
2015-09-04,53.38655090332031
2015-09-08,54.989662170410156
2015-09-09,54.315086364746094
2015-09-10,54.96586608886719
2015-09-11,55.03728485107422
2015-09-14,54.8309440612793
2015-09-15,57.648292541503906
2015-09-16,65.8542709350586
2015-09-17,65.55268859863281
2015-09-18,66.96533203125
2015-09-21,66.40186309814453
2015-09-22,65.7828598022461
2015-09-23,65.70349884033203
2015-09-24,64.37020874023438
2015-09-25,65.31460571289062
2015-09-28,65.38601684570312
2015-09-29,65.07652282714844
2015-09-30,65.8860092163086
2015-10-01,66.06061553955078
2015-10-02,66.53678131103516
2015-10-05,66.8700942993164
2015-10-06,64.27497863769531
2015-10-07,65.24317169189453
2015-10-08,65.07652282714844
2015-10-09,64.76700592041016
2015-10-12,62.497257232666016
2015-10-13,68.71131134033203
2015-10-14,68.2509994506836
2015-10-15,69.64774322509766
2015-10-16,70.0762939453125
2015-10-19,69.9413833618164
2015-10-20,70.23502349853516
2015-10-21,69.76679992675781
2015-10-22,69.89378356933594
2015-10-23,70.21916198730469
2015-10-26,70.0286865234375
2015-10-27,68.81446075439453
2015-10-28,69.8144302368164
2015-10-29,69.43347930908203
2015-10-30,69.91758728027344
2015-11-02,70.40170288085938
2015-11-03,69.75885772705078
2015-11-04,69.37792205810547
2015-11-05,69.69537353515625
2015-11-06,69.4969711303711
2015-11-09,69.33030700683594
2015-11-10,70.08424377441406
2015-11-11,73.16346740722656
2015-11-12,73.10791015625
2015-11-13,74.4491195678711
2015-11-16,74.50469207763672
2015-11-17,75.4967041015625
2015-11-18,74.67134094238281
2015-11-19,74.50469207763672
2015-11-20,73.40950012207031
2015-11-23,73.21109008789062
2015-11-24,73.09999084472656
2015-11-25,73.73770904541016
2015-11-27,74.43126678466797
2015-11-30,73.36306762695312
2015-12-01,74.27182006835938
2015-12-02,73.93701934814453
2015-12-03,73.30728149414062
2015-12-04,75.84223175048828
2015-12-07,75.53134155273438
2015-12-08,75.4037857055664
2015-12-09,74.71025085449219
2015-12-10,74.44720458984375
2015-12-11,73.88119506835938
2015-12-14,73.26737976074219
2015-12-15,74.71025085449219
2015-12-16,75.06103515625
2015-12-17,74.71025085449219
2015-12-18,73.77757263183594
2015-12-21,73.92107391357422
2015-12-22,74.2479019165039
2015-12-23,74.90156555175781
2015-12-24,74.91752624511719
2015-12-28,74.487060546875
2015-12-29,75.64295196533203
2015-12-30,75.3639144897461
2015-12-31,74.86967468261719
2016-01-04,73.57030487060547
2016-01-05,73.84929656982422
2016-01-06,72.38253784179688
2016-01-07,72.02381896972656
2016-01-08,71.12300872802734
2016-01-11,70.525146484375
2016-01-12,71.41000366210938
2016-01-13,69.82364654541016
2016-01-14,69.14605712890625
2016-01-15,68.58004760742188
2016-01-19,69.51274108886719
2016-01-20,68.7713851928711
2016-01-21,69.01051330566406
2016-01-22,70.86793518066406
2016-01-25,69.83160400390625
2016-01-26,69.95916748046875
2016-01-27,69.95118713378906
2016-01-28,70.50919342041016
2016-01-29,72.12744903564453
2016-02-01,73.26737976074219
2016-02-02,72.98043060302734
2016-02-03,71.72090148925781
2016-02-04,69.85551452636719
2016-02-05,69.31343841552734
2016-02-08,66.88209533691406
2016-02-09,66.85818481445312
2016-02-10,67.10530090332031
2016-02-11,66.66686248779297
2016-02-12,67.07341003417969
2016-02-16,67.48795318603516
2016-02-17,68.74745178222656
2016-02-18,67.54375457763672
2016-02-19,68.19743347167969
2016-02-22,69.21778869628906
2016-02-23,68.23729705810547
2016-02-24,68.6677474975586
2016-02-25,69.05834197998047
2016-02-26,67.91045379638672
2016-02-29,67.97420501708984
2016-03-01,68.9865951538086
2016-03-02,69.05834197998047
2016-03-03,70.91658782958984
2016-03-04,72.2621841430664
2016-03-07,71.54933166503906
2016-03-08,70.80445098876953
2016-03-09,72.39031982421875
2016-03-10,73.53569793701172
2016-03-11,74.05632019042969
2016-03-14,74.08834838867188
2016-03-15,74.32865142822266
2016-03-16,74.64102172851562
2016-03-17,75.63420104980469
2016-03-18,74.85729217529297
2016-03-21,74.90534210205078
2016-03-22,75.95458221435547
2016-03-23,76.50723266601562
2016-03-24,76.33904266357422
2016-03-28,76.41112518310547
2016-03-29,76.97980499267578
2016-03-30,76.94776916503906
2016-03-31,77.03587341308594
2016-04-01,77.652587890625
2016-04-04,76.89971923828125
2016-04-05,75.2737808227539
2016-04-06,75.28179168701172
2016-04-07,73.92818450927734
2016-04-08,74.58496856689453
2016-04-11,74.36869812011719
2016-04-12,74.38471984863281
2016-04-13,74.42476654052734
2016-04-14,76.6754379272461
2016-04-15,77.59654235839844
2016-04-18,77.43635559082031
2016-04-19,78.29336547851562
2016-04-20,77.51646423339844
2016-04-21,76.50723266601562
2016-04-22,76.59535217285156
2016-04-25,77.24413299560547
2016-04-26,76.89170837402344
2016-04-27,76.73953247070312
2016-04-28,76.62739562988281
2016-04-29,76.59535217285156
2016-05-02,77.50843048095703
2016-05-03,78.74191284179688
2016-05-04,78.62977600097656
2016-05-05,78.87006378173828
2016-05-06,78.73391723632812
2016-05-09,79.39868927001953
2016-05-10,80.04747009277344
2016-05-11,79.6870346069336
2016-05-12,79.87928009033203
2016-05-13,79.10233306884766
2016-05-16,79.94334411621094
2016-05-17,78.6698226928711
2016-05-18,77.46038818359375
2016-05-19,78.08515167236328
2016-05-20,77.46839904785156
2016-05-23,77.86886596679688
2016-05-24,79.43072509765625
2016-05-25,79.63897705078125
2016-05-26,79.58292388916016
2016-05-27,80.2557144165039
2016-05-31,79.43872833251953
2016-06-01,81.83361053466797
2016-06-02,81.9783706665039
2016-06-03,82.4045639038086
2016-06-06,82.79861450195312
2016-06-07,81.79339599609375
2016-06-08,83.31330871582031
2016-06-09,83.1363754272461
2016-06-10,83.38567352294922
2016-06-13,81.6888656616211
2016-06-14,80.86054992675781
2016-06-15,80.56300354003906
2016-06-16,81.09375762939453
2016-06-17,80.66754150390625
2016-06-20,81.26260375976562
2016-06-21,82.0829086303711
2016-06-22,81.63255310058594
2016-06-23,81.98638153076172
