Date,NEL.OL
2015-08-24,1.61000394821167
2015-08-25,1.7888940572738647
2015-08-26,1.8783390522003174
2015-08-27,1.769016981124878
2015-08-28,1.7590789794921875
2015-08-31,1.9777220487594604
2015-09-01,1.967782974243164
2015-09-02,2.0075368881225586
2015-09-03,2.017474889755249
2015-09-04,2.047290086746216
2015-09-07,2.03735089302063
2015-09-08,2.0771050453186035
2015-09-09,2.087043046951294
2015-09-10,2.0274128913879395
2015-09-11,2.047290086746216
2015-09-14,1.9777220487594604
2015-09-15,1.8783390522003174
2015-09-16,1.9578449726104736
2015-09-17,1.928030014038086
2015-09-18,1.9578449726104736
2015-09-21,1.9876600503921509
2015-09-22,1.9180920124053955
2015-09-23,1.9379680156707764
2015-09-24,1.908154010772705
2015-09-25,1.9876600503921509
2015-09-28,1.9777220487594604
2015-09-29,1.967782974243164
2015-09-30,1.9379680156707764
2015-10-01,1.928030014038086
2015-10-02,1.9479069709777832
2015-10-05,1.9379680156707764
2015-10-06,1.9876600503921509
2015-10-07,2.017474889755249
2015-10-08,1.967782974243164
2015-10-09,2.047290086746216
2015-10-12,1.9777220487594604
2015-10-13,1.9975980520248413
2015-10-14,1.9975980520248413
2015-10-15,1.9379680156707764
2015-10-16,1.967782974243164
2015-10-19,1.7888940572738647
2015-10-20,1.8584619760513306
2015-10-21,1.8286470174789429
2015-10-22,1.8882770538330078
2015-10-23,1.8783390522003174
2015-10-26,1.868399977684021
2015-10-27,1.868399977684021
2015-10-28,1.8485239744186401
2015-10-29,1.8385850191116333
2015-10-30,1.7888940572738647
2015-11-02,1.8485239744186401
2015-11-03,1.8485239744186401
2015-11-04,1.8385850191116333
2015-11-05,1.769016981124878
2015-11-06,1.7888940572738647
2015-11-09,1.808771014213562
2015-11-10,1.928030014038086
2015-11-11,2.0671660900115967
2015-11-12,2.0075368881225586
2015-11-13,2.0075368881225586
2015-11-16,1.9777220487594604
2015-11-17,1.967782974243164
2015-11-18,1.967782974243164
2015-11-19,1.9479069709777832
2015-11-20,1.9379680156707764
2015-11-23,1.928030014038086
2015-11-24,1.9479069709777832
2015-11-25,2.0969810485839844
2015-11-26,2.1168580055236816
2015-11-27,2.2559940814971924
2015-11-30,2.335500955581665
2015-12-01,2.4150071144104004
2015-12-02,2.3851919174194336
2015-12-03,2.8821070194244385
2015-12-04,3.011305093765259
2015-12-07,3.1405029296875
2015-12-08,3.2001330852508545
2015-12-09,4.174086093902588
2015-12-10,3.8262460231781006
2015-12-11,3.9753201007843018
2015-12-14,3.6473560333251953
2015-12-15,3.567850112915039
2015-12-16,3.677170991897583
2015-12-17,3.6274800300598145
2015-12-18,3.746738910675049
2015-12-21,4.064764976501465
2015-12-22,4.382791042327881
2015-12-23,4.899582862854004
2015-12-28,5.167916774749756
2015-12-29,5.0188422203063965
2015-12-30,4.770384788513184
2016-01-04,4.6411871910095215
2016-01-05,4.303284168243408
2016-01-06,3.9753201007843018
2016-01-07,3.7368009090423584
2016-01-08,4.283408164978027
2016-01-11,3.9852590560913086
2016-01-12,3.4883439540863037
2016-01-13,3.319391965866089
2016-01-14,3.1603798866271973
2016-01-15,2.981489896774292
2016-01-18,2.911921977996826
2016-01-19,3.3293309211730957
2016-01-20,3.1305649280548096
2016-01-21,3.3492069244384766
2016-01-22,3.5479729175567627
2016-01-25,3.4684669971466064
2016-01-26,3.498281955718994
2016-01-27,3.3988990783691406
2016-01-28,3.3094539642333984
2016-01-29,3.2895779609680176
2016-02-01,3.249824047088623
2016-02-02,3.2001330852508545
2016-02-03,3.1504409313201904
2016-02-04,3.1504409313201904
2016-02-05,3.1405029296875
2016-02-08,2.9516749382019043
2016-02-09,2.822477102279663
2016-02-10,2.8423540592193604
2016-02-11,2.83241605758667
2016-02-12,3.0609970092773438
2016-02-15,3.2398860454559326
2016-02-16,3.100749969482422
2016-02-17,3.0908119678497314
2016-02-18,3.1504409313201904
2016-02-19,3.100749969482422
2016-02-22,3.1106879711151123
2016-02-23,3.100749969482422
2016-02-24,2.961613893508911
2016-02-25,2.9715518951416016
2016-02-26,3.021243095397949
2016-02-29,3.0808730125427246
2016-03-01,3.0609970092773438
2016-03-02,3.070935010910034
2016-03-03,3.1206259727478027
2016-03-04,3.0609970092773438
2016-03-07,2.981489896774292
2016-03-08,2.892045021057129
2016-03-09,2.852292060852051
2016-03-10,2.9317989349365234
2016-03-11,2.941736936569214
2016-03-14,3.011305093765259
2016-03-15,3.051058053970337
2016-03-16,3.1206259727478027
2016-03-17,2.9715518951416016
2016-03-18,2.981489896774292
2016-03-21,2.981489896774292
2016-03-22,3.0013670921325684
2016-03-23,2.991429090499878
2016-03-29,2.892045021057129
2016-03-30,2.911921977996826
2016-03-31,2.892045021057129
2016-04-01,2.9516749382019043
2016-04-04,3.369083881378174
2016-04-05,3.38896107673645
2016-04-06,3.051058053970337
2016-04-07,3.0411200523376465
2016-04-08,3.051058053970337
2016-04-11,3.070935010910034
2016-04-12,3.0609970092773438
2016-04-13,3.1206259727478027
2016-04-14,3.100749969482422
2016-04-15,3.210071086883545
2016-04-18,3.3094539642333984
2016-04-19,3.2398860454559326
2016-04-20,3.319391965866089
2016-04-21,3.369083881378174
2016-04-22,3.408837080001831
2016-04-25,3.6473560333251953
2016-04-26,3.8063690662384033
2016-04-27,4.174086093902588
2016-04-28,3.885875940322876
2016-04-29,3.885875940322876
2016-05-02,3.885875940322876
2016-05-03,3.726862907409668
2016-05-04,3.5479729175567627
2016-05-06,3.6970479488372803
2016-05-09,3.7069859504699707
2016-05-10,3.7069859504699707
2016-05-11,3.657294988632202
2016-05-12,3.677170991897583
2016-05-13,3.6672329902648926
2016-05-18,3.567850112915039
2016-05-19,3.4386520385742188
2016-05-20,3.339268922805786
2016-05-23,3.3293309211730957
2016-05-24,3.299515962600708
2016-05-25,2.782723903656006
2016-05-26,2.6932790279388428
2016-05-27,2.484575033187866
2016-05-30,2.673403024673462
2016-05-31,2.5243279933929443
2016-06-01,2.5740199089050293
2016-06-02,2.6137731075286865
2016-06-03,2.5740199089050293
2016-06-06,2.4547600746154785
2016-06-07,2.444822072982788
2016-06-08,2.3851919174194336
2016-06-09,2.3156239986419678
2016-06-10,2.335500955581665
2016-06-13,2.2559940814971924
2016-06-14,2.0969810485839844
2016-06-15,2.1168580055236816
2016-06-16,1.9479069709777832
2016-06-17,2.1466729640960693
2016-06-20,2.2261788845062256
2016-06-21,2.1566109657287598
2016-06-22,1.9876600503921509
2016-06-23,2.0572280883789062
2016-06-24,1.9777220487594604
2016-06-27,1.8584619760513306
2016-06-28,2.047290086746216
2016-06-29,2.16654896736145
2016-06-30,2.0671660900115967
2016-07-01,2.126796007156372
2016-07-04,2.0572280883789062
2016-07-05,2.0075368881225586
2016-07-06,1.9975980520248413
2016-07-07,2.017474889755249
2016-07-08,2.0075368881225586
2016-07-11,2.1168580055236816
2016-07-12,2.126796007156372
2016-07-13,2.1466729640960693
2016-07-14,2.1168580055236816
2016-07-15,2.106920003890991
2016-07-18,2.126796007156372
2016-07-19,2.0771050453186035
2016-07-20,2.047290086746216
2016-07-21,2.0274128913879395
2016-07-22,2.017474889755249
2016-07-25,1.9975980520248413
2016-07-26,2.017474889755249
2016-07-27,2.0572280883789062
2016-07-28,2.1566109657287598
2016-07-29,2.246056079864502
2016-08-01,2.246056079864502
2016-08-02,2.176487922668457
2016-08-03,2.126796007156372
2016-08-04,2.176487922668457
2016-08-05,2.16654896736145
2016-08-08,2.265932083129883
2016-08-09,2.2261788845062256
2016-08-10,2.3056859970092773
2016-08-11,2.265932083129883
2016-08-12,2.196363925933838
2016-08-15,2.246056079864502
2016-08-16,2.2261788845062256
2016-08-17,2.176487922668457
2016-08-18,2.16654896736145
2016-08-19,2.1566109657287598
2016-08-22,2.2361180782318115
2016-08-23,2.265932083129883
2016-08-24,2.2957470417022705
2016-08-25,2.2261788845062256
2016-08-26,2.2758710384368896
2016-08-29,2.375253915786743
2016-08-30,2.424945116043091
2016-08-31,2.514389991760254
2016-09-01,2.4150071144104004
2016-09-02,2.603835105895996
2016-09-05,2.7230939865112305
2016-09-06,2.673403024673462
2016-09-07,2.673403024673462
2016-09-08,2.5740199089050293
2016-09-09,2.643588066101074
2016-09-12,2.6634650230407715
2016-09-13,2.6833410263061523
2016-09-14,2.6535260677337646
2016-09-15,2.534266948699951
2016-09-16,2.534266948699951
2016-09-19,2.5044519901275635
2016-09-20,2.534266948699951
2016-09-21,2.375253915786743
2016-09-22,2.3851919174194336
2016-09-23,2.3156239986419678
2016-09-26,2.335500955581665
2016-09-27,2.2957470417022705
2016-09-28,2.444822072982788
2016-09-29,2.40506911277771
2016-09-30,2.4348840713500977
2016-10-03,2.40506911277771
