Date,UBL.NS
2015-08-21,900.3473510742188
2015-08-24,798.0430297851562
2015-08-25,827.2520751953125
2015-08-26,813.7374877929688
2015-08-27,848.7591552734375
2015-08-28,837.4244384765625
2015-08-31,828.17236328125
2015-09-01,858.3502197265625
2015-09-02,820.8096313476562
2015-09-03,846.9185791015625
2015-09-04,820.3252563476562
2015-09-07,807.2947387695312
2015-09-08,806.0354614257812
2015-09-09,817.70947265625
2015-09-10,837.4244384765625
2015-09-11,834.905517578125
2015-09-14,830.2984008789062
2015-09-15,830.2984008789062
2015-09-16,826.4188232421875
2015-09-18,848.193359375
2015-09-21,843.0528564453125
2015-09-22,823.7030029296875
2015-09-23,815.1677856445312
2015-09-24,830.6378784179688
2015-09-28,815.0221557617188
2015-09-29,827.2916870117188
2015-09-30,855.1283569335938
2015-10-01,846.7385864257812
2015-10-05,886.5051879882812
2015-10-06,907.794921875
2015-10-07,890.966796875
2015-10-08,905.8065795898438
2015-10-09,893.6340942382812
2015-10-12,900.0840454101562
2015-10-13,907.794921875
2015-10-14,892.47021484375
2015-10-15,873.896240234375
2015-10-16,873.896240234375
2015-10-19,891.8396606445312
2015-10-20,908.86181640625
2015-10-21,922.2466430664062
2015-10-23,914.4872436523438
2015-10-26,926.611328125
2015-10-27,926.611328125
2015-10-28,927.5811767578125
2015-10-29,926.029296875
2015-10-30,910.3165283203125
2015-11-02,933.5462036132812
2015-11-03,924.2835083007812
2015-11-04,966.3779907226562
2015-11-05,925.3988647460938
2015-11-06,930.0545654296875
2015-11-09,943.5848999023438
2015-11-10,926.611328125
2015-11-13,954.5448608398438
2015-11-16,935.2435913085938
2015-11-17,963.8077392578125
2015-11-18,933.691650390625
2015-11-19,939.1232299804688
2015-11-20,949.3558349609375
2015-11-23,934.66162109375
2015-11-24,927.5326538085938
2015-11-26,930.7819213867188
2015-11-27,946.1550903320312
2015-11-30,946.1550903320312
2015-12-01,948.677001953125
2015-12-02,935.6800537109375
2015-12-03,919.6763305664062
2015-12-04,905.2245483398438
2015-12-07,894.1675415039062
2015-12-08,898.483642578125
2015-12-09,866.37939453125
2015-12-10,863.9060668945312
2015-12-11,866.7188110351562
2015-12-14,887.9600830078125
2015-12-15,888.1056518554688
2015-12-16,874.4296875
2015-12-17,879.3277587890625
2015-12-18,894.89501953125
2015-12-21,904.3517456054688
2015-12-22,895.0888671875
2015-12-23,895.7679443359375
2015-12-24,906.970458984375
2015-12-28,920.4038696289062
2015-12-29,915.40869140625
2015-12-30,908.473876953125
2015-12-31,919.0458984375
2016-01-01,915.311767578125
2016-01-04,911.6746215820312
2016-01-05,921.5192260742188
2016-01-06,913.5173950195312
2016-01-07,896.9318237304688
2016-01-08,885.5352783203125
2016-01-11,869.7741088867188
2016-01-12,851.9761352539062
2016-01-13,844.8471069335938
2016-01-14,847.0780029296875
2016-01-15,835.5844116210938
2016-01-18,804.3531494140625
2016-01-19,815.6526489257812
2016-01-20,776.9529418945312
2016-01-21,764.8289794921875
2016-01-22,765.0714111328125
2016-01-25,760.803955078125
2016-01-27,750.6680908203125
2016-01-28,753.7719116210938
2016-01-29,749.455810546875
2016-02-01,752.7048950195312
2016-02-02,781.511474609375
2016-02-03,772.9762573242188
2016-02-04,786.8946533203125
2016-02-05,790.919677734375
2016-02-08,790.4832153320312
2016-02-09,787.4280395507812
2016-02-10,785.5853271484375
2016-02-11,773.2672119140625
2016-02-12,773.2672119140625
2016-02-15,778.2623901367188
2016-02-16,762.3071899414062
2016-02-17,784.6152954101562
2016-02-18,777.534912109375
2016-02-19,790.3862915039062
2016-02-22,788.4464111328125
2016-02-23,774.5281372070312
2016-02-24,764.7803955078125
2016-02-25,777.1469116210938
2016-02-26,776.4679565429688
2016-02-29,778.7958374023438
2016-03-01,783.83935546875
2016-03-02,781.1235961914062
2016-03-03,780.056640625
2016-03-04,781.3660278320312
2016-03-08,782.4329833984375
2016-03-09,780.3961181640625
2016-03-10,778.6987915039062
2016-03-11,770.8910522460938
2016-03-14,768.8056640625
2016-03-15,763.5196533203125
2016-03-16,778.84423828125
2016-03-17,780.590087890625
2016-03-18,788.3494262695312
2016-03-21,787.7191162109375
2016-03-22,818.9989624023438
2016-03-23,809.93017578125
2016-03-28,805.2745361328125
2016-03-29,799.8429565429688
2016-03-30,800.5218505859375
2016-03-31,802.4617309570312
2016-04-01,800.5703735351562
2016-04-04,799.9400024414062
2016-04-05,803.9165649414062
2016-04-06,797.6121826171875
2016-04-07,795.9147338867188
2016-04-08,796.496826171875
2016-04-11,758.6699829101562
2016-04-12,772.2972412109375
2016-04-13,773.6551513671875
2016-04-18,761.143310546875
2016-04-20,743.9757080078125
2016-04-21,747.6128540039062
2016-04-22,732.1427001953125
2016-04-25,751.2501831054688
2016-04-26,734.2765502929688
2016-04-27,735.1009521484375
2016-04-28,741.0659790039062
2016-04-29,739.22314453125
2016-05-02,747.515869140625
2016-05-03,752.4140014648438
2016-05-04,715.2660522460938
2016-05-05,735.343505859375
2016-05-06,740.1444091796875
2016-05-09,764.974365234375
2016-05-10,752.9959106445312
2016-05-11,767.5447387695312
2016-05-12,772.2003173828125
2016-05-13,741.1144409179688
2016-05-16,728.8450317382812
2016-05-17,722.9284057617188
2016-05-18,713.7142944335938
2016-05-19,716.6725463867188
2016-05-20,709.8831787109375
2016-05-23,693.9765014648438
2016-05-24,688.7388916015625
2016-05-25,692.3275756835938
2016-05-26,694.6554565429688
2016-05-27,700.5718994140625
2016-05-30,695.6737670898438
2016-05-31,703.7725830078125
2016-06-01,716.9635009765625
2016-06-02,720.7946166992188
2016-06-03,704.742431640625
2016-06-06,703.9181518554688
2016-06-07,714.7811889648438
2016-06-08,710.0769653320312
2016-06-09,720.8431396484375
2016-06-10,715.3146362304688
2016-06-13,719.9217529296875
2016-06-14,714.3931884765625
2016-06-15,739.1746215820312
2016-06-16,721.085693359375
2016-06-17,730.4452514648438
2016-06-20,729.37841796875
2016-06-21,723.558837890625
2016-06-22,719.291259765625
2016-06-23,714.0051879882812
2016-06-24,697.0316772460938
2016-06-27,700.4263305664062
2016-06-28,710.6104736328125
