Date,MOHEALTH.NS
2022-08-04,23.18000030517578
2022-08-05,23.489999771118164
2022-08-08,22.770000457763672
2022-08-10,22.170000076293945
2022-08-11,22.81999969482422
2022-08-12,23.059999465942383
2022-08-16,23.200000762939453
2022-08-17,23.450000762939453
2022-08-18,23.350000381469727
2022-08-19,23.010000228881836
2022-08-22,22.899999618530273
2022-08-23,22.780000686645508
2022-08-24,22.860000610351562
2022-08-25,22.729999542236328
2022-08-26,22.84000015258789
2022-08-29,22.600000381469727
2022-08-30,23.020000457763672
2022-09-01,22.780000686645508
2022-09-02,22.979999542236328
2022-09-05,22.75
2022-09-06,23.59000015258789
2022-09-07,23.170000076293945
2022-09-08,23.229999542236328
2022-09-09,23.0
2022-09-12,22.610000610351562
2022-09-13,22.68000030517578
2022-09-14,23.899999618530273
2022-09-15,23.010000228881836
2022-09-16,22.65999984741211
2022-09-19,22.65999984741211
2022-09-20,23.290000915527344
2022-09-21,23.079999923706055
2022-09-22,23.170000076293945
2022-09-23,23.260000228881836
2022-09-26,22.850000381469727
2022-09-27,22.190000534057617
2022-09-28,22.90999984741211
2022-09-29,23.389999389648438
2022-09-30,23.40999984741211
2022-10-03,23.360000610351562
2022-10-04,23.700000762939453
2022-10-06,23.84000015258789
2022-10-07,23.899999618530273
2022-10-10,23.450000762939453
2022-10-11,23.149999618530273
2022-10-12,23.06999969482422
2022-10-13,23.350000381469727
2022-10-14,23.549999237060547
2022-10-17,23.399999618530273
2022-10-18,23.149999618530273
2022-10-19,23.229999542236328
2022-10-20,23.360000610351562
2022-10-21,23.34000015258789
2022-10-24,24.0
2022-10-25,23.139999389648438
2022-10-27,23.06999969482422
2022-10-28,23.5
2022-10-31,23.40999984741211
2022-11-01,24.139999389648438
2022-11-02,24.489999771118164
2022-11-03,24.200000762939453
2022-11-04,24.049999237060547
2022-11-07,23.979999542236328
2022-11-09,23.68000030517578
2022-11-10,23.350000381469727
2022-11-11,23.700000762939453
2022-11-14,23.600000381469727
2022-11-15,23.540000915527344
2022-11-16,23.59000015258789
2022-11-17,23.31999969482422
2022-11-18,23.309999465942383
2022-11-21,23.440000534057617
2022-11-22,23.200000762939453
2022-11-23,23.399999618530273
2022-11-24,23.75
2022-11-25,23.899999618530273
2022-11-28,23.850000381469727
2022-11-29,24.290000915527344
2022-11-30,23.850000381469727
2022-12-01,23.75
2022-12-02,23.81999969482422
2022-12-05,23.979999542236328
2022-12-06,23.850000381469727
2022-12-07,23.850000381469727
2022-12-08,23.5
2022-12-09,23.639999389648438
2022-12-12,23.549999237060547
2022-12-13,23.25
2022-12-14,23.700000762939453
2022-12-15,23.6200008392334
2022-12-16,23.1200008392334
2022-12-19,23.149999618530273
2022-12-20,22.8700008392334
2022-12-21,23.65999984741211
2022-12-22,23.690000534057617
2022-12-23,23.420000076293945
2022-12-26,23.3799991607666
2022-12-27,23.110000610351562
2022-12-28,23.079999923706055
2022-12-29,23.149999618530273
2022-12-30,24.110000610351562
2023-01-02,23.049999237060547
2023-01-03,23.09000015258789
2023-01-04,23.200000762939453
2023-01-05,23.299999237060547
2023-01-06,23.290000915527344
2023-01-09,23.299999237060547
2023-01-10,23.200000762939453
2023-01-11,23.040000915527344
2023-01-12,23.0
2023-01-13,23.25
2023-01-16,23.25
2023-01-17,23.239999771118164
2023-01-18,23.200000762939453
2023-01-19,23.010000228881836
2023-01-20,22.850000381469727
2023-01-23,23.09000015258789
2023-01-24,22.739999771118164
2023-01-25,22.40999984741211
2023-01-27,23.0
2023-01-30,22.639999389648438
2023-01-31,22.459999084472656
2023-02-01,23.290000915527344
2023-02-02,22.520000457763672
2023-02-03,22.209999084472656
2023-02-06,22.510000228881836
2023-02-07,22.25
2023-02-08,22.68000030517578
2023-02-09,22.950000762939453
2023-02-10,22.639999389648438
2023-02-13,22.280000686645508
2023-02-14,22.18000030517578
2023-02-15,22.389999389648438
2023-02-16,22.549999237060547
2023-02-17,22.200000762939453
2023-02-20,22.3700008392334
2023-02-21,22.1299991607666
2023-02-22,22.100000381469727
2023-02-23,22.0
2023-02-24,22.110000610351562
2023-02-27,21.850000381469727
2023-02-28,21.549999237060547
2023-03-01,21.829999923706055
2023-03-02,21.850000381469727
2023-03-03,22.010000228881836
2023-03-06,21.8799991607666
2023-03-08,21.690000534057617
2023-03-09,21.780000686645508
2023-03-10,21.6299991607666
2023-03-13,21.440000534057617
