Date,EQR
2015-08-03,45.396820068359375
2015-08-04,44.82576370239258
2015-08-05,44.7836799621582
2015-08-06,44.94599151611328
2015-08-07,45.2044677734375
2015-08-10,45.2525634765625
2015-08-11,45.907806396484375
2015-08-12,46.19633102416992
2015-08-13,46.16627502441406
2015-08-14,46.370662689208984
2015-08-17,46.60508728027344
2015-08-18,46.713294982910156
2015-08-19,45.9679069519043
2015-08-20,45.66132354736328
2015-08-21,44.71757125854492
2015-08-24,42.39121627807617
2015-08-25,41.44745635986328
2015-08-26,42.85409164428711
2015-08-27,43.954139709472656
2015-08-28,43.84592056274414
2015-08-31,42.83003234863281
2015-09-01,41.766056060791016
2015-09-02,42.17481231689453
2015-09-03,42.3431282043457
2015-09-04,41.573692321777344
2015-09-08,42.21690368652344
2015-09-09,41.68189239501953
2015-09-10,41.790096282958984
2015-09-11,42.61964416503906
2015-09-14,42.427276611328125
2015-09-15,43.172691345214844
2015-09-16,43.49729919433594
2015-09-17,43.983699798583984
2015-09-18,43.68082046508789
2015-09-21,44.304744720458984
2015-09-22,43.92918395996094
2015-09-23,44.13513946533203
2015-09-24,43.777740478515625
2015-09-25,44.14120101928711
2015-09-28,43.208335876464844
2015-09-29,44.55311584472656
2015-09-30,45.50414276123047
2015-10-01,45.594993591308594
2015-10-02,46.08564758300781
2015-10-05,46.291622161865234
2015-10-06,45.83730697631836
2015-10-07,46.47335433959961
2015-10-08,46.85498046875
2015-10-09,46.93976593017578
2015-10-12,47.32745361328125
2015-10-13,46.76411056518555
2015-10-14,46.273460388183594
2015-10-15,47.38802719116211
2015-10-16,47.69694900512695
2015-10-19,48.5389518737793
2015-10-20,48.1573371887207
2015-10-21,48.12704086303711
2015-10-22,48.29059982299805
2015-10-23,48.13917541503906
2015-10-26,49.02962875366211
2015-10-27,48.242149353027344
2015-10-28,47.79994201660156
2015-10-29,47.333518981933594
2015-10-30,46.836795806884766
2015-11-02,48.5268440246582
2015-11-03,48.133113861083984
2015-11-04,47.939266204833984
2015-11-05,47.95140838623047
2015-11-06,46.58237838745117
2015-11-09,46.15836715698242
2015-11-10,46.98823547363281
2015-11-11,47.48495864868164
2015-11-12,47.066986083984375
2015-11-13,46.818626403808594
2015-11-16,47.42437744140625
2015-11-17,47.6424560546875
2015-11-18,47.69092559814453
2015-11-19,47.9332160949707
2015-11-20,48.242149353027344
2015-11-23,48.33301544189453
2015-11-24,47.92715072631836
2015-11-25,48.37540817260742
2015-11-27,48.85394287109375
2015-11-30,48.35117721557617
2015-12-01,49.14470672607422
2015-12-02,48.41781234741211
2015-12-03,47.02457809448242
2015-12-04,48.25425338745117
2015-12-07,47.921112060546875
2015-12-08,47.6424560546875
2015-12-09,46.98823547363281
2015-12-10,46.7701530456543
2015-12-11,46.97611618041992
2015-12-14,47.36380386352539
2015-12-15,48.04829406738281
2015-12-16,48.962982177734375
2015-12-17,48.81154251098633
2015-12-18,48.39963150024414
2015-12-21,48.50867462158203
2015-12-22,48.4783935546875
2015-12-23,49.26097869873047
2015-12-24,49.328067779541016
2015-12-28,49.52325439453125
2015-12-29,49.99904251098633
2015-12-30,49.95024108886719
2015-12-31,49.767242431640625
2016-01-04,48.736392974853516
2016-01-05,49.71235656738281
2016-01-06,49.242671966552734
2016-01-07,49.09018325805664
2016-01-08,48.07762908935547
2016-01-11,48.663211822509766
2016-01-12,48.760799407958984
2016-01-13,48.29111862182617
2016-01-14,47.92515563964844
2016-01-15,47.93124771118164
2016-01-19,48.29722595214844
2016-01-20,46.60151290893555
2016-01-21,46.62590408325195
2016-01-22,47.40667724609375
2016-01-25,47.69945526123047
2016-01-26,48.6388053894043
2016-01-27,47.742156982421875
2016-01-28,46.22943878173828
2016-01-29,47.02238845825195
2016-02-01,46.80281066894531
2016-02-02,46.11354064941406
2016-02-03,46.16233444213867
2016-02-04,46.522216796875
2016-02-05,44.88750076293945
2016-02-08,44.05795669555664
2016-02-09,43.515079498291016
2016-02-10,43.77736282348633
2016-02-11,43.13690185546875
2016-02-12,43.48459243774414
2016-02-16,44.02745819091797
2016-02-17,44.186058044433594
2016-02-18,44.50932693481445
2016-02-19,44.600830078125
2016-02-22,45.259578704833984
2016-02-23,45.021697998046875
2016-02-24,44.66792297363281
2016-02-25,45.44258117675781
2016-02-26,45.473087310791016
2016-02-29,45.43647003173828
2016-03-01,46.89201736450195
2016-03-02,47.84873962402344
2016-03-03,48.497920989990234
2016-03-04,48.83960723876953
2016-03-07,48.96944808959961
2016-03-08,48.497920989990234
2016-03-09,48.98310089111328
2016-03-10,48.55942916870117
2016-03-11,49.81679153442383
2016-03-14,49.604957580566406
2016-03-15,49.673309326171875
2016-03-16,50.13113784790039
2016-03-17,50.87600326538086
2016-03-18,50.74618148803711
2016-03-21,49.89879608154297
2016-03-22,50.052947998046875
2016-03-23,49.91532897949219
2016-03-24,49.88090896606445
2016-03-28,50.71352005004883
2016-03-29,51.75255584716797
2016-03-30,51.50484848022461
2016-03-31,51.62870407104492
2016-04-01,51.72504425048828
2016-04-04,51.3809814453125
2016-04-05,50.93370819091797
2016-04-06,51.32592010498047
2016-04-07,50.851131439208984
2016-04-08,50.858028411865234
2016-04-11,49.73641586303711
2016-04-12,49.79146957397461
2016-04-13,48.5528678894043
2016-04-14,47.734012603759766
2016-04-15,48.779945373535156
2016-04-18,49.02766036987305
2016-04-19,49.3717155456543
2016-04-20,48.26386642456055
2016-04-21,48.043670654296875
2016-04-22,48.62168884277344
2016-04-25,49.03453826904297
2016-04-26,48.532230377197266
2016-04-27,47.30738830566406
2016-04-28,47.438140869140625
2016-04-29,46.83946990966797
2016-05-02,47.58262634277344
2016-05-03,47.6376953125
2016-05-04,48.470306396484375
2016-05-05,48.66986083984375
2016-05-06,48.97949981689453
2016-05-09,49.4611701965332
2016-05-10,49.78458023071289
2016-05-11,48.071189880371094
2016-05-12,48.08495330810547
2016-05-13,47.61704635620117
2016-05-16,47.99549865722656
2016-05-17,46.90140914916992
2016-05-18,46.58488845825195
2016-05-19,45.97933578491211
2016-05-20,46.42662048339844
2016-05-23,46.47478485107422
2016-05-24,46.77754211425781
2016-05-25,47.369327545166016
2016-05-26,47.30051040649414
2016-05-27,47.28675079345703
2016-05-31,47.62392044067383
2016-06-01,45.66969680786133
2016-06-02,45.759151458740234
2016-06-03,44.70634841918945
2016-06-06,43.77740478515625
2016-06-07,44.14897918701172
2016-06-08,44.23155212402344
2016-06-09,44.35539245605469
2016-06-10,44.3278923034668
2016-06-13,44.20402908325195
2016-06-14,44.41735076904297
2016-06-15,45.098567962646484
2016-06-16,45.58713150024414
2016-06-17,45.28435134887695
2016-06-20,45.30498504638672
2016-06-21,45.415103912353516
2016-06-22,45.66969680786133
2016-06-23,45.825008392333984
2016-06-24,45.415916442871094
2016-06-27,45.74180221557617
2016-06-28,47.003753662109375
2016-06-29,47.15629196166992
2016-06-30,47.759517669677734
2016-07-01,47.84272766113281
2016-07-05,48.3835563659668
2016-07-06,47.995277404785156
2016-07-07,48.05073165893555
2016-07-08,48.88279342651367
2016-07-11,49.070011138916016
2016-07-12,49.24333190917969
2016-07-13,49.167083740234375
2016-07-14,48.84811782836914
2016-07-15,48.23794937133789
2016-07-18,48.41129684448242
2016-07-19,49.028404235839844
2016-07-20,48.598514556884766
2016-07-21,48.50142288208008
2016-07-22,48.75798034667969
2016-07-25,48.64704895019531
2016-07-26,48.41129684448242
2016-07-27,45.73487091064453
2016-07-28,46.35197830200195
2016-07-29,47.14242172241211
2016-08-01,47.39898681640625
2016-08-02,46.64318084716797
2016-08-03,45.769535064697266
2016-08-04,46.01222610473633
2016-08-05,46.61545944213867
2016-08-08,47.357357025146484
2016-08-09,47.593109130859375
2016-08-10,46.636253356933594
2016-08-11,45.99835205078125
2016-08-12,46.01222610473633
2016-08-15,46.137020111083984
2016-08-16,45.755680084228516
2016-08-17,45.942893981933594
2016-08-18,45.51298904418945
2016-08-19,45.33270263671875
2016-08-22,45.30497360229492
2016-08-23,45.103912353515625
2016-08-24,44.93748474121094
2016-08-25,45.4921989440918
2016-08-26,44.757225036621094
2016-08-29,45.076175689697266
2016-08-30,44.847354888916016
2016-08-31,44.97909927368164
2016-09-01,44.66014862060547
2016-09-02,44.78495407104492
2016-09-06,45.069244384765625
2016-09-07,45.5684700012207
2016-09-08,44.66014862060547
2016-09-09,43.543819427490234
2016-09-12,44.244117736816406
2016-09-13,43.49528121948242
2016-09-14,44.105445861816406
2016-09-15,44.62548065185547
2016-09-16,44.66708755493164
2016-09-19,45.15937805175781
2016-09-20,45.21485137939453
2016-09-21,45.769535064697266
2016-09-22,47.12712478637695
2016-09-23,47.18569564819336
2016-09-26,47.22230911254883
2016-09-27,47.28822326660156
2016-09-28,47.96918869018555
2016-09-29,47.17838668823242
2016-09-30,47.10515213012695
2016-10-03,46.19717025756836
2016-10-04,45.77247619628906
2016-10-05,44.967002868652344
2016-10-06,44.9304084777832
2016-10-07,44.52034378051758
2016-10-10,44.54962921142578
2016-10-11,44.300662994384766
2016-10-12,44.77663040161133
2016-10-13,44.77663040161133
2016-10-14,44.95968246459961
2016-10-17,44.915748596191406
2016-10-18,44.725364685058594
2016-10-19,44.842533111572266
2016-10-20,44.68874740600586
2016-10-21,44.68874740600586
2016-10-24,44.454437255859375
2016-10-25,44.20547103881836
2016-10-26,44.77663040161133
2016-10-27,43.82469940185547
2016-10-28,44.066341400146484
2016-10-31,45.21596145629883
2016-11-01,44.53498458862305
2016-11-02,44.571598052978516
2016-11-03,44.886451721191406
2016-11-04,45.09880828857422
2016-11-07,45.11345291137695
2016-11-08,45.81639862060547
2016-11-09,44.871822357177734
2016-11-10,43.91989517211914
2016-11-11,43.97116470336914
2016-11-14,44.66679000854492
2016-11-15,43.421974182128906
2016-11-16,43.883296966552734
2016-11-17,43.194976806640625
2016-11-18,43.18766403198242
2016-11-21,43.06317901611328
2016-11-22,43.978477478027344
2016-11-23,43.35606384277344
2016-11-25,43.51716613769531
2016-11-28,43.91989517211914
2016-11-29,44.2933464050293
2016-11-30,43.941856384277344
2016-12-01,43.714866638183594
2016-12-02,44.300662994384766
2016-12-05,44.73268127441406
2016-12-06,45.245262145996094
2016-12-07,45.86034393310547
2016-12-08,46.058040618896484
2016-12-09,46.03608703613281
2016-12-12,46.145912170410156
2016-12-13,46.24111557006836
2016-12-14,45.97751235961914
2016-12-15,46.131282806396484
2016-12-16,46.90013122558594
2016-12-19,46.96603012084961
2016-12-20,47.16374206542969
2016-12-21,46.468101501464844
2016-12-22,46.47843933105469
2016-12-23,46.46367645263672
2016-12-27,46.64082717895508
2016-12-28,46.4415397644043
2016-12-29,47.00249481201172
2016-12-30,47.50440216064453
2017-01-03,46.965579986572266
2017-01-04,47.445350646972656
2017-01-05,48.0875129699707
2017-01-06,48.257266998291016
2017-01-09,47.58559036254883
2017-01-10,47.150108337402344
2017-01-11,46.72938919067383
2017-01-12,47.31987380981445
2017-01-13,46.788421630859375
2017-01-17,46.8548698425293
2017-01-18,46.943443298339844
2017-01-19,46.50059127807617
2017-01-20,46.766300201416016
2017-01-23,46.51533889770508
2017-01-24,45.97652053833008
2017-01-25,45.54104995727539
2017-01-26,45.4081916809082
2017-01-27,45.039127349853516
2017-01-30,44.80293655395508
2017-01-31,44.854610443115234
2017-02-01,44.212467193603516
2017-02-02,44.84722137451172
2017-02-03,44.56675338745117
2017-02-06,44.699607849121094
2017-02-07,44.77341079711914
2017-02-08,45.33436965942383
2017-02-09,45.326988220214844
2017-02-10,45.7108039855957
2017-02-13,45.86581039428711
2017-02-14,45.76247787475586
2017-02-15,45.51151657104492
2017-02-16,45.67390441894531
