Date,ORCL
2015-08-03,34.06133270263672
2015-08-04,34.01845169067383
2015-08-05,34.00128936767578
2015-08-06,33.7268180847168
2015-08-07,33.93269348144531
2015-08-10,34.21574020385742
2015-08-11,33.5981559753418
2015-08-12,33.692508697509766
2015-08-13,33.718238830566406
2015-08-14,33.80401611328125
2015-08-17,34.069923400878906
2015-08-18,34.16427993774414
2015-08-19,33.906944274902344
2015-08-20,33.13497543334961
2015-08-21,32.208595275878906
2015-08-24,30.94772720336914
2015-08-25,30.40732192993164
2015-08-26,31.65964126586914
2015-08-27,31.582439422607422
2015-08-28,32.13140106201172
2015-08-31,31.814029693603516
2015-09-01,30.887662887573242
2015-09-02,31.522397994995117
2015-09-03,31.65106773376465
2015-09-04,31.11068344116211
2015-09-08,32.32011032104492
2015-09-09,31.814029693603516
2015-09-10,32.260066986083984
2015-09-11,32.525962829589844
2015-09-14,32.21718215942383
2015-09-15,32.58601760864258
2015-09-16,32.82618713378906
2015-09-17,31.51382064819336
2015-09-18,31.205036163330078
2015-09-21,31.591012954711914
2015-09-22,31.042057037353516
2015-09-23,30.870494842529297
2015-09-24,30.930543899536133
2015-09-25,30.921966552734375
2015-09-28,30.398740768432617
2015-09-29,30.45877456665039
2015-09-30,30.98200035095215
2015-10-01,31.08494758605957
2015-10-02,31.642480850219727
2015-10-05,32.2429084777832
2015-10-06,32.36299514770508
2015-10-07,32.30295944213867
2015-10-08,32.50023651123047
2015-10-09,32.81026077270508
2015-10-12,32.75857925415039
2015-10-13,32.56913757324219
2015-10-14,32.08687973022461
2015-10-15,32.336612701416016
2015-10-16,32.181610107421875
2015-10-19,31.751028060913086
2015-10-20,31.742406845092773
2015-10-21,31.535724639892578
2015-10-22,32.54329299926758
2015-10-23,32.784423828125
2015-10-26,33.04277801513672
2015-10-27,33.01692581176758
2015-10-28,33.481971740722656
2015-10-29,33.464744567871094
2015-10-30,33.447509765625
2015-11-02,34.231178283691406
2015-11-03,34.618690490722656
2015-11-04,34.85982131958008
2015-11-05,34.74787139892578
2015-11-06,34.980377197265625
2015-11-09,34.532588958740234
2015-11-10,34.37758255004883
2015-11-11,33.6197395324707
2015-11-12,33.26667404174805
2015-11-13,32.12132263183594
2015-11-16,32.827484130859375
2015-11-17,32.836097717285156
2015-11-18,33.32695388793945
2015-11-19,33.6025276184082
2015-11-20,33.878089904785156
2015-11-23,33.705867767333984
2015-11-24,33.98143005371094
2015-11-25,33.80921173095703
2015-11-27,33.74031066894531
2015-11-30,33.55946350097656
2015-12-01,33.78337478637695
2015-12-02,33.32695388793945
2015-12-03,32.560508728027344
2015-12-04,33.72307586669922
2015-12-07,33.43029022216797
2015-12-08,33.352783203125
2015-12-09,33.22361373901367
2015-12-10,32.88775634765625
2015-12-11,32.0438117980957
2015-12-14,32.422733306884766
2015-12-15,32.90497970581055
2015-12-16,33.50779342651367
2015-12-17,31.802705764770508
2015-12-18,31.303218841552734
2015-12-21,31.36351203918457
2015-12-22,31.509902954101562
2015-12-23,31.802705764770508
2015-12-24,31.871591567993164
2015-12-28,31.682138442993164
2015-12-29,31.897409439086914
2015-12-30,31.794069290161133
2015-12-31,31.458232879638672
2016-01-04,30.913467407226562
2016-01-05,30.81833839416504
2016-01-06,30.9739933013916
2016-01-07,30.299509048461914
2016-01-08,29.96228790283203
2016-01-11,30.21304702758789
2016-01-12,30.58486557006836
2016-01-13,29.469396591186523
2016-01-14,30.083335876464844
2016-01-15,29.503978729248047
2016-01-19,29.875797271728516
2016-01-20,29.348331451416016
2016-01-21,29.503978729248047
2016-01-22,30.09198570251465
2016-01-25,29.694225311279297
2016-01-26,30.463817596435547
2016-01-27,30.187101364135742
2016-01-28,30.550281524658203
2016-01-29,31.397705078125
2016-02-01,31.406347274780273
2016-02-02,30.567569732666016
2016-02-03,30.8615779876709
2016-02-04,31.518766403198242
2016-02-05,30.87022590637207
2016-02-08,30.792402267456055
2016-02-09,30.3341121673584
2016-02-10,30.437870025634766
2016-02-11,30.12657356262207
2016-02-12,30.73186683654785
2016-02-16,30.87022590637207
2016-02-17,31.674413681030273
2016-02-18,31.674413681030273
2016-02-19,31.80410385131836
2016-02-22,32.0894660949707
2016-02-23,31.605226516723633
2016-02-24,31.674413681030273
2016-02-25,32.245121002197266
2016-02-26,31.959766387939453
2016-02-29,31.80410385131836
2016-03-01,32.850425720214844
2016-03-02,32.651527404785156
2016-03-03,32.763946533203125
2016-03-04,32.763946533203125
2016-03-07,33.17035675048828
2016-03-08,32.988765716552734
2016-03-09,33.27412033081055
2016-03-10,32.90229415893555
2016-03-11,33.68053436279297
2016-03-14,33.4643669128418
2016-03-15,33.49895095825195
2016-03-16,34.77872848510742
2016-03-17,35.11595916748047
2016-03-18,35.86827087402344
2016-03-21,35.98066711425781
2016-03-22,35.78179931640625
2016-03-23,35.237022399902344
2016-03-24,35.42727279663086
2016-03-28,35.12460708618164
2016-03-29,35.19377517700195
2016-03-30,35.42727279663086
2016-03-31,35.37538146972656
2016-04-01,35.5915641784668
2016-04-04,35.51373291015625
2016-04-05,35.04677963256836
2016-04-06,35.237022399902344
2016-04-07,34.56254577636719
2016-04-08,34.8997917175293
2016-04-11,34.92572021484375
2016-04-12,35.081939697265625
2016-04-13,35.85441970825195
2016-04-14,35.79365921020508
2016-04-15,35.60271453857422
2016-04-18,35.79365921020508
2016-04-19,35.63744354248047
2016-04-20,35.672149658203125
2016-04-21,35.57667922973633
2016-04-22,35.324974060058594
2016-04-25,35.3943977355957
2016-04-26,35.28158950805664
2016-04-27,35.455169677734375
2016-04-28,35.003849029541016
2016-04-29,34.595916748046875
2016-05-02,34.97779846191406
2016-05-03,34.439674377441406
2016-05-04,34.1011848449707
2016-05-05,34.04912185668945
2016-05-06,34.20532989501953
2016-05-09,34.16194534301758
2016-05-10,34.73478317260742
2016-05-11,34.41365051269531
2016-05-12,34.56120300292969
2016-05-13,34.378936767578125
2016-05-16,34.69137954711914
2016-05-17,34.37024688720703
2016-05-18,34.257408142089844
2016-05-19,33.71061325073242
2016-05-20,34.20532989501953
2016-05-23,34.00571823120117
2016-05-24,34.630638122558594
2016-05-25,34.830257415771484
2016-05-26,34.67402267456055
2016-05-27,34.77818298339844
2016-05-31,34.8910026550293
2016-06-01,34.943084716796875
2016-06-02,33.554386138916016
2016-06-03,33.936275482177734
2016-06-06,34.23137664794922
2016-06-07,33.962318420410156
2016-06-08,34.09250259399414
2016-06-09,33.89287567138672
2016-06-10,33.62382507324219
2016-06-13,33.51967239379883
2016-06-14,33.70193862915039
2016-06-15,33.363433837890625
2016-06-16,33.537025451660156
2016-06-17,34.439674377441406
2016-06-20,34.48309326171875
2016-06-21,34.7087516784668
2016-06-22,34.72610092163086
2016-06-23,35.437808990478516
2016-06-24,34.04912185668945
2016-06-27,33.39815902709961
2016-06-28,33.962318420410156
2016-06-29,35.194793701171875
2016-06-30,35.52461624145508
2016-07-01,35.59428787231445
2016-07-05,35.193580627441406
2016-07-06,35.30680847167969
2016-07-07,35.30680847167969
2016-07-08,35.60300064086914
2016-07-11,35.524593353271484
2016-07-12,36.08212661743164
2016-07-13,36.116966247558594
2016-07-14,36.29990005493164
2016-07-15,36.387020111083984
2016-07-18,36.273773193359375
2016-07-19,35.78593826293945
2016-07-20,35.93403625488281
2016-07-21,35.77722930908203
2016-07-22,35.78593826293945
2016-07-25,35.85563278198242
2016-07-26,35.66398620605469
2016-07-27,35.65528106689453
2016-07-28,35.88176345825195
2016-07-29,35.75109100341797
2016-08-01,35.846927642822266
2016-08-02,35.4636344909668
2016-08-03,35.4636344909668
2016-08-04,35.629127502441406
2016-08-05,35.82949447631836
2016-08-08,35.85563278198242
2016-08-09,35.80336380004883
2016-08-10,35.79466247558594
2016-08-11,35.96017074584961
2016-08-12,35.79466247558594
2016-08-15,36.05598831176758
2016-08-16,35.99501037597656
2016-08-17,35.899192810058594
2016-08-18,35.83821487426758
2016-08-19,35.99501037597656
2016-08-22,35.90789794921875
2016-08-23,36.151817321777344
2016-08-24,35.77722930908203
2016-08-25,35.80336380004883
2016-08-26,35.942745208740234
2016-08-29,35.98630142211914
2016-08-30,35.98630142211914
2016-08-31,35.90789794921875
2016-09-01,35.85563278198242
2016-09-02,35.93403625488281
2016-09-06,35.93403625488281
2016-09-07,35.93403625488281
2016-09-08,35.47233581542969
2016-09-09,34.871253967285156
2016-09-12,35.437496185302734
2016-09-13,35.00192642211914
2016-09-14,35.06291580200195
2016-09-15,35.59428787231445
2016-09-16,33.90428924560547
2016-09-19,34.17436218261719
2016-09-20,34.03497314453125
2016-09-21,34.41826248168945
2016-09-22,34.41826248168945
2016-09-23,34.17436218261719
2016-09-26,34.00012969970703
2016-09-27,34.2353401184082
2016-09-28,34.3572883605957
2016-09-29,34.07852554321289
2016-09-30,34.21790313720703
