Date,RF
2015-08-03,7.307706832885742
2015-08-04,7.307706832885742
2015-08-05,7.385223388671875
2015-08-06,7.448648452758789
2015-08-07,7.483881950378418
2015-08-10,7.610726833343506
2015-08-11,7.455693244934082
2015-08-12,7.293612003326416
2015-08-13,7.335895538330078
2015-08-14,7.43455171585083
2015-08-17,7.43455171585083
2015-08-18,7.399319171905518
2015-08-19,7.223144054412842
2015-08-20,6.997641563415527
2015-08-21,6.814419746398926
2015-08-24,6.328179836273193
2015-08-25,6.180192947387695
2015-08-26,6.518447399139404
2015-08-27,6.736903667449951
2015-08-28,6.779183387756348
2015-08-31,6.7580437660217285
2015-09-01,6.490259170532227
2015-09-02,6.581871509552002
2015-09-03,6.645289421081543
2015-09-04,6.5254950523376465
2015-09-08,6.708714008331299
2015-09-09,6.6236162185668945
2015-09-10,6.7512640953063965
2015-09-11,6.744171619415283
2015-09-14,6.800907611846924
2015-09-15,6.90018892288208
2015-09-16,6.786724090576172
2015-09-17,6.588157653808594
2015-09-18,6.3399481773376465
2015-09-21,6.446324825286865
2015-09-22,6.325764179229736
2015-09-23,6.347041130065918
2015-09-24,6.325764179229736
2015-09-25,6.43923282623291
2015-09-28,6.240664005279541
2015-09-29,6.2619404792785645
2015-09-30,6.389589309692383
2015-10-01,6.403773784637451
2015-10-02,6.318673133850098
2015-10-05,6.410865306854248
2015-10-06,6.446324825286865
2015-10-07,6.531424045562744
2015-10-08,6.566883563995361
2015-10-09,6.446324825286865
2015-10-12,6.43923282623291
2015-10-13,6.368315696716309
2015-10-14,6.254847526550293
2015-10-15,6.43923282623291
2015-10-16,6.396681308746338
2015-10-19,6.3399481773376465
2015-10-20,6.531424045562744
2015-10-21,6.403773784637451
2015-10-22,6.531424045562744
2015-10-23,6.701622009277344
2015-10-26,6.609432697296143
2015-10-27,6.552699089050293
2015-10-28,6.850548267364502
2015-10-29,6.83636474609375
2015-10-30,6.630707740783691
2015-11-02,6.7938151359558105
2015-11-03,6.7654500007629395
2015-11-04,6.800907611846924
2015-11-05,6.90018892288208
2015-11-06,7.183857440948486
2015-11-09,7.084573268890381
2015-11-10,7.141306400299072
2015-11-11,7.056205749511719
2015-11-12,6.949831962585449
2015-11-13,6.886005401611328
2015-11-16,6.9569244384765625
2015-11-17,6.999472141265869
2015-11-18,7.155490398406982
2015-11-19,7.19094705581665
2015-11-20,7.14839506149292
2015-11-23,7.14839506149292
2015-11-24,7.183857440948486
2015-11-25,7.155490398406982
2015-11-27,7.212224960327148
2015-11-30,7.19094705581665
2015-12-01,7.268957138061523
2015-12-02,7.1625800132751465
2015-12-03,7.07038688659668
2015-12-04,7.276046276092529
2015-12-07,7.112939834594727
2015-12-08,6.83636474609375
2015-12-09,6.743595600128174
2015-12-10,6.857771396636963
2015-12-11,6.686506271362305
2015-12-14,6.679369926452637
2015-12-15,6.971949100494385
2015-12-16,7.093263149261475
2015-12-17,6.943406105041504
2015-12-18,6.6722331047058105
2015-12-21,6.700778007507324
2015-12-22,6.779276371002197
2015-12-23,6.914861679077148
2015-12-24,6.929132461547852
2015-12-28,6.872045040130615
2015-12-29,6.964813232421875
2015-12-30,6.886316299438477
2015-12-31,6.850636005401611
2016-01-04,6.736459255218506
2016-01-05,6.72218656539917
2016-01-06,6.608010292053223
2016-01-07,6.393927574157715
2016-01-08,6.25120735168457
2016-01-11,6.19411563873291
2016-01-12,6.236932754516602
2016-01-13,5.94435453414917
2016-01-14,5.965763092041016
2016-01-15,5.851586818695068
2016-01-19,5.765953063964844
2016-01-20,5.637504577636719
2016-01-21,5.587550163269043
2016-01-22,5.658909797668457
2016-01-25,5.402012348175049
2016-01-26,5.580414295196533
2016-01-27,5.673182487487793
2016-01-28,5.715999126434326
2016-01-29,5.794497013092041
2016-02-01,5.666047096252441
2016-02-02,5.444828987121582
2016-02-03,5.580414295196533
2016-02-04,5.637504577636719
2016-02-05,5.566142559051514
2016-02-08,5.373468399047852
2016-02-09,5.459100723266602
2016-02-10,5.359195709228516
2016-02-11,5.05234432220459
2016-02-12,5.423419952392578
2016-02-16,5.594686508178711
2016-02-17,5.580414295196533
2016-02-18,5.437693119049072
2016-02-19,5.459100723266602
2016-02-22,5.637504577636719
2016-02-23,5.402012348175049
2016-02-24,5.294970989227295
2016-02-25,5.359195709228516
2016-02-26,5.53046178817749
2016-02-29,5.366332530975342
2016-03-01,5.694590091705322
2016-03-02,5.794497013092041
2016-03-03,5.908674240112305
2016-03-04,5.987171649932861
2016-03-07,5.980034828186035
2016-03-08,5.74454402923584
2016-03-09,5.658268451690674
2016-03-10,5.730164527893066
2016-03-11,5.924285411834717
2016-03-14,5.902717590332031
2016-03-15,5.830819129943848
2016-03-16,5.766113758087158
2016-03-17,5.838010787963867
2016-03-18,5.917096138000488
2016-03-21,5.902717590332031
2016-03-22,5.881148815155029
2016-03-23,5.8092522621154785
2016-03-24,5.794872283935547
2016-03-28,5.787683010101318
2016-03-29,5.67983865737915
2016-03-30,5.67983865737915
2016-03-31,5.6438889503479
2016-04-01,5.6726484298706055
2016-04-04,5.658268451690674
2016-04-05,5.507284164428711
2016-04-06,5.615131378173828
2016-04-07,5.464147090911865
2016-04-08,5.5144758224487305
2016-04-11,5.579182147979736
2016-04-12,5.730164527893066
2016-04-13,6.03931999206543
2016-04-14,6.096839427947998
2016-04-15,6.283768653869629
2016-04-18,6.2981486320495605
2016-04-19,6.4563212394714355
2016-04-20,6.585737228393555
2016-04-21,6.592925548553467
2016-04-22,6.71514892578125
2016-04-25,6.686389446258545
2016-04-26,6.758286476135254
2016-04-27,6.894890785217285
2016-04-28,6.772665977478027
2016-04-29,6.7439093589782715
2016-05-02,6.79423713684082
2016-05-03,6.643252372741699
2016-05-04,6.499459743499756
2016-05-05,6.499459743499756
2016-05-06,6.528218746185303
2016-05-09,6.506646633148193
2016-05-10,6.636061668395996
2016-05-11,6.628871917724609
2016-05-12,6.5641655921936035
2016-05-13,6.463510990142822
2016-05-16,6.506646633148193
2016-05-17,6.592925548553467
2016-05-18,6.930839538574219
2016-05-19,6.808616638183594
2016-05-20,6.837374210357666
2016-05-23,6.808616638183594
2016-05-24,6.938028335571289
2016-05-25,7.081821918487549
2016-05-26,6.995546817779541
2016-05-27,7.096198558807373
2016-05-31,7.067445278167725
2016-06-01,7.139339447021484
2016-06-02,7.189668655395508
2016-06-03,6.995546817779541
2016-06-06,7.153717517852783
2016-06-07,7.067445278167725
2016-06-08,7.107249736785889
2016-06-09,7.020400047302246
2016-06-10,6.89012336730957
2016-06-13,6.774323463439941
2016-06-14,6.578909873962402
2016-06-15,6.586148262023926
2016-06-16,6.49206018447876
2016-06-17,6.578909873962402
2016-06-20,6.636810302734375
2016-06-21,6.636810302734375
2016-06-22,6.600622177124023
2016-06-23,6.839460849761963
2016-06-24,6.173610210418701
2016-06-27,5.72488260269165
2016-06-28,5.956481456756592
2016-06-29,6.093995571136475
2016-06-30,6.159133434295654
2016-07-01,6.050570487976074
2016-07-05,5.804495334625244
2016-07-06,5.927532196044922
2016-07-07,5.970958709716797
2016-07-08,6.108471870422363
2016-07-11,6.202558517456055
2016-07-12,6.390733242034912
2016-07-13,6.412444114685059
2016-07-14,6.57167387008667
2016-07-15,6.600622177124023
2016-07-18,6.629573822021484
2016-07-19,6.426922798156738
2016-07-20,6.45587158203125
2016-07-21,6.470346927642822
2016-07-22,6.535486698150635
2016-07-25,6.49206018447876
2016-07-26,6.6223344802856445
2016-07-27,6.586148262023926
2016-07-28,6.629573822021484
2016-07-29,6.636810302734375
2016-08-01,6.528247833251953
2016-08-02,6.441397190093994
2016-08-03,6.542722702026367
2016-08-04,6.542722702026367
2016-08-05,6.796037197113037
2016-08-08,6.796037197113037
2016-08-09,6.78156042098999
2016-08-10,6.701948642730713
2016-08-11,6.730897903442383
2016-08-12,6.680234432220459
2016-08-15,6.9190754890441895
2016-08-16,6.904597759246826
2016-08-17,6.911835193634033
2016-08-18,6.9697370529174805
2016-08-19,7.013162612915039
2016-08-22,6.991448879241943
2016-08-23,6.998684883117676
2016-08-24,6.9697370529174805
2016-08-25,6.984210968017578
2016-08-26,7.085535049438477
2016-08-29,7.136198997497559
2016-08-30,7.215810298919678
2016-08-31,7.215810298919678
2016-09-01,7.128963470458984
2016-09-02,7.186863422393799
2016-09-06,7.157912254333496
2016-09-07,7.256266117095947
2016-09-08,7.234409332275391
2016-09-09,7.161556243896484
2016-09-12,7.227123260498047
2016-09-13,7.001276016235352
2016-09-14,6.935706615447998
2016-09-15,7.015847682952881
2016-09-16,6.964849948883057
2016-09-19,7.037701606750488
2016-09-20,7.030416965484619
2016-09-21,7.052273273468018
2016-09-22,7.117843151092529
2016-09-23,7.125127792358398
2016-09-26,6.964849948883057
2016-09-27,7.074129581451416
2016-09-28,7.161556243896484
2016-09-29,7.04498815536499
2016-09-30,7.190697193145752
2016-10-03,7.227123260498047
2016-10-04,7.343689441680908
2016-10-05,7.511256217956543
2016-10-06,7.518540859222412
2016-10-07,7.525826930999756
2016-10-10,7.554966926574707
2016-10-11,7.474828720092773
2016-10-12,7.460256099700928
2016-10-13,7.24898099899292
2016-10-14,7.321834087371826
2016-10-17,7.292691707611084
2016-10-18,7.46754264831543
2016-10-19,7.678819179534912
2016-10-20,7.729816436767578
2016-10-21,7.751675128936768
2016-10-24,7.729816436767578
2016-10-25,7.7371039390563965
2016-10-26,7.831811904907227
2016-10-27,7.897377967834473
2016-10-28,7.7589592933654785
2016-10-31,7.802671432495117
2016-11-01,7.897377967834473
2016-11-02,7.656962871551514
2016-11-03,7.620535373687744
2016-11-04,7.664249420166016
2016-11-07,7.984807014465332
2016-11-08,7.933806896209717
2016-11-09,8.40735912322998
2016-11-10,8.873626708984375
2016-11-11,9.070332527160645
2016-11-14,9.667737007141113
2016-11-15,9.857154846191406
2016-11-16,9.390889167785645
2016-11-17,9.594882011413574
2016-11-18,9.660449028015137
2016-11-21,9.551170349121094
2016-11-22,9.580309867858887
2016-11-23,9.689593315124512
2016-11-25,9.73330307006836
2016-11-28,9.529312133789062
2016-11-29,9.602167129516602
2016-11-30,9.86444091796875
2016-12-01,10.083002090454102
2016-12-02,10.010149002075195
2016-12-05,10.214139938354492
2016-12-06,10.374419212341309
2016-12-07,10.58300495147705
2016-12-08,10.648876190185547
2016-12-09,10.685468673706055
2016-12-12,10.509817123413086
2016-12-13,10.458584785461426
2016-12-14,10.495179176330566
2016-12-15,10.626917839050293
2016-12-16,10.392717361450195
2016-12-19,10.451266288757324
2016-12-20,10.670828819274902
2016-12-21,10.634238243103027
2016-12-22,10.648876190185547
2016-12-23,10.656194686889648
2016-12-27,10.714747428894043
2016-12-28,10.561046600341797
2016-12-29,10.370759963989258
2016-12-30,10.509817123413086
2017-01-03,10.561046600341797
2017-01-04,10.700106620788574
2017-01-05,10.561046600341797
2017-01-06,10.59764289855957
2017-01-09,10.51713752746582
2017-01-10,10.656194686889648
2017-01-11,10.626917839050293
2017-01-12,10.561046600341797
2017-01-13,10.7440185546875
2017-01-17,10.085325241088867
2017-01-18,10.268296241760254
2017-01-19,10.231704711914062
2017-01-20,10.275615692138672
2017-01-23,10.18047046661377
2017-01-24,10.42199420928955
2017-01-25,10.700106620788574
2017-01-26,10.758659362792969
2017-01-27,10.641555786132812
2017-01-30,10.575682640075684
2017-01-31,10.546409606933594
2017-02-01,10.58300495147705
2017-02-02,10.429311752319336
2017-02-03,10.700106620788574
2017-02-06,10.707427978515625
2017-02-07,10.670828819274902
2017-02-08,10.604959487915039
2017-02-09,10.970903396606445
2017-02-10,10.970903396606445
2017-02-13,11.08800220489502
2017-02-14,11.336840629577637
2017-02-15,11.38807487487793
2017-02-16,11.410030364990234
2017-02-17,11.256338119506836
2017-02-21,11.292930603027344
2017-02-22,11.212422370910645
2017-02-23,11.22706127166748
2017-02-24,11.12459659576416
2017-02-27,11.205107688903809
2017-02-28,11.175829887390137
2017-03-01,11.6442289352417
2017-03-02,11.212422370910645
2017-03-03,11.24169921875
