Date,STE
2015-08-03,61.565670013427734
2015-08-04,60.838863372802734
2015-08-05,62.02334213256836
2015-08-06,61.09908676147461
2015-08-07,60.372257232666016
2015-08-10,61.00038528442383
2015-08-11,60.677337646484375
2015-08-12,61.13498306274414
2015-08-13,60.829891204833984
2015-08-14,61.673370361328125
2015-08-17,62.06820297241211
2015-08-18,61.816959381103516
2015-08-19,60.95550537109375
2015-08-20,58.837806701660156
2015-08-21,57.93705368041992
2015-08-24,55.81125259399414
2015-08-25,55.82025909423828
2015-08-26,56.657981872558594
2015-08-27,58.5946159362793
2015-08-28,58.270328521728516
2015-08-31,57.69385528564453
2015-09-01,56.12653350830078
2015-09-02,57.450653076171875
2015-09-03,57.855995178222656
2015-09-04,57.19843292236328
2015-09-08,58.61261749267578
2015-09-09,57.513694763183594
2015-09-10,58.270328521728516
2015-09-11,58.24331283569336
2015-09-14,57.71187210083008
2015-09-15,57.7388801574707
2015-09-16,57.4416389465332
2015-09-17,57.49568557739258
2015-09-18,57.22545623779297
2015-09-21,57.37858963012695
2015-09-22,56.748050689697266
2015-09-23,56.71201705932617
2015-09-24,61.251861572265625
2015-09-25,60.71141052246094
2015-09-28,58.30636978149414
2015-09-29,57.9911003112793
2015-09-30,58.52254867553711
2015-10-01,58.81978988647461
2015-10-02,58.81978988647461
2015-10-05,59.61248016357422
2015-10-06,58.72071838378906
2015-10-07,60.03582763671875
2015-10-08,60.63032150268555
2015-10-09,60.026824951171875
2015-10-12,60.51325988769531
2015-10-13,59.63950729370117
2015-10-14,58.75676727294922
2015-10-15,60.23402404785156
2015-10-16,60.261016845703125
2015-10-19,60.64836502075195
2015-10-20,61.84636306762695
2015-10-21,61.972476959228516
2015-10-22,60.91857147216797
2015-10-23,61.05370330810547
2015-10-26,60.93661117553711
2015-10-27,61.47705078125
2015-10-28,64.2254409790039
2015-10-29,63.285221099853516
2015-10-30,67.76036071777344
2015-11-02,67.3263931274414
2015-11-03,68.98992919921875
2015-11-04,68.26665496826172
2015-11-05,69.46003723144531
2015-11-06,68.22148132324219
2015-11-09,66.67549133300781
2015-11-10,67.36258697509766
2015-11-11,66.55796813964844
2015-11-12,66.21440124511719
2015-11-13,66.94673156738281
2015-11-16,68.0677719116211
2015-11-17,68.07681274414062
2015-11-18,68.5107650756836
2015-11-19,67.40776824951172
2015-11-20,67.4349136352539
2015-11-23,67.15463256835938
2015-11-24,67.84172821044922
2015-11-25,68.74578857421875
2015-11-27,69.02607727050781
2015-11-30,69.05319213867188
2015-12-01,69.5233154296875
2015-12-02,68.87239074707031
2015-12-03,66.47657012939453
2015-12-04,67.11849212646484
2015-12-07,69.13458251953125
2015-12-08,66.08783721923828
2015-12-09,65.16567993164062
2015-12-10,66.35002899169922
2015-12-11,65.40978240966797
2015-12-14,64.77691650390625
2015-12-15,65.06624603271484
2015-12-16,66.99188995361328
2015-12-17,66.51275634765625
2015-12-18,64.21640014648438
2015-12-21,64.35202026367188
2015-12-22,66.91053771972656
2015-12-23,69.46003723144531
2015-12-24,69.2611312866211
2015-12-28,69.06224822998047
2015-12-29,70.27369689941406
2015-12-30,69.56851959228516
2015-12-31,68.11295318603516
2016-01-04,67.23603057861328
2016-01-05,67.1636962890625
2016-01-06,67.27218627929688
2016-01-07,65.5453872680664
2016-01-08,63.7824592590332
2016-01-11,62.95068359375
2016-01-12,62.94166946411133
2016-01-13,60.57296371459961
2016-01-14,61.40473556518555
2016-01-15,60.871337890625
2016-01-19,60.645301818847656
2016-01-20,61.35953903198242
2016-01-21,61.115413665771484
2016-01-22,62.88740158081055
2016-01-25,62.7518196105957
2016-01-26,62.69755172729492
2016-01-27,62.299781799316406
2016-01-28,61.36855697631836
2016-01-29,62.59812545776367
2016-02-01,63.13150405883789
2016-02-02,62.48057174682617
2016-02-03,62.30881118774414
2016-02-04,62.07374954223633
2016-02-05,60.35601043701172
2016-02-08,59.180694580078125
2016-02-09,60.09382247924805
2016-02-10,58.04157257080078
2016-02-11,56.47753143310547
2016-02-12,56.60409927368164
2016-02-16,57.878841400146484
2016-02-17,58.466487884521484
2016-02-18,57.589542388916016
2016-02-19,57.517215728759766
2016-02-22,58.29471206665039
2016-02-23,56.748756408691406
2016-02-24,57.30927658081055
2016-02-25,58.999900817871094
2016-02-26,58.57333755493164
2016-02-29,58.37367630004883
2016-03-01,58.9998893737793
2016-03-02,59.26308822631836
2016-03-03,59.916526794433594
2016-03-04,60.78777313232422
2016-03-07,61.713470458984375
2016-03-08,61.114479064941406
2016-03-09,61.14173126220703
2016-03-10,60.26138687133789
2016-03-11,62.20354080200195
2016-03-14,61.413970947265625
2016-03-15,60.597171783447266
2016-03-16,60.73331832885742
2016-03-17,60.161563873291016
2016-03-18,61.25968933105469
2016-03-21,62.167232513427734
2016-03-22,62.72992706298828
2016-03-23,63.002174377441406
2016-03-24,62.8206672668457
2016-03-28,63.69194030761719
2016-03-29,65.09864044189453
2016-03-30,65.10770416259766
2016-03-31,64.48149871826172
2016-04-01,65.570556640625
2016-04-04,64.0005111694336
2016-04-05,62.802528381347656
2016-04-06,63.710079193115234
2016-04-07,63.274452209472656
2016-04-08,63.68288040161133
2016-04-11,63.65563201904297
2016-04-12,64.39076232910156
2016-04-13,65.18032836914062
2016-04-14,64.92619323730469
2016-04-15,64.7175064086914
2016-04-18,65.93358612060547
2016-04-19,65.83377075195312
2016-04-20,65.84284973144531
2016-04-21,66.19680786132812
2016-04-22,66.18769073486328
2016-04-25,65.3799819946289
2016-04-26,66.06063842773438
2016-04-27,65.71576690673828
2016-04-28,64.79916381835938
2016-04-29,64.13664245605469
2016-05-02,64.06402587890625
2016-05-03,63.16555404663086
2016-05-04,64.0005111694336
2016-05-05,64.78099822998047
2016-05-06,64.7175064086914
2016-05-09,65.39812469482422
2016-05-10,65.78838348388672
2016-05-11,65.06233215332031
2016-05-12,65.12586975097656
2016-05-13,64.58133697509766
2016-05-16,65.67037963867188
2016-05-17,63.86435317993164
2016-05-18,62.39413833618164
2016-05-19,63.5285758972168
2016-05-20,63.41059112548828
2016-05-23,62.33966827392578
2016-05-24,63.41059112548828
2016-05-25,63.002174377441406
2016-05-26,62.07648849487305
2016-05-27,62.96589279174805
2016-05-31,63.01128005981445
2016-06-01,63.274452209472656
2016-06-02,63.36520004272461
2016-06-03,63.98234558105469
2016-06-06,64.00054931640625
2016-06-07,64.5105972290039
2016-06-08,65.16641235351562
2016-06-09,65.2756576538086
2016-06-10,64.42863464355469
2016-06-13,62.27918243408203
2016-06-14,61.70541000366211
2016-06-15,61.15892028808594
2016-06-16,60.65800476074219
2016-06-17,61.377498626708984
2016-06-20,61.623451232910156
2016-06-21,61.48679733276367
2016-06-22,61.15892028808594
2016-06-23,63.1990966796875
2016-06-24,59.60149002075195
2016-06-27,57.63420867919922
2016-06-28,59.218971252441406
2016-06-29,61.35020446777344
2016-06-30,62.616180419921875
2016-07-01,62.74370193481445
2016-07-05,61.7418327331543
2016-07-06,61.996849060058594
2016-07-07,62.106143951416016
2016-07-08,62.98960494995117
2016-07-11,62.92585372924805
2016-07-12,63.18996810913086
2016-07-13,62.871192932128906
2016-07-14,62.871192932128906
2016-07-15,62.66171646118164
2016-07-18,62.67993927001953
2016-07-19,62.3702507019043
2016-07-20,62.92585372924805
2016-07-21,62.17900466918945
2016-07-22,63.21730041503906
2016-07-25,62.151676177978516
2016-07-26,62.86210250854492
2016-07-27,64.00969696044922
2016-07-28,64.0551986694336
2016-07-29,64.61990356445312
2016-08-01,65.03883361816406
2016-08-02,64.44686126708984
2016-08-03,64.33757019042969
2016-08-04,64.33757019042969
2016-08-05,66.00428771972656
2016-08-08,66.10446166992188
2016-08-09,66.15912628173828
2016-08-10,65.0297622680664
2016-08-11,65.1845932006836
2016-08-12,64.87492370605469
2016-08-15,65.29388427734375
2016-08-16,64.75651550292969
2016-08-17,64.10985565185547
2016-08-18,64.66544342041016
2016-08-19,64.5105972290039
2016-08-22,64.08257293701172
2016-08-23,63.83663558959961
2016-08-24,63.03514099121094
2016-08-25,63.390350341796875
2016-08-26,64.14020538330078
2016-08-29,64.5242691040039
2016-08-30,64.90835571289062
2016-08-31,64.63402557373047
2016-09-01,64.11276245117188
2016-09-02,64.92664337158203
2016-09-06,65.1461181640625
2016-09-07,65.32899475097656
2016-09-08,65.06380462646484
2016-09-09,64.46026611328125
2016-09-12,65.25585174560547
2016-09-13,64.03046417236328
2016-09-14,64.01216125488281
2016-09-15,64.46941375732422
2016-09-16,65.17353057861328
2016-09-19,65.61248016357422
2016-09-20,66.59095001220703
2016-09-21,67.36824035644531
2016-09-22,67.57855224609375
2016-09-23,66.86530303955078
2016-09-26,66.7738265991211
2016-09-27,66.86530303955078
2016-09-28,66.9018783569336
2016-09-29,66.4172134399414
2016-09-30,66.84699249267578
2016-10-03,66.0514144897461
2016-10-04,65.4204330444336
2016-10-05,66.00572204589844
2016-10-06,65.8319320678711
2016-10-07,65.17353057861328
2016-10-10,66.0148696899414
2016-10-11,63.874996185302734
2016-10-12,63.820159912109375
2016-10-13,63.82928466796875
2016-10-14,63.60980987548828
2016-10-17,63.10686492919922
2016-10-18,63.36292266845703
2016-10-19,63.09772491455078
2016-10-20,63.23488235473633
2016-10-21,62.521602630615234
2016-10-24,62.292999267578125
2016-10-25,62.49417495727539
2016-10-26,62.11008071899414
2016-10-27,61.195640563964844
2016-10-28,61.195640563964844
2016-10-31,61.10419464111328
2016-11-01,60.68354797363281
2016-11-02,60.04343032836914
2016-11-03,58.891204833984375
2016-11-04,59.75079345703125
2016-11-07,60.99444580078125
2016-11-08,60.66523361206055
2016-11-09,60.5280876159668
2016-11-10,60.326900482177734
2016-11-11,59.26613235473633
2016-11-14,59.75993347167969
2016-11-15,61.18650817871094
2016-11-16,60.820701599121094
2016-11-17,60.72926712036133
2016-11-18,60.555511474609375
2016-11-21,61.244266510009766
2016-11-22,60.83101272583008
2016-11-23,61.34528732299805
2016-11-25,61.6024169921875
2016-11-28,61.409603118896484
2016-11-29,61.42792892456055
2016-11-30,60.252471923828125
2016-12-01,59.370845794677734
2016-12-02,59.73821258544922
2016-12-05,60.15144729614258
2016-12-06,60.8034782409668
2016-12-07,61.53813934326172
2016-12-08,61.95138168334961
2016-12-09,61.71261215209961
2016-12-12,62.42892074584961
2016-12-13,63.485042572021484
2016-12-14,63.200347900390625
2016-12-15,63.824798583984375
2016-12-16,63.25543975830078
2016-12-19,63.282981872558594
2016-12-20,63.439109802246094
2016-12-21,62.76873016357422
2016-12-22,63.41157150268555
2016-12-23,63.44829177856445
2016-12-27,63.24626159667969
2016-12-28,62.226898193359375
2016-12-29,62.02486801147461
2016-12-30,61.887115478515625
2017-01-03,62.64936447143555
2017-01-04,62.77790832519531
2017-01-05,62.72281265258789
2017-01-06,62.89729690551758
2017-01-09,63.402381896972656
2017-01-10,63.778892517089844
2017-01-11,63.512596130371094
2017-01-12,62.906490325927734
2017-01-13,63.60441207885742
2017-01-17,64.09114074707031
2017-01-18,64.33906555175781
2017-01-19,64.04524230957031
2017-01-20,63.16361999511719
2017-01-23,63.356483459472656
2017-01-24,64.32070922851562
2017-01-25,64.816650390625
2017-01-26,64.44010925292969
2017-01-27,64.53194427490234
2017-01-30,64.31156158447266
2017-01-31,65.04618072509766
2017-02-01,65.8267822265625
2017-02-02,65.61558532714844
2017-02-03,66.27680206298828
2017-02-06,65.37681579589844
2017-02-07,60.90448760986328
2017-02-08,61.152427673339844
2017-02-09,61.657535552978516
