Date,RYA.IR
2015-08-24,11.177578926086426
2015-08-25,11.761996269226074
2015-08-26,11.717795372009277
2015-08-27,12.203990936279297
2015-08-28,11.953527450561523
2015-08-31,12.071392059326172
2015-09-01,11.870038032531738
2015-09-02,12.292390823364258
2015-09-03,12.650897026062012
2015-09-04,12.58214282989502
2015-09-07,12.675453186035156
2015-09-08,12.744208335876465
2015-09-09,13.421934127807617
2015-09-10,13.456313133239746
2015-09-11,13.377734184265137
2015-09-14,13.328624725341797
2015-09-15,13.313891410827637
2015-09-16,13.377734184265137
2015-09-17,13.264781951904297
2015-09-18,13.308979988098145
2015-09-21,13.42684555053711
2015-09-22,13.289337158203125
2015-09-23,13.539800643920898
2015-09-24,12.960294723510742
2015-09-25,13.142004013061523
2015-09-28,13.068338394165039
2015-09-29,12.724563598632812
2015-09-30,12.812963485717773
2015-10-01,12.744208335876465
2015-10-02,12.636164665222168
2015-10-05,13.220582008361816
2015-10-06,13.03396224975586
2015-10-07,12.361145973205566
2015-10-08,12.449543952941895
2015-10-09,12.326766967773438
2015-10-12,12.380789756774902
2015-10-13,12.587054252624512
2015-10-14,12.660720825195312
2015-10-15,12.778586387634277
2015-10-16,13.112539291381836
2015-10-19,13.210759162902832
2015-10-20,13.156737327575684
2015-10-21,13.142004013061523
2015-10-22,13.215670585632324
2015-10-23,13.343358039855957
2015-10-26,13.456313133239746
2015-10-27,13.39246940612793
2015-10-28,13.14863395690918
2015-10-29,12.83260726928711
2015-10-30,12.928374290466309
2015-11-02,13.344955444335938
2015-11-03,13.828571319580078
2015-11-04,14.039255142211914
2015-11-05,14.182905197143555
2015-11-06,14.158963203430176
2015-11-09,13.886030197143555
2015-11-10,13.924336433410645
2015-11-11,13.948278427124023
2015-11-12,13.87645435333252
2015-11-13,13.785477638244629
2015-11-16,13.593945503234863
2015-11-17,13.977008819580078
2015-11-18,13.881242752075195
2015-11-19,13.924336433410645
2015-11-20,13.809418678283691
2015-11-23,13.64661693572998
2015-11-24,13.25397777557373
2015-11-25,13.29707145690918
2015-11-26,13.627462387084961
2015-11-27,13.622674942016602
2015-11-30,13.574792861938477
2015-12-01,13.589157104492188
2015-12-02,13.924336433410645
2015-12-03,13.737593650817871
2015-12-04,13.713652610778809
2015-12-07,14.067984580993652
2015-12-08,13.96743106842041
2015-12-09,13.83814811706543
2015-12-10,13.852513313293457
2015-12-11,13.76632308959961
2015-12-14,13.737593650817871
2015-12-15,14.053620338439941
2015-12-16,13.943490982055664
2015-12-17,14.091927528381348
2015-12-18,14.364859580993652
2015-12-21,14.518084526062012
2015-12-22,14.436683654785156
2015-12-23,14.50850772857666
2015-12-24,14.37922477722168
2015-12-29,14.628215789794922
2015-12-30,14.69525146484375
2015-12-31,14.374436378479004
2016-01-04,14.235575675964355
2016-01-05,14.374436378479004
2016-01-06,14.690463066101074
2016-01-07,14.115869522094727
2016-01-08,14.331341743469238
2016-01-11,14.316977500915527
2016-01-12,14.61863899230957
2016-01-13,14.460625648498535
2016-01-14,14.07756233215332
2016-01-15,13.790265083312988
2016-01-18,13.804630279541016
2016-01-19,14.106291770935059
2016-01-20,13.785477638244629
2016-01-21,13.881242752075195
2016-01-22,13.790265083312988
2016-01-25,13.483814239501953
2016-01-26,13.68492317199707
2016-01-27,13.273130416870117
2016-01-28,12.803878784179688
2016-01-29,13.105541229248047
2016-02-01,13.881242752075195
2016-02-02,13.862090110778809
2016-02-03,13.474238395690918
2016-02-04,13.119905471801758
2016-02-05,12.86133861541748
2016-02-08,12.210131645202637
2016-02-09,12.559675216674805
2016-02-10,13.095964431762695
2016-02-11,12.813454627990723
2016-02-12,12.459121704101562
2016-02-15,12.856550216674805
2016-02-16,12.68416976928711
2016-02-17,13.263555526733398
2016-02-18,13.689711570739746
2016-02-19,13.565216064453125
2016-02-22,13.31143569946289
2016-02-23,13.273130416870117
2016-02-24,13.234823226928711
2016-02-25,13.40720272064209
2016-02-26,13.431142807006836
2016-02-29,13.680134773254395
2016-03-01,13.603522300720215
2016-03-02,13.622674942016602
2016-03-03,13.268342018127441
2016-03-04,13.536486625671387
2016-03-07,13.502967834472656
2016-03-08,13.086386680603027
2016-03-09,12.890067100524902
2016-03-10,12.83260726928711
2016-03-11,13.139058113098145
2016-03-14,13.119905471801758
2016-03-15,12.885278701782227
2016-03-16,13.100751876831055
2016-03-17,12.669805526733398
2016-03-18,13.024139404296875
2016-03-21,13.115116119384766
2016-03-22,12.827820777893066
2016-03-23,13.163000106811523
2016-03-24,13.191728591918945
2016-03-29,13.431142807006836
2016-03-30,13.579581260681152
2016-03-31,13.565216064453125
2016-04-01,13.593945503234863
2016-04-04,13.502967834472656
2016-04-05,13.263555526733398
2016-04-06,12.827820777893066
2016-04-07,12.818243980407715
2016-04-08,12.698534965515137
2016-04-11,12.631499290466309
2016-04-12,12.502216339111328
2016-04-13,12.8709135055542
2016-04-14,12.708112716674805
