Date,COMMOIETF.NS
2024-10-29,89.70999908447266
2024-10-31,89.79000091552734
2024-11-01,90.73999786376953
2024-11-04,88.47000122070312
2024-11-06,91.37999725341797
2024-11-07,89.79000091552734
2024-11-08,88.56999969482422
2024-11-11,87.69000244140625
2024-11-12,86.58000183105469
2024-11-13,85.2300033569336
2024-11-14,84.69000244140625
2024-11-18,84.69000244140625
2024-11-19,84.38999938964844
2024-11-21,82.69999694824219
2024-11-22,83.88999938964844
2024-11-25,84.62999725341797
2024-11-26,84.08999633789062
2024-11-27,85.19999694824219
2024-11-28,84.81999969482422
2024-11-29,85.94000244140625
2024-12-02,86.68000030517578
2024-12-03,87.66999816894531
2024-12-04,87.51000213623047
2024-12-05,87.8499984741211
2024-12-06,88.16999816894531
2024-12-09,88.27999877929688
2024-12-10,88.08000183105469
2024-12-11,88.12999725341797
2024-12-12,87.86000061035156
2024-12-13,88.02999877929688
2024-12-16,87.41000366210938
2024-12-17,86.05999755859375
2024-12-18,84.9800033569336
2024-12-19,84.4800033569336
2024-12-20,82.69999694824219
2024-12-23,83.26000213623047
2024-12-24,82.86000061035156
2024-12-26,82.97000122070312
2024-12-27,82.3499984741211
2024-12-30,81.62000274658203
2024-12-31,81.97000122070312
2025-01-01,82.0199966430664
2025-01-02,83.12000274658203
2025-01-03,83.61000061035156
2025-01-06,81.05999755859375
2025-01-07,81.81999969482422
2025-01-08,81.9000015258789
2025-01-09,80.93000030517578
2025-01-10,79.47000122070312
2025-01-13,77.0199966430664
2025-01-14,79.13999938964844
2025-01-15,79.81999969482422
2025-01-16,80.8499984741211
2025-01-17,81.69999694824219
2025-01-20,82.20999908447266
2025-01-21,81.16999816894531
2025-01-22,80.70999908447266
2025-01-23,81.69000244140625
2025-01-24,81.06999969482422
2025-01-27,79.37999725341797
2025-01-28,78.86000061035156
2025-01-29,79.9000015258789
2025-01-30,80.61000061035156
2025-01-31,81.7699966430664
2025-02-01,80.7699966430664
2025-02-03,79.4800033569336
2025-02-04,81.12000274658203
2025-02-05,81.69000244140625
2025-02-06,81.23999786376953
2025-02-07,81.83999633789062
2025-02-10,80.36000061035156
2025-02-11,79.01000213623047
2025-02-12,78.97000122070312
2025-02-13,79.19000244140625
2025-02-14,77.95999908447266
2025-02-17,78.30000305175781
2025-02-18,78.5199966430664
2025-02-19,79.05000305175781
2025-02-20,80.26000213623047
2025-02-21,80.25
2025-02-24,79.19999694824219
2025-02-25,78.36000061035156
2025-02-27,78.0199966430664
2025-02-28,77.83000183105469
2025-03-03,77.27999877929688
2025-03-04,77.56999969482422
2025-03-05,79.75
2025-03-06,80.98999786376953
2025-03-07,81.48999786376953
2025-03-10,80.9800033569336
2025-03-11,81.26000213623047
2025-03-12,81.54000091552734
2025-03-13,80.79000091552734
2025-03-17,81.33999633789062
2025-03-18,82.5
2025-03-19,83.66000366210938
2025-03-20,84.30000305175781
2025-03-21,85.02999877929688
2025-03-24,86.02999877929688
2025-03-25,85.5999984741211
2025-03-26,84.75
2025-03-27,85.80000305175781
2025-03-28,85.4000015258789
2025-04-01,84.83000183105469
2025-04-02,85.22000122070312
2025-04-03,85.31999969482422
2025-04-04,82.41000366210938
2025-04-07,79.88999938964844
2025-04-08,80.75
2025-04-09,80.22000122070312
2025-04-11,82.51000213623047
2025-04-15,84.19999694824219
2025-04-16,84.44000244140625
2025-04-17,85.1500015258789
2025-04-21,86.30999755859375
2025-04-22,86.22000122070312
2025-04-23,86.6500015258789
2025-04-24,86.86000061035156
2025-04-25,85.56999969482422
2025-04-28,86.8499984741211
2025-04-29,86.37000274658203
2025-04-30,86.26000213623047
2025-05-02,85.94000244140625
2025-05-05,86.58000183105469
2025-05-06,85.30000305175781
2025-05-07,85.58999633789062
2025-05-08,84.37999725341797
2025-05-09,83.94999694824219
2025-05-12,87.23999786376953
2025-05-13,86.38999938964844
2025-05-14,87.16999816894531
2025-05-15,88.43000030517578
2025-05-16,88.68000030517578
2025-05-19,88.76000213623047
2025-05-20,87.8499984741211
2025-05-21,88.33000183105469
2025-05-22,87.44999694824219
2025-05-23,88.08000183105469
2025-05-26,88.3499984741211
2025-05-27,87.9800033569336
2025-05-28,87.5
2025-05-29,87.76000213623047
2025-05-30,86.87000274658203
2025-06-02,86.6500015258789
2025-06-03,86.72000122070312
2025-06-04,86.55000305175781
2025-06-05,86.7699966430664
2025-06-06,87.6500015258789
2025-06-09,88.2300033569336
2025-06-10,88.77999877929688
2025-06-11,89.1500015258789
2025-06-12,87.95999908447266
2025-06-13,87.36000061035156
2025-06-16,88.30999755859375
2025-06-17,87.4000015258789
2025-06-18,87.18000030517578
2025-06-19,86.5
2025-06-20,87.27999877929688
2025-06-23,87.44999694824219
2025-06-24,88.0
2025-06-25,88.30000305175781
2025-06-26,89.80999755859375
2025-06-27,90.4800033569336
2025-06-30,90.16999816894531
2025-07-01,90.4000015258789
2025-07-02,90.95999908447266
2025-07-03,90.80999755859375
2025-07-04,90.9000015258789
2025-07-07,90.80999755859375
2025-07-08,91.0
2025-07-09,90.66999816894531
2025-07-10,90.66999816894531
2025-07-11,90.0199966430664
2025-07-14,90.44999694824219
2025-07-15,90.5999984741211
2025-07-16,90.54000091552734
2025-07-17,90.75
2025-07-18,90.30999755859375
2025-07-21,90.33000183105469
2025-07-22,90.20999908447266
2025-07-23,90.47000122070312
2025-07-24,89.94000244140625
2025-07-25,88.7699966430664
2025-07-28,88.61000061035156
2025-07-29,89.11000061035156
2025-07-30,89.44999694824219
2025-07-31,88.43000030517578
2025-08-01,87.33000183105469
