Date,M&MFIN.NS
2016-01-15,122.35697174072266
2016-01-18,116.76707458496094
2016-01-19,118.92742156982422
2016-01-20,118.900390625
2016-01-21,112.20332336425781
2016-01-22,107.80160522460938
2016-01-25,108.77376556396484
2016-01-27,107.50455474853516
2016-01-28,106.01931762695312
2016-01-29,112.25732421875
2016-02-01,111.20415496826172
2016-02-02,112.41935729980469
2016-02-03,107.82861328125
2016-02-04,108.61173248291016
2016-02-05,107.47754669189453
2016-02-08,111.39318084716797
2016-02-09,109.63790130615234
2016-02-10,108.71975708007812
2016-02-11,103.48089599609375
2016-02-12,104.64208984375
2016-02-15,111.93327331542969
2016-02-16,110.17799377441406
2016-02-17,113.41851043701172
2016-02-18,115.20082092285156
2016-02-19,116.74006652832031
2016-02-22,117.523193359375
2016-02-23,113.04045867919922
2016-02-24,109.96195220947266
2016-02-25,108.9087905883789
2016-02-26,108.55773162841797
2016-02-29,111.33916473388672
2016-03-01,116.09195709228516
2016-03-02,125.1114501953125
2016-03-03,124.32830047607422
2016-03-04,130.16127014160156
2016-03-08,123.68018341064453
2016-03-09,125.35447692871094
2016-03-10,123.22112274169922
2016-03-11,123.62617492675781
2016-03-14,124.40929412841797
2016-03-15,121.41181945800781
2016-03-16,124.35530090332031
2016-03-17,126.51566314697266
2016-03-18,127.5958251953125
2016-03-21,129.78318786621094
2016-03-22,129.91819763183594
2016-03-23,129.5401611328125
2016-03-28,128.08189392089844
2016-03-29,126.08357238769531
2016-03-30,130.16127014160156
2016-03-31,131.80853271484375
2016-04-01,131.10641479492188
2016-04-04,131.10641479492188
2016-04-05,127.86589813232422
2016-04-06,126.27259826660156
2016-04-07,131.21441650390625
2016-04-08,133.9148406982422
2016-04-11,133.15872192382812
2016-04-12,140.34190368652344
2016-04-13,146.87696838378906
2016-04-18,150.46856689453125
2016-04-20,145.47276306152344
2016-04-21,142.55625915527344
2016-04-22,148.90232849121094
2016-04-25,160.7572479248047
2016-04-26,163.56570434570312
2016-04-27,165.64505004882812
2016-04-28,162.10745239257812
2016-04-29,162.02645874023438
2016-05-02,168.42649841308594
2016-05-03,167.34632873535156
2016-05-04,166.10411071777344
2016-05-05,163.37667846679688
2016-05-06,163.64669799804688
2016-05-09,164.3218231201172
2016-05-10,161.4593505859375
2016-05-11,162.02645874023438
2016-05-12,161.35134887695312
2016-05-13,162.18849182128906
2016-05-16,161.1893310546875
2016-05-17,160.13613891601562
2016-05-18,161.89144897460938
2016-05-19,158.6509246826172
2016-05-20,159.6500244140625
2016-05-23,159.001953125
2016-05-24,164.3218231201172
2016-05-25,166.67123413085938
2016-05-26,172.47715759277344
2016-05-27,175.44764709472656
2016-05-30,177.04090881347656
2016-05-31,173.6653594970703
2016-06-01,175.23159790039062
2016-06-02,173.74635314941406
2016-06-03,177.09490966796875
2016-06-06,177.2569580078125
2016-06-07,178.4991455078125
2016-06-08,183.33294677734375
2016-06-09,178.39111328125
2016-06-10,177.0679168701172
2016-06-13,176.04173278808594
2016-06-14,175.01556396484375
2016-06-15,175.47463989257812
2016-06-16,168.91256713867188
2016-06-17,166.833251953125
2016-06-20,172.47715759277344
2016-06-21,174.17845153808594
2016-06-22,172.53115844726562
2016-06-23,172.72021484375
2016-06-24,166.5361785888672
2016-06-27,169.1286163330078
2016-06-28,167.72439575195312
2016-06-29,173.39529418945312
2016-06-30,180.47047424316406
2016-07-01,191.73130798339844
2016-07-04,189.65199279785156
2016-07-05,191.3802490234375
2016-07-07,189.03086853027344
2016-07-08,191.40725708007812
2016-07-11,194.24267578125
2016-07-12,193.1625518798828
2016-07-13,186.843505859375
2016-07-14,181.32215881347656
2016-07-15,175.72328186035156
2016-07-18,179.62884521484375
2016-07-19,175.72328186035156
2016-07-20,172.66433715820312
2016-07-21,172.80091857910156
2016-07-22,172.91018676757812
2016-07-25,175.23165893554688
2016-07-26,171.68113708496094
2016-07-27,175.2589874267578
2016-07-28,175.36822509765625
2016-07-29,180.6666717529297
2016-08-01,186.1563262939453
2016-08-02,184.43569946289062
2016-08-03,176.65185546875
2016-08-04,177.74435424804688
2016-08-05,182.22344970703125
2016-08-08,183.15203857421875
2016-08-09,183.0428009033203
2016-08-10,179.41033935546875
2016-08-11,177.36195373535156
2016-08-12,178.34518432617188
2016-08-16,178.50904846191406
2016-08-17,183.01547241210938
2016-08-18,182.8242950439453
2016-08-19,184.16256713867188
2016-08-22,182.90623474121094
2016-08-23,180.7213134765625
2016-08-24,181.21292114257812
2016-08-25,181.32215881347656
2016-08-26,181.1856231689453
2016-08-29,189.95263671875
2016-08-30,192.6018829345703
2016-08-31,194.5956573486328
2016-09-01,193.06614685058594
2016-09-02,192.13758850097656
2016-09-06,195.5242156982422
2016-09-07,194.24057006835938
2016-09-08,198.6650848388672
2016-09-09,192.6018829345703
2016-09-12,184.4903106689453
2016-09-14,186.75718688964844
2016-09-15,184.84535217285156
2016-09-16,188.61436462402344
2016-09-19,187.904296875
2016-09-20,183.28860473632812
2016-09-21,188.28665161132812
2016-09-22,196.17971801757812
2016-09-23,193.1481170654297
2016-09-26,193.6670379638672
2016-09-27,192.3560791015625
2016-09-28,194.54103088378906
2016-09-29,192.84768676757812
2016-09-30,198.99281311035156
2016-10-03,210.62759399414062
2016-10-04,208.11489868164062
2016-10-05,206.99513244628906
2016-10-06,206.61277770996094
2016-10-07,208.06024169921875
2016-10-10,207.10438537597656
2016-10-13,201.9698028564453
2016-10-14,202.5433349609375
2016-10-17,191.59133911132812
2016-10-18,197.3541259765625
2016-10-19,196.5074462890625
2016-10-20,197.43605041503906
2016-10-21,197.90036010742188
2016-10-24,195.0599365234375
2016-10-25,194.48638916015625
2016-10-26,198.2280731201172
2016-10-27,199.3478546142578
2016-10-28,197.68186950683594
2016-11-01,193.01156616210938
2016-11-02,191.64598083496094
2016-11-03,191.427490234375
2016-11-04,186.5386962890625
2016-11-07,189.05136108398438
2016-11-08,190.171142578125
2016-11-09,180.1204376220703
2016-11-10,173.12864685058594
2016-11-11,156.1407928466797
2016-11-15,159.2543487548828
2016-11-16,153.68275451660156
2016-11-17,149.99566650390625
2016-11-18,148.93052673339844
2016-11-21,144.91571044921875
2016-11-22,147.83807373046875
2016-11-23,149.72254943847656
2016-11-24,151.497802734375
2016-11-25,157.56101989746094
2016-11-28,158.35305786132812
2016-11-29,163.8153839111328
2016-11-30,163.13259887695312
2016-12-01,156.38662719726562
2016-12-02,150.02301025390625
2016-12-05,148.00192260742188
2016-12-06,151.1427459716797
2016-12-07,152.6995391845703
2016-12-08,156.44122314453125
2016-12-09,157.09671020507812
2016-12-12,151.33396911621094
2016-12-13,146.14474487304688
2016-12-14,143.03118896484375
2016-12-15,146.28128051757812
2016-12-16,144.91571044921875
2016-12-19,141.66561889648438
2016-12-20,136.80413818359375
2016-12-21,140.0269012451172
2016-12-22,138.5520782470703
2016-12-23,139.86305236816406
2016-12-26,136.5583038330078
2016-12-27,139.53530883789062
2016-12-28,142.6215362548828
2016-12-29,149.3675079345703
2016-12-30,147.6195526123047
2017-01-02,149.8864288330078
2017-01-03,148.02923583984375
2017-01-04,149.3948211669922
2017-01-05,154.63865661621094
2017-01-06,150.4326629638672
2017-01-09,150.45997619628906
2017-01-10,153.62814331054688
2017-01-11,154.61134338378906
2017-01-12,153.98318481445312
2017-01-13,156.44122314453125
2017-01-16,156.6051025390625
2017-01-17,162.2586212158203
2017-01-18,162.0128173828125
2017-01-19,160.21022033691406
2017-01-20,150.7331085205078
2017-01-23,149.94105529785156
2017-01-24,151.6890106201172
2017-01-25,156.38662719726562
2017-01-27,154.1197509765625
2017-01-30,152.28985595703125
2017-01-31,145.89892578125
2017-02-01,156.3319854736328
2017-02-02,161.95819091796875
2017-02-03,160.26487731933594
2017-02-06,164.71665954589844
2017-02-07,164.08851623535156
2017-02-08,163.5149688720703
2017-02-09,164.6620635986328
2017-02-10,162.3678741455078
2017-02-13,161.33001708984375
2017-02-14,161.33001708984375
2017-02-15,156.7416534423828
2017-02-16,158.24378967285156
2017-02-17,159.2543487548828
2017-02-20,159.22703552246094
2017-02-21,163.8153839111328
2017-02-22,159.7186279296875
2017-02-23,159.06314086914062
2017-02-27,158.54421997070312
2017-02-28,159.30894470214844
2017-03-01,160.7564697265625
2017-03-02,156.44122314453125
2017-03-03,157.97068786621094
2017-03-06,158.2165069580078
2017-03-07,156.3319854736328
2017-03-08,152.67222595214844
2017-03-09,153.16383361816406
2017-03-10,150.37803649902344
2017-03-14,152.89071655273438
2017-03-15,159.09043884277344
2017-03-16,160.31948852539062
2017-03-17,170.233642578125
2017-03-20,172.1454315185547
2017-03-21,172.93748474121094
2017-03-22,169.7420196533203
2017-03-23,171.40802001953125
2017-03-24,175.04046630859375
2017-03-27,174.98583984375
2017-03-28,179.62884521484375
2017-03-29,175.34092712402344
2017-03-30,172.00889587402344
2017-03-31,172.00889587402344
2017-04-03,174.3030548095703
2017-04-05,175.36822509765625
2017-04-06,182.52389526367188
2017-04-07,183.1793670654297
2017-04-10,184.76344299316406
2017-04-11,182.79698181152344
2017-04-12,183.20669555664062
2017-04-13,181.62258911132812
2017-04-17,184.0806427001953
2017-04-18,182.87890625
2017-04-19,185.66473388671875
2017-04-20,185.1457977294922
2017-04-21,188.28665161132812
2017-04-24,187.2214813232422
2017-04-25,185.88320922851562
2017-04-26,180.5028076171875
2017-04-27,181.34947204589844
2017-04-28,184.1898956298828
2017-05-02,182.11419677734375
2017-05-03,179.0006561279297
2017-05-04,180.69398498535156
2017-05-05,179.90194702148438
2017-05-08,177.9901580810547
2017-05-09,177.1707763671875
2017-05-10,181.10366821289062
2017-05-11,184.5995635986328
2017-05-12,180.202392578125
2017-05-15,181.02174377441406
2017-05-16,185.41893005371094
2017-05-17,181.95034790039062
2017-05-18,174.19381713867188
2017-05-19,172.3366241455078
2017-05-22,170.1790313720703
2017-05-23,166.65582275390625
2017-05-24,161.95819091796875
2017-05-25,165.37216186523438
2017-05-26,170.9710235595703
2017-05-29,177.74435424804688
2017-05-30,181.48602294921875
2017-05-31,196.04312133789062
2017-06-01,198.0095977783203
2017-06-02,212.1843719482422
2017-06-05,204.0181427001953
2017-06-06,197.5179901123047
2017-06-07,199.10205078125
2017-06-08,197.4087371826172
2017-06-09,195.0599365234375
2017-06-12,191.2636260986328
2017-06-13,188.61436462402344
2017-06-14,191.34555053710938
2017-06-15,191.1270294189453
2017-06-16,190.25306701660156
2017-06-19,191.15435791015625
2017-06-20,193.6124267578125
2017-06-21,188.42318725585938
2017-06-22,185.80126953125
2017-06-23,180.612060546875
2017-06-27,181.34947204589844
2017-06-28,183.80751037597656
2017-06-29,186.23826599121094
2017-06-30,188.42318725585938
2017-07-03,191.15435791015625
2017-07-04,192.4926300048828
2017-07-05,196.4528045654297
2017-07-06,196.8898162841797
2017-07-07,197.02635192871094
2017-07-10,200.13990783691406
2017-07-11,196.28895568847656
2017-07-12,199.42979431152344
2017-07-13,201.25967407226562
2017-07-14,204.41241455078125
2017-07-17,202.0486297607422
2017-07-18,192.6484375
2017-07-19,196.85377502441406
2017-07-20,196.8812713623047
2017-07-21,194.95726013183594
2017-07-24,199.7397918701172
2017-07-25,219.55709838867188
2017-07-26,218.1553497314453
2017-07-27,220.13430786132812
2017-07-28,220.79397583007812
2017-07-31,220.43667602539062
2017-08-01,220.2442626953125
2017-08-02,219.8319854736328
2017-08-03,217.19332885742188
2017-08-04,232.83279418945312
2017-08-07,233.27255249023438
2017-08-08,233.93218994140625
2017-08-09,232.8602752685547
2017-08-10,223.89988708496094
2017-08-11,226.15371704101562
2017-08-14,233.71231079101562
2017-08-16,233.19009399414062
2017-08-17,231.37603759765625
2017-08-18,228.43505859375
2017-08-21,222.05833435058594
2017-08-22,222.4980926513672
2017-08-23,225.65899658203125
2017-08-24,225.19171142578125
2017-08-28,230.00177001953125
2017-08-29,226.15371704101562
2017-08-30,233.82228088378906
2017-08-31,235.0041961669922
2017-09-01,239.29196166992188
2017-09-04,234.0146942138672
2017-09-05,241.0236053466797
2017-09-06,245.50376892089844
2017-09-07,242.8926239013672
2017-09-08,245.3663330078125
2017-09-11,247.9225616455078
2017-09-12,246.65818786621094
2017-09-13,242.67276000976562
2017-09-14,238.85220336914062
2017-09-15,237.89016723632812
2017-09-18,239.8691864013672
2017-09-19,237.6703338623047
2017-09-20,233.87725830078125
2017-09-21,233.24505615234375
2017-09-22,225.41160583496094
2017-09-25,221.97586059570312
2017-09-26,222.47064208984375
2017-09-27,217.4956817626953
2017-09-28,220.6290740966797
2017-09-29,226.6759490966797
2017-10-03,232.14564514160156
2017-10-04,230.49652099609375
2017-10-05,228.65493774414062
2017-10-06,230.71640014648438
2017-10-09,231.87078857421875
2017-10-10,232.31057739257812
2017-10-11,229.3695831298828
2017-10-12,232.06317138671875
2017-10-13,230.88128662109375
2017-10-16,237.56033325195312
2017-10-17,238.0550994873047
2017-10-18,234.34451293945312
2017-10-19,232.33804321289062
2017-10-23,232.47547912597656
2017-10-24,230.63392639160156
2017-10-25,224.17474365234375
2017-10-26,229.0397491455078
2017-10-27,231.2111358642578
2017-10-30,233.6848602294922
2017-10-31,237.28549194335938
2017-11-01,239.70423889160156
2017-11-02,240.0066375732422
2017-11-03,238.7697296142578
2017-11-06,238.6322784423828
2017-11-07,233.40997314453125
2017-11-08,227.33560180664062
2017-11-09,232.11814880371094
2017-11-10,228.27012634277344
2017-11-13,238.32994079589844
2017-11-14,241.68324279785156
2017-11-15,243.22242736816406
2017-11-16,240.61131286621094
2017-11-17,240.88612365722656
2017-11-20,239.5668182373047
2017-11-21,240.50132751464844
2017-11-22,238.02761840820312
2017-11-23,240.50132751464844
2017-11-24,245.8611297607422
2017-11-27,243.6072540283203
2017-11-28,244.59674072265625
2017-11-29,247.26287841796875
2017-11-30,240.99610900878906
2017-12-01,242.4528350830078
2017-12-04,243.33241271972656
2017-12-05,243.00257873535156
2017-12-06,243.9370574951172
2017-12-07,250.47869873046875
2017-12-08,248.692138671875
2017-12-11,263.0947265625
2017-12-12,251.55062866210938
2017-12-13,249.24180603027344
2017-12-14,245.09146118164062
2017-12-15,253.77703857421875
2017-12-18,253.17236328125
2017-12-19,260.7584228515625
2017-12-20,263.424560546875
2017-12-21,260.208740234375
2017-12-22,260.8134460449219
2017-12-26,261.69293212890625
2017-12-27,260.4836120605469
2017-12-28,257.5975646972656
2017-12-29,260.0712890625
2018-01-01,258.7519836425781
2018-01-02,254.40921020507812
2018-01-03,255.39871215820312
2018-01-04,263.1772155761719
2018-01-05,266.2281188964844
2018-01-08,270.2685546875
2018-01-09,265.32110595703125
2018-01-10,261.8304138183594
2018-01-11,264.3865661621094
2018-01-12,264.6064758300781
2018-01-15,268.4544372558594
2018-01-16,264.276611328125
2018-01-17,266.7778625488281
2018-01-18,260.785888671875
2018-01-19,257.5975646972656
2018-01-22,268.5919189453125
2018-01-23,279.25640869140625
2018-01-24,269.55389404296875
2018-01-25,264.8537902832031
2018-01-29,264.4140625
2018-01-30,259.93389892578125
2018-01-31,254.79403686523438
2018-02-01,258.6969909667969
2018-02-02,245.3663330078125
2018-02-05,241.0236053466797
2018-02-06,244.37681579589844
2018-02-07,242.20545959472656
2018-02-08,246.9330596923828
2018-02-09,244.23944091796875
2018-02-12,244.3218994140625
2018-02-14,250.78102111816406
2018-02-15,249.98402404785156
2018-02-16,241.4908447265625
2018-02-19,234.83926391601562
2018-02-20,239.62179565429688
2018-02-21,239.5668182373047
2018-02-22,232.94271850585938
2018-02-23,242.61776733398438
2018-02-26,246.24588012695312
2018-02-27,241.95809936523438
2018-02-28,237.83523559570312
2018-03-01,234.86676025390625
2018-03-05,240.03411865234375
2018-03-06,238.22000122070312
2018-03-07,231.4860076904297
2018-03-08,230.3590850830078
2018-03-09,230.85382080078125
2018-03-12,228.07774353027344
2018-03-13,234.2071075439453
2018-03-14,239.4019012451172
2018-03-15,239.4019012451172
2018-03-16,238.30247497558594
2018-03-19,237.3679962158203
2018-03-20,239.5668182373047
2018-03-21,245.72366333007812
2018-03-22,237.80772399902344
2018-03-23,234.3994598388672
2018-03-26,241.54583740234375
2018-03-27,252.34779357910156
2018-03-28,254.65658569335938
2018-04-02,259.16424560546875
2018-04-03,260.4286193847656
2018-04-04,256.0583801269531
2018-04-05,267.51995849609375
2018-04-06,272.7697448730469
2018-04-09,271.2580261230469
2018-04-10,268.0422058105469
2018-04-11,272.7972412109375
2018-04-12,273.9241638183594
2018-04-13,272.7972412109375
2018-04-16,278.87164306640625
2018-04-17,278.8166809082031
2018-04-18,279.8336486816406
2018-04-19,286.2378234863281
2018-04-20,277.38739013671875
2018-04-23,281.3728332519531
2018-04-24,280.24591064453125
2018-04-25,278.87164306640625
2018-04-26,281.6751708984375
2018-04-27,287.6396179199219
2018-04-30,290.3332214355469
2018-05-02,279.6961975097656
2018-05-03,280.795654296875
2018-05-04,277.772216796875
2018-05-07,281.180419921875
2018-05-08,277.304931640625
2018-05-09,275.2984619140625
2018-05-10,275.0235900878906
2018-05-11,276.0680236816406
2018-05-14,269.99365234375
2018-05-15,265.9257507324219
2018-05-16,255.3711700439453
2018-05-17,258.8344421386719
2018-05-18,254.68406677246094
2018-05-21,253.08985900878906
2018-05-22,257.5425720214844
2018-05-23,255.09632873535156
2018-05-24,250.69862365722656
2018-05-25,260.4560852050781
2018-05-28,275.1335144042969
2018-05-29,260.2361755371094
2018-05-30,263.0672607421875
2018-05-31,268.06964111328125
2018-06-01,259.93389892578125
2018-06-04,259.1368103027344
2018-06-05,256.4981689453125
2018-06-06,262.16021728515625
2018-06-07,266.8327941894531
2018-06-08,268.0422058105469
2018-06-11,268.09716796875
2018-06-12,269.85626220703125
2018-06-13,267.71234130859375
2018-06-14,262.0777587890625
2018-06-15,261.0882873535156
2018-06-18,261.63800048828125
2018-06-19,259.3016662597656
2018-06-20,266.69537353515625
2018-06-21,269.91119384765625
2018-06-22,273.4019470214844
2018-06-25,265.9257507324219
2018-06-26,269.4989318847656
2018-06-27,258.5870666503906
2018-06-28,251.1109161376953
2018-06-29,258.17474365234375
2018-07-02,249.18692016601562
2018-07-03,255.50865173339844
2018-07-04,254.0243682861328
2018-07-05,252.40272521972656
2018-07-06,249.9290313720703
2018-07-09,261.14324951171875
2018-07-10,264.936279296875
2018-07-11,262.1877136230469
2018-07-12,263.3695983886719
2018-07-13,260.92333984375
2018-07-16,258.06475830078125
2018-07-17,266.3930358886719
2018-07-18,261.7479553222656
2018-07-19,260.1638488769531
2018-07-20,259.942138671875
2018-07-23,258.6673889160156
2018-07-24,267.56304931640625
2018-07-25,269.3643798828125
2018-07-26,283.7747802734375
2018-07-27,286.2689514160156
2018-07-30,284.5784606933594
2018-07-31,284.8001708984375
2018-08-01,280.3107604980469
2018-08-02,278.8697204589844
2018-08-03,280.08905029296875
2018-08-06,276.0430603027344
2018-08-07,270.41748046875
2018-08-08,276.34796142578125
2018-08-09,274.2695007324219
2018-08-10,272.5790100097656
2018-08-13,268.3113098144531
2018-08-14,270.1680603027344
2018-08-16,262.40863037109375
2018-08-17,266.5376892089844
2018-08-20,265.7617492675781
2018-08-21,267.757080078125
2018-08-23,262.380859375
2018-08-24,257.03240966796875
2018-08-27,260.1915588378906
2018-08-28,264.0436096191406
2018-08-29,267.8956298828125
2018-08-30,273.1609802246094
2018-08-31,271.11029052734375
2018-09-03,268.9209899902344
2018-09-04,258.61199951171875
2018-09-05,250.54763793945312
2018-09-06,246.8896484375
2018-09-07,254.8430633544922
2018-09-10,247.77645874023438
2018-09-11,243.42559814453125
2018-09-12,235.970947265625
2018-09-14,251.79470825195312
2018-09-17,244.17384338378906
2018-09-18,245.28231811523438
2018-09-19,240.2109375
2018-09-21,227.9343719482422
2018-09-24,217.73622131347656
2018-09-25,229.51397705078125
2018-09-26,233.8371124267578
2018-09-27,221.44967651367188
2018-09-28,221.80992126464844
2018-10-01,229.4308319091797
2018-10-03,225.1354217529297
2018-10-04,221.0339813232422
2018-10-05,204.3788299560547
2018-10-08,200.6930694580078
2018-10-09,205.54275512695312
2018-10-10,224.94143676757812
2018-10-11,206.40184020996094
2018-10-12,214.4938507080078
2018-10-15,214.27215576171875
2018-10-16,220.81227111816406
2018-10-17,202.8823699951172
2018-10-19,197.45074462890625
2018-10-22,199.83399963378906
2018-10-23,207.48263549804688
2018-10-24,222.25332641601562
2018-10-25,223.61123657226562
2018-10-26,216.12889099121094
2018-10-29,221.3942413330078
2018-10-30,219.0386962890625
2018-10-31,226.68728637695312
2018-11-01,232.7008819580078
2018-11-02,238.63133239746094
2018-11-05,232.3683319091797
2018-11-06,233.0611572265625
2018-11-07,234.28050231933594
2018-11-09,237.96624755859375
2018-11-12,238.43736267089844
2018-11-13,241.402587890625
2018-11-14,240.1832275390625
2018-11-15,245.919677734375
2018-11-16,242.760498046875
2018-11-19,241.79055786132812
2018-11-20,236.1372528076172
2018-11-21,238.3264923095703
2018-11-22,234.4190673828125
2018-11-26,234.44676208496094
2018-11-27,233.33827209472656
2018-11-28,233.0057373046875
2018-11-29,244.7557373046875
2018-11-30,248.99575805664062
2018-12-03,245.22689819335938
2018-12-04,244.6726531982422
2018-12-05,233.1719970703125
2018-12-06,222.17018127441406
2018-12-07,231.8140869140625
2018-12-10,221.89305114746094
2018-12-11,229.7910919189453
2018-12-12,242.92677307128906
2018-12-13,250.82479858398438
2018-12-14,251.93331909179688
2018-12-17,251.54530334472656
2018-12-18,255.4527587890625
2018-12-19,259.5819091796875
2018-12-20,263.1845397949219
2018-12-21,256.6998291015625
2018-12-24,260.38555908203125
2018-12-26,262.547119140625
2018-12-27,256.7552490234375
2018-12-28,263.905029296875
2018-12-31,262.5193786621094
2019-01-01,261.4940185546875
2019-01-02,258.3348388671875
2019-01-03,254.01171875
2019-01-04,257.2817687988281
2019-01-07,258.6950988769531
2019-01-08,255.95159912109375
2019-01-09,254.67684936523438
2019-01-10,254.67684936523438
2019-01-11,251.10194396972656
2019-01-14,243.37014770507812
2019-01-15,246.1136932373047
2019-01-16,247.6933135986328
2019-01-17,248.16439819335938
2019-01-18,244.72804260253906
2019-01-21,245.808837890625
2019-01-22,242.0399627685547
2019-01-23,240.9314727783203
2019-01-24,234.0310821533203
2019-01-25,231.06585693359375
2019-01-28,223.6943817138672
2019-01-29,222.28102111816406
2019-01-30,224.49801635742188
2019-01-31,224.1931915283203
2019-02-01,230.89959716796875
2019-02-04,222.9184112548828
2019-02-05,222.36416625976562
2019-02-06,222.4750213623047
2019-02-07,230.20677185058594
2019-02-08,220.61830139160156
2019-02-11,215.43609619140625
2019-02-12,211.4178009033203
2019-02-14,215.74093627929688
2019-02-15,209.8104705810547
2019-02-18,205.43191528320312
2019-02-19,207.5657501220703
2019-02-20,211.91659545898438
2019-02-21,218.6784210205078
2019-02-22,221.44967651367188
2019-02-25,219.7314910888672
2019-02-26,215.74093627929688
2019-02-27,221.00628662109375
2019-02-28,219.6760711669922
2019-03-01,228.04522705078125
2019-03-05,240.40493774414062
2019-03-06,244.11839294433594
2019-03-07,242.59420776367188
2019-03-08,241.62428283691406
2019-03-11,247.1944580078125
2019-03-12,243.17617797851562
2019-03-13,239.9615478515625
2019-03-14,236.2757568359375
2019-03-15,241.31944274902344
2019-03-18,238.07708740234375
2019-03-19,231.50924682617188
2019-03-20,232.22979736328125
2019-03-22,230.59475708007812
2019-03-25,228.62718200683594
2019-03-26,228.65487670898438
2019-03-27,236.2203826904297
2019-03-28,237.9385223388672
2019-04-01,234.0310821533203
2019-04-02,230.70559692382812
2019-04-03,231.37069702148438
2019-04-04,229.29226684570312
2019-04-05,230.78872680664062
2019-04-08,228.71031188964844
2019-04-09,229.3754119873047
2019-04-10,228.2115020751953
2019-04-11,231.03814697265625
2019-04-12,230.26220703125
2019-04-15,234.4190673828125
2019-04-16,233.4214324951172
2019-04-18,231.62010192871094
2019-04-22,229.51397705078125
2019-04-23,235.05645751953125
2019-04-24,240.1832275390625
2019-04-25,230.78872680664062
2019-04-26,229.48626708984375
2019-04-30,222.05934143066406
2019-05-02,218.5121612548828
2019-05-03,222.8907012939453
2019-05-06,219.232666015625
2019-05-07,213.02511596679688
2019-05-08,210.11529541015625
2019-05-09,210.2815704345703
2019-05-10,211.44549560546875
2019-05-13,204.6005401611328
2019-05-14,205.54275512695312
2019-05-15,207.9814453125
2019-05-16,206.15243530273438
2019-05-17,210.44784545898438
2019-05-20,226.6041717529297
2019-05-21,223.3341064453125
2019-05-22,222.22561645507812
2019-05-23,222.50274658203125
2019-05-24,226.13304138183594
2019-05-27,226.1607666015625
2019-05-28,231.03814697265625
2019-05-29,230.84414672851562
2019-05-30,234.33590698242188
2019-05-31,233.6985321044922
2019-06-03,241.34718322753906
2019-06-04,240.155517578125
2019-06-06,231.09359741210938
2019-06-07,229.95736694335938
2019-06-10,231.45384216308594
2019-06-11,236.4420623779297
2019-06-12,233.1165771484375
2019-06-13,234.52992248535156
