Date,MAHSEAMLES.NS
2015-08-21,70.44416809082031
2015-08-24,66.88101196289062
2015-08-25,64.33590698242188
2015-08-26,64.8670654296875
2015-08-27,68.71792602539062
2015-08-28,68.82857513427734
2015-08-31,74.40568542480469
2015-09-01,70.82040405273438
2015-09-02,70.79827117919922
2015-09-03,71.83844757080078
2015-09-04,70.11219787597656
2015-09-07,68.65154266357422
2015-09-08,67.89905548095703
2015-09-09,69.78022766113281
2015-09-10,69.13841247558594
2015-09-11,70.51056671142578
2015-09-14,69.86875915527344
2015-09-15,70.20072937011719
2015-09-16,68.16464233398438
2015-09-18,66.61544036865234
2015-09-21,66.6375732421875
2015-09-22,65.13264465332031
2015-09-23,65.55313110351562
2015-09-24,64.8006591796875
2015-09-28,63.33999252319336
2015-09-29,63.185089111328125
2015-09-30,63.9154052734375
2015-10-01,64.07034301757812
2015-10-05,64.4244384765625
2015-10-06,64.93345642089844
2015-10-07,65.33183288574219
2015-10-08,66.70396423339844
2015-10-09,67.27938842773438
2015-10-12,70.97531127929688
2015-10-13,70.02367401123047
2015-10-14,69.60317993164062
2015-10-15,69.97940826416016
2015-10-16,70.842529296875
2015-10-19,70.53268432617188
2015-10-20,70.17859649658203
2015-10-21,70.46629333496094
2015-10-23,70.11219787597656
2015-10-26,68.62938690185547
2015-10-27,68.25315856933594
2015-10-28,68.91709899902344
2015-10-29,68.91709899902344
2015-10-30,67.65562438964844
2015-11-02,66.74822998046875
2015-11-03,67.0580825805664
2015-11-04,67.3900375366211
2015-11-05,65.73018646240234
2015-11-06,65.3982162475586
2015-11-09,66.52692413330078
2015-11-10,66.46051788330078
2015-11-13,66.5047836303711
2015-11-16,66.41624450683594
2015-11-17,67.235107421875
2015-11-18,66.54904174804688
2015-11-19,67.10232543945312
2015-11-20,66.41624450683594
2015-11-23,67.14659118652344
2015-11-24,66.74822998046875
2015-11-26,66.43839263916016
2015-11-27,66.57118225097656
2015-11-30,68.67365264892578
2015-12-01,74.31715393066406
2015-12-02,73.14420318603516
2015-12-03,74.95896911621094
2015-12-04,72.50238800048828
2015-12-07,72.43598937988281
2015-12-08,71.01958465576172
2015-12-09,69.80236053466797
2015-12-10,69.86875915527344
2015-12-11,70.35565185546875
2015-12-14,71.24089813232422
2015-12-15,70.59910583496094
2015-12-16,70.97531127929688
2015-12-17,72.9007568359375
2015-12-18,71.90483093261719
2015-12-21,77.65898895263672
2015-12-22,77.96883392333984
2015-12-23,79.07540130615234
2015-12-24,78.3672103881836
2015-12-28,78.16802215576172
2015-12-29,78.32294464111328
2015-12-30,78.43359375
2015-12-31,77.54833984375
2016-01-01,77.14997863769531
2016-01-04,74.5827407836914
2016-01-05,76.220458984375
2016-01-06,74.75978088378906
2016-01-07,71.74992370605469
2016-01-08,73.38765716552734
2016-01-11,71.86058807373047
2016-01-12,70.99745178222656
2016-01-13,69.62531280517578
2016-01-14,69.38186645507812
2016-01-15,65.11050415039062
2016-01-18,64.02606964111328
2016-01-19,64.73426818847656
2016-01-20,63.20721435546875
2016-01-21,63.3842658996582
2016-01-22,64.35803985595703
2016-01-25,63.36211395263672
2016-01-27,64.97771453857422
2016-01-28,65.75231170654297
2016-01-29,65.2432861328125
2016-02-01,65.92936706542969
2016-02-02,62.808834075927734
2016-02-03,62.5211296081543
2016-02-04,63.03015899658203
2016-02-05,64.0481948852539
2016-02-08,64.53509521484375
2016-02-09,63.78262710571289
2016-02-10,62.897377014160156
2016-02-11,62.03424835205078
2016-02-12,62.74244689941406
2016-02-15,63.605567932128906
2016-02-16,62.587528228759766
2016-02-17,60.374385833740234
2016-02-18,60.308006286621094
2016-02-19,60.352264404296875
2016-02-22,61.126861572265625
2016-02-23,60.485050201416016
2016-02-24,60.17521286010742
2016-02-25,59.44487762451172
2016-02-26,58.40469741821289
2016-02-29,58.62601852416992
2016-03-01,60.19734191894531
2016-03-02,60.77275466918945
2016-03-03,62.012123107910156
2016-03-04,60.17521286010742
2016-03-08,60.662105560302734
2016-03-09,61.21540069580078
2016-03-10,60.994075775146484
2016-03-11,61.303916931152344
2016-03-14,62.012123107910156
2016-03-15,61.038333892822266
2016-03-16,61.21540069580078
2016-03-17,61.08258819580078
