Date,SOBI.ST
2015-08-24,100.19750213623047
2015-08-25,102.96749877929688
2015-08-26,100.57957458496094
2015-08-27,102.0123291015625
2015-08-28,101.91681671142578
2015-08-31,103.15853881835938
2015-09-01,101.43922424316406
2015-09-02,103.63612365722656
2015-09-03,108.12542724609375
2015-09-04,106.31060028076172
2015-09-07,106.215087890625
2015-09-08,107.64784240722656
2015-09-09,110.226806640625
2015-09-10,109.55818939208984
2015-09-11,110.03577423095703
2015-09-14,109.17611694335938
2015-09-15,111.4685287475586
2015-09-16,112.9968032836914
2015-09-17,113.18783569335938
2015-09-18,113.76094055175781
2015-09-21,119.0143814086914
2015-09-22,114.71611022949219
2015-09-23,112.9968032836914
2015-09-24,108.31645965576172
2015-09-25,111.75508117675781
2015-09-28,106.31060028076172
2015-09-29,103.63612365722656
2015-09-30,105.4509506225586
2015-10-01,105.06887817382812
2015-10-02,106.215087890625
2015-10-05,110.32232666015625
2015-10-06,108.9850845336914
2015-10-07,109.08059692382812
2015-10-08,109.08059692382812
2015-10-09,112.232666015625
2015-10-12,112.90128326416016
2015-10-13,111.27749633789062
2015-10-14,110.03577423095703
2015-10-15,112.13714599609375
2015-10-16,114.62059783935547
2015-10-19,115.1937026977539
2015-10-20,114.52507781982422
2015-10-21,115.57576751708984
2015-10-22,114.14301300048828
2015-10-23,117.6771469116211
2015-10-26,119.2054214477539
2015-10-27,118.82334899902344
2015-10-28,119.2054214477539
2015-10-29,124.84093475341797
2015-10-30,124.17230987548828
2015-11-02,126.56024169921875
2015-11-03,125.7005844116211
2015-11-04,124.64989471435547
2015-11-05,128.56610107421875
2015-11-06,127.61093139648438
2015-11-09,124.17230987548828
2015-11-10,122.83507537841797
2015-11-11,124.26782989501953
2015-11-12,121.97541809082031
2015-11-13,123.12162017822266
2015-11-16,122.54852294921875
2015-11-17,126.56024169921875
2015-11-18,126.56024169921875
2015-11-19,125.7005844116211
2015-11-20,125.7005844116211
2015-11-23,126.08265686035156
2015-11-24,124.07679748535156
2015-11-25,128.4705810546875
2015-11-26,130.09437561035156
2015-11-27,130.09437561035156
2015-11-30,131.71817016601562
2015-12-01,131.71817016601562
2015-12-02,131.71817016601562
2015-12-03,130.57196044921875
2015-12-04,127.32437896728516
2015-12-07,127.32437896728516
2015-12-08,125.8916244506836
2015-12-09,125.8916244506836
2015-12-10,123.88575744628906
2015-12-11,123.88575744628906
2015-12-14,121.49783325195312
2015-12-15,125.8916244506836
2015-12-16,125.98713684082031
2015-12-17,125.98713684082031
2015-12-18,122.64403533935547
2015-12-21,124.26782989501953
2015-12-22,123.6947250366211
2015-12-23,125.41403198242188
2015-12-28,127.2288589477539
2015-12-29,127.2288589477539
2015-12-30,128.56610107421875
2016-01-04,124.55438232421875
2016-01-05,124.17230987548828
2016-01-07,118.4412841796875
2016-01-08,118.4412841796875
2016-01-11,115.0026626586914
2016-01-12,115.4802474975586
2016-01-13,114.71611022949219
2016-01-14,110.32232666015625
2016-01-15,105.35543060302734
2016-01-18,105.4509506225586
2016-01-19,107.74336242675781
2016-01-20,102.87198638916016
2016-01-21,103.4450912475586
2016-01-22,105.4509506225586
2016-01-25,105.73749542236328
2016-01-26,105.64198303222656
2016-01-27,104.30474090576172
2016-01-28,101.91681671142578
2016-01-29,103.15853881835938
2016-02-01,105.35543060302734
2016-02-02,103.06301879882812
2016-02-03,100.38853454589844
2016-02-04,99.52888488769531
2016-02-05,96.7588882446289
2016-02-08,91.5531997680664
2016-02-09,92.60388946533203
2016-02-10,94.70526885986328
2016-02-11,94.9918212890625
2016-02-12,96.94992065429688
2016-02-15,101.2481918334961
2016-02-16,99.62439727783203
2016-02-17,104.209228515625
2016-02-18,104.68681335449219
2016-02-19,106.7881851196289
2016-02-22,108.41197967529297
2016-02-23,108.41197967529297
2016-02-24,104.30474090576172
2016-02-25,105.06887817382812
2016-02-26,97.33198547363281
2016-02-29,99.2423324584961
2016-03-01,95.51716613769531
2016-03-02,95.42164611816406
2016-03-03,95.2306137084961
2016-03-04,97.2364730834961
2016-03-07,99.05130004882812
2016-03-08,98.57371520996094
2016-03-09,97.52302551269531
2016-03-10,97.2364730834961
2016-03-11,97.90509033203125
2016-03-14,98.19164276123047
2016-03-15,97.2364730834961
2016-03-16,97.42750549316406
2016-03-17,95.9947509765625
2016-03-18,95.70819854736328
2016-03-21,98.28716278076172
2016-03-22,99.14681243896484
2016-03-23,104.209228515625
2016-03-24,104.209228515625
2016-03-29,104.0181884765625
2016-03-30,105.64198303222656
2016-03-31,108.69853210449219
2016-04-01,109.55818939208984
2016-04-04,112.13714599609375
2016-04-05,113.09232330322266
2016-04-06,116.33990478515625
2016-04-07,115.09818267822266
2016-04-08,118.4412841796875
2016-04-11,118.25025177001953
2016-04-12,116.4354248046875
2016-04-13,116.81748962402344
2016-04-14,117.77265930175781
2016-04-15,117.10404205322266
2016-04-18,120.4471435546875
2016-04-19,123.02610778808594
2016-04-20,117.10404205322266
2016-04-21,119.49197387695312
2016-04-22,119.2054214477539
2016-04-25,118.34576416015625
2016-04-26,114.71611022949219
2016-04-27,112.80577087402344
2016-04-28,112.71025085449219
2016-04-29,111.85060119628906
2016-05-02,110.41783905029297
2016-05-03,108.79405212402344
2016-05-04,101.72577667236328
2016-05-06,103.4450912475586
2016-05-09,104.11370849609375
2016-05-10,104.7823257446289
2016-05-11,104.11370849609375
2016-05-12,102.20336151123047
2016-05-13,102.68094635009766
2016-05-16,103.34957122802734
2016-05-17,103.2540512084961
2016-05-18,103.54060363769531
2016-05-19,102.29888153076172
2016-05-20,110.32232666015625
2016-05-23,112.90128326416016
2016-05-24,111.08646392822266
2016-05-25,110.70439147949219
2016-05-26,109.65370178222656
2016-05-27,109.08059692382812
2016-05-30,106.7881851196289
2016-05-31,106.59715270996094
2016-06-01,104.87784576416016
2016-06-02,106.40612030029297
2016-06-03,104.7823257446289
2016-06-07,107.64784240722656
