Date,BSE.NS
2017-02-03,95.76934051513672
2017-02-06,92.18650817871094
2017-02-07,90.18011474609375
2017-02-08,91.5953369140625
2017-02-09,90.47122192382812
2017-02-10,90.01887512207031
2017-02-13,89.73226928710938
2017-02-14,89.9293212890625
2017-02-15,87.93186950683594
2017-02-16,86.33750915527344
2017-02-17,86.63310241699219
2017-02-20,86.98690032958984
2017-02-21,88.16029357910156
2017-02-22,87.71014404296875
2017-02-23,86.95840454101562
2017-02-27,85.89605712890625
2017-02-28,85.25238037109375
2017-03-01,84.09550476074219
2017-03-02,82.57402038574219
2017-03-03,80.18827056884766
2017-03-06,85.27486419677734
2017-03-07,84.50962829589844
2017-03-08,83.17271423339844
2017-03-09,85.07230377197266
2017-03-10,84.32056427001953
2017-03-14,85.07230377197266
2017-03-15,85.10832214355469
2017-03-16,85.09932708740234
2017-03-17,84.97779083251953
2017-03-20,84.4781265258789
2017-03-21,84.51863861083984
2017-03-22,84.12250518798828
2017-03-23,84.41059875488281
2017-03-24,85.08130645751953
2017-03-27,84.2440414428711
2017-03-28,84.55915069580078
2017-03-29,85.64849853515625
2017-03-30,87.0304183959961
2017-03-31,88.01622772216797
2017-04-03,87.99822235107422
2017-04-05,88.17378997802734
2017-04-06,87.3995590209961
2017-04-07,89.30365753173828
2017-04-10,92.73822784423828
2017-04-11,93.9581069946289
2017-04-12,94.3227310180664
2017-04-13,92.6932144165039
2017-04-17,91.0591812133789
2017-04-18,89.82582092285156
2017-04-19,90.05538177490234
2017-04-20,91.00968933105469
2017-04-21,90.96466064453125
2017-04-24,90.90614318847656
2017-04-25,90.49652099609375
2017-04-26,90.88814544677734
2017-04-27,90.73059844970703
2017-04-28,90.42899322509766
2017-05-02,90.4109878540039
2017-05-03,90.27593994140625
2017-05-04,90.13189697265625
2017-05-05,89.58721923828125
2017-05-08,90.59554290771484
2017-05-09,89.55121612548828
2017-05-10,89.76729583740234
2017-05-11,90.02387237548828
2017-05-12,88.3898696899414
2017-05-15,89.84831237792969
2017-05-16,95.3355484008789
2017-05-17,96.45639038085938
2017-05-18,97.28466033935547
2017-05-19,96.62745666503906
2017-05-22,96.06478118896484
2017-05-23,94.98442840576172
2017-05-24,95.04744720458984
2017-05-25,93.86808776855469
2017-05-26,94.91241455078125
2017-05-29,96.1187973022461
2017-05-30,95.87572479248047
2017-05-31,98.43701934814453
2017-06-01,98.13993072509766
2017-06-02,99.6749038696289
2017-06-05,101.8716049194336
2017-06-06,99.42284393310547
2017-06-07,99.16175842285156
2017-06-08,98.31098937988281
2017-06-09,100.71475219726562
2017-06-12,99.96751403808594
2017-06-13,98.88716125488281
2017-06-14,98.51805877685547
2017-06-15,97.51424407958984
2017-06-16,96.81651306152344
2017-06-19,99.93148803710938
2017-06-20,99.15274810791016
2017-06-21,99.40483093261719
2017-06-22,98.22545623779297
2017-06-23,95.8802261352539
2017-06-27,94.37673950195312
2017-06-28,96.6949691772461
2017-06-29,98.91416931152344
2017-06-30,96.64994812011719
2017-07-03,96.595947265625
2017-07-04,96.01525115966797
2017-07-05,95.75418853759766
2017-07-06,95.47958374023438
2017-07-07,96.05126953125
2017-07-10,97.68977355957031
2017-07-11,98.76561737060547
2017-07-12,99.11674499511719
2017-07-13,100.10254669189453
2017-07-14,100.89480590820312
2017-07-17,99.21576690673828
2017-07-18,97.73480224609375
2017-07-19,98.90067291259766
2017-07-20,98.05889129638672
2017-07-21,97.59525299072266
2017-07-24,97.74380493164062
2017-07-25,97.62677001953125
2017-07-26,98.71160125732422
2017-07-27,97.7528076171875
2017-07-28,97.58625793457031
2017-07-31,97.5637435913086
2017-08-01,97.54574584960938
2017-08-02,96.07827758789062
2017-08-03,96.2943344116211
2017-08-04,96.45639038085938
2017-08-07,97.7123031616211
2017-08-08,96.01075744628906
2017-08-09,94.45777130126953
2017-08-10,91.1717300415039
2017-08-11,89.76729583740234
2017-08-14,89.80780792236328
2017-08-16,91.14923095703125
2017-08-17,91.07720184326172
2017-08-18,89.92933654785156
2017-08-21,90.64957427978516
2017-08-22,90.44249725341797
2017-08-23,90.46051025390625
2017-08-24,91.96235656738281
2017-08-28,90.75994873046875
2017-08-29,90.26700592041016
2017-08-30,90.29926300048828
2017-08-31,89.67733764648438
2017-09-01,90.00904083251953
2017-09-04,89.73722076416016
2017-09-05,89.82476043701172
2017-09-06,89.41935729980469
2017-09-07,92.21112823486328
2017-09-08,91.69515228271484
2017-09-11,94.22431945800781
2017-09-12,94.31647491455078
2017-09-13,93.93408966064453
2017-09-14,94.93377685546875
2017-09-15,93.86038208007812
2017-09-18,93.80048370361328
2017-09-19,93.864990234375
2017-09-20,93.7544174194336
2017-09-21,93.51025390625
2017-09-22,92.15123748779297
2017-09-25,90.19329833984375
2017-09-26,90.12420654296875
2017-09-27,90.00904083251953
2017-09-28,90.60332489013672
2017-09-29,89.95835876464844
2017-10-03,90.85670471191406
2017-10-04,90.7138900756836
2017-10-05,90.78300476074219
2017-10-06,90.12420654296875
2017-10-09,90.7000732421875
2017-10-10,91.69515228271484
2017-10-11,90.82906341552734
2017-10-12,90.3453369140625
2017-10-13,90.05511474609375
2017-10-16,89.78329467773438
2017-10-17,89.61284637451172
2017-10-18,88.92182159423828
2017-10-19,89.6174545288086
2017-10-23,89.27194213867188
2017-10-24,89.55294799804688
2017-10-25,89.97679138183594
2017-10-26,91.13311767578125
2017-10-27,91.20683288574219
2017-10-30,90.78759765625
2017-10-31,91.25750732421875
2017-11-01,90.96266174316406
2017-11-02,90.7046890258789
2017-11-03,90.7138900756836
2017-11-06,91.1377182006836
2017-11-07,90.96266174316406
2017-11-08,90.24858856201172
2017-11-09,90.02745056152344
2017-11-10,89.65431213378906
2017-11-13,90.11499786376953
2017-11-14,89.60824584960938
2017-11-15,89.11531066894531
2017-11-16,89.1567611694336
2017-11-17,88.66383361816406
2017-11-20,88.60394287109375
2017-11-21,87.6226806640625
2017-11-22,87.46142578125
2017-11-23,87.43379974365234
2017-11-24,86.92243194580078
2017-11-27,86.64142608642578
2017-11-28,86.40646362304688
2017-11-29,85.77070617675781
2017-11-30,85.51272583007812
2017-12-01,85.67396545410156
2017-12-04,85.68318176269531
2017-12-05,84.94607543945312
2017-12-06,84.19977569580078
2017-12-07,84.96912384033203
2017-12-08,84.4531478881836
2017-12-11,83.42120361328125
2017-12-12,83.42120361328125
2017-12-13,83.26458740234375
2017-12-14,82.8868179321289
