Date,MAA
2015-08-03,57.422725677490234
2015-08-04,56.8922233581543
2015-08-05,56.37583923339844
2015-08-06,56.97709655761719
2015-08-07,57.43685531616211
2015-08-10,57.4156379699707
2015-08-11,57.79761505126953
2015-08-12,57.741024017333984
2015-08-13,57.74810791015625
2015-08-14,58.58277130126953
2015-08-17,59.509395599365234
2015-08-18,59.67209243774414
2015-08-19,59.15573501586914
2015-08-20,58.59690856933594
2015-08-21,57.274166107177734
2015-08-24,54.925785064697266
2015-08-25,54.126468658447266
2015-08-26,55.314815521240234
2015-08-27,56.849769592285156
2015-08-28,57.03367614746094
2015-08-31,55.590675354003906
2015-09-01,54.812591552734375
2015-09-02,55.215782165527344
2015-09-03,55.074310302734375
2015-09-04,53.80108642578125
2015-09-08,54.00621032714844
2015-09-09,53.355445861816406
2015-09-10,53.78693389892578
2015-09-11,54.93992614746094
2015-09-14,55.0531005859375
2015-09-15,55.633121490478516
2015-09-16,56.4748649597168
2015-09-17,57.30247497558594
2015-09-18,57.45101547241211
2015-09-21,57.76930236816406
2015-09-22,56.856842041015625
2015-09-23,58.01688003540039
2015-09-24,57.125633239746094
2015-09-25,57.040740966796875
2015-09-28,56.10703659057617
2015-09-29,57.274166107177734
2015-09-30,57.9107780456543
2015-10-01,58.54738998413086
2015-10-02,59.53062057495117
2015-10-05,59.573062896728516
2015-10-06,58.62520217895508
2015-10-07,59.1274299621582
2015-10-08,59.4033088684082
2015-10-09,59.59428024291992
2015-10-12,59.601375579833984
2015-10-13,59.1087760925293
2015-10-14,58.41633605957031
2015-10-15,59.886924743652344
2015-10-16,59.94402313232422
2015-10-19,61.17903137207031
2015-10-20,61.27895736694336
2015-10-21,60.86491775512695
2015-10-22,61.28609848022461
2015-10-23,61.236141204833984
2015-10-26,61.27180862426758
2015-10-27,61.49311447143555
2015-10-28,60.89347839355469
2015-10-29,62.49970626831055
2015-10-30,60.814945220947266
2015-11-02,62.1213264465332
2015-11-03,61.49311447143555
2015-11-04,61.52167892456055
2015-11-05,61.40745544433594
2015-11-06,59.472869873046875
2015-11-09,59.05168151855469
2015-11-10,59.60850143432617
2015-11-11,60.19388198852539
2015-11-12,59.93687057495117
2015-11-13,60.10107421875
2015-11-16,61.136173248291016
2015-11-17,61.7501220703125
2015-11-18,62.16415786743164
2015-11-19,62.535369873046875
2015-11-20,63.29208755493164
2015-11-23,63.156455993652344
2015-11-24,62.613887786865234
2015-11-25,63.28495407104492
2015-11-27,63.820350646972656
2015-11-30,63.22069549560547
2015-12-01,64.16301727294922
2015-12-02,63.22069549560547
2015-12-03,61.96427917480469
2015-12-04,63.499088287353516
2015-12-07,63.120758056640625
2015-12-08,62.96371841430664
2015-12-09,62.549686431884766
2015-12-10,62.67816162109375
2015-12-11,63.120758056640625
2015-12-14,63.9202880859375
2015-12-15,64.27723693847656
2015-12-16,65.21241760253906
2015-12-17,64.49854278564453
2015-12-18,64.14873504638672
2015-12-21,64.3486328125
2015-12-22,64.64842987060547
2015-12-23,64.8697509765625
2015-12-24,65.01966094970703
2015-12-28,65.44083404541016
2015-12-29,65.96198272705078
2015-12-30,65.5407943725586
2015-12-31,64.82691955566406
2016-01-04,64.27012634277344
2016-01-05,65.07676696777344
2016-01-06,64.74127197265625
2016-01-07,64.85548400878906
2016-01-08,64.43428039550781
2016-01-11,64.64842987060547
2016-01-12,64.45569610595703
2016-01-13,64.33324432373047
2016-01-14,64.39807891845703
2016-01-15,65.08968353271484
2016-01-19,65.61557006835938
2016-01-20,64.3836441040039
2016-01-21,64.3620376586914
2016-01-22,65.90374755859375
2016-01-25,66.66017150878906
2016-01-26,68.29553985595703
2016-01-27,66.53771209716797
2016-01-28,66.2279281616211
2016-01-29,67.5895004272461
2016-02-01,67.61112976074219
2016-02-02,66.57372283935547
2016-02-03,66.61697387695312
2016-02-04,63.130123138427734
2016-02-05,61.63887023925781
2016-02-08,60.97608184814453
2016-02-09,61.3651008605957
2016-02-10,62.114356994628906
2016-02-11,61.14177322387695
2016-02-12,61.58845520019531
2016-02-16,63.627220153808594
2016-02-17,64.0090560913086
2016-02-18,65.85332489013672
2016-02-19,65.99018096923828
2016-02-22,66.97716522216797
2016-02-23,66.29997253417969
2016-02-24,65.70923614501953
2016-02-25,66.48007202148438
2016-02-26,66.09825134277344
2016-02-29,64.79428100585938
2016-03-01,67.63275146484375
2016-03-02,68.07938385009766
2016-03-03,67.7840347290039
2016-03-04,67.26532745361328
2016-03-07,67.56790161132812
2016-03-08,67.69757843017578
2016-03-09,67.7840347290039
2016-03-10,67.76239776611328
2016-03-11,68.82862091064453
2016-03-14,69.24647521972656
2016-03-15,70.02449798583984
2016-03-16,71.59501647949219
2016-03-17,72.74768829345703
2016-03-18,72.94219207763672
2016-03-21,71.6814956665039
2016-03-22,71.63105773925781
2016-03-23,71.28526306152344
2016-03-24,70.82418823242188
2016-03-28,71.61663818359375
2016-03-29,72.97101593017578
2016-03-30,73.10790252685547
2016-03-31,73.63381958007812
2016-04-01,73.85714721679688
2016-04-04,73.52574920654297
2016-04-05,73.33123779296875
2016-04-06,73.69863891601562
2016-04-07,73.43928527832031
2016-04-08,74.01563262939453
2016-04-11,72.94219207763672
2016-04-12,73.33845520019531
2016-04-13,72.0820083618164
2016-04-14,69.81603240966797
2016-04-15,71.06523132324219
2016-04-18,71.65348052978516
2016-04-19,71.93673706054688
2016-04-20,70.4478988647461
2016-04-21,69.45292663574219
2016-04-22,70.01939392089844
2016-04-25,70.62947845458984
2016-04-26,70.8255615234375
2016-04-27,70.1937026977539
2016-04-28,70.12835693359375
2016-04-29,69.51102447509766
2016-05-02,70.74568939208984
2016-05-03,70.76746368408203
2016-05-04,72.03113555908203
2016-05-05,73.0406723022461
2016-05-06,74.15184783935547
2016-05-09,74.53677368164062
2016-05-10,74.6675033569336
2016-05-11,73.12055969238281
2016-05-12,73.98484802246094
2016-05-13,74.60214233398438
2016-05-16,75.28485107421875
2016-05-17,73.4473876953125
2016-05-18,72.31439208984375
2016-05-19,71.96580505371094
2016-05-20,72.626708984375
2016-05-23,72.20545959472656
2016-05-24,73.73788452148438
2016-05-25,73.49823760986328
2016-05-26,73.28760528564453
2016-05-27,74.33342742919922
2016-05-31,74.79825592041016
2016-06-01,74.63121032714844
2016-06-02,74.0066146850586
2016-06-03,72.80826568603516
2016-06-06,71.2831039428711
2016-06-07,71.31217956542969
2016-06-08,71.27584075927734
2016-06-09,71.52278900146484
2016-06-10,71.27584075927734
2016-06-13,72.88817596435547
2016-06-14,72.684814453125
2016-06-15,73.61442565917969
2016-06-16,74.20272064208984
2016-06-17,73.84683990478516
2016-06-20,73.70158386230469
2016-06-21,73.90492248535156
2016-06-22,74.05746459960938
2016-06-23,74.31892395019531
2016-06-24,73.4328842163086
2016-06-27,74.74014282226562
2016-06-28,76.00384521484375
2016-06-29,76.47592163085938
2016-06-30,77.27481842041016
2016-07-01,77.95025634765625
2016-07-05,79.38099670410156
2016-07-06,79.64970397949219
2016-07-07,78.7927017211914
2016-07-08,78.44410705566406
2016-07-11,78.34967803955078
2016-07-12,78.82173156738281
2016-07-13,79.04861450195312
2016-07-14,77.62161254882812
2016-07-15,77.10204315185547
2016-07-18,76.94105529785156
2016-07-19,77.6435775756836
2016-07-20,77.57772064208984
2016-07-21,77.35816192626953
2016-07-22,78.11924743652344
2016-07-25,77.89970397949219
2016-07-26,77.40208435058594
2016-07-27,75.93848419189453
2016-07-28,75.9604263305664
2016-07-29,77.58501434326172
2016-08-01,77.36549377441406
2016-08-02,76.28242492675781
2016-08-03,75.39696502685547
2016-08-04,75.19938659667969
2016-08-05,75.52135467529297
2016-08-08,75.57991027832031
2016-08-09,75.52135467529297
2016-08-10,75.37498474121094
2016-08-11,74.21875
2016-08-12,74.75296783447266
2016-08-15,71.09400939941406
2016-08-16,68.79618072509766
2016-08-17,69.5352554321289
2016-08-18,69.00836181640625
2016-08-19,69.19864654541016
2016-08-22,69.05225372314453
2016-08-23,69.05225372314453
2016-08-24,68.16679382324219
2016-08-25,69.06690979003906
2016-08-26,68.62049865722656
2016-08-29,69.0888900756836
2016-08-30,68.70103454589844
2016-08-31,68.7815170288086
2016-09-01,69.52061462402344
2016-09-02,70.12800598144531
2016-09-06,70.23779296875
2016-09-07,69.88653564453125
2016-09-08,69.5133056640625
2016-09-09,67.69845581054688
2016-09-12,68.84005737304688
2016-09-13,67.29597473144531
2016-09-14,68.03507995605469
2016-09-15,67.86677551269531
2016-09-16,67.7789535522461
2016-09-19,68.98641967773438
2016-09-20,69.1254653930664
2016-09-21,69.3962173461914
2016-09-22,70.16458892822266
2016-09-23,70.38414764404297
2016-09-26,71.26232147216797
2016-09-27,70.21582794189453
2016-09-28,71.45258331298828
2016-09-29,70.3621826171875
2016-09-30,68.7815170288086
2016-10-03,67.34719848632812
2016-10-04,66.25682067871094
2016-10-05,64.17119598388672
2016-10-06,63.475982666015625
2016-10-07,62.9417839050293
2016-10-10,63.724796295166016
2016-10-11,62.890560150146484
2016-10-12,64.2869873046875
2016-10-13,65.67601776123047
2016-10-14,65.75727081298828
2016-10-17,66.90249633789062
2016-10-18,67.90730285644531
2016-10-19,67.47142028808594
2016-10-20,67.98860931396484
2016-10-21,68.16590118408203
2016-10-24,68.42451477050781
2016-10-25,68.56489562988281
2016-10-26,68.3875503540039
2016-10-27,66.48133850097656
2016-10-28,66.75471496582031
2016-10-31,68.5279312133789
2016-11-01,68.13636016845703
2016-11-02,68.39495086669922
2016-11-03,69.21508026123047
2016-11-04,69.56231689453125
2016-11-07,69.40718078613281
2016-11-08,70.36029052734375
2016-11-09,69.26680755615234
2016-11-10,67.64871215820312
2016-11-11,67.77432250976562
2016-11-14,68.49100494384766
2016-11-15,66.4961166381836
2016-11-16,67.1832275390625
2016-11-17,66.26708221435547
2016-11-18,65.79423522949219
2016-11-21,65.75727081298828
2016-11-22,67.14630889892578
2016-11-23,67.1241226196289
2016-11-25,67.6191635131836
2016-11-28,68.16590118408203
2016-11-29,69.3111343383789
2016-11-30,67.700439453125
2016-12-01,65.68338775634766
2016-12-02,66.00109100341797
2016-12-05,65.66124725341797
2016-12-06,65.3804702758789
2016-12-07,65.75727081298828
2016-12-08,68.06986999511719
2016-12-09,68.88259887695312
2016-12-12,70.01303100585938
2016-12-13,70.65582275390625
2016-12-14,69.96868896484375
2016-12-15,70.53021240234375
2016-12-16,71.45378875732422
2016-12-19,71.58677673339844
2016-12-20,71.98573303222656
2016-12-21,69.6953353881836
2016-12-22,70.47847747802734
2016-12-23,70.58194732666016
2016-12-27,71.17303466796875
2016-12-28,70.84791564941406
2016-12-29,71.36510467529297
2016-12-30,72.34779357910156
2017-01-03,71.90445709228516
2017-01-04,72.5620346069336
2017-01-05,72.46597290039062
2017-01-06,72.40689086914062
2017-01-09,71.96357727050781
2017-01-10,72.03746032714844
2017-01-11,70.8073959350586
2017-01-12,71.64978790283203
2017-01-13,70.9117660522461
2017-01-17,72.09709930419922
2017-01-18,71.80638122558594
2017-01-19,71.01615142822266
2017-01-20,71.47088623046875
2017-01-23,71.52307891845703
2017-01-24,72.0523910522461
2017-01-25,72.07471466064453
2017-01-26,72.1716537475586
2017-01-27,71.36651611328125
2017-01-30,70.67321014404297
2017-01-31,70.78501892089844
2017-02-01,69.91280364990234
2017-02-02,72.8053207397461
2017-02-03,73.04389953613281
2017-02-06,72.92461395263672
2017-02-07,72.58914184570312
2017-02-08,72.8575210571289
2017-02-09,72.98424530029297
2017-02-10,73.43900299072266
2017-02-13,73.36446380615234
2017-02-14,73.64774322509766
2017-02-15,73.21533966064453
2017-02-16,74.15467834472656
2017-02-17,74.26649475097656
2017-02-21,74.95980834960938
2017-02-22,74.81072998046875
2017-02-23,75.71277618408203
2017-02-24,76.07807922363281
2017-02-27,76.57009887695312
2017-02-28,76.58500671386719
2017-03-01,76.4657211303711
2017-03-02,75.57857513427734
2017-03-03,75.36238098144531
2017-03-06,75.10145568847656
2017-03-07,75.13128662109375
2017-03-08,74.51995849609375
2017-03-09,73.15571594238281
2017-03-10,72.42513275146484
2017-03-13,72.87986755371094
2017-03-14,73.72230529785156
2017-03-15,75.39220428466797
2017-03-16,75.45931243896484
2017-03-17,75.87677001953125
2017-03-20,75.4145736694336
2017-03-21,75.40714263916016
2017-03-22,75.49658203125
2017-03-23,75.97371673583984
2017-03-24,75.97371673583984
2017-03-27,75.4145736694336
2017-03-28,75.31019592285156
2017-03-29,76.06316375732422
2017-03-30,75.87677001953125
2017-03-31,75.84696197509766
2017-04-03,75.86932373046875
2017-04-04,76.4508056640625
2017-04-05,76.58500671386719
2017-04-06,76.62973022460938
2017-04-07,75.98860168457031
2017-04-10,76.59246063232422
2017-04-11,77.32927703857422
2017-04-12,76.56238555908203
2017-04-13,76.00599670410156
2017-04-17,76.47968292236328
2017-04-18,76.6150131225586
2017-04-19,76.23155975341797
2017-04-20,76.35938262939453
2017-04-21,76.1413345336914
2017-04-24,76.18646240234375
2017-04-25,76.29170227050781
2017-04-26,75.9383316040039
2017-04-27,73.68274688720703
2017-04-28,74.59247589111328
2017-05-01,74.89324951171875
2017-05-02,74.8631591796875
2017-05-03,74.0135726928711
2017-05-04,74.44966125488281
2017-05-05,75.22405242919922
2017-05-08,74.74288940429688
2017-05-09,74.25415802001953
2017-05-10,74.20905303955078
2017-05-11,74.27671813964844
2017-05-12,73.93839263916016
2017-05-15,74.54739379882812
2017-05-16,74.20905303955078
2017-05-17,74.68273162841797
2017-05-18,75.10376739501953
2017-05-19,75.18648529052734
2017-05-22,75.2315673828125
2017-05-23,75.2691879272461
2017-05-24,75.58497619628906
2017-05-25,75.78044891357422
2017-05-26,76.03607177734375
2017-05-30,75.97593688964844
2017-05-31,76.64508819580078
2017-06-01,76.840576171875
2017-06-02,78.41194915771484
2017-06-05,79.37435913085938
2017-06-06,78.9608383178711
2017-06-07,80.2916259765625
2017-06-08,80.72770690917969
2017-06-09,80.59989929199219
2017-06-12,80.75028991699219
2017-06-13,81.3216781616211
2017-06-14,81.86302947998047
2017-06-15,82.70512390136719
2017-06-16,82.73519134521484
2017-06-19,82.94572448730469
2017-06-20,82.60738372802734
2017-06-21,82.84796905517578
2017-06-22,82.17882537841797
2017-06-23,82.08858489990234
2017-06-26,81.65250396728516
2017-06-27,80.2389907836914
2017-06-28,79.8856201171875
2017-06-29,79.39691925048828
2017-06-30,79.23150634765625
2017-07-03,79.62246704101562
2017-07-05,79.1863784790039
2017-07-06,76.35187530517578
2017-07-07,76.96839904785156
2017-07-10,75.66012573242188
2017-07-11,74.87818908691406
2017-07-12,75.72012329101562
2017-07-13,75.65187072753906
2017-07-14,76.16004943847656
2017-07-17,76.78959655761719
2017-07-18,76.54688262939453
2017-07-19,76.83509826660156
2017-07-20,76.61514282226562
2017-07-21,76.75170135498047
2017-07-24,77.44947814941406
2017-07-25,76.91854858398438
2017-07-26,77.54811096191406
2017-07-27,78.04871368408203
2017-07-28,78.6630859375
2017-07-31,78.52653503417969
2017-08-01,78.79202270507812
2017-08-02,78.76929473876953
2017-08-03,78.83753204345703
