Date,CRPG5.SA
2015-08-24,1.2204084396362305
2015-08-25,1.2204084396362305
2015-08-26,1.2204084396362305
2015-08-27,1.196000576019287
2015-08-28,1.196000576019287
2015-08-31,1.196000576019287
2015-09-01,1.200068473815918
2015-09-02,1.0617554187774658
2015-09-03,1.0617554187774658
2015-09-04,1.0373475551605225
2015-09-08,1.0536195039749146
2015-09-09,1.0536195039749146
2015-09-10,1.0536195039749146
2015-09-11,1.0536195039749146
2015-09-14,1.0170071125030518
2015-09-15,1.0170071125030518
2015-09-16,1.0170071125030518
2015-09-17,1.0170071125030518
2015-09-18,1.0170071125030518
2015-09-21,1.0170071125030518
2015-09-22,0.9844631552696228
2015-09-23,0.9844631552696228
2015-09-24,0.9844631552696228
2015-09-25,0.9844631552696228
2015-09-28,0.9844631552696228
2015-09-29,0.9844631552696228
2015-09-30,1.0536195039749146
2015-10-01,0.9844631552696228
2015-10-02,0.9844631552696228
2015-10-05,0.9844631552696228
2015-10-06,1.0536195039749146
2015-10-07,1.0536195039749146
2015-10-08,1.0536195039749146
2015-10-09,1.179728388786316
2015-10-13,1.179728388786316
2015-10-14,1.179728388786316
2015-10-15,1.179728388786316
2015-10-16,1.179728388786316
2015-10-19,1.179728388786316
2015-10-20,1.179728388786316
2015-10-21,1.2610890865325928
2015-10-22,1.2610890865325928
2015-10-23,1.2610890865325928
2015-10-26,1.1390479803085327
2015-10-27,1.1390479803085327
2015-10-28,1.1390479803085327
2015-10-29,1.1390479803085327
2015-10-30,1.1390479803085327
2015-11-03,1.1390479803085327
2015-11-04,1.2570209503173828
2015-11-05,1.34244966506958
2015-11-06,1.34244966506958
2015-11-09,1.34244966506958
2015-11-10,1.34244966506958
2015-11-11,1.4197421073913574
2015-11-12,1.4197421073913574
2015-11-13,1.4197421073913574
2015-11-16,1.4197421073913574
2015-11-17,1.4197421073913574
2015-11-18,1.4197421073913574
2015-11-19,1.4238100051879883
2015-11-23,1.4238100051879883
2015-11-24,1.4197421073913574
2015-11-25,1.4197421073913574
2015-11-26,1.4197421073913574
2015-11-27,1.4197421073913574
2015-11-30,1.4197421073913574
2015-12-01,1.4197421073913574
2015-12-02,1.4197421073913574
2015-12-03,1.4197421073913574
2015-12-04,1.4197421073913574
2015-12-07,1.3221092224121094
2015-12-08,1.5458509922027588
2015-12-09,1.5051708221435547
2015-12-10,1.5051708221435547
2015-12-11,1.5051708221435547
2015-12-14,1.5051708221435547
2015-12-15,1.5051708221435547
2015-12-16,1.5051708221435547
2015-12-17,1.5051708221435547
2015-12-18,1.5051708221435547
2015-12-21,1.5051708221435547
2015-12-22,1.5051708221435547
2015-12-23,1.4238100051879883
2015-12-28,1.4238100051879883
2015-12-29,1.4238100051879883
2015-12-30,1.5458509922027588
2016-01-04,1.5458509922027588
2016-01-05,1.3221092224121094
2016-01-06,1.3221092224121094
2016-01-07,1.3221092224121094
2016-01-08,1.3221092224121094
2016-01-11,1.3221092224121094
2016-01-12,1.3221092224121094
2016-01-13,1.3221092224121094
2016-01-14,1.0495514869689941
2016-01-15,1.0495514869689941
2016-01-18,1.0495514869689941
2016-01-19,1.0495514869689941
2016-01-20,1.0495514869689941
2016-01-21,1.0495514869689941
2016-01-22,1.179728388786316
2016-01-26,1.171592354774475
