Date,STX
2015-08-03,31.653976440429688
2015-08-04,31.61092185974121
2015-08-05,31.900028228759766
2015-08-06,31.5678768157959
2015-08-07,30.765928268432617
2015-08-10,31.79166030883789
2015-08-11,31.71083641052246
2015-08-12,32.090057373046875
2015-08-13,31.934640884399414
2015-08-14,32.33872604370117
2015-08-17,32.606021881103516
2015-08-18,32.35737609863281
2015-08-19,30.72863006591797
2015-08-20,30.243736267089844
2015-08-21,30.287250518798828
2015-08-24,29.60342025756836
2015-08-25,28.801471710205078
2015-08-26,29.771272659301758
2015-08-27,31.10784339904785
2015-08-28,31.50569725036621
2015-08-31,31.95329475402832
2015-09-01,31.455965042114258
2015-09-02,30.939992904663086
2015-09-03,30.765928268432617
2015-09-04,29.970212936401367
2015-09-08,30.840532302856445
2015-09-09,31.14513397216797
2015-09-10,30.59808349609375
2015-09-11,30.424015045166016
2015-09-14,30.044797897338867
2015-09-15,30.218862533569336
2015-09-16,30.55455780029297
2015-09-17,29.690452575683594
2015-09-18,28.378755569458008
2015-09-21,28.720666885375977
2015-09-22,27.22246551513672
2015-09-23,27.073270797729492
2015-09-24,27.415180206298828
2015-09-25,26.66297721862793
2015-09-28,26.15321159362793
2015-09-29,25.972925186157227
2015-09-30,27.850343704223633
2015-10-01,26.644319534301758
2015-10-02,26.843265533447266
2015-10-05,27.87520980834961
2015-10-06,28.720666885375977
2015-10-07,29.398277282714844
2015-10-08,30.044797897338867
2015-10-09,30.479955673217773
2015-10-12,30.47374725341797
2015-10-13,30.225074768066406
2015-10-14,29.71532440185547
2015-10-15,25.761568069458008
2015-10-16,24.59284782409668
2015-10-19,24.089303970336914
2015-10-20,23.946317672729492
2015-10-21,23.082216262817383
2015-10-22,24.3939151763916
2015-10-23,25.58128547668457
2015-10-26,24.586626052856445
2015-10-27,24.369054794311523
2015-10-28,24.456079483032227
2015-10-29,23.66036033630371
2015-10-30,23.66036033630371
2015-11-02,24.170120239257812
2015-11-03,25.096389770507812
2015-11-04,24.50908851623535
2015-11-05,24.54697036743164
2015-11-06,24.50908851623535
2015-11-09,24.17437744140625
2015-11-10,23.075544357299805
2015-11-11,22.810304641723633
2015-11-12,21.522016525268555
2015-11-13,20.884187698364258
2015-11-16,21.660951614379883
2015-11-17,21.395713806152344
2015-11-18,21.71147918701172
2015-11-19,21.648319244384766
2015-11-20,21.730411529541016
2015-11-23,21.913562774658203
2015-11-24,21.642004013061523
2015-11-25,21.83146095275879
2015-11-27,21.863037109375
2015-11-30,22.69663429260254
2015-12-01,23.056604385375977
2015-12-02,21.812511444091797
2015-12-03,21.326255798339844
2015-12-04,21.755685806274414
2015-12-07,22.16615867614746
2015-12-08,22.374563217163086
2015-12-09,22.557701110839844
2015-12-10,22.87346076965332
2015-12-11,22.721893310546875
2015-12-14,21.263092041015625
2015-12-15,21.629377365112305
2015-12-16,21.964075088500977
2015-12-17,21.42098045349121
2015-12-18,21.534639358520508
2015-12-21,21.913562774658203
2015-12-22,22.387191772460938
2015-12-23,23.126062393188477
2015-12-24,23.14501190185547
2015-12-28,23.201847076416016
2015-12-29,23.460769653320312
2015-12-30,23.479707717895508
2015-12-31,23.151321411132812
2016-01-04,22.90503692626953
2016-01-05,22.94292449951172
2016-01-06,21.945133209228516
2016-01-07,21.812511444091797
2016-01-08,20.549488067626953
2016-01-11,19.797985076904297
2016-01-12,19.936922073364258
2016-01-13,19.621158599853516
2016-01-14,20.277935028076172
2016-01-15,19.50748634338379
2016-01-19,18.838083267211914
2016-01-20,18.452857971191406
2016-01-21,17.404544830322266
2016-01-22,17.63820457458496
2016-01-25,16.671985626220703
2016-01-26,17.518211364746094
2016-01-27,17.03194808959961
2016-01-28,16.899333953857422
2016-01-29,18.345500946044922
2016-02-01,19.20435905456543
2016-02-02,18.0676326751709
2016-02-03,19.27382469177246
2016-02-04,20.328454971313477
2016-02-05,20.347782135009766
2016-02-08,19.555503845214844
2016-02-09,18.943599700927734
2016-02-10,19.44601058959961
2016-02-11,18.698827743530273
2016-02-12,19.246334075927734
2016-02-16,20.180307388305664
2016-02-17,20.592544555664062
2016-02-18,21.326839447021484
2016-02-19,20.186748504638672
2016-02-22,20.7600154876709
2016-02-23,19.800277709960938
2016-02-24,20.019277572631836
2016-02-25,19.916215896606445
2016-02-26,20.412189483642578
2016-02-29,20.199628829956055
2016-03-01,21.404138565063477
2016-03-02,21.855018615722656
2016-03-03,22.383203506469727
2016-03-04,22.241493225097656
2016-03-07,22.853408813476562
2016-03-08,22.054704666137695
2016-03-09,22.035377502441406
2016-03-10,22.51202392578125
2016-03-11,23.297855377197266
2016-03-14,22.776121139526367
2016-03-15,22.299467086791992
2016-03-16,22.215728759765625
2016-03-17,22.4991455078125
2016-03-18,23.555500030517578
2016-03-21,23.536176681518555
2016-03-22,23.858232498168945
2016-03-23,22.4153995513916
2016-03-24,21.404138565063477
2016-03-28,21.60381317138672
2016-03-29,21.771282196044922
2016-03-30,22.00960350036621
2016-03-31,22.18996810913086
2016-04-01,21.7004337310791
2016-04-04,21.610258102416992
2016-04-05,21.165813446044922
2016-04-06,21.719758987426758
2016-04-07,21.326839447021484
2016-04-08,21.404138565063477
2016-04-11,22.531349182128906
2016-04-12,22.569995880126953
2016-04-13,21.855018615722656
2016-04-14,17.46211814880371
2016-04-15,16.483049392700195
2016-04-18,16.605440139770508
2016-04-19,16.315580368041992
