Date,DEEPAKNTR.NS
2015-08-21,62.47529983520508
2015-08-24,57.24546432495117
2015-08-25,57.810848236083984
2015-08-26,56.727195739746094
2015-08-27,59.459903717041016
2015-08-28,57.0098991394043
2015-08-31,57.810848236083984
2015-09-01,56.39738845825195
2015-09-02,56.58584976196289
2015-09-03,56.44449996948242
2015-09-04,55.59642028808594
2015-09-07,54.654109954833984
2015-09-08,52.81659698486328
2015-09-09,54.230064392089844
2015-09-10,53.09929275512695
2015-09-11,53.429100036621094
2015-09-14,54.32429885864258
2015-09-15,53.711795806884766
2015-09-16,52.722373962402344
2015-09-18,54.74834060668945
2015-09-21,58.423362731933594
2015-09-22,59.03586196899414
2015-09-23,59.978179931640625
2015-09-24,60.543556213378906
2015-09-28,59.27143859863281
2015-09-29,59.55413818359375
2015-09-30,59.459903717041016
2015-10-01,58.8002815246582
2015-10-05,61.01472091674805
2015-10-06,61.29740905761719
2015-10-07,60.543556213378906
2015-10-08,59.88393783569336
2015-10-09,59.789710998535156
2015-10-12,60.025291442871094
2015-10-13,59.459903717041016
2015-10-14,62.192604064941406
2015-10-15,61.67433166503906
2015-10-16,61.76856994628906
2015-10-19,61.81568908691406
2015-10-20,62.09837341308594
2015-10-21,60.166629791259766
2015-10-23,60.63779067993164
2015-10-26,59.789710998535156
2015-10-27,59.13009262084961
2015-10-28,63.84164047241211
2015-10-29,62.47529983520508
2015-10-30,61.34452819824219
2015-11-02,61.580108642578125
2015-11-03,63.6060791015625
2015-11-04,63.134918212890625
2015-11-05,61.01472091674805
2015-11-06,61.34452819824219
2015-11-09,60.4022102355957
2015-11-10,60.307979583740234
2015-11-13,59.69548034667969
2015-11-16,59.74259567260742
2015-11-17,60.260868072509766
2015-11-18,60.11951446533203
2015-11-19,59.978179931640625
2015-11-20,62.28683853149414
2015-11-23,61.67433166503906
2015-11-24,64.31280517578125
2015-11-26,66.24454498291016
2015-11-27,66.38589477539062
2015-11-30,67.28108978271484
2015-12-01,65.86763000488281
2015-12-02,64.73685455322266
2015-12-03,64.03011322021484
2015-12-04,63.6060791015625
2015-12-07,62.71087646484375
2015-12-08,63.84164047241211
2015-12-09,60.2137565612793
2015-12-10,61.01472091674805
2015-12-11,60.11951446533203
2015-12-14,59.83682632446289
2015-12-15,60.11951446533203
2015-12-16,60.4022102355957
2015-12-17,65.11376190185547
2015-12-18,65.91473388671875
2015-12-21,67.98782348632812
2015-12-22,73.21766662597656
2015-12-23,73.0763168334961
2015-12-24,72.55804443359375
2015-12-28,71.56861114501953
2015-12-29,69.35417938232422
2015-12-30,69.35417938232422
2015-12-31,69.30707550048828
2016-01-01,69.21282958984375
2016-01-04,70.29649353027344
2016-01-05,70.10802459716797
2016-01-06,69.82534790039062
2016-01-07,68.97724914550781
2016-01-08,68.69457244873047
2016-01-11,66.5272445678711
2016-01-12,67.28108978271484
2016-01-13,63.935890197753906
2016-01-14,62.85222244262695
2016-01-15,62.145484924316406
2016-01-18,58.89451599121094
2016-01-19,58.84740447998047
2016-01-20,56.538734436035156
2016-01-21,57.905086517333984
2016-01-22,58.84740447998047
2016-01-25,60.77914047241211
2016-01-27,61.72145462036133
2016-01-28,61.76856994628906
2016-01-29,62.09837341308594
2016-02-01,61.580108642578125
2016-02-02,60.4022102355957
2016-02-03,59.789710998535156
2016-02-04,62.23972702026367
2016-02-05,63.32337951660156
2016-02-08,60.96759796142578
2016-02-09,58.09354782104492
2016-02-10,58.18778610229492
2016-02-11,54.51276397705078
2016-02-12,53.429100036621094
2016-02-15,58.941627502441406
2016-02-16,58.7060546875
2016-02-17,59.60124969482422
2016-02-18,59.459903717041016
2016-02-19,59.88393783569336
2016-02-22,59.83682632446289
2016-02-23,59.41278076171875
2016-02-24,59.74259567260742
2016-02-25,57.1512336730957
2016-02-26,56.44449996948242
2016-02-29,56.208927154541016
2016-03-01,56.727195739746094
2016-03-02,60.49644470214844
2016-03-03,60.11951446533203
2016-03-04,59.459903717041016
2016-03-08,58.61181640625
2016-03-09,57.905086517333984
2016-03-10,58.18778610229492
2016-03-11,59.31856155395508
2016-03-14,59.03586196899414
2016-03-15,60.166629791259766
2016-03-16,59.93105697631836
2016-03-17,60.4493293762207
2016-03-18,61.25028610229492
2016-03-21,62.23972702026367
2016-03-22,62.33396530151367
2016-03-23,60.96759796142578
2016-03-28,60.3551025390625
2016-03-29,64.07723999023438
2016-03-30,63.6531982421875
2016-03-31,64.07723999023438
2016-04-01,63.84164047241211
2016-04-04,64.07723999023438
2016-04-05,62.33396530151367
2016-04-06,64.78398132324219
2016-04-07,63.983001708984375
2016-04-08,64.59550476074219
2016-04-11,63.79452896118164
2016-04-12,64.07723999023438
2016-04-13,64.92530822753906
2016-04-18,63.888771057128906
2016-04-20,65.30224609375
2016-04-21,65.30224609375
2016-04-22,65.4435806274414
2016-04-25,66.19742584228516
2016-04-26,66.85704803466797
2016-04-27,66.10321044921875
2016-04-28,65.5849380493164
2016-04-29,66.00897979736328
2016-05-02,66.43301391601562
2016-05-03,65.5849380493164
2016-05-04,66.33879089355469
2016-05-05,67.09264373779297
2016-05-06,66.00897979736328
2016-05-09,66.85704803466797
2016-05-10,68.1762924194336
2016-05-11,70.53207397460938
