Date,SECU-B.ST
2015-08-24,63.645103454589844
2015-08-25,66.23029327392578
2015-08-26,65.55321502685547
2015-08-27,67.46134185791016
2015-08-28,66.90736389160156
2015-08-31,66.47650909423828
2015-09-01,65.12234497070312
2015-09-02,65.12234497070312
2015-09-03,66.35340881347656
2015-09-04,65.30701446533203
2015-09-07,66.23029327392578
2015-09-08,67.5844497680664
2015-09-09,68.4461669921875
2015-09-10,68.07686614990234
2015-09-11,67.52288055419922
2015-09-14,66.96892547607422
2015-09-15,67.39979553222656
2015-09-16,67.33822631835938
2015-09-17,66.47650909423828
2015-09-18,64.99925231933594
2015-09-21,65.43012237548828
2015-09-22,64.69148254394531
2015-09-23,64.38372802734375
2015-09-24,62.53715896606445
2015-09-25,64.44527435302734
2015-09-28,62.41405487060547
2015-09-29,61.9216423034668
2015-09-30,62.84492492675781
2015-10-01,62.59870529174805
2015-10-02,63.21424102783203
2015-10-05,65.73788452148438
2015-10-06,65.67631530761719
2015-10-07,65.12234497070312
2015-10-08,65.43012237548828
2015-10-09,67.33822631835938
2015-10-12,66.41494750976562
2015-10-13,65.18390655517578
2015-10-14,63.706642150878906
2015-10-15,63.583553314208984
2015-10-16,62.78337097167969
2015-10-19,62.29094696044922
2015-10-20,63.39889907836914
2015-10-21,62.968021392822266
2015-10-22,63.95285415649414
2015-10-23,65.55321502685547
2015-10-26,68.13842010498047
2015-10-27,67.39979553222656
2015-10-28,68.01531219482422
2015-10-29,67.76910400390625
2015-10-30,68.69239044189453
2015-11-02,68.87704467773438
2015-11-03,69.18480682373047
2015-11-04,74.72451782226562
2015-11-05,76.26332092285156
2015-11-06,76.32487487792969
2015-11-09,75.89401245117188
2015-11-10,75.03227996826172
2015-11-11,75.89401245117188
2015-11-12,75.15538024902344
2015-11-13,73.6165771484375
2015-11-16,76.9404067993164
2015-11-17,78.91007995605469
2015-11-18,79.64871215820312
2015-11-19,79.89491271972656
2015-11-20,80.51043701171875
2015-11-23,80.26422882080078
2015-11-24,80.3873291015625
2015-11-25,80.57198333740234
2015-11-26,80.57198333740234
2015-11-27,81.24905395507812
2015-11-30,81.9261474609375
2015-12-01,81.86459350585938
2015-12-02,81.86459350585938
2015-12-03,80.75663757324219
2015-12-04,78.97161865234375
2015-12-07,79.8333511352539
2015-12-08,79.8333511352539
2015-12-09,77.61747741699219
2015-12-10,78.29456329345703
2015-12-11,77.37127685546875
2015-12-14,76.87884521484375
2015-12-15,78.60230255126953
2015-12-16,78.47920989990234
2015-12-17,79.34093475341797
2015-12-18,77.61747741699219
2015-12-21,77.86368560791016
2015-12-22,77.49436950683594
2015-12-23,79.09471893310547
2015-12-28,78.41766357421875
2015-12-29,79.58716583251953
2015-12-30,80.01802825927734
2016-01-04,77.61747741699219
2016-01-05,77.12505340576172
2016-01-07,74.84761810302734
2016-01-08,73.24726104736328
2016-01-11,72.57018280029297
2016-01-12,73.49347686767578
2016-01-13,74.23209381103516
2016-01-14,73.98588562011719
2016-01-15,70.7851791381836
2016-01-18,70.47740936279297
2016-01-19,72.2624282836914
2016-01-20,69.73876953125
2016-01-21,70.66206359863281
2016-01-22,73.5550308227539
2016-01-25,73.30879974365234
2016-01-26,74.66295623779297
2016-01-27,74.66295623779297
2016-01-28,75.09383392333984
2016-01-29,77.49436950683594
2016-02-01,78.41766357421875
2016-02-02,77.24815368652344
2016-02-03,77.00194549560547
2016-02-04,76.8172836303711
2016-02-05,76.63264465332031
2016-02-08,73.80122375488281
2016-02-09,72.93950653076172
2016-02-10,73.18569946289062
2016-02-11,70.47740936279297
2016-02-12,71.70845794677734
2016-02-15,74.29364776611328
2016-02-16,72.87793731689453
2016-02-17,75.77090454101562
2016-02-18,77.00194549560547
2016-02-19,75.4015884399414
2016-02-22,78.23300170898438
2016-02-23,77.80213928222656
2016-02-24,76.32487487792969
2016-02-25,78.3561019897461
2016-02-26,78.41766357421875
2016-02-29,79.21783447265625
2016-03-01,81.55682373046875
2016-03-02,80.01802825927734
2016-03-03,78.78697204589844
2016-03-04,79.34093475341797
2016-03-07,78.91007995605469
2016-03-08,78.23300170898438
2016-03-09,79.0331802368164
2016-03-10,77.67903137207031
2016-03-11,79.27940368652344
2016-03-14,79.64871215820312
2016-03-15,78.78697204589844
2016-03-16,78.47920989990234
2016-03-17,78.78697204589844
2016-03-18,79.4024887084961
2016-03-21,78.47920989990234
2016-03-22,81.37216186523438
2016-03-23,79.64871215820312
2016-03-24,80.01802825927734
2016-03-29,81.55682373046875
2016-03-30,84.69599914550781
2016-03-31,82.7878646850586
2016-04-01,82.72631072998047
2016-04-04,82.60320281982422
2016-04-05,81.74147033691406
2016-04-06,82.60320281982422
2016-04-07,82.48011779785156
2016-04-08,84.26512908935547
2016-04-11,84.32667541503906
2016-04-12,82.7878646850586
2016-04-13,82.29544830322266
2016-04-14,82.35700988769531
2016-04-15,82.04924011230469
2016-04-18,81.49526977539062
2016-04-19,83.52648162841797
2016-04-20,82.97252655029297
2016-04-21,82.54166412353516
2016-04-22,81.61837768554688
2016-04-25,81.74147033691406
2016-04-26,80.69509887695312
2016-04-27,80.81818389892578
2016-04-28,79.89491271972656
2016-04-29,78.04834747314453
2016-05-02,77.86368560791016
2016-05-03,76.57108306884766
2016-05-04,77.67903137207031
2016-05-06,79.13511657714844
2016-05-09,79.64157104492188
2016-05-10,79.95812225341797
2016-05-11,79.32503509521484
2016-05-12,77.8056411743164
2016-05-13,78.18548583984375
2016-05-16,78.62865447998047
2016-05-17,79.19841766357422
2016-05-18,79.26173400878906
2016-05-19,79.51496887207031
2016-05-20,81.03435516357422
2016-05-23,80.9077377319336
2016-05-24,81.7307357788086
2016-05-25,82.11058807373047
2016-05-26,83.06021118164062
2016-05-27,82.7436752319336
2016-05-30,83.1235122680664
2016-05-31,83.2501220703125
2016-06-01,82.17390441894531
2016-06-02,82.04729461669922
2016-06-03,80.78112030029297
2016-06-07,81.35088348388672
2016-06-08,80.6545181274414
2016-06-09,79.19841766357422
2016-06-10,78.31210327148438
2016-06-13,77.42578887939453
2016-06-14,76.4761734008789
2016-06-15,76.7927017211914
2016-06-16,75.52654266357422
2016-06-17,76.2862319946289
2016-06-20,78.62865447998047
2016-06-21,79.0718002319336
2016-06-22,79.89481353759766
2016-06-23,80.71781921386719
2016-06-27,76.7293930053711
2016-06-28,78.18548583984375
2016-06-29,80.6545181274414
2016-06-30,81.85737609863281
2016-07-01,82.68036651611328
2016-07-04,82.23721313476562
2016-07-05,81.35088348388672
2016-07-06,80.4012680053711
2016-07-07,81.16098022460938
2016-07-08,82.23721313476562
2016-07-11,84.4529800415039
2016-07-12,84.76953125
2016-07-13,85.02275848388672
2016-07-14,85.52922821044922
2016-07-15,86.47884368896484
2016-07-18,86.7953872680664
2016-07-19,86.85870361328125
2016-07-20,87.8083267211914
2016-07-21,87.36517333984375
2016-07-22,87.9349365234375
2016-07-25,88.25148010253906
2016-07-26,87.9349365234375
2016-07-27,88.0615463256836
2016-07-28,89.07447052001953
2016-07-29,89.13780212402344
2016-08-01,89.64425659179688
2016-08-02,88.1248550415039
2016-08-03,86.7953872680664
2016-08-04,90.97371673583984
2016-08-05,91.73341369628906
2016-08-08,92.04997253417969
2016-08-09,93.56935119628906
2016-08-10,93.69596862792969
2016-08-11,94.70890808105469
2016-08-12,94.89881134033203
2016-08-15,94.32906341552734
2016-08-16,93.25281524658203
2016-08-17,92.30319213867188
2016-08-18,92.68303680419922
2016-08-19,92.80966186523438
2016-08-22,93.25281524658203
2016-08-23,93.63265228271484
2016-08-24,92.42981719970703
2016-08-25,91.48019409179688
