Date,SHARIABEES.NS
2017-04-25,220.22000122070312
2017-04-26,225.0
2017-04-27,219.35000610351562
2017-04-28,225.0
2017-05-02,218.25
2017-05-03,218.75
2017-05-04,219.6999969482422
2017-05-05,218.25
2017-05-08,219.83999633789062
2017-05-09,219.75
2017-05-10,225.0
2017-05-11,225.0
2017-05-12,221.5
2017-05-15,226.0
2017-05-16,229.0
2017-05-17,229.0
2017-05-18,229.0
2017-05-19,218.02999877929688
2017-05-22,220.85000610351562
2017-05-23,230.0
2017-05-24,218.8000030517578
2017-05-25,218.6999969482422
2017-05-26,218.0
2017-05-29,230.0
2017-05-30,225.25
2017-05-31,225.89999389648438
2017-06-01,225.25
2017-06-02,225.5
2017-06-05,225.35000610351562
2017-06-06,225.0
2017-06-07,226.1999969482422
2017-06-08,225.0
2017-06-09,224.5399932861328
2017-06-12,223.91000366210938
2017-06-13,235.0
2017-06-14,219.5
2017-06-15,224.5500030517578
2017-06-16,225.35000610351562
2017-06-19,225.5800018310547
2017-06-20,226.0
2017-06-21,225.41000366210938
2017-06-22,225.2899932861328
2017-06-23,221.9499969482422
2017-06-27,213.0399932861328
2017-06-28,222.4499969482422
2017-06-29,221.8000030517578
2017-06-30,220.10000610351562
2017-07-03,222.14999389648438
2017-07-04,224.1999969482422
2017-07-05,223.80999755859375
2017-07-06,225.75
2017-07-07,226.14999389648438
2017-07-10,230.1999969482422
2017-07-11,230.1999969482422
2017-07-12,231.0
2017-07-13,233.1999969482422
2017-07-14,232.0
2017-07-17,234.25
2017-07-18,236.0
2017-07-19,230.0
2017-07-20,233.68760681152344
2017-07-21,236.41549682617188
2017-07-24,238.04249572753906
2017-07-25,236.0
2017-07-26,238.8000030517578
2017-07-27,230.41000366210938
2017-07-28,235.16969299316406
2017-07-31,236.49000549316406
2017-08-01,236.5
2017-08-02,238.24000549316406
2017-08-03,238.0
2017-08-04,240.0
2017-08-07,243.0
2017-08-08,240.0
2017-08-09,240.0
2017-08-10,238.0
2017-08-11,235.0
2017-08-14,235.5800018310547
2017-08-16,240.0
2017-08-17,240.0
2017-08-18,238.35000610351562
2017-08-21,239.0
2017-08-22,237.10000610351562
2017-08-23,237.25
2017-08-24,237.00999450683594
2017-08-28,241.75
2017-08-29,241.85000610351562
2017-08-30,242.8000030517578
2017-08-31,242.8000030517578
2017-09-01,243.0
2017-09-04,247.0
2017-09-05,246.5
2017-09-06,243.0
2017-09-07,247.5
2017-09-08,247.0
2017-09-11,245.5500030517578
2017-09-12,250.0
2017-09-13,249.75
2017-09-14,251.9499969482422
2017-09-15,249.5
2017-09-18,253.0
2017-09-19,253.0
2017-09-20,251.5
2017-09-21,251.5
2017-09-22,251.5
2017-09-25,243.0
2017-09-26,238.10000610351562
2017-09-27,240.0
2017-09-28,240.5
2017-09-29,239.0
2017-10-03,243.25
2017-10-04,243.5
2017-10-05,243.75
2017-10-06,245.0
2017-10-09,243.25
2017-10-10,247.64999389648438
2017-10-11,249.0
2017-10-12,246.49000549316406
2017-10-13,250.0
2017-10-16,251.0
2017-10-17,255.0
2017-10-18,255.0
2017-10-19,257.6300048828125
2017-10-23,250.0
2017-10-24,247.92999267578125
2017-10-25,244.0
2017-10-26,251.99000549316406
2017-10-27,253.0
2017-10-30,258.0
2017-10-31,253.22000122070312
2017-11-01,249.02000427246094
2017-11-02,255.0
2017-11-03,255.39999389648438
2017-11-06,256.0
2017-11-07,251.0
2017-11-08,255.0
2017-11-09,252.5
2017-11-10,251.0
2017-11-13,249.74000549316406
2017-11-14,248.75
2017-11-15,248.0
2017-11-16,248.0
2017-11-17,250.99000549316406
2017-11-20,248.5
2017-11-21,250.0
2017-11-22,258.0
2017-11-23,251.47999572753906
2017-11-24,251.47999572753906
2017-11-27,250.97999572753906
2017-11-28,250.0
2017-11-29,251.99000549316406
2017-11-30,248.5
2017-12-01,250.25
2017-12-04,247.0
2017-12-05,249.99000549316406
2017-12-06,242.5
2017-12-07,252.89999389648438
2017-12-08,250.5
2017-12-11,253.25
2017-12-12,256.0
2017-12-13,256.0
2017-12-14,253.0
2017-12-15,256.0
2017-12-18,254.0
2017-12-19,255.0
2017-12-20,262.0
2017-12-21,260.5
2017-12-22,259.25
2017-12-26,260.5
2017-12-27,258.0
2017-12-28,258.0
2017-12-29,261.5
2018-01-01,262.5
2018-01-02,260.0
2018-01-03,261.0
2018-01-04,258.0
2018-01-05,264.0
2018-01-08,261.0
2018-01-09,268.0
2018-01-10,260.75
2018-01-11,268.0
2018-01-12,268.0
2018-01-15,261.3999938964844
2018-01-16,265.0
2018-01-17,257.3999938964844
2018-01-18,273.0
2018-01-19,259.0
2018-01-22,256.9800109863281
2018-01-23,261.8800048828125
2018-01-24,261.8800048828125
2018-01-25,264.2200012207031
2018-01-29,264.4700012207031
2018-01-30,263.7200012207031
2018-01-31,270.0
2018-02-01,268.0
2018-02-02,258.0
2018-02-05,260.0
2018-02-06,250.0
2018-02-07,251.0
2018-02-08,246.0500030517578
2018-02-09,252.0
2018-02-12,252.0
2018-02-14,266.1700134277344
2018-02-15,253.35000610351562
2018-02-16,250.0
2018-02-19,253.0
2018-02-20,247.8000030517578
2018-02-21,245.9600067138672
2018-02-22,240.00999450683594
2018-02-23,250.99000549316406
2018-02-26,247.5
2018-02-27,249.99000549316406
2018-02-28,252.0
2018-03-01,252.25
2018-03-05,247.99000549316406
2018-03-06,257.3999938964844
2018-03-07,252.25
2018-03-08,250.0
2018-03-09,252.49000549316406
2018-03-12,252.99000549316406
2018-03-13,250.85000610351562
2018-03-14,252.99000549316406
2018-03-15,244.05999755859375
2018-03-16,244.52000427246094
2018-03-19,244.52000427246094
2018-03-20,250.6999969482422
2018-03-21,250.5399932861328
2018-03-22,252.0
2018-03-23,238.88999938964844
2018-03-26,238.8699951171875
2018-03-27,243.25
2018-03-28,258.5
2018-04-02,246.0
2018-04-03,251.3300018310547
2018-04-04,251.49000549316406
2018-04-05,249.75
2018-04-06,249.99000549316406
2018-04-09,250.0
2018-04-10,250.0
2018-04-11,247.14999389648438
2018-04-12,247.75
2018-04-13,249.0
2018-04-16,248.5
2018-04-17,250.3300018310547
2018-04-18,240.10000610351562
2018-04-19,246.0
2018-04-20,246.0
2018-04-23,242.10000610351562
2018-04-24,249.5
2018-04-25,240.9499969482422
2018-04-26,245.27999877929688
2018-04-27,242.63999938964844
2018-04-30,249.75
2018-05-02,249.0
2018-05-03,242.0
2018-05-04,245.89999389648438
2018-05-07,245.5
2018-05-08,245.0
2018-05-09,255.0
2018-05-10,249.0
2018-05-11,249.0
2018-05-14,240.00999450683594
2018-05-15,243.10000610351562
2018-05-16,243.10000610351562
2018-05-17,247.0
2018-05-18,246.1999969482422
2018-05-21,245.3000030517578
2018-05-22,245.14999389648438
2018-05-23,244.5
2018-05-24,240.00999450683594
2018-05-25,239.99000549316406
2018-05-28,244.0
2018-05-29,246.0
2018-05-30,246.0
2018-05-31,246.0
2018-06-01,240.14999389648438
2018-06-04,243.0
2018-06-05,245.75
2018-06-06,246.0
2018-06-07,244.0
2018-06-08,244.0
2018-06-11,247.5
2018-06-12,247.85000610351562
2018-06-13,252.85000610351562
2018-06-14,252.85000610351562
2018-06-15,252.85000610351562
2018-06-18,248.5
2018-06-19,250.5
2018-06-20,246.50999450683594
2018-06-21,246.50999450683594
2018-06-22,246.50999450683594
2018-06-25,254.0
2018-06-26,247.2100067138672
2018-06-27,248.6199951171875
2018-06-28,249.0800018310547
2018-06-29,242.60000610351562
2018-07-02,242.0
2018-07-03,258.0
2018-07-04,247.6999969482422
2018-07-05,253.5500030517578
2018-07-06,259.0
2018-07-09,248.0500030517578
2018-07-10,259.3999938964844
2018-07-11,248.99000549316406
2018-07-12,256.0
2018-07-13,250.0
2018-07-16,245.0
2018-07-17,249.99000549316406
2018-07-18,251.0
2018-07-19,249.5
2018-07-20,270.75
2018-07-23,269.989990234375
2018-07-24,254.82000732421875
2018-07-25,252.0
2018-07-26,248.5
2018-07-27,248.5500030517578
2018-07-30,247.5
2018-07-31,254.5
2018-08-01,254.5
2018-08-02,254.41000366210938
2018-08-03,260.9800109863281
2018-08-06,258.0
2018-08-07,253.0
2018-08-08,253.0
2018-08-09,251.5
2018-08-10,250.25
2018-08-13,258.010009765625
2018-08-14,255.00999450683594
2018-08-16,260.0
2018-08-17,250.60000610351562
2018-08-20,255.0
2018-08-21,257.0
2018-08-23,250.5500030517578
2018-08-24,258.7099914550781
2018-08-27,254.4600067138672
2018-08-28,256.0
2018-08-29,256.0
2018-08-30,259.0
2018-08-31,256.29998779296875
2018-09-03,255.60000610351562
2018-09-04,252.63999938964844
2018-09-05,250.97999572753906
2018-09-06,254.0
2018-09-07,255.89999389648438
2018-09-10,255.25
2018-09-11,253.1300048828125
2018-09-12,249.85000610351562
2018-09-14,249.85000610351562
2018-09-17,256.5
2018-09-18,256.1000061035156
2018-09-19,257.0
2018-09-21,256.8999938964844
2018-09-24,252.5399932861328
2018-09-25,252.5399932861328
2018-09-26,253.0
2018-09-27,255.5800018310547
2018-09-28,251.0
2018-10-01,247.17999267578125
2018-10-03,233.77000427246094
2018-10-04,246.0
2018-10-05,240.0
2018-10-08,244.35000610351562
2018-10-09,227.35000610351562
2018-10-10,242.5
2018-10-11,230.0
2018-10-12,231.0
2018-10-15,236.49000549316406
2018-10-16,237.64999389648438
2018-10-17,237.64999389648438
2018-10-19,235.9600067138672
2018-10-22,233.19000244140625
2018-10-23,228.0800018310547
2018-10-24,232.6999969482422
2018-10-25,231.08999633789062
2018-10-26,227.2899932861328
2018-10-29,234.94000244140625
2018-10-30,237.99000549316406
2018-10-31,235.05999755859375
2018-11-01,237.5399932861328
2018-11-02,240.99000549316406
2018-11-05,244.72000122070312
2018-11-06,240.5500030517578
2018-11-07,237.0500030517578
2018-11-09,238.3000030517578
2018-11-12,244.97999572753906
2018-11-13,238.3000030517578
2018-11-14,246.1999969482422
2018-11-15,246.1999969482422
2018-11-16,245.41000366210938
2018-11-19,245.5
2018-11-20,239.60000610351562
2018-11-21,239.00999450683594
2018-11-22,239.00999450683594
2018-11-26,239.00999450683594
2018-11-27,237.0
2018-11-28,239.0500030517578
2018-11-29,240.8000030517578
2018-11-30,240.8000030517578
2018-12-03,242.47000122070312
2018-12-04,243.25999450683594
2018-12-05,242.10000610351562
2018-12-06,239.4199981689453
2018-12-07,238.3000030517578
2018-12-10,236.30999755859375
2018-12-11,237.00999450683594
2018-12-12,243.8800048828125
2018-12-13,243.8800048828125
2018-12-14,246.35000610351562
2018-12-17,247.61000061035156
2018-12-18,246.0
2018-12-19,248.0
2018-12-20,249.0
2018-12-21,244.75
2018-12-24,240.0
2018-12-26,238.2100067138672
2018-12-27,243.5
2018-12-28,243.5
2018-12-31,243.0
2019-01-01,245.0
2019-01-02,244.6999969482422
2019-01-03,241.13999938964844
2019-01-04,240.75
2019-01-07,254.49000549316406
2019-01-08,241.13999938964844
2019-01-09,240.77000427246094
2019-01-10,239.61000061035156
2019-01-11,238.00999450683594
2019-01-14,237.60000610351562
2019-01-15,237.61000061035156
2019-01-16,240.1999969482422
2019-01-17,239.8300018310547
2019-01-18,235.5
2019-01-21,237.0
2019-01-22,239.00999450683594
2019-01-23,240.4600067138672
2019-01-24,240.4600067138672
2019-01-25,239.89999389648438
2019-01-28,236.57000732421875
2019-01-29,235.0
2019-01-30,233.27999877929688
2019-01-31,237.02000427246094
2019-02-01,244.39999389648438
2019-02-04,241.5
2019-02-05,242.25
2019-02-06,248.57000732421875
2019-02-07,243.02000427246094
2019-02-08,246.0
2019-02-11,246.0
2019-02-12,245.97000122070312
2019-02-14,240.00999450683594
2019-02-15,236.25999450683594
2019-02-18,238.3800048828125
2019-02-19,239.9499969482422
2019-02-20,238.5
2019-02-21,243.0
2019-02-22,243.0
2019-02-25,243.3000030517578
2019-02-26,244.22000122070312
2019-02-27,242.89999389648438
2019-02-28,242.89999389648438
2019-03-01,243.8699951171875
2019-03-05,247.02000427246094
2019-03-06,247.02000427246094
2019-03-07,247.0
2019-03-08,247.0
2019-03-11,248.9499969482422
2019-03-12,249.55999755859375
2019-03-13,250.52000427246094
2019-03-14,251.5
2019-03-15,253.0
2019-03-18,253.5
2019-03-19,260.8999938964844
2019-03-20,254.0
2019-03-22,254.8699951171875
2019-03-25,248.8000030517578
2019-03-26,250.60000610351562
2019-03-27,255.07000732421875
2019-03-28,254.0
2019-04-01,253.0
2019-04-02,257.6400146484375
2019-04-03,254.99000549316406
2019-04-04,254.99000549316406
2019-04-05,261.04998779296875
2019-04-08,261.04998779296875
2019-04-09,253.0
2019-04-10,255.0
2019-04-11,255.50999450683594
2019-04-12,252.74000549316406
2019-04-15,257.30999755859375
2019-04-16,256.70001220703125
2019-04-18,255.8800048828125
2019-04-22,255.8800048828125
2019-04-23,256.8399963378906
2019-04-24,256.0
2019-04-25,260.0199890136719
2019-04-26,262.0899963378906
2019-04-30,262.7900085449219
2019-05-02,258.9800109863281
2019-05-03,259.1099853515625
2019-05-06,256.9599914550781
2019-05-07,254.67999267578125
2019-05-08,254.67999267578125
2019-05-09,254.10000610351562
2019-05-10,248.3300018310547
2019-05-13,249.17999267578125
2019-05-14,246.57000732421875
2019-05-15,249.0
2019-05-16,249.25
2019-05-17,246.94000244140625
2019-05-20,255.52000427246094
2019-05-21,256.0
2019-05-22,256.4100036621094
2019-05-23,254.08999633789062
2019-05-24,254.52000427246094
2019-05-27,260.17999267578125
2019-05-28,257.489990234375
2019-05-29,257.489990234375
2019-05-30,257.0
2019-05-31,259.0
2019-06-03,262.4100036621094
2019-06-04,263.0
2019-06-06,263.0
2019-06-07,256.05999755859375
2019-06-10,265.95001220703125
2019-06-11,265.0
2019-06-12,264.0
2019-06-13,260.0
2019-06-14,260.0
2019-06-17,255.80999755859375
2019-06-18,264.8999938964844
2019-06-19,264.8999938964844
2019-06-20,264.8999938964844
2019-06-21,254.4600067138672
2019-06-24,263.6199951171875
2019-06-25,254.3000030517578
2019-06-26,253.0
2019-06-27,253.00999450683594
2019-06-28,255.3000030517578
2019-07-01,251.89999389648438
2019-07-02,251.89999389648438
2019-07-03,254.49000549316406
2019-07-04,253.30999755859375
2019-07-05,248.69000244140625
2019-07-08,247.0
2019-07-09,248.10000610351562
2019-07-10,243.55999755859375
2019-07-11,243.55999755859375
2019-07-12,245.91000366210938
2019-07-15,249.52000427246094
2019-07-16,253.8000030517578
2019-07-17,253.0500030517578
2019-07-18,253.0500030517578
2019-07-19,246.0
2019-07-22,248.35000610351562
2019-07-23,250.0
2019-07-24,247.82000732421875
2019-07-25,247.39999389648438
2019-07-26,246.0
2019-07-29,248.63999938964844
2019-07-30,245.0
2019-07-31,245.0
2019-08-01,244.3800048828125
2019-08-02,246.08999633789062
2019-08-05,241.6999969482422
2019-08-06,246.52000427246094
2019-08-07,246.52000427246094
2019-08-08,246.9600067138672
2019-08-09,244.97999572753906
2019-08-13,247.0
2019-08-14,244.89999389648438
2019-08-16,246.6199951171875
2019-08-19,247.24000549316406
2019-08-20,246.5
2019-08-21,244.63999938964844
2019-08-22,247.67999267578125
2019-08-23,249.75999450683594
2019-08-26,250.0
2019-08-27,250.0
2019-08-28,250.0
2019-08-29,247.50999450683594
2019-08-30,250.17999267578125
2019-09-03,250.4600067138672
2019-09-04,250.5
2019-09-05,250.5
2019-09-06,250.5
2019-09-09,251.47000122070312
2019-09-11,252.1699981689453
2019-09-12,250.66000366210938
2019-09-13,250.3300018310547
2019-09-16,252.6999969482422
2019-09-17,252.22000122070312
2019-09-18,252.22000122070312
2019-09-19,249.6999969482422
2019-09-20,253.5399932861328
2019-09-23,254.75999450683594
2019-09-24,256.0
2019-09-25,258.42999267578125
2019-09-26,256.5
2019-09-27,256.3699951171875
2019-09-30,260.0
2019-10-01,260.0
2019-10-03,259.9800109863281
2019-10-04,256.6499938964844
2019-10-07,250.69000244140625
2019-10-09,251.1999969482422
2019-10-10,252.0
2019-10-11,249.97999572753906
2019-10-14,256.0199890136719
2019-10-15,254.83999633789062
2019-10-16,255.5
2019-10-17,259.3800048828125
2019-10-18,259.0
2019-10-22,251.99000549316406
2019-10-23,252.0500030517578
2019-10-24,250.10000610351562
2019-10-25,252.77000427246094
2019-10-27,255.94000244140625
2019-10-29,254.57000732421875
2019-10-30,258.17999267578125
2019-10-31,260.0
2019-11-01,260.6700134277344
2019-11-04,260.760009765625
2019-11-05,262.0
2019-11-06,262.20001220703125
2019-11-07,262.510009765625
2019-11-08,260.6099853515625
2019-11-11,254.0
2019-11-13,254.9600067138672
2019-11-14,256.5
2019-11-15,254.66000366210938
2019-11-18,253.92999267578125
2019-11-19,253.00999450683594
2019-11-20,255.0
2019-11-21,255.0
2019-11-22,251.5
