Date,SHARIABEES.NS
2015-08-03,195.0561981201172
2015-08-04,193.0
2015-08-05,195.10000610351562
2015-08-06,196.21780395507812
2015-08-07,201.4499969482422
2015-08-10,200.0500030517578
2015-08-11,194.42919921875
2015-08-12,208.89999389648438
2015-08-13,206.0
2015-08-14,206.0
2015-08-17,200.0
2015-08-18,194.70379638671875
2015-08-19,195.9001007080078
2015-08-20,195.25999450683594
2015-08-21,196.0500030517578
2015-08-24,189.3000030517578
2015-08-25,197.89999389648438
2015-08-26,185.14999389648438
2015-08-27,185.13999938964844
2015-08-28,187.75
2015-08-31,183.0
2015-09-01,183.0
2015-09-02,180.0
2015-09-03,189.9499969482422
2015-09-04,183.1199951171875
2015-09-07,184.91000366210938
2015-09-08,180.0
2015-09-09,183.4499969482422
2015-09-10,180.0
2015-09-11,181.0
2015-09-14,184.14999389648438
2015-09-15,181.29200744628906
2015-09-16,181.0500030517578
2015-09-18,185.0
2015-09-21,185.0
2015-09-22,181.0
2015-09-23,181.0
2015-09-24,191.0
2015-09-28,180.0
2015-09-29,180.0
2015-09-30,181.44000244140625
2015-10-01,181.0
2015-10-05,181.9499969482422
2015-10-06,183.07000732421875
2015-10-07,182.16000366210938
2015-10-08,179.0
2015-10-09,184.5
2015-10-12,186.99000549316406
2015-10-13,185.89999389648438
2015-10-14,184.0
2015-10-15,183.5
2015-10-16,184.0
2015-10-19,184.3000030517578
2015-10-20,188.9199981689453
2015-10-21,188.23680114746094
2015-10-23,188.0
2015-10-26,188.89999389648438
2015-10-27,184.0500030517578
2015-10-28,183.60000610351562
2015-10-29,186.18359375
2015-10-30,185.8406982421875
2015-11-02,186.65289306640625
2015-11-03,183.0
2015-11-04,185.5
2015-11-05,188.8000030517578
2015-11-06,182.66749572753906
2015-11-09,182.1136016845703
2015-11-10,178.7863006591797
2015-11-13,184.99000549316406
2015-11-16,178.41209411621094
2015-11-17,181.60000610351562
2015-11-18,176.47999572753906
2015-11-19,180.5
2015-11-20,183.5
2015-11-23,180.0
2015-11-24,181.73599243164062
2015-11-26,175.74000549316406
2015-11-27,178.5
2015-11-30,180.02000427246094
2015-12-01,181.2928924560547
2015-12-02,178.0
2015-12-03,183.72999572753906
2015-12-04,179.02000427246094
2015-12-07,184.0
2015-12-08,185.0
2015-12-09,178.0
2015-12-10,180.0
2015-12-11,177.0
2015-12-14,178.1011962890625
2015-12-15,179.56539916992188
2015-12-16,183.99000549316406
2015-12-17,184.89999389648438
2015-12-18,181.4093017578125
2015-12-21,186.0
2015-12-22,183.0
2015-12-23,183.6511993408203
2015-12-24,185.89999389648438
2015-12-28,180.0
2015-12-29,185.1999969482422
2015-12-30,184.02740478515625
2015-12-31,184.89999389648438
2016-01-01,184.96409606933594
2016-01-04,185.89999389648438
2016-01-05,188.0
2016-01-06,179.0
2016-01-07,187.0
2016-01-08,179.41639709472656
2016-01-11,179.5
2016-01-12,184.99000549316406
2016-01-13,179.25
2016-01-14,180.0399932861328
2016-01-15,175.0
2016-01-18,174.08090209960938
2016-01-19,175.7012939453125
2016-01-20,186.0
2016-01-21,182.0
2016-01-22,188.69000244140625
2016-01-25,187.9499969482422
2016-01-27,173.58839416503906
2016-01-28,188.75
2016-01-29,178.0
2016-02-01,176.94239807128906
2016-02-02,174.25059509277344
2016-02-03,172.67100524902344
2016-02-04,188.69000244140625
2016-02-05,188.74000549316406
2016-02-08,188.6999969482422
2016-02-09,181.0
2016-02-10,174.10000610351562
2016-02-11,184.8000030517578
2016-02-12,188.75
2016-02-15,175.50999450683594
2016-02-16,189.85000610351562
2016-02-17,176.24000549316406
2016-02-18,183.39999389648438
2016-02-19,170.07369995117188
2016-02-22,176.0
2016-02-23,168.97500610351562
2016-02-24,176.11000061035156
2016-02-25,183.39999389648438
2016-02-26,177.57000732421875
2016-02-29,177.0
2016-03-01,177.39999389648438
2016-03-02,183.39999389648438
2016-03-03,175.39149475097656
2016-03-04,177.9499969482422
2016-03-08,175.0
2016-03-09,176.07000732421875
2016-03-10,179.5
2016-03-11,176.81129455566406
2016-03-14,176.5500030517578
2016-03-15,180.0
2016-03-16,177.5
2016-03-17,177.18389892578125
2016-03-18,181.0
2016-03-21,174.6300048828125
2016-03-22,176.6699981689453
2016-03-23,179.0
2016-03-28,178.0
2016-03-29,174.11000061035156
2016-03-30,181.21600341796875
2016-03-31,181.67999267578125
2016-04-01,176.60000610351562
2016-04-04,184.8699951171875
2016-04-05,179.5
2016-04-06,178.4600067138672
2016-04-07,182.6699981689453
2016-04-08,183.4600067138672
2016-04-11,184.5500030517578
2016-04-12,183.99000549316406
2016-04-13,184.7899932861328
2016-04-18,184.5
2016-04-20,184.0
2016-04-21,181.0
2016-04-22,184.9499969482422
2016-04-25,177.60000610351562
2016-04-26,184.04229736328125
2016-04-27,188.5
2016-04-28,179.10000610351562
2016-04-29,180.0
2016-05-02,182.3022003173828
2016-05-03,182.0
2016-05-04,184.5
2016-05-05,184.0
2016-05-06,187.0
2016-05-09,185.88999938964844
2016-05-10,182.37789916992188
2016-05-11,181.53419494628906
2016-05-12,185.0
2016-05-13,180.69650268554688
2016-05-16,181.4199981689453
2016-05-17,182.2866973876953
2016-05-18,182.0
2016-05-19,180.36630249023438
2016-05-20,182.75
2016-05-23,181.24000549316406
2016-05-24,182.5
2016-05-25,180.9114990234375
2016-05-26,180.6999969482422
2016-05-27,182.0
2016-05-30,183.89999389648438
2016-05-31,183.46400451660156
2016-06-01,183.88999938964844
2016-06-02,185.97630310058594
2016-06-03,185.61680603027344
2016-06-06,184.0
2016-06-07,186.25
2016-06-08,186.0
2016-06-09,183.7100067138672
2016-06-10,184.75169372558594
2016-06-13,179.3800048828125
2016-06-14,183.55560302734375
2016-06-15,183.75
2016-06-16,181.5
2016-06-17,185.22869873046875
2016-06-20,186.64999389648438
2016-06-21,185.0
2016-06-22,186.6999969482422
2016-06-23,184.5500030517578
2016-06-24,185.0
2016-06-27,180.0
2016-06-28,184.0
2016-06-29,185.0
2016-06-30,186.0
2016-07-01,187.14999389648438
2016-07-04,192.0
2016-07-05,183.1999969482422
2016-07-07,190.0
2016-07-08,181.25
2016-07-11,190.35000610351562
2016-07-12,187.0
2016-07-13,195.0
2016-07-14,194.13059997558594
2016-07-15,194.37550354003906
2016-07-18,193.25
2016-07-19,193.35110473632812
2016-07-20,187.5
2016-07-21,193.75
2016-07-22,195.0
2016-07-25,196.9801025390625
2016-07-26,194.0
2016-07-27,196.5
2016-07-28,194.0
2016-07-29,199.0
2016-08-01,196.0
2016-08-02,198.30259704589844
2016-08-03,196.18020629882812
2016-08-04,198.0
2016-08-05,209.0
2016-08-08,201.0
2016-08-09,199.0
2016-08-10,200.75
2016-08-11,199.00999450683594
2016-08-12,199.94000244140625
2016-08-16,197.0
2016-08-17,196.94960021972656
2016-08-18,198.00320434570312
2016-08-19,197.66380310058594
2016-08-22,196.42999267578125
2016-08-23,194.75
2016-08-24,196.827392578125
2016-08-25,194.8000030517578
2016-08-26,195.6999969482422
2016-08-29,193.91000366210938
2016-08-30,192.0
2016-08-31,199.75
2016-09-01,191.1999969482422
2016-09-02,199.25
2016-09-06,199.9499969482422
2016-09-07,197.05999755859375
2016-09-08,199.8300018310547
2016-09-09,200.1999969482422
2016-09-12,200.0
2016-09-14,199.0
2016-09-15,192.4199981689453
2016-09-16,200.2100067138672
2016-09-19,201.55880737304688
2016-09-20,200.97079467773438
2016-09-21,200.0
2016-09-22,200.0
2016-09-23,202.25
2016-09-26,201.5
2016-09-27,209.0
2016-09-28,202.20640563964844
2016-09-29,203.75
2016-09-30,200.0
2016-10-03,201.82969665527344
2016-10-04,201.5
2016-10-05,204.0
2016-10-06,192.77999877929688
2016-10-07,201.25
2016-10-10,201.0
2016-10-13,201.4499969482422
2016-10-14,202.25
2016-10-17,204.0
2016-10-18,201.0
2016-10-19,202.5
2016-10-20,199.0
2016-10-21,201.25799560546875
2016-10-24,201.25770568847656
2016-10-25,198.5
2016-10-26,198.5
2016-10-27,198.1300048828125
2016-10-28,201.0
2016-11-01,195.0
2016-11-02,196.45970153808594
2016-11-03,192.89999389648438
2016-11-04,197.0
2016-11-07,195.1999969482422
2016-11-08,195.0
2016-11-09,191.0
2016-11-10,189.5
2016-11-11,186.3332061767578
2016-11-15,208.97999572753906
2016-11-16,183.92999267578125
2016-11-17,185.99000549316406
2016-11-18,183.0
2016-11-21,180.38270568847656
2016-11-22,185.0
2016-11-23,184.33099365234375
2016-11-24,183.52479553222656
2016-11-25,186.83009338378906
2016-11-28,204.0
2016-11-29,190.4499969482422
2016-11-30,189.7447967529297
2016-12-01,190.9499969482422
2016-12-02,187.36480712890625
2016-12-05,194.0
2016-12-06,188.0
2016-12-07,185.5
2016-12-08,191.99000549316406
2016-12-09,195.0
2016-12-12,189.0
2016-12-13,188.9113006591797
2016-12-14,188.56700134277344
2016-12-15,188.19949340820312
2016-12-16,188.09530639648438
2016-12-19,187.48060607910156
2016-12-20,195.0
2016-12-21,187.23480224609375
2016-12-22,185.76539611816406
2016-12-23,184.60000610351562
2016-12-26,185.0
2016-12-27,187.08970642089844
2016-12-28,188.85000610351562
2016-12-29,188.5
2016-12-30,189.5
2017-01-02,192.65919494628906
2017-01-03,193.0
2017-01-04,192.2487030029297
2017-01-05,194.1199951171875
2017-01-06,192.8376007080078
2017-01-09,193.97000122070312
2017-01-10,193.38070678710938
2017-01-11,194.0
2017-01-12,197.5
2017-01-13,193.2176055908203
2017-01-16,193.2205047607422
2017-01-17,198.41000366210938
2017-01-18,190.0
2017-01-19,192.0
2017-01-20,192.0
2017-01-23,190.0
2017-01-24,189.0
2017-01-25,196.57679748535156
2017-01-27,197.0
2017-01-30,190.02000427246094
2017-01-31,195.5
2017-02-01,194.64999389648438
2017-02-02,197.2906951904297
2017-02-03,197.0
2017-02-06,200.0
2017-02-07,200.0
2017-02-08,200.89999389648438
2017-02-09,199.69219970703125
2017-02-10,200.89999389648438
2017-02-13,195.10000610351562
2017-02-14,200.89999389648438
2017-02-15,198.85150146484375
2017-02-16,201.19960021972656
2017-02-17,193.0
2017-02-20,201.0
2017-02-21,201.0
2017-02-22,208.2761993408203
2017-02-23,199.5
2017-02-27,208.32000732421875
2017-02-28,209.89999389648438
2017-03-01,211.6300048828125
2017-03-02,204.57000732421875
2017-03-03,208.97999572753906
2017-03-06,211.0
2017-03-07,212.0
2017-03-08,213.0
2017-03-09,210.0
2017-03-10,211.0
2017-03-14,210.0
2017-03-15,214.75
2017-03-16,215.64999389648438
2017-03-17,215.64999389648438
2017-03-20,216.0
2017-03-21,216.0
2017-03-22,211.5
2017-03-23,213.0
2017-03-24,213.5
2017-03-27,216.0
2017-03-28,215.9499969482422
2017-03-29,204.25999450683594
2017-03-30,212.0
2017-03-31,216.0
2017-04-03,215.9499969482422
2017-04-05,217.5
2017-04-06,218.4499969482422
2017-04-07,219.0
2017-04-10,220.0
2017-04-11,220.0
2017-04-12,216.5
2017-04-13,221.0
2017-04-17,215.89999389648438
2017-04-18,218.0
2017-04-19,215.05999755859375
2017-04-20,216.0
2017-04-21,224.5
2017-04-24,225.0
