Date,HST
2015-08-03,13.076583862304688
2015-08-04,12.968461036682129
2015-08-05,12.725171089172363
2015-08-06,12.806273460388184
2015-08-07,12.819784164428711
2015-08-10,12.975214004516602
2015-08-11,12.948185920715332
2015-08-12,12.927911758422852
2015-08-13,13.00224781036377
2015-08-14,13.022523880004883
2015-08-17,13.245537757873535
2015-08-18,13.252291679382324
2015-08-19,12.941426277160645
2015-08-20,12.650835990905762
2015-08-21,12.360245704650879
2015-08-24,11.866918563842773
2015-08-25,11.48847484588623
2015-08-26,11.96828842163086
2015-08-27,12.279153823852539
2015-08-28,12.353486061096191
2015-08-31,11.981804847717285
2015-09-01,11.711485862731934
2015-09-02,11.799339294433594
2015-09-03,11.866918563842773
2015-09-04,11.623634338378906
2015-09-08,11.880433082580566
2015-09-09,11.711485862731934
2015-09-10,11.718245506286621
2015-09-11,11.988560676574707
2015-09-14,11.948015213012695
2015-09-15,11.670937538146973
2015-09-16,11.765551567077637
2015-09-17,11.772308349609375
2015-09-18,11.170856475830078
2015-09-21,11.231675148010254
2015-09-22,10.839712142944336
2015-09-23,10.927563667297363
2015-09-24,10.846471786499023
2015-09-25,10.9816312789917
2015-09-28,10.707945823669434
2015-09-29,10.530050277709961
2015-09-30,10.817418098449707
2015-10-01,10.995312690734863
2015-10-02,11.118473052978516
2015-10-05,11.392158508300781
2015-10-06,11.679527282714844
2015-10-07,12.076370239257812
2015-10-08,12.213215827941895
2015-10-09,12.062686920166016
2015-10-12,12.076370239257812
2015-10-13,11.891633987426758
2015-10-14,11.823210716247559
2015-10-15,12.103737831115723
2015-10-16,12.021636009216309
2015-10-19,12.103737831115723
2015-10-20,12.103737831115723
2015-10-21,11.713736534118652
2015-10-22,12.021636009216309
2015-10-23,11.316895484924316
2015-10-26,11.15268325805664
2015-10-27,11.132158279418945
2015-10-28,11.330577850341797
2015-10-29,11.795845031738281
2015-10-30,11.857423782348633
2015-11-02,12.042163848876953
2015-11-03,11.980584144592285
2015-11-04,12.049004554748535
2015-11-05,12.199530601501465
2015-11-06,11.960055351257324
2015-11-09,11.72741985321045
2015-11-10,11.77531623840332
2015-11-11,11.73426342010498
2015-11-12,11.659003257751465
2015-11-13,11.357946395874023
2015-11-16,11.426369667053223
2015-11-17,11.214261054992676
2015-11-18,11.275840759277344
2015-11-19,11.111628532409668
2015-11-20,11.022682189941406
2015-11-23,11.125313758850098
2015-11-24,11.111628532409668
2015-11-25,11.303210258483887
2015-11-27,11.371633529663086
2015-11-30,11.357946395874023
2015-12-01,11.528999328613281
2015-12-02,11.221104621887207
2015-12-03,10.940574645996094
2015-12-04,11.180052757263184
2015-12-07,10.885839462280273
2015-12-08,10.947419166564941
2015-12-09,10.85846996307373
2015-12-10,11.036367416381836
2015-12-11,10.817418098449707
2015-12-14,10.748994827270508
2015-12-15,10.85846996307373
2015-12-16,10.961103439331055
2015-12-17,10.776366233825684
2015-12-18,10.488993644714355
2015-12-21,10.40004825592041
2015-12-22,10.557416915893555
2015-12-23,10.920050621032715
2015-12-24,10.913206100463867
2015-12-28,10.796890258789062
2015-12-29,11.039436340332031
2015-12-30,10.921631813049316
2015-12-31,10.630574226379395
2016-01-04,10.505830764770508
2016-01-05,10.665223121643066
2016-01-06,10.443462371826172
2016-01-07,10.08310317993164
2016-01-08,10.055383682250977
2016-01-11,10.22170639038086
2016-01-12,9.930645942687988
2016-01-13,9.327739715576172
2016-01-14,9.549495697021484
2016-01-15,9.11983871459961
2016-01-19,8.884221076965332
2016-01-20,8.891152381896973
2016-01-21,9.355460166931152
2016-01-22,9.563356399536133
2016-01-25,9.40396785736084
2016-01-26,9.611867904663086
2016-01-27,9.390109062194824
2016-01-28,9.140628814697266
2016-01-29,9.598007202148438
2016-02-01,9.500986099243164
2016-02-02,9.168350219726562
2016-02-03,9.45247745513916
2016-02-04,9.840557098388672
2016-02-05,9.805906295776367
2016-02-08,9.535636901855469
2016-02-09,9.598007202148438
2016-02-10,9.75739860534668
2016-02-11,9.618797302246094
2016-02-12,9.993016242980957
