Date,FINPIPE.NS
2015-08-21,47.74223709106445
2015-08-24,45.35469055175781
2015-08-25,45.14402770996094
2015-08-26,44.678810119628906
2015-08-27,44.73146438598633
2015-08-28,45.02113342285156
2015-08-31,45.11769104003906
2015-09-01,45.21424865722656
2015-09-02,45.363468170166016
2015-09-03,45.99546813964844
2015-09-04,45.68825149536133
2015-09-07,45.20546340942383
2015-09-08,44.705135345458984
2015-09-09,44.652469635009766
2015-09-10,44.608577728271484
2015-09-11,45.407352447509766
2015-09-14,45.84623718261719
2015-09-15,45.81990432739258
2015-09-16,45.51268005371094
2015-09-18,44.608577728271484
2015-09-21,46.6537971496582
2015-09-22,45.78479766845703
2015-09-23,45.39857864379883
2015-09-24,45.32835388183594
2015-09-28,45.25813293457031
2015-09-29,45.635581970214844
2015-09-30,45.66191864013672
2015-10-01,45.94280242919922
2015-10-05,46.1710205078125
2015-10-06,46.35535430908203
2015-10-07,46.60990905761719
2015-10-08,46.522132873535156
2015-10-09,46.53968811035156
2015-10-12,46.25879669189453
2015-10-13,48.40057373046875
2015-10-14,51.32356643676758
2015-10-15,51.104129791259766
2015-10-16,49.83134460449219
2015-10-19,50.7266731262207
2015-10-20,53.45656967163086
2015-10-21,52.79823303222656
2015-10-23,51.8502311706543
2015-10-26,52.92112350463867
2015-10-27,56.28300094604492
2015-10-28,56.08989334106445
2015-10-29,55.773887634277344
2015-10-30,55.01022720336914
2015-11-02,57.38022232055664
2015-11-03,58.25799560546875
2015-11-04,56.66921615600586
2015-11-05,55.273555755615234
2015-11-06,51.341121673583984
2015-11-09,54.343116760253906
2015-11-10,53.43901062011719
2015-11-13,52.99134063720703
2015-11-16,53.48289489746094
2015-11-17,53.24589157104492
2015-11-18,51.7712287902832
2015-11-19,51.68345642089844
2015-11-20,52.04334259033203
2015-11-23,51.63078308105469
2015-11-24,52.65778350830078
2015-11-26,53.03522491455078
2015-11-27,52.54368209838867
2015-11-30,53.01768112182617
2015-12-01,52.49101257324219
2015-12-02,52.1311149597168
2015-12-03,51.90290451049805
2015-12-04,51.5869026184082
2015-12-07,50.990013122558594
2015-12-08,51.007568359375
2015-12-09,50.27901077270508
2015-12-10,50.26145935058594
2015-12-11,50.270233154296875
2015-12-14,51.7712287902832
2015-12-15,51.72734451293945
2015-12-16,51.68345642089844
2015-12-17,51.39378356933594
2015-12-18,51.262123107910156
2015-12-21,51.0953483581543
2015-12-22,51.08656692504883
2015-12-23,51.32356643676758
2015-12-24,52.385677337646484
2015-12-28,52.376895904541016
2015-12-29,52.929893493652344
2015-12-30,53.48289489746094
2015-12-31,52.780677795410156
2016-01-01,52.56123352050781
2016-01-04,52.956233978271484
2016-01-05,53.25467300415039
2016-01-06,53.10544967651367
2016-01-07,52.508567810058594
2016-01-08,52.903568267822266
2016-01-11,52.65778350830078
2016-01-12,53.6496696472168
2016-01-13,51.97312545776367
2016-01-14,50.867122650146484
2016-01-15,50.38434982299805
2016-01-18,48.46201705932617
2016-01-19,47.94412612915039
2016-01-20,46.478240966796875
2016-01-21,48.26890563964844
2016-01-22,49.647010803222656
2016-01-25,53.640892028808594
2016-01-27,53.89544677734375
2016-01-28,53.82522964477539
2016-01-29,55.80900573730469
2016-02-01,56.1162223815918
2016-02-02,54.615230560302734
2016-02-03,52.85967254638672
2016-02-04,53.33367156982422
2016-02-05,53.7462272644043
2016-02-08,54.23778533935547
2016-02-09,54.588890075683594
2016-02-10,54.281673431396484
2016-02-11,51.82389831542969
2016-02-12,49.91034698486328
2016-02-15,53.48289489746094
2016-02-16,52.43833923339844
2016-02-17,51.93800735473633
2016-02-18,52.96500778198242
2016-02-19,53.28978729248047
2016-02-22,53.8515625
2016-02-23,53.55311965942383
2016-02-24,53.57944869995117
2016-02-25,53.71112060546875
2016-02-26,53.842777252197266
2016-02-29,53.913002014160156
2016-03-01,55.36133575439453
2016-03-02,58.7671012878418
2016-03-03,59.565879821777344
2016-03-04,59.6361083984375
2016-03-08,63.0330924987793
2016-03-09,63.261329650878906
2016-03-10,63.22621536254883
2016-03-11,65.77175903320312
2016-03-14,64.99053955078125
2016-03-15,64.85887908935547
2016-03-16,62.62053680419922
2016-03-17,64.08644104003906
2016-03-18,66.83387756347656
2016-03-21,65.80686950683594
2016-03-22,64.25320434570312
2016-03-23,62.137779235839844
2016-03-28,62.29576110839844
2016-03-29,64.85009002685547
2016-03-30,64.47264862060547
2016-03-31,63.92843246459961
2016-04-01,64.42876434326172
2016-04-04,64.72721099853516
2016-04-05,63.17354202270508
2016-04-06,63.9986572265625
2016-04-07,64.28831481933594
2016-04-08,63.085777282714844
2016-04-11,62.42743682861328
2016-04-12,63.59487533569336
2016-04-13,64.7447509765625
2016-04-18,66.62321472167969
2016-04-20,65.76298522949219
2016-04-21,64.21810150146484
2016-04-22,64.1829833984375
2016-04-25,63.357879638671875
2016-04-26,63.56853103637695
2016-04-27,63.41931915283203
2016-04-28,62.725887298583984
2016-04-29,63.5158805847168
2016-05-02,63.06821060180664
2016-05-03,63.234989166259766
2016-05-04,63.78798294067383
2016-05-05,63.66510009765625
2016-05-06,64.42876434326172
2016-05-09,64.33221435546875
2016-05-10,65.29776000976562
2016-05-11,66.13164520263672
2016-05-12,66.70220947265625
2016-05-13,68.4665298461914
2016-05-16,69.958740234375
2016-05-17,69.52864837646484
2016-05-18,69.55497741699219
2016-05-19,69.34430694580078
2016-05-20,69.34430694580078
2016-05-23,70.23087310791016
2016-05-24,68.82642364501953
2016-05-25,67.61508178710938
2016-05-26,68.0013198852539
2016-05-27,67.61508178710938
2016-05-30,70.09918975830078
2016-05-31,68.10663604736328
2016-06-01,68.7474136352539
2016-06-02,68.07154083251953
2016-06-03,69.83586883544922
2016-06-06,69.41453552246094
2016-06-07,72.48674774169922
2016-06-08,72.58329772949219
2016-06-09,71.94251251220703
2016-06-10,73.03097534179688
2016-06-13,72.05664825439453
2016-06-14,72.12686157226562
2016-06-15,71.57386779785156
2016-06-16,72.03031158447266
2016-06-17,74.66363525390625
2016-06-20,73.21529388427734
2016-06-21,72.57452392578125
2016-06-22,73.25920104980469
2016-06-23,72.55697631835938
2016-06-24,72.15318298339844
2016-06-27,71.98641204833984
2016-06-28,73.06608581542969
2016-06-29,74.67240905761719
2016-06-30,75.03231048583984
2016-07-01,75.98907470703125
2016-07-04,78.11328887939453
2016-07-05,78.11328887939453
2016-07-07,76.63862609863281
2016-07-08,77.2706298828125
2016-07-11,79.1666259765625
2016-07-12,79.86006164550781
2016-07-13,79.8073959350586
2016-07-14,79.96540069580078
2016-07-15,80.28141021728516
2016-07-18,78.76285552978516
2016-07-19,79.01739501953125
2016-07-20,79.74595642089844
2016-07-21,79.32462310791016
2016-07-22,79.5265121459961
2016-07-25,80.24628448486328
2016-07-26,80.17605590820312
2016-07-27,83.54672241210938
2016-07-28,83.82318115234375
2016-07-29,84.07290649414062
2016-08-01,83.88561248779297
2016-08-02,82.28032684326172
2016-08-03,81.22796630859375
2016-08-04,81.60252380371094
2016-08-05,81.50443267822266
2016-08-08,81.46875762939453
2016-08-09,81.17445373535156
2016-08-10,81.21012115478516
2016-08-11,81.1922836303711
2016-08-12,81.16554260253906
2016-08-16,81.1833724975586
2016-08-17,81.94142150878906
2016-08-18,81.71846771240234
2016-08-19,81.85224914550781
2016-08-22,82.02169036865234
2016-08-23,82.0662841796875
2016-08-24,86.02601623535156
2016-08-25,84.52774047851562
2016-08-26,82.13762664794922
2016-08-29,84.43856048583984
2016-08-30,85.24120330810547
2016-08-31,86.66812133789062
2016-09-01,85.9725112915039
2016-09-02,83.02053833007812
2016-09-06,84.09965515136719
2016-09-07,84.00155639648438
2016-09-08,84.20667266845703
2016-09-09,83.93021392822266
2016-09-12,83.6180648803711
2016-09-14,83.74293518066406
2016-09-15,85.66036224365234
2016-09-16,85.03607940673828
2016-09-19,83.96588897705078
2016-09-20,84.27803039550781
2016-09-21,84.94689178466797
2016-09-22,83.36835479736328
2016-09-23,83.08297729492188
2016-09-26,82.04844665527344
2016-09-27,82.226806640625
2016-09-28,81.3260726928711
2016-09-29,81.16554260253906
2016-09-30,80.45206451416016
2016-10-03,81.14769744873047
2016-10-04,81.54010009765625
2016-10-05,81.95034790039062
2016-10-06,81.68280029296875
2016-10-07,83.573486328125
2016-10-10,82.11088562011719
2016-10-13,82.89569091796875
2016-10-14,81.90576171875
2016-10-17,81.49551391601562
2016-10-18,82.19115447998047
2016-10-19,81.20121002197266
2016-10-20,81.17445373535156
2016-10-21,81.38850402832031
2016-10-24,82.11979675292969
2016-10-25,81.33497619628906
2016-10-26,80.8623046875
2016-10-27,80.96932983398438
2016-10-28,80.33612823486328
2016-11-01,81.56685638427734
2016-11-02,80.43424987792969
2016-11-03,80.62151336669922
2016-11-04,79.1767578125
2016-11-07,79.52456665039062
2016-11-08,79.23917388916016
2016-11-09,79.57807159423828
2016-11-10,80.8623046875
2016-11-11,77.34850311279297
2016-11-15,74.07546997070312
2016-11-16,73.71875762939453
2016-11-17,71.32864379882812
2016-11-18,72.82691955566406
2016-11-21,69.2149887084961
