Date,SCYR.MC
2015-08-24,1.6724368333816528
2015-08-25,1.7517671585083008
2015-08-26,1.7127524614334106
2015-08-27,1.7732254266738892
2015-08-28,1.813541054725647
2015-08-31,1.77517569065094
2015-09-01,1.8011856079101562
2015-09-02,1.7875314950942993
2015-09-03,1.8011856079101562
2015-09-04,1.6971462965011597
2015-09-07,1.6821906566619873
2015-09-08,1.6314716339111328
2015-09-09,1.6483782529830933
2015-09-10,1.590505599975586
2015-09-11,1.5579930543899536
2015-09-14,1.5040231943130493
2015-09-15,1.4953831434249878
2015-09-16,1.4754444360733032
2015-09-17,1.5452288389205933
2015-09-18,1.4648102521896362
2015-09-21,1.428921103477478
2015-09-22,1.3498320579528809
2015-09-23,1.3471735715866089
2015-09-24,1.3544844388961792
2015-09-25,1.3511611223220825
2015-09-28,1.3039740324020386
2015-09-29,1.309955358505249
2015-09-30,1.312613844871521
2015-10-01,1.3285646438598633
2015-10-02,1.3717641830444336
2015-10-05,1.434238076210022
2015-10-06,1.4621524810791016
2015-10-07,1.5193090438842773
2015-10-08,1.5565272569656372
2015-10-09,1.5977340936660767
2015-10-12,1.5565272569656372
2015-10-13,1.5352596044540405
2015-10-14,1.555198073387146
2015-10-15,1.5345947742462158
2015-10-16,1.5465586185455322
2015-10-19,1.5166505575180054
2015-10-20,1.4834197759628296
2015-10-21,1.4887369871139526
2015-10-22,1.5013641119003296
2015-10-23,1.4987057447433472
2015-10-26,1.508675217628479
2015-10-27,1.4209460020065308
2015-10-28,1.4880719184875488
2015-10-29,1.4614877700805664
2015-10-30,1.5259549617767334
2015-11-02,1.583776831626892
2015-11-03,1.6269761323928833
2015-11-04,1.6176717281341553
2015-11-05,1.5658318996429443
2015-11-06,1.6096965074539185
2015-11-09,1.624982237815857
2015-11-10,1.61235511302948
2015-11-11,1.6050442457199097
2015-11-12,1.5166505575180054
2015-11-13,1.4661401510238647
2015-11-16,1.4614877700805664
2015-11-17,1.5133275985717773
2015-11-18,1.5618447065353394
2015-11-19,1.5804532766342163
2015-11-20,1.5405763387680054
2015-11-23,1.535923957824707
2015-11-24,1.5545332431793213
2015-11-25,1.5332661867141724
2015-11-26,1.5478872060775757
2015-11-27,1.548552393913269
2015-11-30,1.5997275114059448
2015-12-01,1.5884287357330322
2015-12-02,1.538582682609558
2015-12-03,1.5073457956314087
2015-12-04,1.4834197759628296
2015-12-07,1.4169584512710571
2015-12-08,1.3518259525299072
2015-12-09,1.379075288772583
2015-12-10,1.342521071434021
2015-12-11,1.30264413356781
2015-12-14,1.209598422050476
2015-12-15,1.232195496559143
2015-12-16,1.2534629106521606
2015-12-17,1.2295368909835815
2015-12-18,1.2594448328018188
2015-12-21,1.2428290843963623
2015-12-22,1.2800472974777222
2015-12-23,1.3159366846084595
2015-12-24,1.3265702724456787
2015-12-28,1.2780535221099854
2015-12-29,1.2561213970184326
2015-12-30,1.2302017211914062
2015-12-31,1.205610990524292
2016-01-04,1.177696704864502
2016-01-05,1.1956413984298706
2016-01-06,1.151776909828186
2016-01-07,1.0853157043457031
2016-01-08,1.0786693096160889
2016-01-11,1.0434449911117554
2016-01-12,1.0314816236495972
2016-01-13,1.0487613677978516
2016-01-14,1.0786693096160889
2016-01-15,1.0102143287658691
2016-01-18,0.947740375995636
2016-01-19,0.9337832927703857
2016-01-20,0.9118509888648987
2016-01-21,0.9630265831947327
2016-01-22,1.0228415727615356
2016-01-25,1.0115431547164917
2016-01-26,1.0241707563400269
2016-01-27,1.0168604850769043
2016-01-28,1.0228415727615356
2016-01-29,1.0255002975463867
2016-02-01,1.0168604850769043
2016-02-02,0.936441957950592
2016-02-03,0.8766267895698547
2016-02-04,0.9743249416351318
2016-02-05,1.003568172454834
2016-02-08,0.9490694403648376
2016-02-09,0.8932417631149292
2016-02-10,0.8905830979347229
2016-02-11,0.8600111603736877
2016-02-12,0.8892541527748108
2016-02-15,0.9470757842063904
2016-02-16,0.9610327482223511
2016-02-17,0.9882815480232239
2016-02-18,0.9643554091453552
2016-02-19,0.9424232244491577
2016-02-22,0.9909399747848511
2016-02-23,0.9570443034172058
2016-02-24,0.9537220001220703
2016-02-25,0.9304600358009338
2016-02-26,0.9650201201438904
2016-02-29,1.0853157043457031
2016-03-01,1.1231986284255981
2016-03-02,1.1484534740447998
2016-03-03,1.2348541021347046
2016-03-04,1.2375118732452393
2016-03-07,1.2527985572814941
2016-03-08,1.2262142896652222
2016-03-09,1.202952265739441
2016-03-10,1.188331127166748
2016-03-11,1.225549340248108
2016-03-14,1.2242196798324585
2016-03-15,1.1710504293441772
2016-03-16,1.1923186779022217
2016-03-17,1.2062758207321167
2016-03-18,1.2282078266143799
2016-03-21,1.200293779373169
2016-03-22,1.177032709121704
2016-03-23,1.1491183042526245
2016-03-24,1.1251922845840454
2016-03-29,1.1145588159561157
2016-03-30,1.1424720287322998
2016-03-31,1.1278510093688965
2016-04-01,1.1570940017700195
2016-04-04,1.156429409980774
2016-04-05,1.0500911474227905
2016-04-06,1.0401215553283691
2016-04-07,1.01619553565979
2016-04-08,1.0667061805725098
2016-04-11,1.1032600402832031
2016-04-12,1.097278118133545
2016-04-13,1.156429409980774
2016-04-14,1.168392539024353
2016-04-15,1.160416841506958
2016-04-18,1.1497830152511597
2016-04-19,1.177032709121704
2016-04-20,1.1896600723266602
2016-04-21,1.2076044082641602
2016-04-22,1.2195680141448975
2016-04-25,1.1763675212860107
2016-04-26,1.274730920791626
2016-04-27,1.2753950357437134
2016-04-28,1.2581150531768799
2016-04-29,1.2355180978775024
2016-05-02,1.2109274864196777
2016-05-03,1.1471246480941772
2016-05-04,1.1298450231552124
2016-05-05,1.1710504293441772
2016-05-06,1.1551001071929932
2016-05-09,1.0946203470230103
2016-05-10,1.0926264524459839
2016-05-11,1.0859804153442383
2016-05-12,1.0899678468704224
2016-05-13,1.0806633234024048
2016-05-16,1.118546485900879
2016-05-17,1.1265209913253784
2016-05-18,1.1325033903121948
2016-05-19,1.0859804153442383
2016-05-20,1.1032600402832031
2016-05-23,1.1198755502700806
2016-05-24,1.1577584743499756
2016-05-25,1.2494752407073975
2016-05-26,1.2248845100402832
2016-05-27,1.2262142896652222
2016-05-30,1.2242196798324585
2016-05-31,1.2142510414123535
2016-06-01,1.156429409980774
2016-06-02,1.2016233205795288
2016-06-03,1.1557644605636597
2016-06-06,1.16905677318573
2016-06-07,1.203616976737976
2016-06-08,1.2016233205795288
2016-06-09,1.166398286819458
2016-06-10,1.0341404676437378
2016-06-13,0.9643554091453552
2016-06-14,0.9284662008285522
2016-06-15,0.9523929953575134
2016-06-16,0.9118509888648987
2016-06-17,1.0334752798080444
2016-06-20,1.1012663841247559
2016-06-21,1.0387924909591675
2016-06-22,1.0168604850769043
2016-06-23,1.053413987159729
2016-06-24,0.9304600358009338
2016-06-27,0.8972291350364685
2016-06-28,0.9085278511047363
2016-06-29,0.945081889629364
2016-06-30,0.9696726202964783
2016-07-01,0.9842941164970398
2016-07-04,0.9703375697135925
2016-07-05,0.9437520503997803
2016-07-06,0.923149585723877
2016-07-07,0.9510632157325745
2016-07-08,0.9769834876060486
2016-07-11,0.996921956539154
2016-07-12,1.0500911474227905
2016-07-13,1.041451334953308
2016-07-14,1.0720233917236328
2016-07-15,1.0487613677978516
2016-07-18,1.0640474557876587
2016-07-19,1.0587308406829834
2016-07-20,1.034805178642273
2016-07-21,1.066042184829712
2016-07-22,1.0500911474227905
2016-07-25,1.0514202117919922
2016-07-26,1.0181896686553955
2016-07-27,1.0580661296844482
2016-07-28,1.030152678489685
2016-07-29,1.0467675924301147
2016-08-01,1.0367989540100098
2016-08-02,0.9869526624679565
2016-08-03,0.9902759790420532
2016-08-04,1.0015735626220703
2016-08-05,1.0128722190856934
2016-08-08,1.041451334953308
2016-08-09,1.0441089868545532
2016-08-10,1.0633834600448608
2016-08-11,1.0746819972991943
2016-08-12,1.0866446495056152
2016-08-15,1.097278118133545
2016-08-16,1.1032600402832031
2016-08-17,1.0713584423065186
2016-08-18,1.0879743099212646
2016-08-19,1.0760107040405273
2016-08-22,1.076675534248352
2016-08-23,1.0986077785491943
2016-08-24,1.1325033903121948
2016-08-25,1.1099061965942383
2016-08-26,1.1172170639038086
2016-08-29,1.1158875226974487
2016-08-30,1.1231986284255981
2016-08-31,1.119211196899414
2016-09-01,1.1677277088165283
2016-09-02,1.1763675212860107
2016-09-05,1.1909890174865723
2016-09-06,1.1830137968063354
2016-09-07,1.1909890174865723
2016-09-08,1.2228906154632568
2016-09-09,1.2421642541885376
2016-09-12,1.2169095277786255
2016-09-13,1.1750386953353882
2016-09-14,1.1697216033935547
2016-09-15,1.1697216033935547
2016-09-16,1.1551001071929932
2016-09-19,1.1697216033935547
2016-09-20,1.1178812980651855
2016-09-21,1.143136978149414
2016-09-22,1.1697216033935547
2016-09-23,1.1637402772903442
2016-09-26,1.1630754470825195
2016-09-27,1.13914954662323
2016-09-28,1.1737092733383179
2016-09-29,1.2494752407073975
2016-09-30,1.248146414756775
2016-10-03,1.2700783014297485
2016-10-04,1.284035563468933
2016-10-05,1.3146076202392578
2016-10-06,1.3445149660110474
2016-10-07,1.3139429092407227
2016-10-10,1.3225829601287842
2016-10-11,1.305967926979065
2016-10-12,1.3398627042770386
2016-10-13,1.3166013956069946
2016-10-14,1.3265702724456787
2016-10-17,1.3252414464950562
2016-10-18,1.3498320579528809
2016-10-19,1.3671118021011353
2016-10-20,1.3571429252624512
2016-10-21,1.3611305952072144
2016-10-24,1.393032431602478
2016-10-25,1.4030011892318726
2016-10-26,1.4030011892318726
2016-10-27,1.4056599140167236
2016-10-28,1.4023364782333374
2016-10-31,1.3843917846679688
2016-11-01,1.3611305952072144
2016-11-02,1.312613844871521
2016-11-03,1.2993216514587402
2016-11-04,1.289352297782898
2016-11-07,1.3172662258148193
2016-11-08,1.30264413356781
2016-11-09,1.3405274152755737
2016-11-10,1.3465094566345215
2016-11-11,1.305967926979065
2016-11-14,1.3431862592697144
2016-11-15,1.3491674661636353
2016-11-16,1.305967926979065
2016-11-17,1.2827057838439941
2016-11-18,1.2674201726913452
2016-11-21,1.266090989112854
2016-11-22,1.2959980964660645
2016-11-23,1.311284065246582
2016-11-24,1.3053030967712402
2016-11-25,1.2906818389892578
2016-11-28,1.276059627532959
2016-11-29,1.276059627532959
2016-11-30,1.3092905282974243
2016-12-01,1.3471735715866089
2016-12-02,1.3292289972305298
2016-12-05,1.3624597787857056
2016-12-06,1.3657828569412231
2016-12-07,1.373093843460083
2016-12-08,1.4056599140167236
2016-12-09,1.442214012145996
2016-12-12,1.4754444360733032
2016-12-13,1.499370813369751
2016-12-14,1.4987057447433472
2016-12-15,1.508675217628479
2016-12-16,1.5259549617767334
2016-12-19,1.5352596044540405
2016-12-20,1.555198073387146
2016-12-21,1.528613805770874
2016-12-22,1.5100040435791016
2016-12-23,1.5119980573654175
2016-12-27,1.5206379890441895
2016-12-28,1.4980409145355225
2016-12-29,1.4887369871139526
2016-12-30,1.4754444360733032
2017-01-02,1.5638381242752075
2017-01-03,1.5684902667999268
2017-01-04,1.5618447065353394
2017-01-05,1.5618447065353394
2017-01-06,1.5638381242752075
2017-01-09,1.5684902667999268
2017-01-10,1.5884287357330322
2017-01-11,1.5718131065368652
2017-01-12,1.5658318996429443
2017-01-13,1.5751367807388306
2017-01-16,1.5512105226516724
2017-01-17,1.5538685321807861
2017-01-18,1.5598504543304443
2017-01-19,1.577795386314392
2017-01-20,1.595075011253357
2017-01-23,1.61235511302948
2017-01-24,1.626312017440796
2017-01-25,1.6695115566253662
2017-01-26,1.661536455154419
2017-01-27,1.6548901796340942
2017-01-30,1.615013837814331
2017-01-31,1.595075011253357
2017-02-01,1.6063735485076904
2017-02-02,1.6083673238754272
2017-02-03,1.6136835813522339
2017-02-06,1.5791239738464355
2017-02-07,1.5618447065353394
2017-02-08,1.5698195695877075
2017-02-09,1.595075011253357
2017-02-10,1.5884287357330322
2017-02-13,1.6283055543899536
2017-02-14,1.6342872381210327
2017-02-15,1.6522318124771118
2017-02-16,1.615013837814331
2017-02-17,1.6130197048187256
2017-02-20,1.601721167564392
2017-02-21,1.6203299760818481
2017-02-22,1.5904228687286377
2017-02-23,1.5219676494598389
2017-02-24,1.5073457956314087
2017-02-27,1.528613805770874
2017-02-28,1.545893669128418
2017-03-01,1.6030502319335938
2017-03-02,1.5983976125717163
2017-03-03,1.5944104194641113
2017-03-06,1.5751367807388306
2017-03-07,1.5678256750106812
2017-03-08,1.5618447065353394
2017-03-09,1.5605146884918213
2017-03-10,1.5751367807388306
2017-03-13,1.5771303176879883
2017-03-14,1.5392472743988037
2017-03-15,1.562508463859558
2017-03-16,1.5904228687286377
2017-03-17,1.5817826986312866
2017-03-20,1.5817826986312866
2017-03-21,1.5591859817504883
2017-03-22,1.5638381242752075
2017-03-23,1.567160725593567
2017-03-24,1.5698195695877075
2017-03-27,1.5465586185455322
2017-03-28,1.5452288389205933
2017-03-29,1.545893669128418
2017-03-30,1.5771303176879883
