Date,GSK.L
2017-01-20,1550.3280029296875
2017-01-23,1530.7803955078125
2017-01-24,1527.2718505859375
2017-01-25,1525.767822265625
2017-01-26,1532.7850341796875
2017-01-27,1523.762939453125
2017-01-30,1537.2965087890625
2017-01-31,1531.782958984375
2017-02-01,1538.7996826171875
2017-02-02,1541.306396484375
2017-02-03,1551.3314208984375
2017-02-06,1559.852294921875
2017-02-07,1566.3682861328125
2017-02-08,1566.3682861328125
2017-02-09,1580.904296875
2017-02-10,1594.938720703125
2017-02-13,1583.91162109375
2017-02-14,1580.904296875
2017-02-15,1598.447509765625
2017-02-16,1621.0030517578125
2017-02-17,1643.558837890625
2017-02-20,1640.551513671875
2017-02-21,1649.573486328125
2017-02-22,1657.593505859375
2017-02-23,1636.8243408203125
2017-02-24,1643.8426513671875
2017-02-27,1648.85595703125
2017-02-28,1652.364990234375
2017-03-01,1670.9140625
2017-03-02,1679.9376220703125
2017-03-03,1692.4710693359375
2017-03-06,1688.9615478515625
2017-03-07,1679.4365234375
2017-03-08,1675.9267578125
2017-03-09,1675.9267578125
2017-03-10,1676.9296875
2017-03-13,1681.94287109375
2017-03-14,1692.9722900390625
2017-03-15,1686.95654296875
2017-03-16,1694.9775390625
2017-03-17,1691.9698486328125
2017-03-20,1692.9722900390625
2017-03-21,1684.951171875
2017-03-22,1674.9248046875
2017-03-23,1679.4365234375
2017-03-24,1674.9248046875
2017-03-27,1681.4417724609375
2017-03-28,1681.4417724609375
2017-03-29,1682.9459228515625
2017-03-30,1683.4473876953125
2017-03-31,1663.8953857421875
2017-04-03,1661.3885498046875
2017-04-04,1665.3994140625
2017-04-05,1667.4049072265625
2017-04-06,1637.8262939453125
2017-04-07,1641.3360595703125
2017-04-10,1642.33837890625
2017-04-11,1649.3570556640625
2017-04-12,1649.8583984375
2017-04-13,1651.3624267578125
2017-04-18,1590.701904296875
2017-04-19,1578.169189453125
2017-04-20,1566.638671875
2017-04-21,1569.646728515625
2017-04-24,1589.1982421875
2017-04-25,1603.235595703125
2017-04-26,1570.14794921875
2017-04-27,1562.6282958984375
2017-04-28,1554.1055908203125
2017-05-02,1576.1639404296875
2017-05-03,1573.6571044921875
2017-05-04,1592.7073974609375
2017-05-05,1592.205810546875
2017-05-08,1594.712646484375
2017-05-09,1604.238037109375
2017-05-10,1629.30419921875
2017-05-11,1632.0478515625
2017-05-12,1669.6527099609375
2017-05-15,1663.13427734375
2017-05-16,1672.1591796875
2017-05-17,1664.637939453125
2017-05-18,1642.57666015625
2017-05-19,1652.1036376953125
2017-05-22,1646.5880126953125
2017-05-23,1634.0528564453125
2017-05-24,1638.06396484375
2017-05-25,1622.520751953125
2017-05-26,1648.0919189453125
2017-05-30,1677.6746826171875
2017-05-31,1708.2598876953125
2017-06-01,1708.2598876953125
2017-06-02,1710.766845703125
2017-06-05,1695.7247314453125
2017-06-06,1705.7529296875
2017-06-07,1693.2178955078125
2017-06-08,1685.69677734375
2017-06-09,1702.7445068359375
2017-06-12,1700.2373046875
2017-06-13,1688.705810546875
2017-06-14,1689.2066650390625
2017-06-15,1688.705810546875
2017-06-16,1689.708251953125
2017-06-19,1700.2373046875
2017-06-20,1697.73046875
2017-06-21,1687.702880859375
2017-06-22,1726.8116455078125
2017-06-23,1713.2734375
2017-06-26,1713.953369140625
2017-06-27,1704.778076171875
2017-06-28,1668.1478271484375
2017-06-29,1651.1005859375
2017-06-30,1640.069580078125
2017-07-03,1634.5545654296875
2017-07-04,1633.050537109375
2017-07-05,1630.0421142578125
2017-07-06,1612.4931640625
2017-07-07,1619.0115966796875
2017-07-10,1620.5152587890625
2017-07-11,1607.47900390625
2017-07-12,1632.548828125
2017-07-13,1622.520751953125
2017-07-14,1612.9942626953125
2017-07-17,1605.4735107421875
2017-07-18,1604.4708251953125
2017-07-19,1615.0003662109375
2017-07-20,1629.5406494140625
2017-07-21,1619.5125732421875
2017-07-24,1599.9581298828125
2017-07-25,1590.431396484375
2017-07-26,1549.818359375
2017-07-27,1535.277587890625
2017-07-28,1522.7430419921875
2017-07-31,1518.7318115234375
2017-08-01,1520.737548828125
2017-08-02,1521.23876953125
2017-08-03,1532.269775390625
2017-08-04,1538.2862548828125
2017-08-07,1530.764892578125
2017-08-08,1538.2862548828125
2017-08-09,1512.7152099609375
2017-08-10,1487.877685546875
2017-08-11,1479.3525390625
2017-08-14,1484.8687744140625
2017-08-15,1498.91015625
2017-08-16,1508.4385986328125
2017-08-17,1510.4443359375
2017-08-18,1494.39697265625
2017-08-21,1483.8660888671875
2017-08-22,1508.4385986328125
2017-08-23,1521.4764404296875
2017-08-24,1527.4942626953125
2017-08-25,1523.9840087890625
2017-08-29,1502.9222412109375
2017-08-30,1521.4764404296875
2017-08-31,1538.0252685546875
2017-09-01,1537.0224609375
2017-09-04,1519.97216796875
2017-09-05,1517.96630859375
2017-09-06,1510.4443359375
2017-09-07,1514.9571533203125
2017-09-08,1498.4091796875
2017-09-11,1502.4202880859375
2017-09-12,1500.916015625
2017-09-13,1495.3997802734375
2017-09-14,1484.8687744140625
2017-09-15,1458.290771484375
2017-09-18,1461.299560546875
2017-09-19,1456.2847900390625
2017-09-20,1458.290771484375
2017-09-21,1472.3321533203125
2017-09-22,1478.349853515625
2017-09-25,1484.3671875
2017-09-26,1486.373291015625
2017-09-27,1490.38525390625
2017-09-28,1486.373291015625
2017-09-29,1492.8924560546875
2017-10-02,1524.98681640625
2017-10-03,1524.4854736328125
2017-10-04,1515.458984375
2017-10-05,1527.995849609375
2017-10-06,1533.010009765625
2017-10-09,1527.4942626953125
2017-10-10,1519.97216796875
2017-10-11,1521.4764404296875
2017-10-12,1532.007568359375
2017-10-13,1520.473876953125
2017-10-16,1523.4822998046875
2017-10-17,1520.473876953125
2017-10-18,1538.0252685546875
2017-10-19,1540.5325927734375
2017-10-20,1527.995849609375
2017-10-23,1523.9840087890625
2017-10-24,1516.963623046875
2017-10-25,1433.216552734375
2017-10-26,1384.072265625
2017-10-27,1370.532470703125
2017-10-30,1376.550048828125
2017-10-31,1361.505859375
2017-11-01,1355.4884033203125
2017-11-02,1362.5086669921875
2017-11-03,1365.01611328125
2017-11-06,1364.5147705078125
2017-11-07,1346.962890625
2017-11-08,1366.5208740234375
2017-11-09,1350.7066650390625
2017-11-10,1322.1182861328125
2017-11-13,1323.12109375
2017-11-14,1315.095947265625
2017-11-15,1311.5853271484375
2017-11-16,1322.1182861328125
2017-11-17,1312.0869140625
2017-11-20,1317.6038818359375
2017-11-21,1307.071533203125
2017-11-22,1306.5694580078125
2017-11-23,1309.5789794921875
2017-11-24,1301.5540771484375
2017-11-27,1324.6260986328125
2017-11-28,1340.67578125
2017-11-29,1311.5853271484375
2017-11-30,1283.4981689453125
2017-12-01,1294.030517578125
2017-12-04,1294.5323486328125
2017-12-05,1282.9962158203125
2017-12-06,1281.9930419921875
2017-12-07,1279.4852294921875
2017-12-08,1291.5225830078125
2017-12-11,1307.071533203125
2017-12-12,1318.607421875
2017-12-13,1323.3641357421875
2017-12-14,1294.5323486328125
2017-12-15,1299.0458984375
2017-12-18,1308.07421875
2017-12-19,1314.093017578125
2017-12-20,1314.093017578125
2017-12-21,1324.1241455078125
2017-12-22,1306.068359375
2017-12-27,1314.5948486328125
2017-12-28,1314.093017578125
2017-12-29,1326.6322021484375
2018-01-02,1325.93017578125
2018-01-03,1347.39697265625
2018-01-04,1343.78564453125
2018-01-05,1365.252197265625
2018-01-08,1357.6290283203125
2018-01-09,1351.0081787109375
2018-01-10,1335.15869140625
2018-01-11,1334.757568359375
2018-01-12,1357.2269287109375
2018-01-15,1357.2269287109375
2018-01-16,1359.2333984375
2018-01-17,1363.4466552734375
2018-01-18,1357.42822265625
2018-01-19,1362.2427978515625
2018-01-22,1359.4342041015625
2018-01-23,1368.6629638671875
2018-01-24,1351.2088623046875
2018-01-25,1339.1712646484375
2018-01-26,1359.2333984375
2018-01-29,1353.2147216796875
2018-01-30,1345.189697265625
2018-01-31,1324.52587890625
2018-02-01,1313.6917724609375
2018-02-02,1314.8956298828125
2018-02-05,1284.400634765625
2018-02-06,1246.68310546875
2018-02-07,1289.416259765625
2018-02-08,1307.873779296875
2018-02-09,1295.033203125
2018-02-12,1296.6385498046875
2018-02-13,1295.033203125
2018-02-14,1294.8331298828125
2018-02-15,1304.463623046875
2018-02-16,1322.719970703125
2018-02-19,1312.6888427734375
2018-02-20,1329.1402587890625
2018-02-21,1328.738525390625
2018-02-22,1307.3529052734375
2018-02-23,1300.3297119140625
2018-02-26,1305.34619140625
2018-02-27,1308.1551513671875
2018-02-28,1311.56689453125
2018-03-01,1308.7578125
2018-03-02,1294.3096923828125
2018-03-05,1313.1724853515625
2018-03-06,1320.998291015625
2018-03-07,1325.4127197265625
2018-03-08,1351.29931640625
2018-03-09,1340.463134765625
2018-03-12,1342.47021484375
2018-03-13,1320.798095703125
2018-03-14,1313.3729248046875
2018-03-15,1315.5802001953125
2018-03-16,1327.8212890625
2018-03-19,1306.1488037109375
2018-03-20,1301.734130859375
2018-03-21,1300.530029296875
2018-03-22,1278.05517578125
2018-03-23,1319.9951171875
2018-03-26,1292.5037841796875
2018-03-27,1355.51318359375
2018-03-28,1402.0682373046875
2018-03-29,1398.6568603515625
2018-04-03,1382.6033935546875
2018-04-04,1400.0616455078125
2018-04-05,1424.7432861328125
2018-04-06,1427.3524169921875
2018-04-09,1426.1485595703125
2018-04-10,1450.22900390625
2018-04-11,1442.001220703125
2018-04-12,1434.3760986328125
2018-04-13,1424.7432861328125
2018-04-16,1413.305908203125
2018-04-17,1417.3193359375
2018-04-18,1426.349365234375
2018-04-19,1412.1015625
2018-04-20,1434.77685546875
2018-04-23,1449.827392578125
2018-04-24,1467.084716796875
2018-04-25,1416.9178466796875
2018-04-26,1441.60009765625
2018-04-27,1470.0946044921875
2018-04-30,1466.2821044921875
2018-05-01,1472.7039794921875
2018-05-02,1464.877197265625
2018-05-03,1457.453125
2018-05-04,1474.108154296875
2018-05-08,1476.3154296875
2018-05-09,1483.53955078125
2018-05-10,1482.17041015625
2018-05-11,1471.533203125
2018-05-14,1481.5684814453125
2018-05-15,1475.1461181640625
2018-05-16,1483.3743896484375
2018-05-17,1495.61767578125
2018-05-18,1493.4097900390625
2018-05-21,1502.0399169921875
2018-05-22,1514.4832763671875
2018-05-23,1512.8775634765625
2018-05-24,1499.4306640625
2018-05-25,1505.251220703125
2018-05-29,1502.8424072265625
2018-05-30,1530.5394287109375
2018-05-31,1529.3349609375
2018-06-01,1528.1309814453125
2018-06-04,1532.14501953125
2018-06-05,1525.3211669921875
2018-06-06,1521.30712890625
2018-06-07,1525.1201171875
2018-06-08,1533.3489990234375
2018-06-11,1541.377197265625
2018-06-12,1547.5987548828125
2018-06-13,1550.609130859375
2018-06-14,1585.731689453125
2018-06-15,1561.447265625
2018-06-18,1558.236083984375
2018-06-19,1555.4261474609375
2018-06-20,1555.4261474609375
2018-06-21,1543.7855224609375
2018-06-22,1551.412109375
2018-06-25,1506.2545166015625
2018-06-26,1510.26806640625
2018-06-27,1523.1131591796875
2018-06-28,1512.6768798828125
2018-06-29,1535.1552734375
2018-07-02,1522.511474609375
2018-07-03,1548.40185546875
2018-07-04,1551.412109375
2018-07-05,1545.7923583984375
2018-07-06,1553.21826171875
2018-07-09,1558.0352783203125
2018-07-10,1569.073974609375
2018-07-11,1558.637451171875
2018-07-12,1582.118896484375
2018-07-13,1581.5169677734375
2018-07-16,1553.21826171875
2018-07-17,1566.464599609375
2018-07-18,1569.2742919921875
2018-07-19,1563.4539794921875
2018-07-20,1555.2252197265625
2018-07-23,1570.0775146484375
2018-07-24,1562.25
2018-07-25,1547.7996826171875
2018-07-26,1541.5777587890625
2018-07-27,1558.837890625
2018-07-30,1570.478515625
2018-07-31,1587.1370849609375
2018-08-01,1577.9044189453125
2018-08-02,1539.3702392578125
2018-08-03,1558.637451171875
2018-08-06,1583.925537109375
2018-08-07,1609.4146728515625
2018-08-08,1618.4459228515625
2018-08-09,1595.197265625
2018-08-10,1570.10595703125
2018-08-13,1556.4566650390625
2018-08-14,1565.6903076171875
2018-08-15,1596.2008056640625
2018-08-16,1615.872314453125
2018-08-17,1622.89794921875
2018-08-20,1625.306640625
2018-08-21,1618.6827392578125
2018-08-22,1621.091552734375
2018-08-23,1605.8358154296875
2018-08-24,1608.846923828125
2018-08-28,1608.2447509765625
2018-08-29,1605.8358154296875
2018-08-30,1596.6025390625
2018-08-31,1566.0911865234375
2018-09-03,1590.3797607421875
2018-09-04,1577.3323974609375
2018-09-05,1558.865478515625
2018-09-06,1530.963623046875
2018-09-07,1530.562255859375
2018-09-10,1515.7083740234375
2018-09-11,1499.650146484375
2018-09-12,1507.8798828125
2018-09-13,1501.0552978515625
2018-09-14,1489.6136474609375
2018-09-17,1493.02587890625
2018-09-18,1492.2227783203125
2018-09-19,1502.2598876953125
2018-09-20,1491.2197265625
2018-09-21,1536.9859619140625
2018-09-24,1528.3543701171875
2018-09-25,1540.7994384765625
2018-09-26,1544.2119140625
2018-09-27,1547.6243896484375
2018-09-28,1542.4056396484375
2018-10-01,1537.5880126953125
2018-10-02,1544.2119140625
2018-10-03,1559.8685302734375
2018-10-04,1535.9822998046875
2018-10-05,1512.8983154296875
2018-10-08,1492.6246337890625
2018-10-09,1491.6204833984375
2018-10-10,1489.01123046875
2018-10-11,1456.8944091796875
2018-10-12,1434.6136474609375
2018-10-15,1468.9381103515625
2018-10-16,1491.4200439453125
2018-10-17,1499.8509521484375
2018-10-18,1516.10986328125
2018-10-19,1563.28125
2018-10-22,1545.416259765625
2018-10-23,1549.029541015625
2018-10-24,1558.26318359375
2018-10-25,1537.78857421875
2018-10-26,1514.905517578125
2018-10-29,1536.7847900390625
2018-10-30,1543.2083740234375
2018-10-31,1516.711669921875
2018-11-01,1517.71533203125
2018-11-02,1485.3983154296875
2018-11-05,1512.697265625
2018-11-06,1507.8798828125
2018-11-07,1536.9859619140625
2018-11-08,1565.8907470703125
2018-11-09,1576.127685546875
2018-11-12,1578.738037109375
2018-11-13,1585.1607666015625
2018-11-14,1557.25927734375
2018-11-15,1568.5379638671875
2018-11-16,1567.935546875
2018-11-19,1574.560791015625
2018-11-20,1588.21240234375
2018-11-21,1582.1893310546875
2018-11-22,1570.9466552734375
2018-11-23,1588.0118408203125
2018-11-26,1580.3829345703125
2018-11-27,1569.9429931640625
2018-11-28,1591.8260498046875
2018-11-29,1603.6708984375
2018-11-30,1627.761962890625
2018-12-03,1503.6925048828125
2018-12-04,1516.7418212890625
2018-12-05,1464.34326171875
2018-12-06,1423.3880615234375
2018-12-07,1442.862060546875
2018-12-10,1475.1846923828125
2018-12-11,1485.6240234375
2018-12-12,1484.8209228515625
2018-12-13,1487.832275390625
2018-12-14,1485.6240234375
2018-12-17,1473.1767578125
2018-12-18,1453.7032470703125
2018-12-19,1508.71142578125
2018-12-20,1505.9005126953125
2018-12-21,1518.9501953125
2018-12-24,1503.0899658203125
2018-12-27,1481.6090087890625
2018-12-28,1512.7264404296875
2018-12-31,1496.866455078125
2019-01-02,1506.101318359375
2019-01-03,1512.7264404296875
2019-01-04,1524.3707275390625
2019-01-07,1520.1541748046875
2019-01-08,1524.97314453125
2019-01-09,1542.8404541015625
2019-01-10,1541.8369140625
2019-01-11,1530.995849609375
2019-01-14,1496.4649658203125
2019-01-15,1514.3328857421875
2019-01-16,1490.0404052734375
2019-01-17,1487.43115234375
2019-01-18,1504.2943115234375
2019-01-21,1497.669677734375
2019-01-22,1496.4649658203125
2019-01-23,1480.8052978515625
2019-01-24,1465.146728515625
2019-01-25,1445.8731689453125
2019-01-28,1441.456298828125
2019-01-29,1457.718017578125
2019-01-30,1486.4268798828125
2019-01-31,1482.8134765625
2019-02-01,1489.036865234375
2019-02-04,1485.6240234375
2019-02-05,1528.3856201171875
2019-02-06,1553.88232421875
2019-02-07,1552.276123046875
2019-02-08,1570.74609375
2019-02-11,1555.889892578125
2019-02-12,1552.6776123046875
2019-02-13,1552.8785400390625
2019-02-14,1571.95068359375
2019-02-15,1587.0074462890625
2019-02-18,1576.9697265625
2019-02-19,1576.5682373046875
2019-02-20,1579.9810791015625
2019-02-21,1544.1240234375
2019-02-22,1542.3170166015625
2019-02-25,1540.5101318359375
2019-02-26,1518.2216796875
2019-02-27,1506.9766845703125
2019-02-28,1503.3626708984375
2019-03-01,1516.4141845703125
2019-03-04,1514.40625
2019-03-05,1522.037109375
2019-03-06,1515.20947265625
2019-03-07,1515.41064453125
2019-03-08,1518.4227294921875
2019-03-11,1516.0128173828125
2019-03-12,1518.0203857421875
2019-03-13,1512.398193359375
2019-03-14,1514.8079833984375
2019-03-15,1507.579345703125
2019-03-18,1518.623291015625
2019-03-19,1509.185546875
2019-03-20,1530.6707763671875
2019-03-21,1572.23583984375
