Date,HINDZINC.NS
2015-08-21,67.40314483642578
2015-08-24,60.178749084472656
2015-08-25,62.242862701416016
2015-08-26,62.43946075439453
2015-08-27,63.9138298034668
2015-08-28,64.72472381591797
2015-08-31,62.48859786987305
2015-09-01,61.80055618286133
2015-09-02,62.881771087646484
2015-09-03,65.53563690185547
2015-09-04,64.92131805419922
2015-09-07,64.0612564086914
2015-09-08,64.13497924804688
2015-09-09,66.3465347290039
2015-09-10,64.82300567626953
2015-09-11,63.9138298034668
2015-09-14,66.81340026855469
2015-09-15,66.56768798828125
2015-09-16,65.28990173339844
2015-09-18,66.76426696777344
2015-09-21,66.69054412841797
2015-09-22,66.00251770019531
2015-09-23,66.54310607910156
2015-09-24,70.4010238647461
2015-09-28,67.64888763427734
2015-09-29,66.22366333007812
2015-09-30,68.70551300048828
2015-10-01,68.01747131347656
2015-10-05,70.2781753540039
2015-10-06,70.47476196289062
2015-10-07,72.90746307373047
2015-10-08,71.23650360107422
2015-10-09,73.93951416015625
2015-10-12,72.83373260498047
2015-10-13,75.09443664550781
2015-10-14,74.25896453857422
2015-10-15,72.34228515625
2015-10-16,75.80705261230469
2015-10-19,77.64999389648438
2015-10-20,78.26432800292969
2015-10-21,79.787841796875
2015-10-23,78.221435546875
2015-10-26,78.221435546875
2015-10-27,79.19110107421875
2015-10-28,78.44520568847656
2015-10-29,77.40092468261719
2015-10-30,78.14681243896484
2015-11-02,77.47550964355469
2015-11-03,78.44520568847656
2015-11-04,77.99764251708984
2015-11-05,77.10255432128906
2015-11-06,76.08313751220703
2015-11-09,77.32633972167969
2015-11-10,71.98062896728516
2015-11-13,72.25411987304688
2015-11-16,71.8314208984375
2015-11-17,73.37297821044922
2015-11-18,70.06611633300781
2015-11-19,71.18497467041016
2015-11-20,70.48880004882812
2015-11-23,70.83686828613281
2015-11-24,70.36447143554688
2015-11-26,70.58824920654297
2015-11-27,70.88660430908203
2015-11-30,71.40874481201172
2015-12-01,73.04976654052734
2015-12-02,71.95574951171875
2015-12-03,71.40874481201172
2015-12-04,73.24867248535156
2015-12-07,73.04976654052734
2015-12-08,70.7374267578125
2015-12-09,71.01092529296875
2015-12-10,71.01092529296875
2015-12-11,69.54398345947266
2015-12-14,70.24015045166016
2015-12-15,72.40330505371094
2015-12-16,73.52217864990234
2015-12-17,74.16864013671875
2015-12-18,72.42816925048828
2015-12-21,73.72108459472656
2015-12-22,71.88117218017578
2015-12-23,72.97517395019531
2015-12-24,74.01944732666016
2015-12-28,73.42272186279297
2015-12-29,72.60221099853516
2015-12-30,72.82598876953125
2015-12-31,72.80113220214844
2016-01-01,74.16864013671875
2016-01-04,72.12980651855469
2016-01-05,75.2129135131836
2016-01-06,72.4530258178711
2016-01-07,69.17100524902344
2016-01-08,70.041259765625
2016-01-11,69.64342498779297
2016-01-12,70.4390640258789
2016-01-13,70.58824920654297
2016-01-14,70.5633773803711
2016-01-15,69.7179946899414
2016-01-18,69.12126922607422
2016-01-19,69.12126922607422
2016-01-20,69.29533386230469
2016-01-21,70.4142074584961
2016-01-22,72.08006286621094
2016-01-25,75.18804931640625
2016-01-27,79.43975067138672
2016-01-28,81.82667541503906
2016-01-29,80.06134033203125
2016-02-01,79.58892822265625
2016-02-02,77.50038146972656
2016-02-03,77.00311279296875
2016-02-04,80.26024627685547
2016-02-05,83.66658782958984
2016-02-08,83.3930892944336
2016-02-09,81.55316162109375
2016-02-10,80.732666015625
2016-02-11,80.13594055175781
2016-02-12,78.56952667236328
2016-02-15,83.51739501953125
2016-02-16,82.27421569824219
2016-02-17,81.18022155761719
2016-02-18,82.27421569824219
2016-02-19,81.65263366699219
2016-02-22,81.4537124633789
2016-02-23,81.47857666015625
2016-02-24,81.50343322753906
2016-02-25,81.47857666015625
2016-02-26,80.98129272460938
2016-02-29,79.73812866210938
2016-03-01,81.05590057373047
2016-03-02,80.58348846435547
2016-03-03,84.63627624511719
2016-03-04,86.2524185180664
2016-03-08,86.6999740600586
2016-03-09,85.58111572265625
2016-03-10,84.41251373291016
2016-03-11,84.11412811279297
2016-03-14,84.76061248779297
2016-03-15,85.33246612548828
2016-03-16,84.13900756835938
2016-03-17,84.08928680419922
2016-03-18,85.28274536132812
2016-03-21,85.30760955810547
2016-03-22,84.53681945800781
2016-03-23,84.31306457519531
2016-03-28,83.54226684570312
2016-03-29,84.51194763183594
2016-03-30,87.04805755615234
2016-03-31,91.29978942871094
2016-04-01,91.89649963378906
2016-04-04,93.58724212646484
2016-04-05,92.8661880493164
2016-04-06,80.65807342529297
2016-04-07,79.81268310546875
2016-04-08,79.61380767822266
2016-04-11,79.68839263916016
2016-04-12,79.34030151367188
2016-04-13,82.52285766601562
2016-04-18,84.01469421386719
2016-04-20,86.99832153320312
2016-04-21,86.60052490234375
2016-04-22,85.58111572265625
2016-04-25,84.28819274902344
2016-04-26,85.7800064086914
2016-04-27,85.97891998291016
2016-04-28,85.58111572265625
2016-04-29,85.58111572265625
2016-05-02,86.74969482421875
2016-05-03,86.05352020263672
2016-05-04,82.47312927246094
2016-05-05,83.41795349121094
2016-05-06,84.51194763183594
2016-05-09,84.41251373291016
2016-05-10,82.69690704345703
2016-05-11,83.46769714355469
2016-05-12,83.54226684570312
2016-05-13,82.77149963378906
2016-05-16,83.11959075927734
2016-05-17,83.7163314819336
2016-05-18,83.51739501953125
2016-05-19,82.9455337524414
2016-05-20,80.28512573242188
2016-05-23,82.8460922241211
2016-05-24,82.82122802734375
2016-05-25,83.0201416015625
2016-05-26,83.0201416015625
2016-05-27,83.79090118408203
2016-05-30,85.65570068359375
2016-05-31,84.90978240966797
2016-06-01,83.96495056152344
2016-06-02,83.66658782958984
2016-06-03,83.44282531738281
2016-06-06,84.48709106445312
2016-06-07,85.28274536132812
2016-06-08,84.66114807128906
2016-06-09,87.8934326171875
2016-06-10,86.2275619506836
2016-06-13,87.52047729492188
2016-06-14,87.81883239746094
2016-06-15,86.99832153320312
2016-06-16,85.45677947998047
2016-06-17,85.50650024414062
2016-06-20,87.84371185302734
2016-06-21,88.0426254272461
2016-06-22,87.023193359375
2016-06-23,86.99832153320312
2016-06-24,84.36277770996094
2016-06-27,83.6417236328125
2016-06-28,85.35731506347656
2016-06-29,88.0426254272461
2016-06-30,89.78306579589844
2016-07-01,88.14208984375
2016-07-04,91.9710922241211
2016-07-05,92.12028503417969
2016-07-07,92.94078826904297
