Date,BLAU3.SA
2021-04-19,36.99248123168945
2021-04-20,37.847537994384766
2021-04-22,37.80253601074219
2021-04-23,38.252567291259766
2021-04-26,37.80253601074219
2021-04-27,36.45244598388672
2021-04-28,37.80253601074219
2021-04-29,37.68552780151367
2021-04-30,38.70259094238281
2021-05-03,38.9276123046875
2021-05-04,37.892539978027344
2021-05-05,37.766536712646484
2021-05-06,37.622528076171875
2021-05-07,38.70259094238281
2021-05-10,38.07255935668945
2021-05-11,38.252567291259766
2021-05-12,37.343502044677734
2021-05-13,37.172489166259766
2021-05-14,38.243568420410156
2021-05-17,37.79354476928711
2021-05-18,36.89347457885742
2021-05-19,37.30751037597656
2021-05-20,37.08248519897461
2021-05-21,38.153560638427734
2021-05-24,38.58559036254883
2021-05-25,37.55051803588867
2021-05-26,39.15262985229492
2021-05-27,39.0626220703125
2021-05-28,41.67280197143555
2021-05-31,43.19390106201172
2021-06-01,42.12282180786133
2021-06-02,42.617855072021484
2021-06-04,43.19390106201172
2021-06-07,42.44684982299805
2021-06-08,42.93288803100586
2021-06-09,42.04182434082031
2021-06-10,41.47478103637695
2021-06-11,40.61072540283203
2021-06-14,42.01482009887695
2021-06-15,41.303768157958984
2021-06-16,39.962684631347656
2021-06-17,41.40278244018555
2021-06-18,41.438785552978516
2021-06-21,41.06975555419922
2021-06-22,41.85280227661133
2021-06-23,42.716861724853516
2021-06-24,44.27396774291992
2021-06-25,43.6439323425293
2021-06-28,43.09489440917969
2021-06-29,43.409915924072266
2021-06-30,44.80500411987305
2021-07-01,43.58992385864258
2021-07-02,44.10295867919922
2021-07-05,44.06696319580078
2021-07-06,43.78738021850586
2021-07-07,43.373199462890625
2021-07-08,44.12053298950195
2021-07-12,44.09353256225586
2021-07-13,44.147552490234375
2021-07-14,45.9213752746582
2021-07-15,47.272003173828125
2021-07-16,48.568607330322266
2021-07-19,47.30801773071289
2021-07-20,46.371585845947266
2021-07-21,46.56067657470703
2021-07-22,46.82179641723633
2021-07-23,46.07443618774414
2021-07-26,46.371585845947266
2021-07-27,46.82179641723633
2021-07-28,45.471168518066406
2021-07-29,46.09245681762695
2021-07-30,46.371585845947266
2021-08-02,44.57074737548828
2021-08-03,44.80485153198242
2021-08-04,45.291080474853516
2021-08-05,45.831336975097656
2021-08-06,45.912376403808594
2021-08-09,46.82179641723633
2021-08-10,45.64224624633789
2021-08-11,45.291080474853516
2021-08-12,45.68726348876953
2021-08-13,46.4886360168457
2021-08-16,43.580284118652344
2021-08-17,42.319698333740234
2021-08-18,42.319698333740234
2021-08-19,43.22011947631836
2021-08-20,44.894893646240234
2021-08-23,44.6337776184082
2021-08-24,44.84087371826172
2021-08-25,44.51671600341797
2021-08-26,44.12053298950195
2021-08-27,46.767765045166016
2021-08-30,46.54266357421875
2021-08-31,46.146480560302734
2021-09-01,46.20051193237305
2021-09-02,45.4261474609375
2021-09-03,44.12053298950195
2021-09-06,45.228050231933594
2021-09-08,44.12053298950195
2021-09-09,44.57074737548828
2021-09-10,46.31755828857422
2021-09-13,45.39012145996094
2021-09-14,45.69626998901367
2021-09-15,44.12053298950195
2021-09-16,43.967464447021484
2021-09-17,43.15708541870117
2021-09-20,41.87849807739258
2021-09-21,42.499786376953125
2021-09-22,42.59882354736328
2021-09-23,42.499786376953125
2021-09-24,42.14414596557617
2021-09-27,42.29756164550781
2021-09-28,40.91681671142578
2021-09-29,39.69852066040039
2021-09-30,41.27779769897461
2021-10-01,40.31217956542969
2021-10-04,39.851932525634766
2021-10-05,38.534366607666016
2021-10-06,37.48753356933594
2021-10-07,37.2077751159668
2021-10-08,36.9550895690918
2021-10-11,35.989479064941406
2021-10-13,35.87215805053711
2021-10-14,35.339717864990234
2021-10-15,35.5923957824707
2021-10-18,34.65386199951172
2021-10-19,33.67921829223633
2021-10-20,33.05653381347656
2021-10-21,31.549448013305664
2021-10-22,30.051393508911133
2021-10-25,33.15580368041992
2021-10-26,33.480674743652344
2021-10-27,33.80556106567383
2021-10-28,33.43555450439453
2021-10-29,34.11238479614258
2021-11-01,34.18458938598633
2021-11-03,34.563602447509766
2021-11-04,32.47896957397461
2021-11-05,32.45188522338867
2021-11-08,33.84165954589844
2021-11-09,33.39043426513672
2021-11-10,34.41921615600586
2021-11-11,34.825321197509766
2021-11-12,34.85240173339844
2021-11-16,33.84165954589844
2021-11-17,32.38872146606445
2021-11-18,33.10165023803711
2021-11-19,34.41019058227539
2021-11-22,34.83433151245117
2021-11-23,34.3289680480957
2021-11-24,32.66847610473633
2021-11-25,33.53483200073242
2021-11-26,32.0457878112793
2021-11-29,33.10165023803711
2021-11-30,30.412370681762695
2021-12-01,30.051393508911133
2021-12-02,30.240903854370117
2021-12-03,32.686527252197266
2021-12-06,32.41734313964844
2021-12-07,32.23623275756836
2021-12-08,35.26970291137695
2021-12-09,34.18308639526367
2021-12-10,35.22443389892578
2021-12-13,34.47285842895508
