Date,BP.L
2017-10-20,489.70831298828125
2017-10-23,488.76251220703125
2017-10-24,494.0389099121094
2017-10-25,485.5767517089844
2017-10-26,487.8167419433594
2017-10-27,495.6816101074219
2017-10-30,499.364990234375
2017-10-31,507.9267883300781
2017-11-01,511.70977783203125
2017-11-02,515.7916870117188
2017-11-03,514.4973754882812
2017-11-06,518.7779541015625
2017-11-07,522.3622436523438
2017-11-08,521.7647705078125
2017-11-09,512.3799438476562
2017-11-10,504.71307373046875
2017-11-13,504.71307373046875
2017-11-14,500.8299560546875
2017-11-15,492.864501953125
2017-11-16,489.0311279296875
2017-11-17,490.97259521484375
2017-11-20,489.8773193359375
2017-11-21,492.1673889160156
2017-11-22,495.70220947265625
2017-11-23,498.739013671875
2017-11-24,499.1372375488281
2017-11-27,494.059326171875
2017-11-28,499.23687744140625
2017-11-29,492.3665771484375
2017-11-30,486.9900207519531
2017-12-01,489.8773193359375
2017-12-04,490.8731689453125
2017-12-05,489.6283874511719
2017-12-06,492.1177062988281
2017-12-07,486.0938720703125
2017-12-08,490.6241149902344
2017-12-11,496.548583984375
2017-12-12,508.79534912109375
2017-12-13,505.5076599121094
2017-12-14,501.82562255859375
2017-12-15,503.02044677734375
2017-12-18,507.5010986328125
2017-12-19,505.6092529296875
2017-12-20,506.50537109375
2017-12-21,517.2587890625
2017-12-22,514.9688720703125
2017-12-27,516.4622192382812
2017-12-28,516.3626708984375
2017-12-29,520.4450073242188
2018-01-02,515.2672729492188
2018-01-03,521.9384765625
2018-01-04,527.71337890625
2018-01-05,527.315185546875
2018-01-08,525.1246337890625
2018-01-09,525.7222290039062
2018-01-10,528.2112426757812
2018-01-11,530.7005615234375
2018-01-12,532.49267578125
2018-01-15,530.40185546875
2018-01-16,516.0638427734375
2018-01-17,514.072509765625
2018-01-18,514.2716674804688
2018-01-19,507.7001647949219
2018-01-22,513.57470703125
2018-01-23,513.4752807617188
2018-01-24,513.27587890625
2018-01-25,514.4708862304688
2018-01-26,514.072509765625
2018-01-29,513.3756713867188
2018-01-30,505.7087707519531
2018-01-31,498.9382019042969
2018-02-01,499.33642578125
2018-02-02,487.3384094238281
2018-02-05,479.9703369140625
2018-02-06,472.9508056640625
2018-02-07,482.9076232910156
2018-02-08,479.0245056152344
2018-02-09,468.0221252441406
2018-02-12,476.7342529296875
2018-02-13,473.896728515625
2018-02-14,472.85113525390625
2018-02-15,467.79400634765625
2018-02-16,471.4288024902344
2018-02-19,472.0760803222656
2018-02-20,473.02215576171875
2018-02-21,470.23388671875
2018-02-22,471.9267883300781
2018-02-23,474.11767578125
2018-02-26,478.847900390625
2018-02-27,476.20892333984375
2018-02-28,473.1715087890625
2018-03-01,471.6279602050781
2018-03-02,462.1675720214844
2018-03-05,468.1923828125
2018-03-06,471.17987060546875
2018-03-07,469.6363525390625
2018-03-08,473.02215576171875
2018-03-09,476.20892333984375
2018-03-12,475.95989990234375
2018-03-13,472.02630615234375
2018-03-14,462.8148498535156
2018-03-15,462.6156005859375
2018-03-16,471.7773132324219
2018-03-19,457.83575439453125
2018-03-20,461.9683532714844
2018-03-21,470.731689453125
2018-03-22,461.37078857421875
2018-03-23,460.5243835449219
2018-03-26,467.5948181152344
2018-03-27,473.37066650390625
2018-03-28,469.4371032714844
2018-03-29,477.2545471191406
2018-04-03,477.50347900390625
2018-04-04,479.79376220703125
2018-04-05,497.7188720703125
2018-04-06,496.32476806640625
2018-04-09,491.494873046875
2018-04-10,503.0964050292969
2018-04-11,503.79351806640625
2018-04-12,502.3992919921875
2018-04-13,502.2001037597656
2018-04-16,494.2833251953125
2018-04-17,494.63177490234375
2018-04-18,507.47802734375
2018-04-19,514.3493041992188
2018-04-20,516.042236328125
2018-04-23,519.427978515625
2018-04-24,531.3780517578125
2018-04-25,521.8181762695312
2018-04-26,533.0711669921875
2018-04-27,535.1622924804688
2018-04-30,535.7598266601562
2018-05-01,545.41943359375
2018-05-02,545.12060546875
2018-05-03,541.6353149414062
2018-05-04,555.7763671875
2018-05-08,548.1082763671875
2018-05-09,569.6182250976562
2018-05-10,561.7245483398438
2018-05-11,562.2227783203125
2018-05-14,568.1984252929688
2018-05-15,574.871337890625
2018-05-16,573.5765991210938
2018-05-17,581.64404296875
2018-05-18,583.9348754882812
2018-05-21,590.4083862304688
2018-05-22,586.0261840820312
2018-05-23,574.6721801757812
2018-05-24,564.2144775390625
2018-05-25,552.8605346679688
2018-05-29,556.9440307617188
2018-05-30,571.186279296875
2018-05-31,573.9751586914062
2018-06-01,574.3734130859375
2018-06-04,576.5646362304688
2018-06-05,574.6721801757812
2018-06-06,574.57275390625
2018-06-07,587.2212524414062
2018-06-08,581.44482421875
2018-06-11,584.2333374023438
2018-06-12,576.166259765625
2018-06-13,570.987060546875
2018-06-14,583.1378784179688
2018-06-15,562.7206420898438
2018-06-18,569.4929809570312
2018-06-19,568.3975830078125
2018-06-20,562.1231079101562
2018-06-21,557.24267578125
2018-06-22,574.273681640625
2018-06-25,554.7529296875
2018-06-26,561.1270141601562
2018-06-27,579.9508666992188
2018-06-28,580.1499633789062
2018-06-29,575.9669799804688
2018-07-02,570.887451171875
2018-07-03,579.054443359375
2018-07-04,577.6599731445312
2018-07-05,580.1499633789062
2018-07-06,576.763671875
2018-07-09,582.241455078125
2018-07-10,587.1218872070312
2018-07-11,568.3975830078125
2018-07-12,569.0947875976562
2018-07-13,568.4971923828125
2018-07-16,555.2508544921875
2018-07-17,557.9400634765625
2018-07-18,559.9320678710938
2018-07-19,567.6008911132812
2018-07-20,565.011474609375
2018-07-23,564.613037109375
2018-07-24,565.8082275390625
2018-07-25,563.7167358398438
2018-07-26,562.2227783203125
2018-07-27,565.011474609375
2018-07-30,563.2186279296875
2018-07-31,570.987060546875
2018-08-01,560.927978515625
2018-08-02,553.9561767578125
2018-08-03,558.23876953125
2018-08-06,564.5133666992188
2018-08-07,573.9751586914062
2018-08-08,574.3734130859375
2018-08-09,562.2005615234375
2018-08-10,553.8331909179688
2018-08-13,556.124267578125
2018-08-14,553.1357421875
2018-08-15,542.8759155273438
2018-08-16,546.4617919921875
2018-08-17,546.4617919921875
2018-08-20,549.7490844726562
2018-08-21,549.4503173828125
2018-08-22,552.4385375976562
2018-08-23,555.3272094726562
2018-08-24,561.5032348632812
2018-08-28,557.5187377929688
2018-08-29,552.4385375976562
2018-08-30,554.3311157226562
2018-08-31,545.1668090820312
2018-09-03,551.5420532226562
2018-09-04,550.7451782226562
2018-09-05,544.1708984375
2018-09-06,539.0908203125
2018-09-07,534.8074951171875
2018-09-10,536.4013671875
2018-09-11,541.8797607421875
2018-09-12,550.7451782226562
2018-09-13,546.8603515625
2018-09-14,548.2550048828125
2018-09-17,546.5615844726562
2018-09-18,547.9559936523438
2018-09-19,551.2432861328125
2018-09-20,553.3352661132812
2018-09-21,564.7902221679688
2018-09-24,567.878173828125
2018-09-25,584.41357421875
2018-09-26,583.7161254882812
2018-09-27,590.9876708984375
2018-09-28,587.00341796875
2018-10-01,592.979736328125
2018-10-02,594.67333984375
2018-10-03,595.5699462890625
2018-10-04,595.96826171875
2018-10-05,586.206298828125
2018-10-08,574.3526611328125
2018-10-09,576.7434692382812
2018-10-10,566.9814453125
2018-10-11,552.2394409179688
2018-10-12,555.8251953125
2018-10-15,557.2197875976562
2018-10-16,557.9170532226562
2018-10-17,556.124267578125
2018-10-18,552.3389282226562
2018-10-19,555.3272094726562
2018-10-22,548.6533813476562
2018-10-23,531.1217651367188
2018-10-24,530.8230590820312
2018-10-25,533.412841796875
2018-10-26,526.0418090820312
2018-10-29,533.1143798828125
2018-10-30,543.8721923828125
2018-10-31,565.0890502929688
2018-11-01,539.3896484375
2018-11-02,531.2215576171875
2018-11-05,539.9871826171875
2018-11-06,537.4969482421875
2018-11-07,542.1785888671875
2018-11-08,527.01611328125
2018-11-09,521.9351806640625
2018-11-12,526.1194458007812
2018-11-13,511.5743103027344
2018-11-14,510.1794128417969
2018-11-15,525.0235595703125
2018-11-16,522.931396484375
2018-11-19,520.7395629882812
2018-11-20,517.0535278320312
2018-11-21,528.7095947265625
2018-11-22,523.2302856445312
2018-11-23,510.677490234375
2018-11-26,522.8316650390625
2018-11-27,522.3334350585938
2018-11-28,521.6361694335938
2018-11-29,520.1419677734375
2018-11-30,518.0496215820312
2018-12-03,530.0048828125
2018-12-04,534.986328125
2018-12-05,525.0235595703125
2018-12-06,501.4123840332031
2018-12-07,512.869140625
2018-12-10,507.1907043457031
2018-12-11,514.8617553710938
2018-12-12,514.5628051757812
2018-12-13,512.271484375
2018-12-14,510.7772521972656
2018-12-17,506.6925354003906
2018-12-18,495.4349060058594
2018-12-19,500.6154479980469
2018-12-20,490.5533447265625
2018-12-21,493.34283447265625
2018-12-24,497.02886962890625
2018-12-27,484.0279235839844
2018-12-28,500.8147277832031
2018-12-31,494.090087890625
2019-01-02,505.3973083496094
2019-01-03,506.7922058105469
2019-01-04,518.8468017578125
2019-01-07,518.8468017578125
2019-01-08,517.8506469726562
2019-01-09,520.9388427734375
2019-01-10,525.0235595703125
2019-01-11,519.2453002929688
2019-01-14,518.8468017578125
2019-01-15,520.7395629882812
2019-01-16,514.0648803710938
2019-01-17,509.08349609375
2019-01-18,521.33740234375
2019-01-21,520.1419677734375
2019-01-22,510.677490234375
2019-01-23,506.5929260253906
2019-01-24,509.98016357421875
2019-01-25,504.99896240234375
2019-01-28,493.0439453125
2019-01-29,501.1135559082031
2019-01-30,509.4820556640625
2019-01-31,518.1494140625
2019-02-01,519.544189453125
2019-02-04,518.1494140625
2019-02-05,544.9485473632812
2019-02-06,551.9224853515625
2019-02-07,545.2472534179688
2019-02-08,541.9596557617188
2019-02-11,542.2586059570312
2019-02-12,543.1552734375
2019-02-13,549.1328735351562
2019-02-14,538.9470825195312
2019-02-15,541.5376586914062
2019-02-18,536.0576782226562
2019-02-19,534.8617553710938
2019-02-20,537.45263671875
2019-02-21,536.954345703125
2019-02-22,535.16064453125
2019-02-25,535.0614013671875
2019-02-26,531.0756225585938
2019-02-27,532.0720825195312
2019-02-28,532.4705810546875
2019-03-01,531.0756225585938
2019-03-04,534.1643676757812
2019-03-05,536.3562622070312
2019-03-06,536.0576782226562
2019-03-07,538.7477416992188
2019-03-08,532.3709106445312
2019-03-11,533.6661376953125
2019-03-12,534.6626586914062
2019-03-13,545.822021484375
2019-03-14,547.9147338867188
2019-03-15,542.5340576171875
2019-03-18,551.9998168945312
2019-03-19,556.4834594726562
2019-03-20,554.1918334960938
2019-03-21,561.7642211914062
2019-03-22,550.1065063476562
2019-03-25,546.220703125
2019-03-26,548.6119995117188
2019-03-27,543.8294067382812
2019-03-28,548.6119995117188
2019-03-29,556.4834594726562
2019-04-01,557.180908203125
2019-04-02,561.7642211914062
2019-04-03,558.2769775390625
2019-04-04,557.5794677734375
2019-04-05,566.547119140625
2019-04-08,576.1123657226562
2019-04-09,571.9276123046875
2019-04-10,574.11962890625
2019-04-11,570.5325317382812
2019-04-12,568.5397338867188
2019-04-15,567.842529296875
2019-04-16,566.0487670898438
2019-04-17,569.9348754882812
2019-04-18,565.6502685546875
2019-04-23,580.3968505859375
2019-04-24,568.1412353515625
2019-04-25,567.2445068359375
2019-04-26,554.0921020507812
2019-04-29,550.5052490234375
2019-04-30,556.981689453125
2019-05-01,550.0068969726562
2019-05-02,545.5233154296875
2019-05-03,546.1210327148438
2019-05-07,531.2747802734375
2019-05-08,536.3562622070312
2019-05-09,523.6810913085938
2019-05-10,522.3856201171875
2019-05-13,524.478271484375
2019-05-14,532.74951171875
2019-05-15,537.5330200195312
2019-05-16,547.7975463867188
