Date,ORSTED.CO
2016-06-09,226.44198608398438
2016-06-10,221.1759033203125
2016-06-13,214.15444946289062
2016-06-14,218.8939208984375
2016-06-15,222.49244689941406
2016-06-16,220.12266540527344
2016-06-17,225.12547302246094
2016-06-20,226.88084411621094
2016-06-21,225.82760620117188
2016-06-22,226.88084411621094
2016-06-23,225.21324157714844
2016-06-24,210.64370727539062
2016-06-27,207.1329803466797
2016-06-28,210.64370727539062
2016-06-29,211.96023559570312
2016-06-30,210.9070281982422
2016-07-01,211.52139282226562
2016-07-04,210.64370727539062
2016-07-05,212.3990936279297
2016-07-06,210.2048797607422
2016-07-07,216.69972229003906
2016-07-08,222.05357360839844
2016-07-11,219.859375
2016-07-12,218.5428466796875
2016-07-13,221.1759033203125
2016-07-14,222.49244689941406
2016-07-15,222.66796875
2016-07-18,223.37013244628906
2016-07-19,222.843505859375
2016-07-20,232.9368438720703
2016-07-21,228.19735717773438
2016-07-22,232.4980010986328
2016-07-25,232.58578491210938
2016-07-26,237.8518524169922
2016-07-27,237.9396209716797
2016-07-28,238.20291137695312
2016-07-29,237.8518524169922
2016-08-01,238.55398559570312
2016-08-02,238.7295379638672
2016-08-03,247.41864013671875
2016-08-04,245.2244110107422
2016-08-05,242.24029541015625
2016-08-08,244.8733367919922
2016-08-09,243.99562072753906
2016-08-10,239.60720825195312
2016-08-11,238.9051055908203
2016-08-12,237.06195068359375
2016-08-15,236.0965118408203
2016-08-16,234.60438537597656
2016-08-17,231.7080841064453
2016-08-18,232.4980010986328
2016-08-19,235.5698699951172
2016-08-22,237.50079345703125
2016-08-23,238.11512756347656
2016-08-24,242.59132385253906
2016-08-25,240.13385009765625
2016-08-26,241.01153564453125
2016-08-29,236.9741973876953
2016-08-30,236.8863983154297
2016-08-31,232.32247924804688
2016-09-01,232.58578491210938
2016-09-02,236.5353240966797
2016-09-05,240.48492431640625
2016-09-06,243.99562072753906
2016-09-07,239.60720825195312
2016-09-08,239.7827606201172
2016-09-09,238.20291137695312
2016-09-12,236.00869750976562
2016-09-13,234.34112548828125
2016-09-14,234.5166778564453
2016-09-15,235.7454376220703
2016-09-16,236.0965118408203
2016-09-19,236.5353240966797
2016-09-20,236.0965118408203
2016-09-21,235.21881103515625
2016-09-22,236.9741973876953
2016-09-23,235.21881103515625
2016-09-26,235.7454376220703
2016-09-27,235.5698699951172
2016-09-28,234.60438537597656
2016-09-29,239.9582977294922
2016-09-30,241.3625946044922
2016-10-03,240.48492431640625
2016-10-04,244.78558349609375
2016-10-05,243.73236083984375
2016-10-06,240.8359832763672
2016-10-07,232.58578491210938
2016-10-10,233.02459716796875
2016-10-11,231.53253173828125
2016-10-12,230.3915557861328
2016-10-13,229.95272827148438
2016-10-14,234.34112548828125
2016-10-17,232.84906005859375
2016-10-18,235.04327392578125
2016-10-19,236.9741973876953
2016-10-20,235.21881103515625
2016-10-21,236.3597869873047
2016-10-24,236.9741973876953
2016-10-25,235.6576690673828
2016-10-26,235.48211669921875
2016-10-27,235.30657958984375
2016-10-28,234.34112548828125
2016-10-31,235.83319091796875
2016-11-01,230.21603393554688
2016-11-02,224.51109313964844
2016-11-03,223.98448181152344
2016-11-04,221.1759033203125
2016-11-07,222.93125915527344
2016-11-08,224.68663024902344
2016-11-09,218.98171997070312
2016-11-10,210.99478149414062
2016-11-11,215.29544067382812
2016-11-14,217.577392578125
2016-11-15,217.75294494628906
2016-11-16,216.43641662597656
2016-11-17,224.24778747558594
2016-11-18,219.59608459472656
2016-11-21,218.5428466796875
2016-11-22,215.0321044921875
2016-11-23,213.4522705078125
2016-11-24,214.2422332763672
2016-11-25,213.4522705078125
2016-11-28,210.2048797607422
2016-11-29,213.4522705078125
2016-11-30,210.2048797607422
2016-12-01,202.3057403564453
2016-12-02,205.3776092529297
2016-12-05,205.6409149169922
2016-12-06,212.3990936279297
2016-12-07,213.7156219482422
2016-12-08,204.9387969970703
2016-12-09,212.4868621826172
2016-12-12,213.10122680664062
2016-12-13,213.5400848388672
2016-12-14,212.0480194091797
2016-12-15,210.38043212890625
2016-12-16,215.90982055664062
2016-12-19,214.41773986816406
2016-12-20,218.279541015625
2016-12-21,229.07505798339844
2016-12-22,233.11239624023438
2016-12-23,233.81454467773438
2016-12-27,231.7080841064453
2016-12-28,233.28790283203125
2016-12-29,234.86773681640625
2016-12-30,234.86773681640625
2017-01-02,236.7986297607422
2017-01-03,235.30657958984375
2017-01-04,228.8994903564453
2017-01-05,232.9368438720703
2017-01-06,233.46347045898438
2017-01-09,228.811767578125
2017-01-10,224.68663024902344
2017-01-11,227.23190307617188
2017-01-12,227.67074584960938
2017-01-13,230.3915557861328
2017-01-16,230.4793243408203
2017-01-17,233.46347045898438
2017-01-18,227.58297729492188
2017-01-19,228.4606475830078
2017-01-20,228.63621520996094
2017-01-23,228.5484161376953
2017-01-24,227.75851440429688
2017-01-25,224.7744140625
2017-01-26,227.40745544433594
2017-01-27,227.75851440429688
2017-01-30,228.19735717773438
2017-01-31,228.811767578125
2017-02-01,228.72396850585938
2017-02-02,223.4578857421875
2017-02-03,221.1759033203125
2017-02-06,223.98448181152344
2017-02-07,227.23190307617188
2017-02-08,226.88084411621094
2017-02-09,229.86495971679688
2017-02-10,227.75851440429688
2017-02-13,229.95272827148438
2017-02-14,226.88084411621094
2017-02-15,228.72396850585938
2017-02-16,227.75851440429688
2017-02-17,225.82760620117188
2017-02-20,221.87806701660156
2017-02-21,221.61476135253906
2017-02-22,224.33555603027344
2017-02-23,224.8621826171875
2017-02-24,221.70252990722656
2017-02-27,224.59886169433594
2017-02-28,226.70529174804688
2017-03-01,225.91537475585938
2017-03-02,231.3970184326172
2017-03-03,226.9038848876953
2017-03-06,225.55592346191406
2017-03-07,224.38771057128906
2017-03-08,226.45455932617188
2017-03-09,226.27484130859375
2017-03-10,226.45455932617188
2017-03-13,227.44305419921875
2017-03-14,230.049072265625
2017-03-15,230.49839782714844
2017-03-16,232.74497985839844
2017-03-17,231.7564697265625
2017-03-20,232.02606201171875
2017-03-21,231.12742614746094
2017-03-22,230.67813110351562
2017-03-23,232.74497985839844
2017-03-24,238.13674926757812
2017-03-27,234.542236328125
2017-03-28,235.26112365722656
2017-03-29,235.08140563964844
2017-03-30,235.9800262451172
2017-03-31,241.641357421875
2017-04-03,240.83262634277344
2017-04-04,240.9224853515625
2017-04-05,243.52850341796875
2017-04-06,247.12303161621094
2017-04-07,246.2244110107422
2017-04-10,246.7635955810547
2017-04-11,246.8534698486328
2017-04-12,252.06549072265625
2017-04-18,244.42713928222656
2017-04-19,247.21292114257812
2017-04-20,241.73126220703125
2017-04-21,239.93399047851562
2017-04-24,241.551513671875
2017-04-25,241.37181091308594
2017-04-26,245.23590087890625
2017-04-27,240.83262634277344
2017-04-28,241.73126220703125
2017-05-01,243.07919311523438
2017-05-02,242.62989807128906
2017-05-03,241.73126220703125
2017-05-04,242.09071350097656
2017-05-05,245.41563415527344
2017-05-08,247.12303161621094
2017-05-09,248.65069580078125
2017-05-10,253.1438751220703
2017-05-11,252.6945343017578
2017-05-15,254.94110107421875
2017-05-16,252.87423706054688
2017-05-17,248.0216827392578
2017-05-18,247.12303161621094
2017-05-19,249.7290496826172
2017-05-22,251.6161651611328
2017-05-23,253.23367309570312
2017-05-24,254.1323699951172
2017-05-29,255.1207733154297
2017-05-30,259.1646728515625
2017-05-31,259.793701171875
2017-06-01,262.7591857910156
2017-06-02,262.5794982910156
