Date,CHEMPLASTS.NS
2021-08-24,535.5999755859375
2021-08-25,527.7000122070312
2021-08-26,535.3499755859375
2021-08-27,543.0999755859375
2021-08-30,569.0
2021-08-31,576.1500244140625
2021-09-01,600.1500244140625
2021-09-02,614.7999877929688
2021-09-03,606.9500122070312
2021-09-06,584.4000244140625
2021-09-07,582.5499877929688
2021-09-08,578.4500122070312
2021-09-09,577.0499877929688
2021-09-13,560.8499755859375
2021-09-14,558.0
2021-09-15,571.5999755859375
2021-09-16,555.4500122070312
2021-09-17,542.0499877929688
2021-09-20,536.75
2021-09-21,546.4000244140625
2021-09-22,552.1500244140625
2021-09-23,602.2000122070312
2021-09-24,607.9000244140625
2021-09-27,610.2999877929688
2021-09-28,617.4500122070312
2021-09-29,610.25
2021-09-30,612.4500122070312
2021-10-01,601.0
2021-10-04,675.1500244140625
2021-10-05,698.2000122070312
2021-10-06,716.75
2021-10-07,743.7000122070312
2021-10-08,801.75
2021-10-11,775.0999755859375
2021-10-12,771.0999755859375
2021-10-13,764.5499877929688
2021-10-14,763.5499877929688
2021-10-18,802.5
2021-10-19,777.9000244140625
2021-10-20,689.7999877929688
2021-10-21,675.9500122070312
2021-10-22,677.0499877929688
2021-10-25,661.4000244140625
2021-10-26,683.6500244140625
2021-10-27,688.5
2021-10-28,667.0999755859375
2021-10-29,650.5999755859375
2021-11-01,651.75
2021-11-02,661.5999755859375
2021-11-03,660.75
2021-11-04,671.25
2021-11-08,656.5499877929688
2021-11-09,622.0999755859375
2021-11-10,624.9000244140625
2021-11-11,642.5
2021-11-12,653.8499755859375
2021-11-15,663.0
2021-11-16,653.0
2021-11-17,640.7000122070312
2021-11-18,609.5999755859375
2021-11-22,579.9500122070312
2021-11-23,594.2999877929688
2021-11-24,599.2000122070312
2021-11-25,619.7999877929688
2021-11-26,614.6500244140625
2021-11-29,568.4500122070312
2021-11-30,572.5999755859375
2021-12-01,570.2999877929688
2021-12-02,586.8499755859375
2021-12-03,583.9000244140625
2021-12-06,583.0
2021-12-07,600.5499877929688
2021-12-08,599.5499877929688
2021-12-09,589.9500122070312
2021-12-10,587.5
2021-12-13,579.5999755859375
2021-12-14,569.1500244140625
2021-12-15,561.6500244140625
2021-12-16,558.9500122070312
2021-12-17,538.4000244140625
2021-12-20,519.2999877929688
2021-12-21,537.5499877929688
2021-12-22,562.7999877929688
2021-12-23,550.7000122070312
2021-12-24,549.2999877929688
2021-12-27,531.6500244140625
2021-12-28,558.0499877929688
2021-12-29,578.2999877929688
2021-12-30,560.0499877929688
2021-12-31,552.5
2022-01-03,575.0499877929688
2022-01-04,578.7999877929688
2022-01-05,587.5499877929688
2022-01-06,608.1500244140625
2022-01-07,593.3499755859375
2022-01-10,598.6500244140625
2022-01-11,588.5
2022-01-12,603.6500244140625
2022-01-13,599.9000244140625
2022-01-14,609.4000244140625
2022-01-17,605.4500122070312
2022-01-18,614.5
2022-01-19,619.7999877929688
2022-01-20,614.5999755859375
2022-01-21,604.4500122070312
2022-01-24,544.1500244140625
2022-01-25,549.2999877929688
2022-01-27,521.0499877929688
2022-01-28,505.25
2022-01-31,554.0999755859375
2022-02-01,567.4000244140625
2022-02-02,565.3499755859375
2022-02-03,560.5499877929688
2022-02-04,558.5999755859375
2022-02-07,550.7000122070312
2022-02-08,547.5999755859375
2022-02-09,551.0499877929688
2022-02-10,542.0
2022-02-11,539.8499755859375
2022-02-14,497.54998779296875
2022-02-15,509.3999938964844
2022-02-16,516.4000244140625
2022-02-17,517.0499877929688
2022-02-18,523.1500244140625
2022-02-21,500.25
2022-02-22,477.04998779296875
2022-02-23,470.8999938964844
2022-02-24,448.95001220703125
2022-02-25,481.20001220703125
2022-02-28,472.04998779296875
2022-03-02,510.54998779296875
2022-03-03,540.3499755859375
2022-03-04,532.5999755859375
2022-03-07,542.6500244140625
2022-03-08,532.5499877929688
2022-03-09,538.2000122070312
2022-03-10,531.75
2022-03-11,534.0999755859375
2022-03-14,567.1500244140625
2022-03-15,562.5499877929688
2022-03-16,592.6500244140625
2022-03-17,589.9000244140625
2022-03-21,595.4500122070312
2022-03-22,620.0999755859375
2022-03-23,615.7000122070312
2022-03-24,622.2000122070312
2022-03-25,629.0
2022-03-28,618.0999755859375
2022-03-29,636.7000122070312
2022-03-30,669.1500244140625
2022-03-31,665.1500244140625
2022-04-01,650.4500122070312
2022-04-04,639.2000122070312
2022-04-05,635.5499877929688
2022-04-06,636.5999755859375
2022-04-07,633.2000122070312
2022-04-08,631.5499877929688
2022-04-11,621.25
2022-04-12,615.7999877929688
2022-04-13,640.7999877929688
2022-04-18,637.4500122070312
2022-04-19,603.0999755859375
2022-04-20,616.3499755859375
2022-04-21,617.0999755859375
2022-04-22,631.4500122070312
2022-04-25,610.25
2022-04-26,617.8499755859375
2022-04-27,611.25
2022-04-28,605.4000244140625
2022-04-29,594.4000244140625
2022-05-02,573.9500122070312
2022-05-04,553.6500244140625
2022-05-05,556.6500244140625
2022-05-06,552.9500122070312
2022-05-09,557.0999755859375
2022-05-10,518.6500244140625
2022-05-11,508.8500061035156
2022-05-12,483.6499938964844
2022-05-13,515.5
2022-05-16,522.5499877929688
2022-05-17,528.7999877929688
2022-05-18,523.0999755859375
2022-05-19,493.04998779296875
2022-05-20,482.8500061035156
2022-05-23,497.8500061035156
2022-05-24,496.3999938964844
2022-05-25,489.8999938964844
2022-05-26,489.6499938964844
2022-05-27,488.5
2022-05-30,494.95001220703125
2022-05-31,482.29998779296875
2022-06-01,481.8500061035156
2022-06-02,479.8999938964844
2022-06-03,473.8999938964844
2022-06-06,480.6499938964844
2022-06-07,477.29998779296875
2022-06-08,474.3999938964844
2022-06-09,475.75
2022-06-10,468.8999938964844
2022-06-13,451.29998779296875
2022-06-14,435.1000061035156
2022-06-15,431.3999938964844
2022-06-16,409.8999938964844
2022-06-17,391.79998779296875
2022-06-20,391.8999938964844
2022-06-21,400.25
2022-06-22,393.95001220703125
2022-06-23,452.20001220703125
2022-06-24,468.5
2022-06-27,482.1499938964844
2022-06-28,462.6000061035156
2022-06-29,448.70001220703125
2022-06-30,470.1499938964844
2022-07-01,476.0
2022-07-04,495.95001220703125
2022-07-05,488.6499938964844
2022-07-06,490.8999938964844
2022-07-07,484.3999938964844
2022-07-08,484.20001220703125
2022-07-11,482.54998779296875
2022-07-12,467.8500061035156
2022-07-13,463.1000061035156
2022-07-14,463.70001220703125
2022-07-15,467.04998779296875
2022-07-18,473.0
2022-07-19,472.95001220703125
2022-07-20,478.25
2022-07-21,480.8500061035156
2022-07-22,487.3500061035156
2022-07-25,473.29998779296875
2022-07-26,470.20001220703125
2022-07-27,472.1499938964844
2022-07-28,468.8999938964844
2022-07-29,475.70001220703125
2022-08-01,477.25
2022-08-02,476.5
2022-08-03,474.8500061035156
2022-08-04,485.8999938964844
2022-08-05,486.79998779296875
2022-08-08,470.6499938964844
2022-08-10,451.1499938964844
2022-08-11,449.75
2022-08-12,460.25
2022-08-16,453.20001220703125
2022-08-17,450.20001220703125
2022-08-18,436.5
2022-08-19,427.3999938964844
2022-08-22,417.3500061035156
2022-08-23,420.8500061035156
2022-08-24,421.95001220703125
2022-08-25,420.25
2022-08-26,422.0
2022-08-29,424.25
2022-08-30,422.20001220703125
2022-09-01,420.04998779296875
2022-09-02,422.70001220703125
2022-09-05,415.5
2022-09-06,412.20001220703125
2022-09-07,419.45001220703125
2022-09-08,431.95001220703125
2022-09-09,433.0
2022-09-12,419.6499938964844
2022-09-13,431.29998779296875
2022-09-14,426.8999938964844
2022-09-15,428.8500061035156
2022-09-16,435.6499938964844
2022-09-19,422.79998779296875
2022-09-20,441.3999938964844
2022-09-21,433.95001220703125
2022-09-22,433.6000061035156
2022-09-23,425.3500061035156
2022-09-26,407.29998779296875
2022-09-27,411.54998779296875
2022-09-28,407.04998779296875
2022-09-29,415.6499938964844
2022-09-30,419.20001220703125
2022-10-03,414.25
2022-10-04,414.1499938964844
2022-10-06,412.04998779296875
2022-10-07,410.0
2022-10-10,411.20001220703125
2022-10-11,408.25
2022-10-12,401.54998779296875
2022-10-13,400.75
2022-10-14,397.20001220703125
2022-10-17,395.6000061035156
2022-10-18,401.45001220703125
2022-10-19,396.8999938964844
2022-10-20,391.8500061035156
2022-10-21,389.45001220703125
2022-10-24,389.70001220703125
2022-10-25,392.6499938964844
2022-10-27,391.79998779296875
2022-10-28,386.45001220703125
2022-10-31,375.20001220703125
2022-11-01,381.0
2022-11-02,377.95001220703125
2022-11-03,374.54998779296875
2022-11-04,364.95001220703125
2022-11-07,387.75
2022-11-09,383.1000061035156
2022-11-10,373.75
2022-11-11,380.3500061035156
2022-11-14,384.8500061035156
2022-11-15,385.29998779296875
2022-11-16,388.3999938964844
2022-11-17,400.3500061035156
2022-11-18,392.70001220703125
2022-11-21,389.8500061035156
2022-11-22,389.95001220703125
2022-11-23,390.6000061035156
2022-11-24,389.75
2022-11-25,390.45001220703125
2022-11-28,389.1499938964844
2022-11-29,386.20001220703125
2022-11-30,388.3500061035156
2022-12-01,435.29998779296875
2022-12-02,436.75
2022-12-05,440.6499938964844
2022-12-06,433.1000061035156
2022-12-07,424.29998779296875
2022-12-08,466.29998779296875
2022-12-09,458.20001220703125
2022-12-12,483.3500061035156
2022-12-13,473.25
2022-12-14,474.1499938964844
2022-12-15,477.95001220703125
2022-12-16,461.70001220703125
2022-12-19,438.3999938964844
2022-12-20,480.6499938964844
2022-12-21,454.0
2022-12-22,439.75
2022-12-23,419.04998779296875
2022-12-26,455.79998779296875
2022-12-27,461.8999938964844
2022-12-28,462.6000061035156
2022-12-29,452.70001220703125
2022-12-30,459.6499938964844
2023-01-02,446.04998779296875
2023-01-03,463.79998779296875
2023-01-04,463.70001220703125
2023-01-05,466.5
2023-01-06,449.79998779296875
2023-01-09,431.6499938964844
2023-01-10,429.8500061035156
2023-01-11,430.29998779296875
2023-01-12,425.20001220703125
2023-01-13,439.29998779296875
2023-01-16,450.6499938964844
2023-01-17,456.20001220703125
2023-01-18,447.25
2023-01-19,444.79998779296875
2023-01-20,451.1000061035156
2023-01-23,450.45001220703125
2023-01-24,448.0
2023-01-25,446.29998779296875
2023-01-27,432.0
2023-01-30,440.5
2023-01-31,441.95001220703125
2023-02-01,432.04998779296875
2023-02-02,433.79998779296875
2023-02-03,434.29998779296875
2023-02-06,427.29998779296875
2023-02-07,439.6000061035156
2023-02-08,434.20001220703125
2023-02-09,433.79998779296875
2023-02-10,430.70001220703125
2023-02-13,416.8999938964844
2023-02-14,414.8500061035156
2023-02-15,419.3500061035156
2023-02-16,418.1499938964844
2023-02-17,415.95001220703125
2023-02-20,406.1499938964844
2023-02-21,401.04998779296875
2023-02-22,395.8500061035156
2023-02-23,394.95001220703125
2023-02-24,382.8999938964844
2023-02-27,408.3500061035156
2023-02-28,387.6000061035156
2023-03-01,389.8500061035156
2023-03-02,387.5
2023-03-03,402.1499938964844
2023-03-06,397.1000061035156
2023-03-08,400.25
2023-03-09,391.70001220703125
2023-03-10,388.1499938964844
2023-03-13,380.0
2023-03-14,368.3999938964844
2023-03-15,360.8999938964844
2023-03-16,364.95001220703125
2023-03-17,363.3500061035156
2023-03-20,358.95001220703125
2023-03-21,355.1000061035156
2023-03-22,365.45001220703125
2023-03-23,375.8999938964844
2023-03-24,366.1000061035156
2023-03-27,353.8500061035156
2023-03-28,348.75
2023-03-29,345.25
2023-03-31,347.8500061035156
2023-04-03,358.25
2023-04-05,364.04998779296875
2023-04-06,375.5
2023-04-10,403.04998779296875
2023-04-11,407.20001220703125
2023-04-12,405.3999938964844
2023-04-13,409.1000061035156
2023-04-17,408.8999938964844
2023-04-18,417.79998779296875
2023-04-19,420.95001220703125
2023-04-20,423.29998779296875
2023-04-21,426.3999938964844
2023-04-24,427.3999938964844
2023-04-25,430.25
2023-04-26,436.8500061035156
2023-04-27,430.25
2023-04-28,428.8500061035156
2023-05-02,430.04998779296875
2023-05-03,430.70001220703125
2023-05-04,436.1000061035156
2023-05-05,457.54998779296875
2023-05-08,454.95001220703125
2023-05-09,456.79998779296875
2023-05-10,459.29998779296875
2023-05-11,455.1000061035156
2023-05-12,445.04998779296875
2023-05-15,436.25
2023-05-16,432.20001220703125
2023-05-17,448.25
2023-05-18,454.8500061035156
2023-05-19,465.95001220703125
2023-05-22,440.3999938964844
2023-05-23,448.70001220703125
2023-05-24,426.6499938964844
2023-05-25,432.8999938964844
2023-05-26,442.54998779296875
2023-05-29,439.04998779296875
2023-05-30,441.70001220703125
2023-05-31,454.5
2023-06-01,446.95001220703125
2023-06-02,449.54998779296875
2023-06-05,460.04998779296875
2023-06-06,455.5
2023-06-07,451.0
2023-06-08,457.29998779296875
2023-06-09,477.54998779296875
2023-06-12,474.70001220703125
2023-06-13,469.79998779296875
2023-06-14,466.75
2023-06-15,461.8500061035156
2023-06-16,454.3999938964844
2023-06-19,452.70001220703125
2023-06-20,451.6499938964844
2023-06-21,447.5
2023-06-22,446.8500061035156
2023-06-23,440.6000061035156
2023-06-26,440.1000061035156
2023-06-27,444.0
2023-06-28,443.6499938964844
2023-06-30,454.6000061035156
2023-07-03,449.5
2023-07-04,443.04998779296875
2023-07-05,445.25
2023-07-06,446.79998779296875
2023-07-07,444.3500061035156
2023-07-10,439.3999938964844
2023-07-11,436.6000061035156
2023-07-12,436.6000061035156
2023-07-13,435.04998779296875
2023-07-14,442.3500061035156
2023-07-17,444.54998779296875
2023-07-18,436.5
2023-07-19,431.25
2023-07-20,431.54998779296875
2023-07-21,431.1000061035156
2023-07-24,436.45001220703125
2023-07-25,430.75
2023-07-26,437.95001220703125
2023-07-27,440.75
2023-07-28,438.8999938964844
2023-07-31,444.04998779296875
2023-08-01,448.8999938964844
2023-08-02,450.5
2023-08-03,441.25
2023-08-04,446.45001220703125
2023-08-07,450.0
2023-08-08,447.95001220703125
2023-08-09,453.8500061035156
2023-08-10,436.8999938964844
2023-08-11,444.04998779296875
2023-08-14,443.04998779296875
2023-08-16,441.6000061035156
2023-08-17,443.1000061035156
2023-08-18,452.8999938964844
2023-08-21,469.79998779296875
2023-08-22,469.5
2023-08-23,479.79998779296875
2023-08-24,510.29998779296875
2023-08-25,520.4500122070312
2023-08-28,527.7999877929688
2023-08-29,526.4000244140625
2023-08-30,515.0499877929688
2023-08-31,519.8499755859375
2023-09-01,528.5499877929688
2023-09-04,534.9000244140625
2023-09-05,527.3499755859375
2023-09-06,516.7000122070312
2023-09-07,528.2000122070312
2023-09-08,520.7000122070312
2023-09-11,515.75
2023-09-12,499.8999938964844
2023-09-13,491.95001220703125
2023-09-14,504.1499938964844
2023-09-15,498.0
2023-09-18,488.1000061035156
2023-09-20,497.8500061035156
2023-09-21,483.6499938964844
2023-09-22,483.70001220703125
2023-09-25,479.6000061035156
2023-09-26,479.45001220703125
2023-09-27,492.1499938964844
2023-09-28,483.5
2023-09-29,484.1499938964844
2023-10-03,489.04998779296875
2023-10-04,490.1499938964844
2023-10-05,496.20001220703125
2023-10-06,495.5
2023-10-09,472.1000061035156
2023-10-10,481.8500061035156
2023-10-11,484.95001220703125
2023-10-12,480.45001220703125
2023-10-13,476.79998779296875
2023-10-16,473.3999938964844
2023-10-17,477.1499938964844
2023-10-18,475.1000061035156
2023-10-19,464.6499938964844
2023-10-20,451.75
2023-10-23,443.79998779296875
2023-10-25,440.6499938964844
2023-10-26,445.70001220703125
2023-10-27,453.79998779296875
2023-10-30,443.95001220703125
2023-10-31,444.1499938964844
2023-11-01,441.04998779296875
2023-11-02,434.6499938964844
2023-11-03,448.5
2023-11-06,444.6000061035156
2023-11-07,447.04998779296875
2023-11-08,445.6499938964844
2023-11-09,438.29998779296875
2023-11-10,447.29998779296875
2023-11-13,443.5
2023-11-15,449.25
2023-11-16,441.70001220703125
2023-11-17,436.45001220703125
2023-11-20,428.3500061035156
2023-11-21,447.0
2023-11-22,450.3999938964844
2023-11-23,449.6000061035156
2023-11-24,444.6000061035156
2023-11-28,447.8500061035156
2023-11-29,449.3999938964844
2023-11-30,469.79998779296875
2023-12-01,482.8500061035156
2023-12-04,481.04998779296875
2023-12-05,481.45001220703125
2023-12-06,483.3500061035156
2023-12-07,475.3999938964844
2023-12-08,479.45001220703125
2023-12-11,479.1000061035156
2023-12-12,474.0
2023-12-13,467.70001220703125
2023-12-14,469.1000061035156
2023-12-15,475.04998779296875
2023-12-18,480.1000061035156
2023-12-19,481.6499938964844
2023-12-20,479.95001220703125
2023-12-21,510.6000061035156
2023-12-22,513.0
2023-12-26,502.8999938964844
2023-12-27,500.6000061035156
2023-12-28,504.79998779296875
2023-12-29,499.95001220703125
2024-01-01,488.25
2024-01-02,502.8500061035156
2024-01-03,510.04998779296875
2024-01-04,517.0
2024-01-05,518.6500244140625
2024-01-08,500.95001220703125
2024-01-09,507.25
2024-01-10,493.5
2024-01-11,497.3500061035156
2024-01-12,499.79998779296875
2024-01-15,499.79998779296875
2024-01-16,492.54998779296875
2024-01-17,492.04998779296875
2024-01-18,487.04998779296875
2024-01-19,489.04998779296875
2024-01-23,465.1499938964844
2024-01-24,473.1000061035156
2024-01-25,472.8500061035156
2024-01-29,473.3999938964844
2024-01-30,472.3500061035156
2024-01-31,493.29998779296875
2024-02-01,480.45001220703125
2024-02-02,475.20001220703125
2024-02-05,474.5
2024-02-06,483.20001220703125
2024-02-07,484.3999938964844
2024-02-08,472.54998779296875
2024-02-09,469.3999938964844
2024-02-12,457.5
2024-02-13,446.20001220703125
2024-02-14,453.5
2024-02-15,451.29998779296875
2024-02-16,450.75
2024-02-19,451.1000061035156
2024-02-20,455.04998779296875
2024-02-21,474.0
2024-02-22,467.45001220703125
2024-02-23,468.70001220703125
2024-02-26,470.3500061035156
2024-02-27,470.29998779296875
2024-02-28,469.1000061035156
2024-02-29,470.79998779296875
2024-03-01,491.95001220703125
2024-03-04,463.45001220703125
2024-03-05,455.75
2024-03-06,448.70001220703125
2024-03-07,452.1000061035156
2024-03-11,439.70001220703125
2024-03-12,439.5
2024-03-13,432.3999938964844
2024-03-14,441.70001220703125
2024-03-15,433.1499938964844
2024-03-18,424.5
2024-03-19,429.79998779296875
2024-03-20,423.20001220703125
2024-03-21,436.8500061035156
2024-03-22,443.29998779296875
2024-03-26,438.0
2024-03-27,447.75
2024-03-28,450.0
2024-04-01,460.25
2024-04-02,459.8500061035156
2024-04-03,461.04998779296875
2024-04-04,471.1499938964844
2024-04-05,485.6499938964844
2024-04-08,482.54998779296875
2024-04-09,484.6499938964844
2024-04-10,489.8999938964844
2024-04-12,490.6000061035156
2024-04-15,478.04998779296875
2024-04-16,477.75
2024-04-18,477.04998779296875
2024-04-19,479.6000061035156
2024-04-22,491.8500061035156
2024-04-23,488.54998779296875
2024-04-24,493.79998779296875
2024-04-25,500.8500061035156
2024-04-26,496.5
2024-04-29,483.5
2024-04-30,499.5
2024-05-02,485.0
2024-05-03,479.3999938964844
2024-05-06,467.04998779296875
2024-05-07,458.0
2024-05-08,483.04998779296875
2024-05-09,457.45001220703125
2024-05-10,456.6000061035156
2024-05-13,466.45001220703125
2024-05-14,471.3500061035156
2024-05-15,476.45001220703125
2024-05-16,485.0
2024-05-17,490.79998779296875
2024-05-21,481.25
2024-05-22,484.04998779296875
2024-05-23,484.1499938964844
2024-05-24,475.0
2024-05-27,468.29998779296875
2024-05-28,477.04998779296875
2024-05-29,480.29998779296875
2024-05-30,473.1000061035156
2024-05-31,469.95001220703125
2024-06-03,489.8500061035156
2024-06-04,465.29998779296875
2024-06-05,477.04998779296875
2024-06-06,484.3999938964844
2024-06-07,491.20001220703125
2024-06-10,544.7999877929688
2024-06-11,538.0999755859375
2024-06-12,529.75
2024-06-13,555.8499755859375
2024-06-14,621.5
2024-06-18,592.7999877929688
2024-06-19,581.0999755859375
2024-06-20,581.75
2024-06-21,561.25
2024-06-24,563.5999755859375
2024-06-25,562.2999877929688
2024-06-26,546.3499755859375
2024-06-27,533.5
2024-06-28,533.5
2024-07-01,539.5
2024-07-02,546.0499877929688
2024-07-03,563.5
2024-07-04,562.2000122070312
2024-07-05,550.0499877929688
2024-07-08,543.9000244140625
2024-07-09,542.25
2024-07-10,543.75
2024-07-11,538.1500244140625
2024-07-12,533.2999877929688
2024-07-15,531.6500244140625
2024-07-16,530.5
2024-07-18,532.3499755859375
2024-07-19,503.79998779296875
2024-07-22,528.8499755859375
2024-07-23,527.0
2024-07-24,527.0999755859375
2024-07-25,524.4000244140625
2024-07-26,525.4500122070312
2024-07-29,534.2999877929688
2024-07-30,544.2999877929688
2024-07-31,549.4000244140625
2024-08-01,550.0499877929688
2024-08-02,550.0499877929688
2024-08-05,545.5
2024-08-06,534.7000122070312
2024-08-07,561.7999877929688
2024-08-08,524.5999755859375
2024-08-09,518.5999755859375
2024-08-12,501.0
2024-08-13,502.70001220703125
2024-08-14,495.1000061035156
2024-08-16,493.95001220703125
2024-08-19,496.54998779296875
2024-08-20,498.3999938964844
2024-08-21,492.0
2024-08-22,498.20001220703125
2024-08-23,494.0
2024-08-26,498.29998779296875
2024-08-27,506.1499938964844
2024-08-28,499.6499938964844
2024-08-29,492.1499938964844
2024-08-30,502.29998779296875
2024-09-02,500.20001220703125
2024-09-03,499.6000061035156
2024-09-04,495.45001220703125
2024-09-05,502.70001220703125
2024-09-06,500.45001220703125
2024-09-09,502.3999938964844
2024-09-10,501.8999938964844
2024-09-11,491.1499938964844
2024-09-12,490.6000061035156
2024-09-13,490.29998779296875
2024-09-16,515.75
2024-09-17,517.1500244140625
2024-09-18,528.9500122070312
2024-09-19,517.75
2024-09-20,516.7999877929688
2024-09-23,519.7000122070312
2024-09-24,519.4000244140625
2024-09-25,520.0499877929688
2024-09-26,511.6000061035156
2024-09-27,508.95001220703125
2024-09-30,514.25
2024-10-01,517.0
2024-10-03,500.04998779296875
2024-10-04,505.1499938964844
2024-10-07,486.6000061035156
2024-10-08,495.3500061035156
2024-10-09,494.79998779296875
2024-10-10,502.45001220703125
2024-10-11,500.1000061035156
2024-10-14,492.25
2024-10-15,494.75
2024-10-16,493.1499938964844
2024-10-17,489.3999938964844
2024-10-18,478.6499938964844
2024-10-21,477.1000061035156
2024-10-22,460.3500061035156
2024-10-23,449.04998779296875
2024-10-24,456.95001220703125
2024-10-25,442.8999938964844
2024-10-28,440.29998779296875
2024-10-29,440.1499938964844
2024-10-30,459.29998779296875
2024-10-31,479.0
2024-11-01,486.5
2024-11-04,475.20001220703125
2024-11-05,484.70001220703125
2024-11-06,484.95001220703125
2024-11-07,485.04998779296875
2024-11-08,489.95001220703125
2024-11-11,489.3999938964844
2024-11-12,481.54998779296875
2024-11-13,474.79998779296875
2024-11-14,482.20001220703125
2024-11-18,482.54998779296875
2024-11-19,488.3500061035156
2024-11-21,487.75
2024-11-22,490.29998779296875
2024-11-25,495.3999938964844
2024-11-26,498.45001220703125
2024-11-27,502.70001220703125
2024-11-28,499.3500061035156
2024-11-29,500.20001220703125
2024-12-02,495.3999938964844
2024-12-03,507.8999938964844
2024-12-04,510.54998779296875
2024-12-05,506.25
2024-12-06,509.75
2024-12-09,515.0
2024-12-10,513.7000122070312
2024-12-11,510.6499938964844
2024-12-12,498.70001220703125
2024-12-13,507.25
2024-12-16,498.1499938964844
2024-12-17,496.8500061035156
2024-12-18,503.0
2024-12-19,505.5
2024-12-20,497.1499938964844
2024-12-23,499.54998779296875
2024-12-24,507.1000061035156
2024-12-26,493.1000061035156
2024-12-27,502.20001220703125
2024-12-30,497.6499938964844
2024-12-31,500.1499938964844
2025-01-01,497.8999938964844
2025-01-02,501.04998779296875
2025-01-03,496.8999938964844
2025-01-06,487.45001220703125
2025-01-07,499.5
2025-01-08,491.75
2025-01-09,485.3500061035156
2025-01-10,478.3999938964844
2025-01-13,460.6499938964844
2025-01-14,467.20001220703125
2025-01-15,468.6499938964844
2025-01-16,484.20001220703125
2025-01-17,485.79998779296875
2025-01-20,480.45001220703125
2025-01-21,476.25
2025-01-22,478.54998779296875
2025-01-23,483.6000061035156
2025-01-24,475.70001220703125
2025-01-27,459.70001220703125
2025-01-28,451.3999938964844
2025-01-29,465.45001220703125
2025-01-30,468.95001220703125
2025-01-31,474.6000061035156
2025-02-01,469.75
2025-02-03,472.20001220703125
2025-02-04,468.70001220703125
2025-02-05,468.6000061035156
2025-02-06,474.79998779296875
2025-02-07,461.70001220703125
2025-02-10,453.3500061035156
2025-02-11,433.70001220703125
2025-02-12,428.3500061035156
2025-02-13,425.20001220703125
2025-02-14,403.70001220703125
2025-02-17,410.3999938964844
2025-02-18,403.5
2025-02-19,423.20001220703125
2025-02-20,411.0
2025-02-21,417.75
2025-02-24,405.54998779296875
2025-02-25,407.54998779296875
2025-02-27,404.6499938964844
2025-02-28,404.6000061035156
2025-03-03,414.20001220703125
2025-03-04,409.8500061035156
2025-03-05,423.70001220703125
2025-03-06,446.79998779296875
2025-03-07,446.1499938964844
2025-03-10,440.54998779296875
2025-03-11,431.8500061035156
2025-03-12,434.75
2025-03-13,430.45001220703125
