Date,TUPY3.SA
2015-08-24,10.890164375305176
2015-08-25,11.054028511047363
2015-08-26,11.231552124023438
2015-08-27,11.525141716003418
2015-08-28,11.163273811340332
2015-08-31,11.661696434020996
2015-09-01,11.572933197021484
2015-09-02,11.941631317138672
2015-09-03,12.255704879760742
2015-09-04,12.221563339233398
2015-09-08,12.289841651916504
2015-09-09,12.2830171585083
2015-09-10,12.153287887573242
2015-09-11,11.839215278625488
2015-09-14,11.607072830200195
2015-09-15,12.050874710083008
2015-09-16,11.627556800842285
2015-09-17,11.74362850189209
2015-09-18,11.675349235534668
2015-09-21,11.859696388244629
2015-09-22,11.948458671569824
2015-09-23,12.08501148223877
2015-09-24,11.989421844482422
2015-09-25,12.39225959777832
2015-09-28,12.330810546875
2015-09-29,12.003080368041992
2015-09-30,12.289841651916504
2015-10-01,12.631224632263184
2015-10-02,13.655380249023438
2015-10-05,13.45054817199707
2015-10-06,13.484689712524414
2015-10-07,13.518824577331543
2015-10-08,13.313996315002441
2015-10-09,13.887521743774414
2015-10-13,13.73731517791748
2015-10-14,13.477861404418945
2015-10-15,13.477861404418945
2015-10-16,14.126493453979492
2015-10-19,13.860209465026855
2015-10-20,13.655380249023438
2015-10-21,13.785109519958496
2015-10-22,13.894351959228516
2015-10-23,13.655380249023438
2015-10-26,13.245719909667969
2015-10-27,13.908002853393555
2015-10-28,14.065041542053223
2015-10-29,13.80558967590332
2015-10-30,14.406427383422852
2015-11-03,14.208425521850586
2015-11-04,14.563462257385254
2015-11-05,14.542980194091797
2015-11-06,14.338150024414062
2015-11-09,14.269869804382324
2015-11-10,14.003596305847168
2015-11-11,14.338150024414062
2015-11-12,14.235735893249512
2015-11-13,14.351806640625
2015-11-16,14.187943458557129
2015-11-17,14.065041542053223
2015-11-18,13.928486824035645
2015-11-19,14.065041542053223
2015-11-23,13.38227367401123
2015-11-24,13.45054817199707
2015-11-25,13.518824577331543
2015-11-26,13.38227367401123
2015-11-27,13.587108612060547
2015-11-30,13.648555755615234
2015-12-01,13.757796287536621
2015-12-02,13.491517066955566
2015-12-03,13.518824577331543
2015-12-04,13.313996315002441
2015-12-07,13.484689712524414
2015-12-08,13.484689712524414
2015-12-09,13.552968978881836
2015-12-10,13.416413307189941
2015-12-11,13.313996315002441
2015-12-14,13.02723217010498
2015-12-15,13.354965209960938
2015-12-16,13.416413307189941
2015-12-17,13.273029327392578
2015-12-18,13.109164237976074
2015-12-21,13.313996315002441
2015-12-22,13.313996315002441
2015-12-23,13.211581230163574
2015-12-28,13.136474609375
2015-12-29,12.624399185180664
2015-12-30,12.767783164978027
2016-01-04,13.068198204040527
2016-01-05,12.289841651916504
2016-01-06,12.494671821594238
2016-01-07,12.487846374511719
2016-01-08,12.562946319580078
2016-01-11,12.11915111541748
2016-01-12,12.35811710357666
2016-01-13,12.562946319580078
2016-01-14,12.2761869430542
2016-01-15,12.050874710083008
2016-01-18,12.20790958404541
2016-01-19,12.146462440490723
2016-01-20,11.91431999206543
2016-01-21,11.846044540405273
2016-01-22,12.11915111541748
2016-01-26,11.709487915039062
2016-01-27,11.682180404663086
2016-01-28,11.402243614196777
2016-01-29,12.125977516174316
2016-02-01,12.35811710357666
2016-02-02,12.494671821594238
2016-02-03,12.35811710357666
2016-02-04,12.419568061828613
2016-02-05,12.576606750488281
2016-02-10,12.08501148223877
2016-02-11,12.07136058807373
2016-02-12,11.757281303405762
2016-02-15,11.777767181396484
2016-02-16,11.757281303405762
2016-02-17,11.607072830200195
2016-02-18,11.395414352416992
2016-02-19,11.456864356994629
2016-02-22,11.135961532592773
2016-02-23,10.985753059387207
2016-02-24,10.73313045501709
2016-02-25,11.129135131835938
2016-02-26,11.74362850189209
2016-02-29,12.146462440490723
2016-03-01,11.709487915039062
2016-03-02,11.811905860900879
2016-03-03,11.231552124023438
2016-03-04,11.163273811340332
2016-03-07,11.129135131835938
2016-03-08,11.197412490844727
2016-03-09,11.504656791687012
2016-03-10,11.388585090637207
2016-03-11,11.402243614196777
2016-03-14,11.333966255187988
2016-03-15,11.197412490844727
2016-03-16,11.265689849853516
2016-03-17,11.265689849853516
2016-03-18,11.620729446411133
2016-03-21,11.470516204833984
2016-03-22,11.409070014953613
2016-03-23,11.333966255187988
2016-03-24,11.299829483032227
2016-03-28,11.211069107055664
2016-03-29,11.484177589416504
2016-03-30,11.607072830200195
2016-03-31,11.265689849853516
2016-04-01,10.92430305480957
2016-04-04,10.931133270263672
2016-04-05,11.115480422973633
2016-04-06,10.92430305480957
2016-04-07,11.252033233642578
2016-04-08,11.094996452331543
2016-04-11,11.040375709533691
2016-04-12,11.02672004699707
2016-04-13,10.705817222595215
2016-04-14,10.651198387145996
2016-04-15,10.446365356445312
2016-04-18,10.091324806213379
2016-04-19,10.139122009277344
2016-04-20,10.166433334350586
2016-04-22,10.04353141784668
2016-04-25,10.070843696594238
2016-04-26,10.070843696594238
2016-04-27,10.200569152832031
2016-04-28,9.797734260559082
2016-04-29,9.319796562194824
2016-05-02,9.531455993652344
2016-05-03,9.743114471435547
2016-05-04,9.83187198638916
2016-05-05,9.900150299072266
2016-05-06,9.82504653930664
2016-05-09,10.241535186767578
2016-05-10,10.323468208312988
2016-05-11,10.644370079040527
2016-05-12,10.255192756652832
2016-05-13,9.770425796508789
2016-05-16,9.763596534729004
2016-05-17,9.326623916625977
2016-05-18,9.053518295288086
2016-05-19,9.319796562194824
2016-05-20,9.278831481933594
2016-05-23,8.94427490234375
2016-05-24,9.012552261352539
2016-05-25,8.971587181091309
2016-05-27,9.080827713012695
2016-05-30,9.012552261352539
2016-05-31,8.875996589660645
2016-06-01,8.855514526367188
2016-06-02,8.875996589660645
2016-06-03,8.739444732666016
2016-06-06,8.739444732666016
2016-06-07,8.637027740478516
2016-06-08,8.84185791015625
2016-06-09,8.835029602050781
2016-06-10,8.637027740478516
2016-06-13,8.677993774414062
2016-06-14,8.561923027038574
2016-06-15,8.398058891296387
2016-06-16,8.281986236572266
2016-06-17,8.370749473571777
2016-06-20,8.759926795959473
2016-06-21,8.84185791015625
2016-06-22,8.77358341217041
2016-06-23,8.875996589660645
2016-06-24,8.602889060974121
2016-06-27,8.37757682800293
2016-06-28,8.36391830444336
2016-06-29,8.254676818847656
2016-06-30,8.05667495727539
