Date,SLED4.SA
2015-08-24,77.67475128173828
2015-08-25,74.22949981689453
2015-08-26,76.73513793945312
2015-08-27,82.99922943115234
2015-08-28,86.13127899169922
2015-08-31,82.99922943115234
2015-09-01,82.68601989746094
2015-09-02,81.74641418457031
2015-09-03,81.4332046508789
2015-09-04,81.74641418457031
2015-09-08,80.80680084228516
2015-09-09,81.4332046508789
2015-09-10,80.49359130859375
2015-09-11,82.99922943115234
2015-09-14,87.07089233398438
2015-09-15,91.14254760742188
2015-09-16,94.9010009765625
2015-09-17,95.52742004394531
2015-09-18,91.45575714111328
2015-09-21,92.70858001708984
2015-09-22,89.57653045654297
2015-09-23,90.829345703125
2015-09-24,86.13127899169922
2015-09-25,89.2633285522461
2015-09-28,94.9010009765625
2015-09-29,92.39537048339844
2015-09-30,95.2142105102539
2015-10-01,89.88973236083984
2015-10-02,90.829345703125
2015-10-05,93.64818572998047
2015-10-06,91.45575714111328
2015-10-07,91.14254760742188
2015-10-08,93.96139526367188
2015-10-09,94.27459716796875
2015-10-13,97.7198486328125
2015-10-14,100.2254867553711
2015-10-15,106.48957824707031
2015-10-16,108.9952163696289
2015-10-19,107.1159896850586
2015-10-20,109.30841827392578
2015-10-21,115.572509765625
2015-10-22,116.51212310791016
2015-10-23,121.21019744873047
2015-10-26,124.96865844726562
2015-10-27,124.96865844726562
2015-10-28,124.02903747558594
2015-10-29,126.53467559814453
2015-10-30,128.41390991210938
2015-11-03,130.91954040527344
2015-11-04,133.4251708984375
2015-11-05,136.2440185546875
2015-11-06,136.55722045898438
2015-11-09,138.4364471435547
2015-11-10,140.62889099121094
2015-11-11,139.37606811523438
2015-11-12,140.9420928955078
2015-11-13,142.82131958007812
2015-11-16,146.2665557861328
2015-11-17,147.20619201660156
2015-11-18,152.84385681152344
2015-11-19,152.2174530029297
2015-11-23,153.47027587890625
2015-11-24,159.734375
2015-11-25,159.42117309570312
2015-11-26,159.42117309570312
2015-11-27,159.734375
2015-11-30,159.734375
2015-12-01,162.55320739746094
2015-12-02,159.42117309570312
2015-12-03,159.1079559326172
2015-12-04,161.9268035888672
2015-12-07,161.30039978027344
2015-12-08,166.6248779296875
2015-12-09,162.24000549316406
2015-12-10,163.1796112060547
2015-12-11,163.8060302734375
2015-12-14,162.55320739746094
2015-12-15,162.55320739746094
2015-12-16,158.7947540283203
2015-12-17,162.8664093017578
2015-12-18,160.9871826171875
2015-12-21,159.734375
2015-12-22,159.734375
2015-12-23,158.1683349609375
2015-12-28,153.47027587890625
2015-12-29,155.34950256347656
2015-12-30,154.40989685058594
2016-01-04,150.33822631835938
2016-01-05,145.64015197753906
2016-01-06,144.38734436035156
2016-01-07,136.2440185546875
2016-01-08,125.2818603515625
2016-01-11,115.8857192993164
2016-01-12,106.48957824707031
2016-01-13,106.48957824707031
2016-01-14,112.75366973876953
2016-01-15,107.1159896850586
2016-01-18,100.85189056396484
2016-01-19,89.57653045654297
2016-01-20,84.56525421142578
2016-01-21,86.7576904296875
2016-01-22,90.51614379882812
2016-01-26,85.50486755371094
2016-01-27,93.02178192138672
2016-01-28,100.2254867553711
