Date,GBLB.BR
2015-08-24,44.61924743652344
2015-08-25,46.224403381347656
2015-08-26,45.72321701049805
2015-08-27,46.63753890991211
2015-08-28,47.104862213134766
2015-08-31,46.90168380737305
2015-09-01,45.91284942626953
2015-09-02,46.007667541503906
2015-09-03,46.76622772216797
2015-09-04,45.56743621826172
2015-09-07,45.70289993286133
2015-09-08,46.07539749145508
2015-09-09,46.60367202758789
2015-09-10,46.048301696777344
2015-09-11,45.77738952636719
2015-09-14,45.445526123046875
2015-09-15,45.71643829345703
2015-09-16,46.332767486572266
2015-09-17,46.3598518371582
2015-09-18,45.69611740112305
2015-09-21,45.919620513916016
2015-09-22,44.68019485473633
2015-09-23,45.03238296508789
2015-09-24,44.37541961669922
2015-09-25,44.964656829833984
2015-09-28,44.5650634765625
2015-09-29,44.856292724609375
2015-09-30,45.655487060546875
2015-10-01,45.71643829345703
2015-10-02,46.11602783203125
2015-10-05,47.49091339111328
2015-10-06,47.585731506347656
2015-10-07,47.9040641784668
2015-10-08,47.816001892089844
2015-10-09,48.317195892333984
2015-10-12,48.181739807128906
2015-10-13,47.79568862915039
2015-10-14,47.639915466308594
2015-10-15,48.181739807128906
2015-10-16,48.66938400268555
2015-10-19,48.54069900512695
2015-10-20,48.24269485473633
2015-10-21,48.33751678466797
2015-10-22,49.10283660888672
2015-10-23,50.15939712524414
2015-10-26,49.990081787109375
2015-10-27,49.56338882446289
2015-10-28,50.166168212890625
2015-10-29,50.3151741027832
2015-10-30,50.05781555175781
2015-11-02,50.50481033325195
2015-11-03,50.545448303222656
2015-11-04,50.552215576171875
2015-11-05,50.80281448364258
2015-11-06,50.9044075012207
2015-11-09,50.647037506103516
2015-11-10,50.59963607788086
2015-11-11,51.0195426940918
2015-11-12,50.29485321044922
2015-11-13,50.37613296508789
2015-11-16,50.63349533081055
2015-11-17,51.940650939941406
2015-11-18,51.839054107666016
2015-11-19,52.55019760131836
2015-11-20,52.60437774658203
2015-11-23,52.6585578918457
2015-11-24,52.25897216796875
2015-11-25,52.333465576171875
2015-11-26,52.6721076965332
2015-11-27,52.49601745605469
2015-11-30,52.6721076965332
2015-12-01,52.766929626464844
2015-12-02,53.00397491455078
2015-12-03,52.21833801269531
2015-12-04,51.845829010009766
2015-12-07,52.049007415771484
2015-12-08,51.10759353637695
2015-12-09,51.10082244873047
2015-12-10,50.735084533691406
2015-12-11,50.01039123535156
2015-12-14,49.40084457397461
2015-12-15,50.42353820800781
2015-12-16,51.256595611572266
2015-12-17,51.642642974853516
2015-12-18,51.61555480957031
2015-12-21,51.20240783691406
2015-12-22,51.51396942138672
2015-12-23,52.50956344604492
2015-12-24,52.48924255371094
2015-12-28,52.319923400878906
2015-12-29,53.36971664428711
2015-12-30,53.525489807128906
2016-01-04,52.184471130371094
2016-01-05,51.58168411254883
2016-01-06,50.98567581176758
2016-01-07,49.92234802246094
2016-01-08,48.84547805786133
2016-01-11,48.66938400268555
2016-01-12,48.87256622314453
2016-01-13,49.014801025390625
2016-01-14,47.74150085449219
2016-01-15,46.935550689697266
2016-01-18,46.3734016418457
2016-01-19,46.89490509033203
2016-01-20,45.628395080566406
2016-01-21,46.17021179199219
2016-01-22,47.423179626464844
2016-01-25,47.199684143066406
2016-01-26,47.05746078491211
2016-01-27,47.003273010253906
2016-01-28,46.45466995239258
2016-01-29,47.321598052978516
2016-02-01,46.854270935058594
2016-02-02,46.69172668457031
2016-02-03,46.25826644897461
2016-02-04,46.224403381347656
2016-02-05,45.222015380859375
2016-02-08,44.260284423828125
2016-02-09,43.684593200683594
2016-02-10,44.558284759521484
2016-02-11,43.41368103027344
2016-02-12,44.66665267944336
2016-02-15,45.85866928100586
2016-02-16,46.00090026855469
2016-02-17,46.77299499511719
2016-02-18,46.80009078979492
2016-02-19,46.19053268432617
2016-02-22,47.037132263183594
2016-02-23,46.60367202758789
2016-02-24,45.80448532104492
2016-02-25,46.725582122802734
2016-02-26,47.308048248291016
2016-02-29,47.69409942626953
2016-03-01,48.581336975097656
2016-03-02,48.696468353271484
2016-03-03,48.70325469970703
2016-03-04,48.65583419799805
2016-03-07,48.567787170410156
2016-03-08,48.432334899902344
2016-03-09,48.56100845336914
2016-03-10,48.03274154663086
2016-03-11,49.157020568847656
2016-03-14,49.45502471923828
2016-03-15,49.42116165161133
2016-03-16,49.62434387207031
2016-03-17,49.570159912109375
2016-03-18,49.92234802246094
2016-03-21,49.40761947631836
2016-03-22,49.570159912109375
2016-03-23,48.94706344604492
2016-03-24,48.1004638671875
2016-03-29,48.79807662963867
2016-03-30,49.45502471923828
2016-03-31,49.109619140625
2016-04-01,48.96061325073242
2016-04-04,48.95383834838867
2016-04-05,48.3104248046875
2016-04-06,48.96061325073242
2016-04-07,48.61519241333008
2016-04-08,49.10283660888672
2016-04-11,49.33311462402344
2016-04-12,49.84107971191406
2016-04-13,51.31077575683594
2016-04-14,51.97450637817383
2016-04-15,52.01515579223633
2016-04-18,52.31315231323242
2016-04-19,52.922706604003906
2016-04-20,53.03783416748047
2016-04-21,52.79401779174805
2016-04-22,52.49601745605469
2016-04-25,52.13705825805664
2016-04-26,52.65178298950195
2016-04-27,52.99720764160156
2016-04-28,52.96334457397461
2016-04-29,52.238643646240234
2016-05-02,52.32670211791992
2016-05-03,51.637447357177734
2016-05-04,51.41941833496094
2016-05-05,51.764041900634766
2016-05-06,51.56711196899414
2016-05-09,51.97504425048828
2016-05-10,51.925804138183594
2016-05-11,51.69371032714844
2016-05-12,51.771080017089844
2016-05-13,52.12273406982422
2016-05-16,52.07350158691406
2016-05-17,51.99613571166992
2016-05-18,51.3420524597168
2016-05-19,50.77237319946289
2016-05-20,51.18733215332031
2016-05-23,51.320953369140625
2016-05-24,52.481422424316406
2016-05-25,53.128475189208984
2016-05-26,53.82475662231445
