Date,CNA.L
2016-02-18,206.59451293945312
2016-02-19,210.67860412597656
2016-02-22,215.36033630371094
2016-02-23,209.58290100097656
2016-02-24,203.705810546875
2016-02-25,208.08872985839844
2016-02-26,210.37977600097656
2016-02-29,207.19223022460938
2016-03-01,211.3759002685547
2016-03-02,209.68251037597656
2016-03-03,219.14561462402344
2016-03-04,223.32931518554688
2016-03-07,224.72384643554688
2016-03-08,224.12619018554688
2016-03-09,226.1184539794922
2016-03-10,224.923095703125
2016-03-11,228.90757751464844
2016-03-14,226.6165008544922
2016-03-15,221.93472290039062
2016-03-16,223.92698669433594
2016-03-17,226.41725158691406
2016-03-18,225.32151794433594
2016-03-21,225.9192352294922
2016-03-22,225.12232971191406
2016-03-23,225.81959533691406
2016-03-24,223.2296905517578
2016-03-29,226.018798828125
2016-03-30,229.60484313964844
2016-03-31,226.8157196044922
2016-04-01,224.0265655517578
2016-04-04,225.81959533691406
2016-04-05,222.73165893554688
2016-04-06,225.72000122070312
2016-04-07,226.21803283691406
2016-04-08,231.39784240722656
2016-04-11,232.79241943359375
2016-04-12,234.18698120117188
2016-04-13,236.57766723632812
2016-04-14,235.88038635253906
2016-04-15,237.3745574951172
2016-04-18,233.68893432617188
2016-04-19,236.37840270996094
2016-04-20,235.18309020996094
2016-04-21,233.19085693359375
2016-04-22,231.2982635498047
2016-04-25,231.39784240722656
2016-04-26,231.2982635498047
2016-04-27,239.16758728027344
2016-04-28,237.9722137451172
2016-04-29,237.47413635253906
2016-05-03,231.49746704101562
2016-05-04,230.20249938964844
2016-05-05,207.69032287597656
2016-05-06,209.0848388671875
2016-05-09,209.18443298339844
2016-05-10,212.27243041992188
2016-05-11,209.18443298339844
2016-05-12,201.59524536132812
2016-05-13,201.69493103027344
2016-05-16,200.79803466796875
2016-05-17,202.29286193847656
2016-05-18,200.9973907470703
2016-05-19,198.00782775878906
2016-05-20,200.79803466796875
2016-05-23,202.29286193847656
2016-05-24,202.39251708984375
2016-05-25,205.08309936523438
2016-05-26,205.68101501464844
2016-05-27,204.58480834960938
2016-05-31,203.09007263183594
2016-06-01,201.2963409423828
2016-06-02,200.2001495361328
2016-06-03,201.39598083496094
2016-06-06,203.2893524169922
2016-06-07,205.28237915039062
2016-06-08,210.46426391601562
2016-06-09,207.17578125
2016-06-10,202.1931915283203
2016-06-13,201.19667053222656
2016-06-14,197.60923767089844
2016-06-15,200.897705078125
2016-06-16,200.49911499023438
2016-06-17,202.8907470703125
2016-06-20,214.74932861328125
2016-06-21,212.95558166503906
2016-06-22,212.45730590820312
2016-06-23,217.14093017578125
2016-06-24,204.7841339111328
2016-06-27,198.3067626953125
2016-06-28,205.68101501464844
2016-06-29,215.6461639404297
2016-06-30,224.71444702148438
2016-07-01,228.2022705078125
2016-07-04,228.50120544433594
2016-07-05,229.3980712890625
2016-07-06,222.22317504882812
2016-07-07,224.0169219970703
2016-07-08,224.51516723632812
2016-07-11,231.09217834472656
2016-07-12,226.70750427246094
2016-07-13,231.8893585205078
2016-07-14,233.58346557617188
2016-07-15,234.57997131347656
2016-07-18,234.67962646484375
2016-07-19,235.77578735351562
2016-07-20,238.1674346923828
2016-07-21,237.1709442138672
2016-07-22,239.8615264892578
2016-07-25,239.46287536621094
2016-07-26,240.65875244140625
2016-07-27,241.15696716308594
2016-07-28,240.65875244140625
2016-07-29,240.26014709472656
2016-08-01,238.5660400390625
2016-08-02,233.085205078125
2016-08-03,229.69703674316406
2016-08-04,234.57997131347656
2016-08-05,231.98902893066406
2016-08-08,232.48728942871094
2016-08-09,233.3841552734375
2016-08-10,232.3876495361328
2016-08-11,234.38067626953125
2016-08-12,233.4838409423828
2016-08-15,234.8789520263672
2016-08-16,232.7862548828125
2016-08-17,229.1987762451172
2016-08-18,232.88587951660156
2016-08-19,236.17440795898438
2016-08-22,234.97857666015625
2016-08-23,236.67263793945312
2016-08-24,235.27755737304688
2016-08-25,235.6761474609375
2016-08-26,234.97857666015625
2016-08-30,232.88587951660156
2016-08-31,231.7897186279297
2016-09-01,228.2022705078125
2016-09-02,235.0782012939453
2016-09-05,235.6761474609375
2016-09-06,235.6761474609375
2016-09-07,234.38067626953125
2016-09-08,235.97511291503906
2016-09-09,232.98553466796875
2016-09-12,230.9925079345703
2016-09-13,227.7040252685547
2016-09-14,228.2022705078125
2016-09-15,226.90682983398438
2016-09-16,224.51516723632812
2016-09-19,226.80714416503906
2016-09-20,226.50819396972656
2016-09-21,225.9102783203125
2016-09-22,227.80368041992188
2016-09-23,226.60784912109375
2016-09-26,224.61480712890625
2016-09-27,222.8210906982422
2016-09-28,223.51864624023438
2016-09-29,230.9925079345703
2016-09-30,227.405029296875
2016-10-03,229.79669189453125
2016-10-04,229.69703674316406
2016-10-05,224.51516723632812
2016-10-06,217.93814086914062
2016-10-07,214.4503173828125
2016-10-10,215.24755859375
2016-10-11,211.46083068847656
2016-10-12,214.74932861328125
2016-10-13,208.90475463867188
2016-10-14,210.59910583496094
2016-10-17,209.40310668945312
2016-10-18,214.68551635742188
2016-10-19,215.48284912109375
2016-10-20,218.17391967773438
2016-10-21,215.78187561035156
2016-10-24,213.19046020507812
2016-10-25,215.0841827392578
2016-10-26,214.58584594726562
2016-10-27,214.3865203857422
2016-10-28,213.58917236328125
2016-10-31,213.489501953125
2016-11-01,213.19046020507812
2016-11-02,210.3997802734375
2016-11-03,213.19046020507812
2016-11-04,209.7020721435547
2016-11-07,208.4064178466797
2016-11-08,210.00112915039062
2016-11-09,207.0110321044922
2016-11-10,204.3200225830078
2016-11-11,202.92466735839844
2016-11-14,199.63560485839844
2016-11-15,203.3233184814453
2016-11-16,198.63888549804688
2016-11-17,201.32997131347656
2016-11-18,198.93795776367188
2016-11-21,194.55250549316406
2016-11-22,201.82830810546875
2016-11-23,202.2269744873047
2016-11-24,201.529296875
2016-11-25,203.42300415039062
2016-11-28,208.7053985595703
2016-11-29,209.10411071777344
2016-11-30,209.60243225097656
2016-12-01,208.6057586669922
2016-12-02,207.50938415527344
2016-12-05,205.7153778076172
2016-12-06,209.00440979003906
2016-12-07,212.39317321777344
2016-12-08,214.28683471679688
2016-12-09,216.2801971435547
2016-12-12,216.57919311523438
2016-12-13,220.36659240722656
2016-12-14,218.17391967773438
2016-12-15,230.43312072753906
2016-12-16,229.3367919921875
2016-12-19,229.43641662597656
2016-12-20,230.03443908691406
2016-12-21,229.03778076171875
2016-12-22,228.9380645751953
2016-12-23,229.7354278564453
2016-12-28,230.73208618164062
2016-12-29,232.22715759277344
2016-12-30,233.32347106933594
2017-01-03,234.71884155273438
2017-01-04,232.12744140625
2017-01-05,232.52613830566406
2017-01-06,232.72547912597656
2017-01-09,229.63572692871094
2017-01-10,226.04769897460938
2017-01-11,224.75201416015625
2017-01-12,226.24700927734375
2017-01-13,229.43641662597656
2017-01-16,229.7354278564453
2017-01-17,228.34007263183594
2017-01-18,228.43975830078125
2017-01-19,229.03778076171875
2017-01-20,227.24371337890625
2017-01-23,226.3467254638672
2017-01-24,224.65234375
2017-01-25,225.25039672851562
2017-01-26,226.3467254638672
2017-01-27,226.24700927734375
2017-01-30,224.85169982910156
2017-01-31,223.55601501464844
2017-02-01,222.95799255371094
2017-02-02,224.75201416015625
2017-02-03,226.04769897460938
2017-02-06,225.05099487304688
2017-02-07,228.34007263183594
2017-02-08,229.23709106445312
2017-02-09,231.82847595214844
2017-02-10,233.22381591796875
2017-02-13,235.0178680419922
2017-02-14,232.72547912597656
2017-02-15,234.1208038330078
2017-02-16,234.2205047607422
2017-02-17,231.82847595214844
2017-02-20,233.22381591796875
2017-02-21,233.82183837890625
2017-02-22,232.9248046875
2017-02-23,224.35336303710938
2017-02-24,224.9513397216797
2017-02-27,224.65234375
2017-02-28,226.14736938476562
2017-03-01,223.75531005859375
2017-03-02,226.4463653564453
2017-03-03,226.94473266601562
2017-03-06,225.35000610351562
2017-03-07,222.95799255371094
2017-03-08,222.8583221435547
2017-03-09,223.85498046875
2017-03-10,222.06097412109375
2017-03-13,220.16725158691406
2017-03-14,217.87490844726562
2017-03-15,218.57260131835938
2017-03-16,217.0775604248047
2017-03-17,215.78187561035156
2017-03-20,213.489501953125
2017-03-21,214.3865203857422
2017-03-22,212.59249877929688
2017-03-23,214.48617553710938
2017-03-24,215.68222045898438
2017-03-27,218.7719268798828
2017-03-28,217.57589721679688
2017-03-29,218.57260131835938
2017-03-30,216.8782196044922
2017-03-31,216.2801971435547
2017-04-03,214.0874786376953
2017-04-04,213.58917236328125
2017-04-05,216.47955322265625
2017-04-06,216.67886352539062
2017-04-07,217.0775604248047
2017-04-10,215.98118591308594
2017-04-11,216.8782196044922
2017-04-12,218.67222595214844
2017-04-13,215.58253479003906
2017-04-18,212.59249877929688
2017-04-19,208.7053985595703
2017-04-20,205.51605224609375
2017-04-21,207.0110321044922
2017-04-24,199.73526000976562
2017-04-25,199.2368927001953
2017-04-26,199.3366241455078
2017-04-27,198.14060974121094
2017-04-28,197.2435760498047
2017-05-02,198.53924560546875
2017-05-03,199.63560485839844
2017-05-04,197.3432159423828
2017-05-05,198.04092407226562
2017-05-08,201.7286376953125
2017-05-09,199.3366241455078
2017-05-10,202.52598571777344
2017-05-11,191.64169311523438
2017-05-12,191.8411102294922
2017-05-15,191.74139404296875
2017-05-16,192.1402130126953
2017-05-17,192.83819580078125
2017-05-18,200.31639099121094
2017-05-19,200.7152557373047
2017-05-22,204.00564575195312
2017-05-23,206.09954833984375
2017-05-24,205.30186462402344
2017-05-25,205.10247802734375
2017-05-26,202.6097412109375
2017-05-30,202.11119079589844
2017-05-31,202.70944213867188
2017-06-01,201.2138214111328
2017-06-02,197.8236541748047
2017-06-05,196.32803344726562
2017-06-06,196.92630004882812
2017-06-07,195.43064880371094
2017-06-08,198.22251892089844
2017-06-09,198.22251892089844
2017-06-12,200.01730346679688
2017-06-13,196.42776489257812
2017-06-14,202.31057739257812
2017-06-15,199.51873779296875
2017-06-16,200.31639099121094
2017-06-19,201.91177368164062
2017-06-20,201.512939453125
2017-06-21,205.80043029785156
2017-06-22,205.80043029785156
2017-06-23,207.8943328857422
2017-06-26,208.46966552734375
2017-06-27,206.2232208251953
2017-06-28,202.80914306640625
2017-06-29,202.11119079589844
2017-06-30,199.61843872070312
2017-07-03,203.10829162597656
2017-07-04,203.3076934814453
2017-07-05,200.91465759277344
2017-07-06,201.3135223388672
2017-07-07,207.0966796875
2017-07-10,206.09954833984375
2017-07-11,206.09954833984375
2017-07-12,205.00274658203125
2017-07-13,205.9998779296875
2017-07-14,205.70074462890625
2017-07-17,205.70074462890625
2017-07-18,206.09954833984375
2017-07-19,206.09954833984375
2017-07-20,206.6978302001953
2017-07-21,204.90304565429688
2017-07-24,201.4132080078125
2017-07-25,201.512939453125
2017-07-26,201.512939453125
2017-07-27,201.3135223388672
2017-07-28,200.81497192382812
2017-07-31,197.92337036132812
2017-08-01,202.41029357910156
2017-08-02,201.61260986328125
2017-08-03,201.8120574951172
2017-08-04,199.119873046875
2017-08-07,196.0289306640625
2017-08-08,196.52743530273438
2017-08-09,196.42776489257812
2017-08-10,198.62135314941406
2017-08-11,197.8236541748047
2017-08-14,199.41903686523438
2017-08-15,200.4160919189453
2017-08-16,204.00564575195312
2017-08-17,203.60679626464844
2017-08-18,201.014404296875
2017-08-21,199.31932067871094
2017-08-22,200.31639099121094
2017-08-23,199.41903686523438
2017-08-24,199.2196044921875
2017-08-25,196.52743530273438
2017-08-29,192.9379425048828
2017-08-30,194.93211364746094
2017-08-31,199.31932067871094
2017-09-01,198.52166748046875
2017-09-04,197.42483520507812
2017-09-05,196.2283172607422
2017-09-06,196.2283172607422
2017-09-07,195.0317840576172
2017-09-08,193.73558044433594
2017-09-11,193.83531188964844
2017-09-12,193.23703002929688
2017-09-13,191.2428741455078
2017-09-14,189.84689331054688
2017-09-15,187.453857421875
2017-09-18,186.7559051513672
2017-09-19,189.74722290039062
2017-09-20,188.45098876953125
2017-09-21,186.7559051513672
2017-09-22,187.55361938476562
2017-09-25,188.7500762939453
2017-09-26,189.04928588867188
2017-09-27,186.85562133789062
2017-09-28,186.45680236816406
2017-09-29,186.45680236816406
2017-10-02,192.43936157226562
2017-10-03,190.34547424316406
2017-10-04,178.7791748046875
2017-10-05,176.98435974121094
2017-10-06,173.9931182861328
2017-10-09,172.29803466796875
2017-10-10,175.58847045898438
2017-10-11,175.0899200439453
2017-10-12,178.51663208007812
2017-10-13,174.1285400390625
2017-10-16,172.53285217285156
2017-10-17,170.73770141601562
2017-10-18,172.233642578125
2017-10-19,171.53555297851562
2017-10-20,172.632568359375
2017-10-23,174.92636108398438
2017-10-24,171.834716796875
2017-10-25,167.44659423828125
2017-10-26,169.44119262695312
2017-10-27,169.6407012939453
2017-10-30,168.54364013671875
2017-10-31,169.3414764404297
2017-11-01,165.352294921875
2017-11-02,166.5490264892578
2017-11-03,167.24713134765625
2017-11-06,169.44119262695312
2017-11-07,168.44390869140625
2017-11-08,172.0341796875
2017-11-09,167.64605712890625
2017-11-10,166.74851989746094
2017-11-13,163.9560546875
2017-11-14,164.65419006347656
2017-11-15,165.05307006835938
2017-11-16,165.352294921875
2017-11-17,162.75929260253906
2017-11-20,160.96414184570312
2017-11-21,159.76742553710938
2017-11-22,162.8590087890625
2017-11-23,137.62734985351562
2017-11-24,138.6246795654297
2017-11-27,138.12599182128906
2017-11-28,139.62193298339844
2017-11-29,142.4143829345703
2017-11-30,144.20953369140625
2017-12-01,143.51141357421875
2017-12-04,146.20411682128906
2017-12-05,147.30116271972656
2017-12-06,146.60304260253906
2017-12-07,144.40899658203125
2017-12-08,143.71087646484375
2017-12-11,141.11790466308594
2017-12-12,144.40899658203125
2017-12-13,140.41978454589844
2017-12-14,137.72708129882812
2017-12-15,137.62734985351562
2017-12-18,137.62734985351562
2017-12-19,137.1287078857422
2017-12-20,137.92654418945312
2017-12-21,137.3281707763672
2017-12-22,138.42520141601562
2017-12-27,137.02894592285156
2017-12-28,137.62734985351562
2017-12-29,136.9292449951172
2018-01-02,140.81871032714844
2018-01-03,139.32276916503906
2018-01-04,141.41709899902344
2018-01-05,145.7553253173828
2018-01-08,144.65830993652344
2018-01-09,141.01815795898438
2018-01-10,140.12059020996094
2018-01-11,141.06802368164062
2018-01-12,142.76345825195312
2018-01-15,143.11248779296875
2018-01-16,143.8106231689453
2018-01-17,142.0154571533203
2018-01-18,140.6192626953125
2018-01-19,138.6745147705078
2018-01-22,139.62193298339844
2018-01-23,139.1731719970703
2018-01-24,136.13140869140625
2018-01-25,134.53570556640625
2018-01-26,134.28640747070312
2018-01-29,132.94004821777344
2018-01-30,131.99261474609375
2018-01-31,133.0896453857422
2018-02-01,130.4966583251953
2018-02-02,128.2527313232422
2018-02-05,127.00611114501953
2018-02-06,123.76487731933594
2018-02-07,127.45488739013672
2018-02-08,126.90637969970703
2018-02-09,124.4630126953125
2018-02-12,125.75948333740234
2018-02-13,126.2082748413086
2018-02-14,127.05596160888672
2018-02-15,126.05867004394531
2018-02-16,127.8039321899414
2018-02-19,128.3524627685547
2018-02-20,130.3969268798828
2018-02-21,131.84300231933594
2018-02-22,141.76612854003906
2018-02-23,143.76072692871094
2018-02-26,143.51141357421875
2018-02-27,141.41709899902344
2018-02-28,142.61386108398438
2018-03-01,141.01815795898438
2018-03-02,141.01815795898438
2018-03-05,141.6664276123047
2018-03-06,140.7688446044922
2018-03-07,141.61651611328125
2018-03-08,141.26747131347656
2018-03-09,141.41709899902344
2018-03-12,140.41978454589844
2018-03-13,138.82411193847656
2018-03-14,138.27560424804688
2018-03-15,138.325439453125
2018-03-16,137.97642517089844
2018-03-19,135.3335418701172
2018-03-20,132.3915252685547
2018-03-21,132.14218139648438
2018-03-22,131.54383850097656
2018-03-23,134.3362579345703
2018-03-26,134.73519897460938
2018-03-27,137.02894592285156
2018-03-28,141.06802368164062
2018-03-29,141.81600952148438
2018-04-03,138.87399291992188
2018-04-04,139.37261962890625
2018-04-05,140.8685760498047
2018-04-06,142.7135772705078
2018-04-09,143.16236877441406
2018-04-10,142.16505432128906
2018-04-11,138.52493286132812
2018-04-12,139.1731719970703
2018-04-13,140.32003784179688
2018-04-16,140.12059020996094
2018-04-17,142.4143829345703
2018-04-18,144.8577880859375
2018-04-19,145.30654907226562
2018-04-20,145.80520629882812
2018-04-23,146.20411682128906
2018-04-24,146.15426635742188
2018-04-25,146.802490234375
2018-04-26,150.19332885742188
2018-04-27,152.437255859375
2018-04-30,153.38465881347656
2018-05-01,154.0329132080078
2018-05-02,155.17984008789062
2018-05-03,153.73373413085938
2018-05-04,154.2323760986328
2018-05-08,153.23507690429688
2018-05-09,155.03021240234375
2018-05-10,146.18341064453125
2018-05-11,146.8319854736328
2018-05-14,148.82765197753906
2018-05-15,148.07925415039062
2018-05-16,140.59547424316406
2018-05-17,143.58901977539062
2018-05-18,144.33737182617188
2018-05-21,146.2332763671875
2018-05-22,147.13133239746094
2018-05-23,147.23114013671875
2018-05-24,144.23760986328125
2018-05-25,144.33737182617188
2018-05-29,143.2896728515625
2018-05-30,144.3872833251953
2018-05-31,145.58468627929688
2018-06-01,144.63674926757812
2018-06-04,144.83631896972656
2018-06-05,142.6909637451172
2018-06-06,144.98597717285156
2018-06-07,145.98382568359375
2018-06-08,145.18556213378906
2018-06-11,144.2875213623047
2018-06-12,149.67584228515625
2018-06-13,148.4783935546875
2018-06-14,152.91880798339844
2018-06-15,151.9209747314453
2018-06-18,151.9209747314453
2018-06-19,153.6671905517578
2018-06-20,154.81468200683594
2018-06-21,154.9144744873047
2018-06-22,157.6585235595703
2018-06-25,157.3092803955078
2018-06-26,157.90798950195312
2018-06-27,158.7062530517578
2018-06-28,158.7062530517578
2018-06-29,157.3092803955078
2018-07-02,158.45681762695312
2018-07-03,160.951416015625
2018-07-04,160.40261840820312
2018-07-05,161.64988708496094
2018-07-06,162.74754333496094
2018-07-09,163.2963104248047
2018-07-10,162.69760131835938
2018-07-11,159.6043243408203
2018-07-12,160.1032257080078
2018-07-13,159.80386352539062
2018-07-16,157.10972595214844
2018-07-17,155.363525390625
2018-07-18,153.4676055908203
2018-07-19,151.7712860107422
2018-07-20,152.2702178955078
2018-07-23,152.71923828125
2018-07-24,150.12484741210938
2018-07-25,150.07498168945312
2018-07-26,150.82333374023438
2018-07-27,152.12054443359375
2018-07-30,152.3699951171875
2018-07-31,148.4285430908203
2018-08-01,143.43931579589844
2018-08-02,141.4935302734375
2018-08-03,143.23977661132812
2018-08-06,144.33737182617188
2018-08-07,147.58033752441406
2018-08-08,150.47409057617188
2018-08-09,149.67584228515625
2018-08-10,147.97950744628906
2018-08-13,148.07925415039062
2018-08-14,146.88186645507812
2018-08-15,145.035888671875
2018-08-16,146.08358764648438
2018-08-17,145.58468627929688
2018-08-20,144.48707580566406
2018-08-21,145.18556213378906
2018-08-22,143.38943481445312
2018-08-23,143.43931579589844
2018-08-24,141.69309997558594
2018-08-28,141.64321899414062
2018-08-29,142.541259765625
2018-08-30,143.3395538330078
2018-08-31,142.9903106689453
2018-09-03,145.28533935546875
2018-09-04,142.89051818847656
2018-09-05,143.09010314941406
2018-09-06,150.22463989257812
2018-09-07,147.77993774414062
2018-09-10,150.07498168945312
2018-09-11,149.42636108398438
2018-09-12,144.0380401611328
2018-09-13,144.08790588378906
2018-09-14,142.9903106689453
2018-09-17,145.1356658935547
2018-09-18,149.02723693847656
2018-09-19,147.6302490234375
2018-09-20,149.07713317871094
2018-09-21,149.87539672851562
2018-09-24,147.23114013671875
2018-09-25,147.03155517578125
2018-09-26,148.92742919921875
2018-09-27,153.1682586669922
2018-09-28,154.5652313232422
2018-10-01,152.2702178955078
2018-10-02,152.17041015625
2018-10-03,152.3699951171875
2018-10-04,150.1747589111328
2018-10-05,150.1747589111328
2018-10-08,151.6715087890625
2018-10-09,151.62159729003906
2018-10-10,152.32009887695312
2018-10-11,146.8167266845703
2018-10-12,145.51922607421875
2018-10-15,145.41940307617188
2018-10-16,145.96835327148438
2018-10-17,145.91844177246094
2018-10-18,146.91651916503906
2018-10-19,148.9126434326172
2018-10-22,146.96641540527344
2018-10-23,147.76487731933594
2018-10-24,148.7629852294922
2018-10-25,148.9625701904297
2018-10-26,147.3656768798828
2018-10-29,147.46546936035156
2018-10-30,149.31192016601562
2018-10-31,146.91651916503906
2018-11-01,146.0182647705078
2018-11-02,144.82058715820312
2018-11-05,147.56529235839844
2018-11-06,149.0124969482422
2018-11-07,152.80519104003906
2018-11-08,153.7533416748047
2018-11-09,154.00286865234375
2018-11-12,155.30035400390625
2018-11-13,153.80325317382812
2018-11-14,151.85696411132812
2018-11-15,143.77261352539062
2018-11-16,144.97027587890625
2018-11-19,141.92616271972656
2018-11-20,145.31961059570312
2018-11-21,145.46932983398438
2018-11-22,132.04522705078125
2018-11-23,128.60186767578125
2018-11-26,132.54428100585938
2018-11-27,134.44056701660156
2018-11-28,133.74195861816406
2018-11-29,135.88780212402344
2018-11-30,137.48472595214844
2018-12-03,138.283203125
2018-12-04,136.2870330810547
2018-12-05,136.4866485595703
2018-12-06,135.73809814453125
2018-12-07,139.33114624023438
2018-12-10,132.9434814453125
2018-12-11,133.74195861816406
2018-12-12,137.0355987548828
2018-12-13,137.9338836669922
2018-12-14,137.73423767089844
2018-12-17,135.28895568847656
2018-12-18,132.74386596679688
2018-12-19,133.991455078125
2018-12-20,135.53848266601562
2018-12-21,135.73809814453125
2018-12-24,134.59034729003906
2018-12-27,129.74964904785156
2018-12-28,134.14117431640625
2018-12-31,134.6402130126953
2019-01-02,135.73809814453125
2019-01-03,137.0355987548828
2019-01-04,137.0355987548828
2019-01-07,130.99725341796875
2019-01-08,130.99725341796875
2019-01-09,130.4483184814453
2019-01-10,132.54428100585938
2019-01-11,134.93963623046875
2019-01-14,133.44252014160156
2019-01-15,134.44056701660156
2019-01-16,134.88970947265625
2019-01-17,134.49050903320312
2019-01-18,136.8858642578125
2019-01-21,133.89166259765625
2019-01-22,133.8417510986328
2019-01-23,130.89743041992188
2019-01-24,134.14117431640625
2019-01-25,134.78993225097656
2019-01-28,134.88970947265625
2019-01-29,137.78414916992188
2019-01-30,137.185302734375
2019-01-31,136.1373291015625
2019-02-01,135.43865966796875
2019-02-04,136.53656005859375
2019-02-05,140.2793426513672
2019-02-06,137.9338836669922
2019-02-07,138.78221130371094
2019-02-08,135.93771362304688
2019-02-11,136.4866485595703
2019-02-12,138.08358764648438
2019-02-13,137.9837646484375
2019-02-14,139.1814422607422
2019-02-15,137.28512573242188
2019-02-18,137.185302734375
2019-02-19,138.53269958496094
2019-02-20,136.935791015625
2019-02-21,120.91669464111328
2019-02-22,122.31401062011719
2019-02-25,124.85908508300781
2019-02-26,125.50784301757812
2019-02-27,126.40611267089844
2019-02-28,124.2602310180664
2019-03-01,123.21226501464844
2019-03-04,123.26216888427734
2019-03-05,122.912841796875
2019-03-06,121.51554107666016
2019-03-07,122.46370697021484
2019-03-08,121.1163101196289
2019-03-11,121.26602172851562
2019-03-12,121.66524505615234
2019-03-13,122.01457214355469
2019-03-14,120.51747131347656
2019-03-15,120.41765594482422
2019-03-18,121.36582946777344
2019-03-19,122.71321868896484
2019-03-20,120.46756744384766
2019-03-21,119.91862487792969
2019-03-22,119.07025146484375
2019-03-25,117.82266998291016
2019-03-26,117.92247772216797
2019-03-27,116.07603454589844
2019-03-28,114.67874145507812
2019-03-29,113.9800796508789
2019-04-01,112.93209838867188
2019-04-02,114.42921447753906
2019-04-03,113.88025665283203
2019-04-04,111.83422088623047
2019-04-05,110.48682403564453
2019-04-08,109.9877700805664
2019-04-09,109.33902740478516
2019-04-10,110.73634338378906
2019-04-11,109.9378890991211
2019-04-12,109.03961181640625
2019-04-15,108.83999633789062
2019-04-16,106.7939453125
2019-04-17,106.49451446533203
2019-04-18,105.54635620117188
2019-04-23,107.29298400878906
2019-04-24,105.89567565917969
2019-04-25,103.94943237304688
2019-04-26,106.14518737792969
2019-04-29,105.59626007080078
2019-04-30,106.04537963867188
2019-05-01,104.84770202636719
2019-05-02,104.29875183105469
2019-05-03,105.197021484375
2019-05-07,105.89567565917969
