Date,DEEPAKFERT.NS
2015-08-21,110.73318481445312
2015-08-24,104.68729400634766
2015-08-25,107.04073333740234
2015-08-26,104.20037841796875
2015-08-27,104.28153991699219
2015-08-28,102.94252014160156
2015-08-31,100.38618469238281
2015-09-01,100.18331146240234
2015-09-02,103.26712036132812
2015-09-03,103.18597412109375
2015-09-04,101.68463134765625
2015-09-07,100.50792694091797
2015-09-08,99.33119201660156
2015-09-09,101.19771575927734
2015-09-10,99.77755737304688
2015-09-11,98.8037109375
2015-09-14,101.36003112792969
2015-09-15,100.62964630126953
2015-09-16,99.7369613647461
2015-09-18,99.65581512451172
2015-09-21,100.5890884399414
2015-09-22,100.9136962890625
2015-09-23,100.38618469238281
2015-09-24,100.42677307128906
2015-09-28,103.87577056884766
2015-09-29,104.03807067871094
2015-09-30,103.79461669921875
2015-10-01,103.71344757080078
2015-10-05,104.3626937866211
2015-10-06,103.835205078125
2015-10-07,105.33651733398438
2015-10-08,104.28153991699219
2015-10-09,106.10747528076172
2015-10-12,104.849609375
2015-10-13,107.08131408691406
2015-10-14,106.31035614013672
2015-10-15,107.93341827392578
2015-10-16,107.56822967529297
2015-10-19,108.7043685913086
2015-10-20,110.692626953125
2015-10-21,111.74760437011719
2015-10-23,113.65469360351562
2015-10-26,117.0631103515625
2015-10-27,116.9413833618164
2015-10-28,118.11811065673828
2015-10-29,118.48330688476562
2015-10-30,117.79348754882812
2015-11-02,117.55004119873047
2015-11-03,118.28041076660156
2015-11-04,119.3759765625
2015-11-05,122.0134506225586
2015-11-06,118.52386474609375
2015-11-09,115.88640594482422
2015-11-10,116.25159454345703
2015-11-13,113.20835876464844
2015-11-16,113.61414337158203
2015-11-17,114.62852478027344
2015-11-18,114.0198974609375
2015-11-19,113.89815521240234
2015-11-20,116.3327407836914
2015-11-23,116.29215240478516
2015-11-24,117.67178344726562
2015-11-26,117.50946807861328
2015-11-27,117.1442642211914
2015-11-30,118.28041076660156
2015-12-01,125.38129425048828
2015-12-02,126.88264465332031
2015-12-03,125.7059097290039
2015-12-04,124.9349594116211
2015-12-07,125.05667877197266
2015-12-08,119.173095703125
2015-12-09,118.60502624511719
2015-12-10,118.56444549560547
2015-12-11,117.42829132080078
2015-12-14,120.14694213867188
2015-12-15,119.49771881103516
2015-12-16,119.29483032226562
2015-12-17,121.4048080444336
2015-12-18,122.9061508178711
2015-12-21,124.2451400756836
2015-12-22,123.96112060546875
2015-12-23,121.4048080444336
2015-12-24,123.51477813720703
2015-12-28,121.76997375488281
2015-12-29,123.96112060546875
2015-12-30,121.85114288330078
2015-12-31,129.96644592285156
2016-01-01,132.482177734375
2016-01-04,129.72299194335938
2016-01-05,129.72299194335938
2016-01-06,132.5227508544922
2016-01-07,129.31723022460938
2016-01-08,129.68240356445312
2016-01-11,127.69416809082031
2016-01-12,127.61302185058594
2016-01-13,125.01612091064453
2016-01-14,128.5056915283203
2016-01-15,124.81322479248047
2016-01-18,118.80791473388672
2016-01-19,119.78174591064453
2016-01-20,117.75291442871094
2016-01-21,124.2451400756836
2016-01-22,124.16400909423828
2016-01-25,120.14694213867188
2016-01-27,122.37863159179688
2016-01-28,120.22809600830078
2016-01-29,120.7961654663086
2016-02-01,119.53827667236328
2016-02-02,119.7005844116211
2016-02-03,117.71234893798828
2016-02-04,116.04869842529297
2016-02-05,117.6312026977539
2016-02-08,115.68351745605469
2016-02-09,113.77643585205078
2016-02-10,113.65469360351562
2016-02-11,109.11012268066406
2016-02-12,106.83785247802734
2016-02-15,108.0957260131836
2016-02-16,107.56822967529297
2016-02-17,105.458251953125
2016-02-18,108.78551483154297
2016-02-19,112.55913543701172
2016-02-22,118.11811065673828
2016-02-23,114.10103607177734
2016-02-24,111.70703887939453
2016-02-25,113.53296661376953
2016-02-26,113.12721252441406
2016-02-29,116.2110366821289
2016-03-01,119.90345764160156
2016-03-02,121.81057739257812
2016-03-03,122.62210845947266
2016-03-04,118.36155700683594
2016-03-08,123.75824737548828
2016-03-09,129.23606872558594
2016-03-10,129.0331573486328
2016-03-11,127.45071411132812
2016-03-14,127.89703369140625
2016-03-15,125.1378402709961
2016-03-16,125.5030517578125
2016-03-17,127.2641830444336
2016-03-18,126.88678741455078
2016-03-21,124.7063217163086
2016-03-22,125.25143432617188
2016-03-23,124.53858947753906
2016-03-28,122.6097183227539
2016-03-29,126.76100158691406
2016-03-30,127.72541046142578
2016-03-31,123.82573699951172
2016-04-01,125.58688354492188
2016-04-04,126.71906280517578
2016-04-05,123.11290740966797
2016-04-06,124.79015350341797
2016-04-07,127.1803207397461
2016-04-08,126.46745300292969
2016-04-11,127.80928802490234
2016-04-12,129.69627380371094
2016-04-13,130.24136352539062
2016-04-18,129.65431213378906
2016-04-20,129.78012084960938
2016-04-21,131.70901489257812
2016-04-22,128.6060028076172
2016-04-25,129.06727600097656
2016-04-26,128.8576202392578
2016-04-27,128.1028289794922
2016-04-28,127.38998413085938
2016-04-29,127.01260375976562
2016-05-02,129.1930694580078
2016-05-03,130.870361328125
2016-05-04,127.72541046142578
2016-05-05,129.94784545898438
2016-05-06,128.3544158935547
2016-05-09,129.69627380371094
2016-05-10,134.85389709472656
2016-05-11,134.43458557128906
2016-05-12,140.26315307617188
2016-05-13,142.56942749023438
2016-05-16,137.20211791992188
2016-05-17,134.09912109375
2016-05-18,132.63150024414062
2016-05-19,132.1702423095703
2016-05-20,131.28965759277344
2016-05-23,129.06727600097656
2016-05-24,129.78012084960938
2016-05-25,132.2960205078125
2016-05-26,132.50570678710938
2016-05-27,129.36077880859375
2016-05-30,128.2705535888672
2016-05-31,126.55134582519531
2016-06-01,126.17395782470703
2016-06-02,126.09007263183594
2016-06-03,127.59962463378906
2016-06-06,128.81565856933594
2016-06-07,131.4154510498047
2016-06-08,132.5476531982422
2016-06-09,130.4510040283203
2016-06-10,131.70901489257812
2016-06-13,129.82205200195312
2016-06-14,135.65061950683594
2016-06-15,134.35073852539062
2016-06-16,133.63787841796875
2016-06-17,132.7992401123047
2016-06-20,133.38626098632812
2016-06-21,136.992431640625
2016-06-22,136.2376708984375
2016-06-23,133.8894805908203
2016-06-24,131.45736694335938
2016-06-27,134.43458557128906
2016-06-28,138.3342742919922
2016-06-29,138.54391479492188
2016-06-30,140.68247985839844
2016-07-01,146.59494018554688
2016-07-04,142.73715209960938
2016-07-05,139.2567901611328
2016-07-07,138.5019989013672
2016-07-08,139.2567901611328
2016-07-11,139.80191040039062
2016-07-12,140.5147705078125
2016-07-13,138.29234313964844
2016-07-14,137.62142944335938
2016-07-15,136.7408447265625
2016-07-18,134.2249298095703
2016-07-19,134.35073852539062
2016-07-20,135.8602752685547
2016-07-21,132.0863800048828
2016-07-22,132.88308715820312
2016-07-25,133.09275817871094
2016-07-26,132.50570678710938
2016-07-27,135.39903259277344
2016-07-28,137.0762939453125
2016-07-29,137.83106994628906
2016-08-01,140.5566864013672
2016-08-02,146.9303741455078
2016-08-03,143.86932373046875
2016-08-04,141.1856689453125
2016-08-05,142.82102966308594
2016-08-08,140.9760284423828
2016-08-09,140.1373748779297
2016-08-10,141.9404296875
2016-08-11,138.58587646484375
2016-08-12,138.92129516601562
2016-08-16,135.73451232910156
2016-08-17,134.64425659179688
2016-08-18,141.2275848388672
2016-08-19,151.3751983642578
2016-08-22,179.80520629882812
2016-08-23,175.48617553710938
2016-08-24,183.2855682373047
2016-08-25,182.36306762695312
2016-08-26,187.31109619140625
2016-08-29,183.24363708496094
2016-08-30,185.9272918701172
2016-08-31,181.39865112304688
2016-09-01,185.42410278320312
2016-09-02,182.15341186523438
2016-09-06,184.79515075683594
2016-09-07,188.94639587402344
2016-09-08,201.31642150878906
2016-09-09,195.6555938720703
2016-09-12,185.1725311279297
2016-09-14,191.2946319580078
2016-09-15,193.43316650390625
2016-09-16,203.4969024658203
2016-09-19,194.94273376464844
2016-09-20,191.6300811767578
2016-09-21,187.2691192626953
2016-09-22,187.39492797851562
2016-09-23,188.7367401123047
2016-09-26,184.92092895507812
2016-09-27,180.7277069091797
2016-09-28,182.36306762695312
2016-09-29,172.97024536132812
2016-09-30,174.8572235107422
2016-10-03,181.021240234375
2016-10-04,181.5663604736328
2016-10-05,183.3694305419922
2016-10-06,184.83706665039062
2016-10-07,182.74046325683594
2016-10-10,180.64385986328125
2016-10-13,177.24734497070312
2016-10-14,173.7669677734375
2016-10-17,170.03500366210938
2016-10-18,173.8927764892578
2016-10-19,186.17889404296875
2016-10-20,191.08497619628906
2016-10-21,188.56903076171875
2016-10-24,190.3721160888672
2016-10-25,193.01385498046875
2016-10-26,188.94639587402344
2016-10-27,186.47244262695312
2016-10-28,184.2080841064453
2016-11-01,190.66563415527344
2016-11-02,182.0276336669922
2016-11-03,182.74046325683594
2016-11-04,176.6602783203125
2016-11-07,173.80889892578125
2016-11-08,174.81524658203125
2016-11-09,173.9346923828125
2016-11-10,176.99574279785156
2016-11-11,175.40231323242188
2016-11-15,163.57745361328125
2016-11-16,168.23193359375
2016-11-17,168.3577423095703
2016-11-18,156.28125
2016-11-21,148.52381896972656
2016-11-22,147.51739501953125
2016-11-23,149.44631958007812
2016-11-24,153.5976104736328
2016-11-25,154.56202697753906
2016-11-28,155.10714721679688
2016-11-29,162.94845581054688
2016-11-30,164.2483673095703
2016-12-01,160.30674743652344
2016-12-02,157.62306213378906
2016-12-05,155.86192321777344
2016-12-06,157.83273315429688
2016-12-07,158.5455780029297
2016-12-08,160.55833435058594
2016-12-09,158.503662109375
2016-12-12,161.90017700195312
2016-12-13,165.67408752441406
2016-12-14,173.9766387939453
2016-12-15,169.53182983398438
2016-12-16,170.37046813964844
2016-12-19,178.0021209716797
2016-12-20,170.1608123779297
2016-12-21,172.4670867919922
2016-12-22,170.4123992919922
2016-12-23,173.4734344482422
2016-12-26,171.125244140625
2016-12-27,175.31846618652344
2016-12-28,172.13162231445312
2016-12-29,172.4670867919922
2016-12-30,174.77333068847656
2017-01-02,176.3667755126953
2017-01-03,180.93739318847656
2017-01-04,185.8853759765625
2017-01-05,187.89810180664062
2017-01-06,189.36573791503906
2017-01-09,188.8206329345703
2017-01-10,189.57540893554688
2017-01-11,199.51333618164062
2017-01-12,200.813232421875
2017-01-13,204.04200744628906
2017-01-16,235.78466796875
2017-01-17,225.0081024169922
2017-01-18,221.98898315429688
2017-01-19,223.66627502441406
2017-01-20,219.34727478027344
2017-01-23,226.3499298095703
2017-01-24,219.97621154785156
2017-01-25,218.6763458251953
2017-01-27,219.43113708496094
2017-01-30,217.25064086914062
2017-01-31,209.45126342773438
2017-02-01,217.16677856445312
2017-02-02,221.69546508789062
2017-02-03,222.5341033935547
2017-02-06,226.01446533203125
2017-02-07,223.24696350097656
2017-02-08,223.28887939453125
2017-02-09,219.8085174560547
2017-02-10,217.37646484375
2017-02-13,218.2989501953125
2017-02-14,218.5924835205078
2017-02-15,210.9188690185547
2017-02-16,210.03831481933594
2017-02-17,209.87057495117188
2017-02-20,212.0091094970703
2017-02-21,214.90243530273438
2017-02-22,211.380126953125
2017-02-23,211.3382110595703
2017-02-27,212.6381072998047
2017-02-28,212.7219696044922
2017-03-01,212.0091094970703
2017-03-02,211.21241760253906
2017-03-03,208.4449005126953
2017-03-06,208.9480743408203
2017-03-07,209.40933227539062
2017-03-08,207.60623168945312
2017-03-09,207.64816284179688
2017-03-10,205.76119995117188
2017-03-14,215.6991729736328
2017-03-15,218.13124084472656
2017-03-16,228.8658447265625
2017-03-17,223.2050323486328
2017-03-20,219.09564208984375
2017-03-21,217.7957763671875
2017-03-22,214.56698608398438
2017-03-23,212.7219696044922
2017-03-24,212.05104064941406
2017-03-27,206.4740753173828
2017-03-28,214.90243530273438
2017-03-29,211.7575225830078
2017-03-30,213.68641662597656
2017-03-31,218.3408966064453
2017-04-03,218.5924835205078
2017-04-05,220.06011962890625
2017-04-06,215.23789978027344
2017-04-07,213.77029418945312
2017-04-10,216.91519165039062
2017-04-11,218.42474365234375
2017-04-12,217.71189880371094
2017-04-13,219.43113708496094
2017-04-17,221.44384765625
2017-04-18,224.46298217773438
2017-04-19,223.3727569580078
2017-04-20,238.2586669921875
2017-04-21,236.03627014160156
2017-04-24,235.3653564453125
2017-04-25,235.74273681640625
2017-04-26,228.2368927001953
2017-04-27,225.72093200683594
2017-04-28,224.16946411132812
2017-05-02,223.28887939453125
2017-05-03,221.02452087402344
2017-05-04,225.46934509277344
2017-05-05,221.77931213378906
2017-05-08,222.49217224121094
2017-05-09,219.34727478027344
2017-05-10,217.37646484375
2017-05-11,217.25064086914062
2017-05-12,218.3408966064453
2017-05-15,217.9215545654297
2017-05-16,215.4055938720703
2017-05-17,215.53143310546875
2017-05-18,212.0091094970703
2017-05-19,213.09934997558594
2017-05-22,209.03195190429688
2017-05-23,203.37109375
2017-05-24,198.1715087890625
2017-05-25,204.7548370361328
2017-05-26,209.03195190429688
2017-05-29,209.15771484375
2017-05-30,210.4995574951172
2017-05-31,212.17684936523438
2017-06-01,209.8286590576172
2017-06-02,210.20602416992188
2017-06-05,209.32546997070312
2017-06-06,209.03195190429688
2017-06-07,212.13491821289062
2017-06-08,218.2989501953125
2017-06-09,220.8987579345703
2017-06-12,221.52777099609375
2017-06-13,224.63070678710938
2017-06-14,222.7018280029297
2017-06-15,222.5341033935547
2017-06-16,227.8175506591797
2017-06-19,228.8658447265625
2017-06-20,227.27243041992188
2017-06-21,230.75282287597656
2017-06-22,228.6562042236328
2017-06-23,223.83399963378906
2017-06-27,225.46934509277344
2017-06-28,226.14028930664062
2017-06-29,228.69815063476562
2017-06-30,225.55319213867188
2017-07-03,250.8383026123047
2017-07-04,251.17376708984375
2017-07-05,248.2385711669922
2017-07-06,243.91952514648438
2017-07-07,242.03256225585938
2017-07-10,243.29054260253906
2017-07-11,239.39083862304688
2017-07-12,236.8329620361328
2017-07-13,237.2942352294922
2017-07-14,234.94602966308594
2017-07-17,233.5623016357422
2017-07-18,236.12013244628906
2017-07-19,237.7135467529297
2017-07-20,251.1318359375
2017-07-21,259.9795227050781
2017-07-24,262.45361328125
2017-07-25,264.75982666015625
2017-07-26,297.9700927734375
2017-07-27,286.2710266113281
2017-07-28,299.4377746582031
2017-07-31,301.36663818359375
2017-08-01,305.5179443359375
2017-08-02,298.6409912109375
2017-08-03,299.73126220703125
2017-08-04,300.40216064453125
2017-08-07,295.9573669433594
2017-08-08,295.6219177246094
2017-08-09,294.86712646484375
2017-08-10,280.6101989746094
2017-08-11,281.9100646972656
2017-08-14,289.877197265625
2017-08-16,308.3692626953125
2017-08-17,312.3109130859375
2017-08-18,325.43572998046875
2017-08-21,316.0848083496094
2017-08-22,317.5104675292969
2017-08-23,318.6007385253906
2017-08-24,329.16766357421875
2017-08-28,321.955322265625
2017-08-29,311.34649658203125
2017-08-30,316.4621887207031
2017-08-31,315.95904541015625
2017-09-01,318.1813659667969
2017-09-04,316.4621887207031
2017-09-05,314.1139831542969
2017-09-06,316.29449462890625
2017-09-07,316.1686706542969
2017-09-08,313.6108093261719
2017-09-11,319.1877746582031
