Date,MOVI3.SA
2017-05-24,7.149337291717529
2017-05-25,7.172983646392822
2017-05-26,7.03109884262085
2017-05-29,7.03109884262085
2017-05-30,7.291219711303711
2017-05-31,7.109922409057617
2017-06-01,7.212395191192627
2017-06-02,7.448868274688721
2017-06-05,7.622282028198242
2017-06-06,7.567102909088135
2017-06-07,7.567102909088135
2017-06-08,7.724754810333252
2017-06-09,8.00063419342041
2017-06-12,7.921811103820801
2017-06-13,8.00851821899414
2017-06-14,7.8272223472595215
2017-06-15,7.8272223472595215
2017-06-16,8.00063419342041
2017-06-19,8.237106323242188
2017-06-20,8.221345901489258
2017-06-21,8.34745979309082
2017-06-22,8.118871688842773
2017-06-23,7.953339576721191
2017-06-26,8.00063419342041
2017-06-27,7.890282154083252
2017-06-28,7.882400989532471
2017-06-29,7.866633415222168
2017-06-30,7.882400989532471
2017-07-03,7.598635673522949
2017-07-04,7.377926826477051
2017-07-05,7.362162113189697
2017-07-06,7.480395317077637
2017-07-07,7.488280296325684
2017-07-10,7.377926826477051
2017-07-11,7.377926826477051
2017-07-12,7.440983772277832
2017-07-13,7.6853413581848145
2017-07-14,7.66957426071167
2017-07-17,7.645926475524902
2017-07-18,7.543456077575684
2017-07-19,7.598635673522949
2017-07-20,7.645926475524902
2017-07-21,7.645926475524902
2017-07-24,7.693222522735596
2017-07-25,7.708985328674316
2017-07-26,7.701107025146484
2017-07-27,7.724754810333252
2017-07-28,7.779928684234619
2017-07-31,7.811458587646484
2017-08-01,7.874517440795898
2017-08-02,7.882400989532471
2017-08-03,7.882400989532471
2017-08-04,7.906046390533447
2017-08-07,8.260753631591797
2017-08-08,8.386872291564941
2017-08-09,7.448868274688721
2017-08-10,7.015336036682129
2017-08-11,6.897100448608398
2017-08-14,7.102041244506836
2017-08-15,7.117806911468506
2017-08-16,7.172983646392822
2017-08-17,7.212395191192627
2017-08-18,7.165100574493408
2017-08-21,7.023217678070068
2017-08-22,6.999570369720459
2017-08-23,6.904982566833496
2017-08-24,7.172983646392822
2017-08-25,7.228160381317139
2017-08-28,7.488280296325684
2017-08-29,7.4094557762146
2017-08-30,7.464633464813232
2017-08-31,7.480395317077637
2017-09-01,7.622282028198242
2017-09-04,7.330633640289307
2017-09-05,7.362162113189697
2017-09-06,7.291219711303711
2017-09-07,7.291219711303711
2017-09-08,7.330633640289307
2017-09-11,7.33851432800293
2017-09-12,7.306982517242432
2017-09-13,7.291219711303711
2017-09-14,7.543456077575684
2017-09-15,7.66957426071167
2017-09-18,7.653808116912842
2017-09-19,7.511927127838135
2017-09-20,7.362162113189697
2017-09-21,7.149337291717529
2017-09-22,7.054747581481934
2017-09-25,6.881333351135254
2017-09-26,6.928628921508789
2017-09-27,6.739450931549072
2017-09-28,6.660627841949463
2017-09-29,6.605450630187988
2017-10-02,6.581804275512695
2017-10-03,6.589686393737793
2017-10-04,6.542392253875732
2017-10-05,6.707921981811523
2017-10-06,6.8182759284973145
2017-10-09,6.77886438369751
2017-10-10,6.621215343475342
2017-10-11,6.597568035125732
2017-10-12,6.597568035125732
2017-10-13,6.408390998840332
2017-10-16,6.345331192016602
2017-10-17,6.447803497314453
2017-10-18,6.542392253875732
2017-10-19,6.463568687438965
2017-10-20,6.463568687438965
2017-10-23,6.400507926940918
2017-10-24,6.581804275512695
2017-10-25,6.621215343475342
2017-10-26,6.6685099601745605
2017-10-27,6.542392253875732
2017-10-30,6.455685615539551
2017-10-31,6.463568687438965
2017-11-01,6.345331192016602
2017-11-02,6.345331192016602
2017-11-03,6.3847432136535645
2017-11-06,6.432037353515625
2017-11-07,6.3847432136535645
2017-11-08,6.329566955566406
2017-11-09,6.0694475173950195
2017-11-10,5.801446437835693
2017-11-13,5.596504211425781
2017-11-14,5.62803316116333
2017-11-15,5.62803316116333
2017-11-16,5.691092014312744
2017-11-17,5.643797397613525
2017-11-20,5.643797397613525
2017-11-21,5.659561634063721
2017-11-22,5.675328254699707
2017-11-23,5.659561634063721
2017-11-24,5.817211627960205
2017-11-27,5.7462687492370605
2017-11-28,5.738386631011963
2017-11-29,5.6516804695129395
2017-11-30,5.454621315002441
2017-12-01,5.62803316116333
2017-12-04,5.533444881439209
2017-12-05,5.4388556480407715
2017-12-06,5.352150917053223
2017-12-07,5.1629719734191895
2017-12-08,5.0920305252075195
2017-12-11,5.1708526611328125
2017-12-12,5.1629719734191895
2017-12-13,5.147207260131836
2017-12-14,5.470386505126953
2017-12-15,5.596504211425781
2017-12-18,5.423090934753418
2017-12-19,5.3363847732543945
2017-12-20,5.3363847732543945
2017-12-21,5.4388556480407715
2017-12-22,5.541326999664307
2017-12-25,5.541326999664307
2017-12-26,5.596504211425781
2017-12-27,5.659561634063721
2017-12-28,5.55709171295166
2017-12-29,5.55709171295166
2018-01-02,5.793564319610596
2018-01-03,5.935447692871094
2018-01-04,6.108860492706299
2018-01-05,6.307929515838623
2018-01-08,6.132929801940918
2018-01-09,6.021566390991211
2018-01-10,6.053384780883789
2018-01-11,6.220428943634033
2018-01-12,6.101112365722656
2018-01-15,6.188611030578613
2018-01-16,6.204521656036377
2018-01-17,6.212475299835205
2018-01-18,6.0931572914123535
2018-01-19,6.053384780883789
2018-01-22,6.00565767288208
2018-01-23,5.798840522766113
2018-01-24,5.949975967407227
2018-01-25,5.949975967407227
2018-01-26,6.117020130157471
2018-01-29,6.642019748687744
2018-01-30,6.522701740264893
2018-01-31,6.586337089538574
2018-02-01,6.451109886169434
2018-02-02,6.498837947845459
2018-02-05,6.228384017944336
2018-02-06,6.220428943634033
2018-02-07,6.260201930999756
2018-02-08,6.164747714996338
2018-02-09,6.124975204467773
2018-02-14,6.228384017944336
2018-02-15,6.474974632263184
2018-02-16,6.379518985748291
2018-02-19,6.3954291343688965
2018-02-20,6.379518985748291
2018-02-21,6.482928276062012
2018-02-22,6.538609027862549
2018-02-23,6.41929292678833
2018-02-26,6.403383255004883
2018-02-27,6.284067153930664
2018-02-28,6.061339855194092
2018-03-01,6.315883636474609
2018-03-02,6.427247524261475
2018-03-05,6.260201930999756
2018-03-06,6.148839473724365
2018-03-07,6.109066486358643
2018-03-08,6.069293022155762
2018-03-09,6.196567535400391
2018-03-12,6.260201930999756
2018-03-13,6.268157005310059
2018-03-14,6.299975395202637
2018-03-15,6.292020797729492
2018-03-16,6.276110649108887
2018-03-19,6.045431613922119
2018-03-20,6.148839473724365
2018-03-21,5.910202980041504
2018-03-22,5.806794166564941
2018-03-23,5.576114654541016
2018-03-26,5.6397504806518555
2018-03-27,5.5442962646484375
2018-03-28,5.671567916870117
2018-03-29,5.735203742980957
2018-04-02,5.647703647613525
2018-04-03,5.814749240875244
2018-04-04,5.942022800445557
2018-04-05,6.143187999725342
2018-04-06,6.222971439361572
2018-04-09,6.262861728668213
2018-04-10,6.262861728668213
2018-04-11,6.310730457305908
2018-04-12,6.342642307281494
2018-04-13,6.30275297164917
2018-04-16,6.5022053718566895
2018-04-17,6.542097568511963
2018-04-18,6.629856586456299
2018-04-19,6.661769866943359
2018-04-20,6.581985950469971
2018-04-23,6.661769866943359
2018-04-24,6.813356399536133
2018-04-25,6.637834548950195
2018-04-26,6.566030979156494
2018-04-27,6.385402202606201
2018-04-30,6.42531156539917
2018-05-02,6.289620876312256
2018-05-03,6.385402202606201
2018-05-04,6.225768089294434
2018-05-07,6.345493793487549
2018-05-08,6.696691036224365
2018-05-09,6.680726528167725
2018-05-10,6.784489631652832
2018-05-11,6.529073715209961
2018-05-14,6.385402202606201
2018-05-15,6.241731643676758
2018-05-16,6.30558443069458
2018-05-17,6.10604190826416
2018-05-18,6.137967586517334
2018-05-21,6.185858249664307
2018-05-22,6.30558443069458
2018-05-23,6.10604190826416
2018-05-24,6.0262227058410645
2018-05-25,5.82667875289917
2018-05-28,5.491445541381836
2018-05-29,5.579245567321777
2018-05-30,5.523372650146484
2018-06-01,5.8506245613098145
2018-06-04,5.82667875289917
2018-06-05,5.65906286239624
2018-06-06,5.347774505615234
2018-06-07,5.0524492263793945
2018-06-08,4.8928141593933105
2018-06-11,4.932723045349121
2018-06-12,4.781070232391357
2018-06-13,4.789050579071045
2018-06-14,4.757124423980713
2018-06-15,4.589508056640625
2018-06-18,4.397945880889893
2018-06-19,4.469780921936035
2018-06-20,4.389963150024414
2018-06-21,4.366017818450928
2018-06-22,4.389963150024414
2018-06-25,4.4538164138793945
2018-06-26,4.389963150024414
2018-06-27,4.597489356994629
2018-06-28,4.381982326507568
2018-06-29,4.310145854949951
2018-07-02,4.15993070602417
2018-07-03,4.208116054534912
2018-07-04,4.184023380279541
2018-07-05,4.047500133514404
2018-07-06,4.0876545906066895
2018-07-10,4.09568452835083
2018-07-11,4.063562393188477
2018-07-12,4.216145992279053
2018-07-13,4.408884525299072
2018-07-16,4.432976722717285
2018-07-17,4.577529430389404
2018-07-18,4.449038505554199
2018-07-19,4.336607456207275
2018-07-20,4.657838821411133
2018-07-23,4.930884838104248
2018-07-24,4.882699489593506
2018-07-25,4.826484203338623
2018-07-26,4.81845235824585
2018-07-27,4.987098693847656
2018-07-30,4.858607292175293
2018-07-31,4.665869235992432
2018-08-01,4.874668121337891
2018-08-02,4.858607292175293
2018-08-03,4.842545032501221
2018-08-06,4.858607292175293
2018-08-07,4.914822101593018
2018-08-08,4.963006496429443
2018-08-09,5.356513977050781
2018-08-10,5.36454439163208
2018-08-13,5.30029821395874
2018-08-14,5.30029821395874
2018-08-15,5.268174648284912
2018-08-16,5.2039289474487305
2018-08-17,5.019222259521484
2018-08-20,5.019222259521484
2018-08-21,4.874668121337891
2018-08-22,4.922852993011475
2018-08-23,4.850575923919678
2018-08-24,4.850575923919678
2018-08-27,5.035283088684082
2018-08-28,4.858607292175293
2018-08-29,4.898759841918945
2018-08-30,4.762237071990967
2018-08-31,4.834514617919922
2018-09-03,4.8907294273376465
2018-09-04,4.770269393920898
2018-09-05,4.826484203338623
2018-09-06,4.834514617919922
2018-09-10,4.8907294273376465
2018-09-11,4.7943596839904785
2018-09-12,4.81845235824585
2018-09-13,4.561469078063965
2018-09-14,4.569499492645264
2018-09-17,4.770269393920898
2018-09-18,5.011190414428711
2018-09-19,4.858607292175293
2018-09-20,4.930884838104248
2018-09-21,5.051344394683838
2018-09-24,4.954975605010986
2018-09-25,4.81845235824585
2018-09-26,4.657838821411133
2018-09-27,4.778298854827881
2018-09-28,4.706022262573242
2018-10-01,4.7381463050842285
2018-10-02,4.86663818359375
2018-10-03,5.219991207122803
2018-10-04,5.187867641448975
2018-10-05,5.155744552612305
2018-10-08,5.316359996795654
2018-10-09,5.36454439163208
2018-10-10,5.187867641448975
2018-10-11,5.16377592086792
2018-10-15,5.444851875305176
2018-10-16,5.733958721160889
2018-10-17,5.701835632324219
2018-10-18,5.741990566253662
2018-10-19,5.741990566253662
2018-10-22,5.926698207855225
2018-10-23,5.9909443855285645
2018-10-24,5.942758083343506
2018-10-25,5.854421615600586
2018-10-26,5.982912063598633
2018-10-29,6.061637878417969
2018-10-30,6.460323333740234
2018-10-31,6.419641017913818
2018-11-01,6.4928693771362305
2018-11-05,6.52541446685791
2018-11-06,6.460323333740234
2018-11-07,6.40336799621582
2018-11-08,6.4928693771362305
2018-11-09,6.2975945472717285
2018-11-12,6.330140590667725
2018-11-13,6.378958702087402
2018-11-14,6.387095928192139
2018-11-16,6.680007457733154
2018-11-19,6.712551593780518
2018-11-21,6.4928693771362305
2018-11-22,6.5335516929626465
2018-11-23,6.4928693771362305
2018-11-26,6.4928693771362305
2018-11-27,6.50914192199707
2018-11-28,6.476596355438232
2018-11-29,6.5335516929626465
2018-11-30,6.50914192199707
2018-12-03,6.427777290344238
2018-12-04,6.387095928192139
2018-12-05,6.40336799621582
2018-12-06,6.330140590667725
2018-12-07,6.037229061126709
2018-12-10,5.890773773193359
