Date,LMP.L
2015-12-10,158.31002807617188
2015-12-11,157.91175842285156
2015-12-14,156.51780700683594
2015-12-15,157.81214904785156
2015-12-16,159.3056640625
2015-12-17,160.89877319335938
2015-12-18,161.59567260742188
2015-12-21,161.1974334716797
2015-12-22,160.30136108398438
2015-12-23,160.60003662109375
2015-12-24,162.39224243164062
2015-12-29,163.8856658935547
2015-12-30,164.28399658203125
2015-12-31,163.28823852539062
2016-01-04,163.38792419433594
2016-01-05,164.08482360839844
2016-01-06,161.29698181152344
2016-01-07,158.80783081054688
2016-01-08,158.31002807617188
2016-01-11,157.5134735107422
2016-01-12,157.5134735107422
2016-01-13,157.2147979736328
2016-01-14,155.92044067382812
2016-01-15,156.31861877441406
2016-01-18,154.5264892578125
2016-01-19,153.82952880859375
2016-01-20,152.3360137939453
2016-01-21,154.12823486328125
2016-01-22,157.01565551757812
2016-01-25,159.20608520507812
2016-01-26,158.90745544433594
2016-01-27,159.80355834960938
2016-01-28,159.3056640625
2016-01-29,161.1974334716797
2016-02-01,161.1974334716797
2016-02-02,160.30136108398438
2016-02-03,160.10215759277344
2016-02-04,160.69960021972656
2016-02-05,159.4052276611328
2016-02-08,155.92044067382812
2016-02-09,153.82952880859375
2016-02-10,154.92477416992188
2016-02-11,154.5264892578125
2016-02-12,154.92477416992188
2016-02-15,156.61740112304688
2016-02-16,154.6260528564453
2016-02-17,159.20608520507812
2016-02-18,160.20175170898438
2016-02-19,160.30136108398438
2016-02-22,158.11090087890625
2016-02-23,157.81214904785156
2016-02-24,157.1151885986328
2016-02-25,157.61302185058594
2016-02-26,157.71258544921875
2016-02-29,156.41822814941406
2016-03-01,156.61740112304688
2016-03-02,156.81651306152344
2016-03-03,158.50917053222656
2016-03-04,159.20608520507812
2016-03-07,157.5134735107422
2016-03-08,157.61302185058594
2016-03-09,157.2147979736328
2016-03-10,157.91175842285156
2016-03-11,158.70826721191406
2016-03-14,160.40089416503906
2016-03-15,161.99398803710938
2016-03-16,163.98532104492188
2016-03-17,161.03497314453125
2016-03-18,161.4333038330078
2016-03-21,161.9312744140625
2016-03-22,160.9353790283203
2016-03-23,159.34194946289062
2016-03-24,156.75267028808594
2016-03-29,159.34194946289062
2016-03-30,159.8398895263672
2016-03-31,157.94769287109375
2016-04-01,159.34194946289062
2016-04-04,160.2382354736328
2016-04-05,160.138671875
2016-04-06,160.63658142089844
2016-04-07,160.33782958984375
2016-04-08,161.33372497558594
2016-04-11,160.9353790283203
2016-04-12,161.83168029785156
2016-04-13,163.32545471191406
2016-04-14,161.9312744140625
2016-04-15,160.73617553710938
2016-04-18,160.5369873046875
2016-04-19,161.2340850830078
2016-04-20,161.33372497558594
2016-04-21,161.13450622558594
2016-04-22,156.95179748535156
2016-04-25,159.2423553466797
2016-04-26,161.2340850830078
2016-04-27,162.23001098632812
2016-04-28,159.44155883789062
2016-04-29,157.8480987548828
2016-05-03,158.54522705078125
2016-05-04,156.95179748535156
2016-05-05,158.64480590820312
2016-05-06,160.63658142089844
2016-05-09,163.32545471191406
2016-05-10,162.72796630859375
2016-05-11,161.83168029785156
2016-05-12,161.13450622558594
2016-05-13,162.42919921875
2016-05-16,163.0267333984375
2016-05-17,164.81927490234375
2016-05-18,164.81927490234375
2016-05-19,162.1304473876953
2016-05-20,163.2259063720703
2016-05-23,164.62014770507812
2016-05-24,164.32142639160156
2016-05-25,163.624267578125
2016-05-26,163.32545471191406
2016-05-27,163.92300415039062
2016-05-31,163.82345581054688
2016-06-01,157.35018920898438
2016-06-02,159.2423553466797
2016-06-03,161.03497314453125
2016-06-06,161.7320556640625
2016-06-07,160.83578491210938
2016-06-08,159.8398895263672
2016-06-09,160.83578491210938
2016-06-10,159.34194946289062
2016-06-13,158.24644470214844
2016-06-14,156.05543518066406
2016-06-15,155.85635375976562
2016-06-16,152.66952514648438
2016-06-17,152.8686981201172
2016-06-20,157.54931640625
2016-06-21,159.8398895263672
2016-06-22,161.4333038330078
2016-06-23,163.624267578125
2016-06-24,149.58218383789062
2016-06-27,134.34515380859375
2016-06-28,142.6110382080078
2016-06-29,146.39541625976562
2016-06-30,149.1839141845703
2016-07-01,151.1757049560547
2016-07-04,149.38308715820312
2016-07-05,142.8101348876953
2016-07-06,139.22503662109375
2016-07-07,141.41595458984375
2016-07-08,146.29579162597656
2016-07-11,152.96827697753906
2016-07-12,155.45797729492188
2016-07-13,152.7691192626953
2016-07-14,151.37490844726562
2016-07-15,150.27938842773438
2016-07-18,151.37490844726562
2016-07-19,153.76498413085938
2016-07-20,155.05966186523438
2016-07-21,154.16336059570312
2016-07-22,152.96827697753906
2016-07-25,156.1551055908203
2016-07-26,159.34194946289062
2016-07-27,159.5411376953125
2016-07-28,160.5369873046875
2016-07-29,161.13450622558594
2016-08-01,161.13450622558594
2016-08-02,161.4333038330078
2016-08-03,160.138671875
2016-08-04,162.62835693359375
2016-08-05,163.72381591796875
2016-08-08,162.8275604248047
2016-08-09,161.83168029785156
2016-08-10,161.2340850830078
2016-08-11,161.13450622558594
2016-08-12,164.32142639160156
2016-08-15,163.0267333984375
2016-08-16,161.03497314453125
2016-08-17,160.2382354736328
2016-08-18,162.0308380126953
2016-08-19,163.32545471191406
2016-08-22,162.92721557617188
2016-08-23,165.2176971435547
2016-08-24,166.11404418945312
2016-08-25,165.2176971435547
2016-08-26,163.524658203125
2016-08-30,163.82345581054688
2016-08-31,163.4251251220703
2016-09-01,164.8373565673828
2016-09-02,165.23582458496094
2016-09-05,163.24380493164062
2016-09-06,163.34336853027344
2016-09-07,162.94508361816406
2016-09-08,164.33944702148438
2016-09-09,160.85342407226562
2016-09-12,160.2558135986328
2016-09-13,159.75778198242188
2016-09-14,159.2598114013672
2016-09-15,159.3594207763672
2016-09-16,160.2558135986328
2016-09-19,160.05654907226562
2016-09-20,160.05654907226562
2016-09-21,159.2598114013672
2016-09-22,160.55458068847656
2016-09-23,161.45101928710938
2016-09-26,159.1602325439453
2016-09-27,159.3594207763672
2016-09-28,159.857421875
2016-09-29,160.2558135986328
2016-09-30,159.3594207763672
2016-10-03,160.85342407226562
2016-10-04,160.85342407226562
2016-10-05,157.36744689941406
2016-10-06,155.4750213623047
2016-10-07,151.39151000976562
2016-10-10,150.39549255371094
2016-10-11,151.88946533203125
2016-10-12,149.8974609375
2016-10-13,150.69422912597656
2016-10-14,149.79783630371094
2016-10-17,148.2042694091797
2016-10-18,147.70631408691406
2016-10-19,148.4034881591797
2016-10-20,149.99708557128906
2016-10-21,149.2002716064453
2016-10-24,149.2002716064453
2016-10-25,149.39947509765625
2016-10-26,148.00506591796875
2016-10-27,149.1006622314453
2016-10-28,150.49510192871094
2016-10-31,148.50303649902344
2016-11-01,146.41148376464844
2016-11-02,148.1046600341797
2016-11-03,149.2002716064453
2016-11-04,146.3118438720703
2016-11-07,147.5071563720703
2016-11-08,147.10867309570312
2016-11-09,146.51107788085938
2016-11-10,144.31988525390625
2016-11-11,146.11265563964844
2016-11-14,144.2203369140625
2016-11-15,144.91748046875
2016-11-16,143.9214324951172
2016-11-17,145.81385803222656
2016-11-18,144.81785583496094
2016-11-21,142.1287078857422
2016-11-22,142.72625732421875
2016-11-23,142.32786560058594
2016-11-24,144.31988525390625
2016-11-25,144.1206817626953
2016-11-28,143.9214324951172
2016-11-29,145.21629333496094
2016-11-30,142.4275360107422
2016-12-01,138.74227905273438
2016-12-02,138.64268493652344
2016-12-05,138.04513549804688
2016-12-06,139.63868713378906
2016-12-07,141.63067626953125
2016-12-08,140.5529022216797
2016-12-09,143.93966674804688
2016-12-12,143.54127502441406
2016-12-13,148.02381896972656
2016-12-14,148.52186584472656
2016-12-15,148.32266235351562
2016-12-16,148.42225646972656
2016-12-19,148.32266235351562
2016-12-20,148.32266235351562
2016-12-21,149.4183807373047
2016-12-22,150.21522521972656
2016-12-23,151.21145629882812
2016-12-28,151.3109893798828
2016-12-29,152.4067840576172
2016-12-30,154.8970947265625
2017-01-03,154.1997833251953
2017-01-04,153.50250244140625
2017-01-05,154.8970947265625
2017-01-06,155.69395446777344
2017-01-09,154.1001434326172
2017-01-10,153.60211181640625
2017-01-11,152.90480041503906
2017-01-12,152.4067840576172
2017-01-13,150.71328735351562
2017-01-16,150.11561584472656
2017-01-17,149.61756896972656
2017-01-18,150.21522521972656
2017-01-19,146.92803955078125
2017-01-20,145.73272705078125
2017-01-23,147.82460021972656
2017-01-24,146.8284454345703
2017-01-25,146.52960205078125
2017-01-26,147.72496032714844
2017-01-27,146.92803955078125
2017-01-30,146.03155517578125
2017-01-31,147.02767944335938
2017-02-01,147.22694396972656
2017-02-02,145.83230590820312
2017-02-03,147.4261016845703
2017-02-06,147.3265380859375
2017-02-07,147.92417907714844
2017-02-08,149.91644287109375
2017-02-09,150.41452026367188
2017-02-10,149.7172393798828
2017-02-13,149.11956787109375
2017-02-14,148.9202880859375
2017-02-15,149.11956787109375
2017-02-16,148.52186584472656
2017-02-17,150.21522521972656
2017-02-20,152.90480041503906
2017-02-21,152.30712890625
2017-02-22,153.10401916503906
2017-02-23,153.50250244140625
2017-02-24,153.60211181640625
2017-02-27,153.40286254882812
2017-02-28,154.3989715576172
2017-03-01,155.39515686035156
2017-03-02,154.6978302001953
2017-03-03,154.1001434326172
2017-03-06,154.3989715576172
2017-03-07,154.0005645751953
2017-03-08,152.80516052246094
2017-03-09,153.20364379882812
2017-03-10,152.00830078125
2017-03-13,152.30712890625
2017-03-14,150.6137237548828
2017-03-15,151.21145629882812
2017-03-16,150.83082580566406
2017-03-17,152.62405395507812
2017-03-20,153.6202850341797
2017-03-21,154.8158416748047
2017-03-22,154.41726684570312
2017-03-23,154.21807861328125
2017-03-24,153.5207061767578
2017-03-27,152.42477416992188
2017-03-28,151.42857360839844
2017-03-29,151.62779235839844
2017-03-30,154.51693725585938
2017-03-31,159.19923400878906
2017-04-03,157.00747680664062
2017-04-04,158.10336303710938
2017-04-05,158.10336303710938
2017-04-06,159.49810791015625
2017-04-07,161.3909912109375
2017-04-10,161.3909912109375
2017-04-11,162.88531494140625
2017-04-12,164.9774169921875
2017-04-13,165.37599182128906
2017-04-18,166.3721923828125
2017-04-19,165.57518005371094
2017-04-20,164.3797149658203
2017-04-21,164.3797149658203
2017-04-24,165.07708740234375
2017-04-25,166.47181701660156
2017-04-26,167.96615600585938
2017-04-27,168.16542053222656
2017-04-28,167.766845703125
2017-05-02,168.96241760253906
2017-05-03,168.26502990722656
2017-05-04,167.26876831054688
2017-05-05,166.17295837402344
2017-05-08,168.06578063964844
2017-05-09,167.96615600585938
2017-05-10,167.169189453125
2017-05-11,166.3721923828125
2017-05-12,167.169189453125
2017-05-15,165.57518005371094
2017-05-16,166.67108154296875
2017-05-17,167.96615600585938
2017-05-18,166.96990966796875
2017-05-19,167.169189453125
2017-05-22,168.76318359375
2017-05-23,167.26876831054688
2017-05-24,167.86651611328125
2017-05-25,167.86651611328125
2017-05-26,167.169189453125
2017-05-30,166.17295837402344
2017-05-31,167.86651611328125
2017-06-01,168.96241760253906
2017-06-02,168.96241760253906
2017-06-05,166.67108154296875
2017-06-06,164.3797149658203
2017-06-07,167.46807861328125
2017-06-08,164.998046875
2017-06-09,164.89842224121094
2017-06-12,165.49623107910156
2017-06-13,167.9871368408203
2017-06-14,171.67367553710938
2017-06-15,169.68101501464844
2017-06-16,173.76605224609375
2017-06-19,171.17555236816406
2017-06-20,171.075927734375
2017-06-21,171.37478637695312
2017-06-22,170.4781036376953
2017-06-23,171.27513122558594
2017-06-26,171.67367553710938
2017-06-27,169.16384887695312
2017-06-28,168.7842254638672
2017-06-29,167.38934326171875
2017-06-30,166.7915496826172
2017-07-03,165.39659118652344
2017-07-04,164.69918823242188
2017-07-05,165.1973114013672
2017-07-06,164.89842224121094
2017-07-07,164.79879760742188
2017-07-10,165.79519653320312
2017-07-11,165.79519653320312
2017-07-12,165.09764099121094
2017-07-13,166.5922088623047
2017-07-14,166.5922088623047
2017-07-17,166.5922088623047
2017-07-18,168.38565063476562
2017-07-19,168.38565063476562
2017-07-20,168.7842254638672
2017-07-21,168.58499145507812
2017-07-24,166.69189453125
2017-07-25,165.894775390625
2017-07-26,167.78787231445312
2017-07-27,168.08677673339844
2017-07-28,166.99078369140625
2017-07-31,167.68826293945312
2017-08-01,167.38934326171875
2017-08-02,167.78787231445312
2017-08-03,166.89114379882812
2017-08-04,167.4889678955078
2017-08-07,167.88754272460938
2017-08-08,167.19009399414062
2017-08-09,166.49261474609375
2017-08-10,164.79879760742188
2017-08-11,164.30056762695312
2017-08-14,167.38934326171875
2017-08-15,168.98355102539062
2017-08-16,170.5776824951172
2017-08-17,169.9799041748047
2017-08-18,168.08677673339844
2017-08-21,168.08677673339844
2017-08-22,168.7842254638672
2017-08-23,168.38565063476562
2017-08-24,167.88754272460938
2017-08-25,166.0940704345703
2017-08-29,165.39659118652344
2017-08-30,165.69554138183594
2017-08-31,165.61431884765625
2017-09-01,165.61431884765625
2017-09-04,166.11251831054688
2017-09-05,164.41854858398438
2017-09-06,164.71751403808594
2017-09-07,169.1019287109375
2017-09-08,168.5040740966797
2017-09-11,169.7994842529297
2017-09-12,169.50059509277344
2017-09-13,168.80299377441406
2017-09-14,166.5111541748047
2017-09-15,165.1160125732422
2017-09-18,164.41854858398438
2017-09-19,165.4149932861328
2017-09-20,164.91677856445312
2017-09-21,164.6177978515625
2017-09-22,166.11251831054688
2017-09-25,166.8101043701172
2017-09-26,165.4149932861328
2017-09-27,164.21923828125
2017-09-28,163.4220428466797
2017-09-29,165.61431884765625
2017-10-02,165.0164031982422
2017-10-03,166.11251831054688
2017-10-04,166.4114227294922
2017-10-05,169.69985961914062
2017-10-06,169.1019287109375
2017-10-09,168.80299377441406
2017-10-10,168.10548400878906
2017-10-11,169.1019287109375
2017-10-12,170.59666442871094
2017-10-13,170.69635009765625
2017-10-16,170.4970703125
2017-10-17,170.19808959960938
2017-10-18,174.68226623535156
2017-10-19,176.6752166748047
2017-10-20,175.87802124023438
2017-10-23,175.87802124023438
2017-10-24,174.88150024414062
2017-10-25,174.08436584472656
2017-10-26,174.68226623535156
2017-10-27,174.48294067382812
2017-10-30,175.080810546875
2017-10-31,175.77835083007812
2017-11-01,175.77835083007812
2017-11-02,176.97413635253906
2017-11-03,177.87095642089844
2017-11-06,177.87095642089844
2017-11-07,175.5790252685547
2017-11-08,176.97413635253906
2017-11-09,175.87802124023438
2017-11-10,177.37274169921875
2017-11-13,175.47943115234375
2017-11-14,175.47943115234375
2017-11-15,174.78187561035156
2017-11-16,177.37274169921875
2017-11-17,176.87448120117188
2017-11-20,176.97413635253906
2017-11-21,177.97061157226562
2017-11-22,178.16990661621094
2017-11-23,178.5684814453125
2017-11-24,179.46530151367188
2017-11-27,180.56146240234375
2017-11-28,179.16636657714844
2017-11-29,179.3656768798828
2017-11-30,177.7713165283203
2017-12-01,174.28363037109375
2017-12-04,174.9811553955078
2017-12-05,179.26597595214844
2017-12-06,174.08436584472656
2017-12-07,172.00999450683594
2017-12-08,176.8932342529297
2017-12-11,174.50143432617188
2017-12-12,175.2987060546875
2017-12-13,175.7969512939453
2017-12-14,176.6939239501953
2017-12-15,178.48777770996094
2017-12-18,181.37782287597656
2017-12-19,182.07542419433594
2017-12-20,180.7799072265625
2017-12-21,182.27476501464844
2017-12-22,183.76962280273438
2017-12-27,185.06515502929688
2017-12-28,185.86245727539062
2017-12-29,185.3641357421875
2018-01-02,185.76280212402344
2018-01-03,187.25762939453125
2018-01-04,187.75595092773438
2018-01-05,187.35733032226562
2018-01-08,187.05831909179688
2018-01-09,186.8590545654297
2018-01-10,182.67335510253906
2018-01-11,180.9792022705078
2018-01-12,179.38470458984375
2018-01-15,178.38804626464844
2018-01-16,180.38128662109375
2018-01-17,181.37782287597656
2018-01-18,179.38470458984375
2018-01-19,180.38128662109375
2018-01-22,179.1853485107422
2018-01-23,180.38128662109375
2018-01-24,180.58059692382812
2018-01-25,178.88638305664062
2018-01-26,181.6768035888672
2018-01-29,180.08226013183594
2018-01-30,177.4911651611328
2018-01-31,178.58738708496094
2018-02-01,176.2952423095703
2018-02-02,174.8003692626953
2018-02-05,170.91375732421875
2018-02-06,167.0270538330078
2018-02-07,171.51165771484375
2018-02-08,168.82089233398438
2018-02-09,169.51852416992188
2018-02-12,171.113037109375
2018-02-13,171.21273803710938
2018-02-14,170.91375732421875
2018-02-15,172.10960388183594
2018-02-16,176.3948974609375
2018-02-19,176.59426879882812
2018-02-20,176.6939239501953
2018-02-21,174.90000915527344
2018-02-22,174.00314331054688
2018-02-23,175.7969512939453
2018-02-26,177.98948669433594
2018-02-27,177.4911651611328
2018-02-28,177.09251403808594
2018-03-01,174.30210876464844
2018-03-02,173.40518188476562
2018-03-05,176.3948974609375
2018-03-06,174.00314331054688
2018-03-07,176.3948974609375
2018-03-08,180.9792022705078
2018-03-09,182.67335510253906
2018-03-12,182.87271118164062
2018-03-13,183.47064208984375
2018-03-14,183.37100219726562
2018-03-15,178.40599060058594
2018-03-16,175.6153106689453
2018-03-19,177.90771484375
2018-03-20,179.1036834716797
2018-03-21,176.5123291015625
2018-03-22,174.41928100585938
2018-03-23,172.4259033203125
2018-03-26,171.22991943359375
2018-03-27,173.12359619140625
2018-03-28,178.00741577148438
2018-03-29,177.60867309570312
2018-04-03,177.11033630371094
2018-04-04,177.60867309570312
2018-04-05,179.3030242919922
2018-04-06,179.80133056640625
2018-04-09,178.70504760742188
2018-04-10,178.40599060058594
2018-04-11,178.2066650390625
2018-04-12,178.3063201904297
2018-04-13,179.5023651123047
2018-04-16,178.5056915283203
2018-04-17,178.6053924560547
2018-04-18,182.09375
2018-04-19,182.9907684326172
2018-04-20,184.2864532470703
2018-04-23,184.984130859375
2018-04-24,186.3794708251953
2018-04-25,185.2831573486328
2018-04-26,186.27981567382812
2018-04-27,188.37283325195312
2018-04-30,189.66856384277344
2018-05-01,188.07386779785156
2018-05-02,186.97750854492188
2018-05-03,187.97421264648438
2018-05-04,188.8711700439453
2018-05-08,192.06056213378906
2018-05-09,193.95425415039062
2018-05-10,193.3562469482422
2018-05-11,195.05059814453125
2018-05-14,193.95425415039062
2018-05-15,192.4591827392578
2018-05-16,193.0572052001953
2018-05-17,193.3562469482422
2018-05-18,193.95425415039062
2018-05-21,193.256591796875
2018-05-22,194.85125732421875
2018-05-23,193.3562469482422
2018-05-24,192.75820922851562
2018-05-25,194.0539093017578
2018-05-29,191.2632293701172
2018-05-30,194.3529052734375
2018-05-31,191.8612060546875
2018-06-01,191.6619110107422
2018-06-04,193.4559326171875
2018-06-05,193.0572052001953
2018-06-06,192.85797119140625
2018-06-07,189.2928009033203
2018-06-08,189.2928009033203
2018-06-11,189.69158935546875
2018-06-12,187.9970245361328
2018-06-13,189.7912139892578
2018-06-14,187.49862670898438
2018-06-15,188.79443359375
2018-06-18,187.09983825683594
2018-06-19,186.9005126953125
2018-06-20,186.9005126953125
2018-06-21,185.40533447265625
2018-06-22,186.40213012695312
2018-06-25,185.90371704101562
2018-06-26,186.9005126953125
2018-06-27,185.40533447265625
2018-06-28,185.40533447265625
2018-06-29,184.40847778320312
2018-07-02,183.4116973876953
2018-07-03,183.5113525390625
2018-07-04,183.5113525390625
2018-07-05,183.31202697753906
2018-07-06,183.11265563964844
2018-07-09,182.91323852539062
2018-07-10,184.30882263183594
2018-07-11,183.11265563964844
2018-07-12,184.0098419189453
2018-07-13,184.40847778320312
2018-07-16,184.06361389160156
2018-07-17,184.60787963867188
2018-07-18,186.10308837890625
2018-07-19,185.40533447265625
2018-07-20,185.90371704101562
2018-07-23,184.70755004882812
2018-07-24,183.5113525390625
2018-07-25,183.21234130859375
2018-07-26,184.9069061279297
2018-07-27,185.3056640625
2018-07-30,186.5017852783203
2018-07-31,187.5983123779297
2018-08-01,186.70118713378906
2018-08-02,184.9069061279297
2018-08-03,185.90371704101562
2018-08-06,185.704345703125
2018-08-07,185.50498962402344
2018-08-08,185.8040008544922
2018-08-09,184.60787963867188
2018-08-10,183.91015625
2018-08-13,181.91650390625
2018-08-14,181.01942443847656
2018-08-15,180.32162475585938
2018-08-16,182.81362915039062
2018-08-17,183.01300048828125
2018-08-20,183.61102294921875
2018-08-21,183.61102294921875
2018-08-22,183.11265563964844
2018-08-23,183.01300048828125
2018-08-24,183.4116973876953
2018-08-28,184.2091827392578
2018-08-29,184.40847778320312
2018-08-30,182.43365478515625
2018-08-31,183.92904663085938
2018-09-03,181.5364227294922
2018-09-04,181.93519592285156
2018-09-05,180.73892211914062
2018-09-06,181.4366912841797
2018-09-07,180.3401336669922
2018-09-10,181.4366912841797
2018-09-11,180.83860778808594
2018-09-12,182.63308715820312
2018-09-13,182.03488159179688
2018-09-14,182.53335571289062
2018-09-17,182.43365478515625
2018-09-18,183.4305419921875
2018-09-19,181.93519592285156
2018-09-20,181.93519592285156
2018-09-21,181.2373809814453
2018-09-24,179.94137573242188
2018-09-25,178.14695739746094
2018-09-26,178.6454620361328
2018-09-27,175.95370483398438
2018-09-28,177.2497100830078
2018-10-01,179.04415893554688
2018-10-02,181.4366912841797
2018-10-03,178.8448486328125
2018-10-04,176.45220947265625
2018-10-05,178.44601440429688
2018-10-08,179.54263305664062
2018-10-09,180.0410919189453
2018-10-10,176.95065307617188
2018-10-11,176.55189514160156
2018-10-12,174.5580596923828
2018-10-15,173.26211547851562
2018-10-16,177.9475860595703
2018-10-17,181.4366912841797
2018-10-18,181.93519592285156
2018-10-19,183.2311553955078
2018-10-22,183.4305419921875
2018-10-23,180.4398193359375
2018-10-24,181.33706665039062
2018-10-25,180.1407012939453
2018-10-26,179.34323120117188
2018-10-29,180.1407012939453
2018-10-30,181.73585510253906
2018-10-31,179.7420196533203
2018-11-01,184.42742919921875
2018-11-02,184.0287322998047
2018-11-05,183.72964477539062
2018-11-06,183.3308563232422
2018-11-07,186.42127990722656
2018-11-08,184.42742919921875
2018-11-09,188.21568298339844
2018-11-12,186.82000732421875
2018-11-13,186.72035217285156
2018-11-14,187.2187957763672
2018-11-15,181.5364227294922
2018-11-16,183.2311553955078
2018-11-19,185.32469177246094
2018-11-20,184.5271759033203
2018-11-21,185.1252899169922
2018-11-22,184.72653198242188
2018-11-23,185.72341918945312
2018-11-26,187.51788330078125
2018-11-27,185.92282104492188
2018-11-28,185.72341918945312
2018-11-29,181.4366912841797
2018-11-30,175.95370483398438
2018-12-03,175.65467834472656
2018-12-04,174.45840454101562
2018-12-05,177.05035400390625
2018-12-06,174.27769470214844
2018-12-07,177.46812438964844
2018-12-10,174.17796325683594
2018-12-11,175.87289428710938
2018-12-12,180.1599884033203
2018-12-13,179.96060180664062
2018-12-14,180.95765686035156
2018-12-17,179.36241149902344
2018-12-18,179.26271057128906
2018-12-19,182.2537384033203
2018-12-20,181.65557861328125
2018-12-21,177.66748046875
2018-12-24,175.1749725341797
2018-12-27,172.3833465576172
2018-12-28,173.97854614257812
2018-12-31,173.4800567626953
2019-01-02,172.1839599609375
2019-01-03,172.1839599609375
2019-01-04,174.47706604003906
2019-01-07,176.17196655273438
2019-01-08,177.46812438964844
2019-01-09,176.27166748046875
2019-01-10,174.5767364501953
2019-01-11,178.66455078125
2019-01-14,177.46812438964844
2019-01-15,178.46510314941406
2019-01-16,177.16900634765625
2019-01-17,179.16302490234375
2019-01-18,178.166015625
2019-01-21,177.26869201660156
2019-01-22,176.0723114013672
2019-01-23,179.0633087158203
2019-01-24,179.36241149902344
2019-01-25,181.2567596435547
2019-01-28,182.2537384033203
2019-01-29,184.8459930419922
2019-01-30,187.53793334960938
2019-01-31,187.13909912109375
2019-02-01,188.03646850585938
2019-02-04,185.8429718017578
2019-02-05,184.94569396972656
2019-02-06,184.44715881347656
2019-02-07,184.8459930419922
2019-02-08,184.8459930419922
2019-02-11,186.14208984375
2019-02-12,187.0394287109375
2019-02-13,186.14208984375
2019-02-14,187.13909912109375
2019-02-15,186.74034118652344
2019-02-18,187.73733520507812
2019-02-19,188.83401489257812
2019-02-20,188.73434448242188
2019-02-21,190.62864685058594
2019-02-22,189.93075561523438
2019-02-25,189.63162231445312
2019-02-26,190.92774963378906
2019-02-27,190.3295135498047
2019-02-28,191.92474365234375
2019-03-01,193.42031860351562
2019-03-04,193.3206024169922
2019-03-05,195.4143524169922
2019-03-06,191.82508850097656
2019-03-07,190.82806396484375
2019-03-08,191.7253875732422
2019-03-11,190.82806396484375
2019-03-12,191.52603149414062
2019-03-13,191.82508850097656
2019-03-14,192.14315795898438
2019-03-15,194.0376739501953
2019-03-18,193.93789672851562
2019-03-19,193.8382568359375
2019-03-20,193.5391387939453
2019-03-21,195.93215942382812
2019-03-22,194.4365234375
2019-03-25,195.13449096679688
2019-03-26,196.53045654296875
2019-03-27,197.02899169921875
2019-03-28,197.92640686035156
2019-03-29,199.12290954589844
2019-04-01,197.92640686035156
2019-04-02,200.4191131591797
2019-04-03,200.81805419921875
2019-04-04,199.8208770751953
2019-04-05,197.62722778320312
2019-04-08,196.33099365234375
2019-04-09,195.53334045410156
2019-04-10,197.02899169921875
2019-04-11,197.82667541503906
2019-04-12,199.02320861816406
2019-04-15,199.4220733642578
2019-04-16,201.21685791015625
2019-04-17,198.524658203125
2019-04-18,198.22555541992188
2019-04-23,200.02035522460938
2019-04-24,203.21109008789062
2019-04-25,201.61570739746094
2019-04-26,200.81805419921875
2019-04-29,201.21685791015625
2019-04-30,201.61570739746094
2019-05-01,202.01455688476562
2019-05-02,202.41336059570312
2019-05-03,201.8151092529297
