Date,1COV.DE
2015-10-06,20.69478988647461
2015-10-07,20.61669921875
2015-10-08,20.28870391845703
2015-10-09,20.460514068603516
2015-10-12,20.304323196411133
2015-10-13,20.070043563842773
2015-10-14,19.7147159576416
2015-10-15,19.679576873779297
2015-10-16,19.679576873779297
2015-10-19,19.13292121887207
2015-10-20,19.328157424926758
2015-10-21,19.601482391357422
2015-10-22,20.304323196411133
2015-10-23,21.28049659729004
2015-10-26,21.17116355895996
2015-10-27,21.13602066040039
2015-10-28,21.858386993408203
2015-10-29,21.885717391967773
2015-10-30,21.86229133605957
2015-11-02,21.94428825378418
2015-11-03,22.022384643554688
2015-11-04,21.850576400756836
2015-11-05,21.97943115234375
2015-11-06,21.846670150756836
2015-11-09,21.752958297729492
2015-11-10,22.00676155090332
2015-11-11,22.01066780090332
2015-11-12,23.346067428588867
2015-11-13,24.209001541137695
2015-11-16,24.36518669128418
2015-11-17,23.795106887817383
2015-11-18,24.209001541137695
2015-11-19,24.755657196044922
2015-11-20,25.083650588989258
2015-11-23,24.989940643310547
2015-11-24,25.068029403686523
2015-11-25,26.00515365600586
2015-11-26,27.19998550415039
2015-11-27,27.020368576049805
2015-11-30,27.125797271728516
2015-12-01,26.80171012878418
2015-12-02,27.254648208618164
2015-12-03,26.47371482849121
2015-12-04,26.551809310913086
2015-12-07,26.864181518554688
2015-12-08,26.551809310913086
2015-12-09,26.551809310913086
2015-12-10,26.317529678344727
2015-12-11,26.23943328857422
2015-12-14,25.759159088134766
2015-12-15,26.173053741455078
2015-12-16,26.34486198425293
2015-12-17,26.864181518554688
2015-12-18,26.672853469848633
2015-12-21,26.551809310913086
2015-12-22,25.907535552978516
2015-12-23,26.450284957885742
2015-12-25,26.450284957885742
2015-12-28,26.380001068115234
2015-12-29,26.59476089477539
2015-12-30,26.266767501831055
2016-01-04,25.403831481933594
2016-01-05,25.11098289489746
2016-01-06,24.88060760498047
2016-01-07,24.052814483642578
2016-01-08,23.49835205078125
2016-01-11,23.638917922973633
2016-01-12,24.072338104248047
2016-01-13,25.278884887695312
2016-01-14,25.380403518676758
2016-01-15,24.384714126586914
2016-01-18,23.826343536376953
2016-01-19,24.314428329467773
2016-01-20,23.09617042541504
2016-01-21,24.01376724243164
2016-01-22,24.087955474853516
2016-01-25,23.791202545166016
2016-01-26,23.48663902282715
2016-01-27,22.78769874572754
2016-01-28,23.068838119506836
2016-01-29,23.74043846130371
2016-02-01,24.16995620727539
2016-02-02,22.979028701782227
2016-02-03,22.588560104370117
2016-02-04,22.022384643554688
2016-02-05,22.303518295288086
2016-02-08,21.046215057373047
2016-02-09,20.09737777709961
2016-02-10,20.17547035217285
2016-02-11,19.898239135742188
2016-02-12,20.09347152709961
2016-02-15,20.511272430419922
2016-02-16,20.17547035217285
2016-02-17,21.08525848388672
2016-02-18,21.011072158813477
2016-02-19,20.304323196411133
2016-02-22,21.35858917236328
2016-02-23,21.542104721069336
2016-02-24,21.100875854492188
2016-02-25,21.428871154785156
2016-02-26,22.131711959838867
2016-02-29,23.03759765625
2016-03-01,23.701393127441406
2016-03-02,23.638917922973633
2016-03-03,23.424161911010742
2016-03-04,23.420257568359375
2016-03-07,22.807222366333008
2016-03-08,22.588560104370117
2016-03-09,22.584653854370117
2016-03-10,22.40113639831543
2016-03-11,22.920459747314453
2016-03-14,22.674463272094727
2016-03-15,22.59246826171875
2016-03-16,23.217212677001953
2016-03-17,23.431968688964844
2016-03-18,24.021577835083008
2016-03-21,24.560422897338867
2016-03-22,24.64242172241211
2016-03-23,25.18126678466797
2016-03-24,24.790800094604492
2016-03-29,25.380403518676758
2016-03-30,26.16134262084961
2016-03-31,25.73963737487793
2016-04-01,25.669349670410156
2016-04-04,25.185171127319336
2016-04-05,24.138715744018555
2016-04-06,24.431568145751953
2016-04-07,24.69318199157715
2016-04-08,25.560020446777344
2016-04-11,25.856773376464844
2016-04-12,25.36478614807129
2016-04-13,25.966108322143555
2016-04-14,26.540096282958984
2016-04-15,26.39562225341797
2016-04-18,26.39562225341797
2016-04-19,26.50885772705078
2016-04-20,26.973512649536133
2016-04-21,27.254648208618164
2016-04-22,27.05942153930664
2016-04-25,26.0832462310791
2016-04-26,26.27066993713379
2016-04-27,26.39562225341797
2016-04-28,26.85637092590332
2016-04-29,26.957897186279297
2016-05-02,27.60607147216797
2016-05-03,27.12189292907715
2016-05-04,27.285276412963867
2016-05-05,27.38490104675293
2016-05-06,27.26136589050293
2016-05-09,27.827238082885742
2016-05-10,28.53656578063965
2016-05-11,28.397092819213867
2016-05-12,27.432720184326172
2016-05-13,28.293479919433594
2016-05-17,28.672054290771484
2016-05-18,28.699949264526367
2016-05-19,27.759490966796875
2016-05-20,28.16197395324707
2016-05-23,27.496482849121094
2016-05-24,28.488746643066406
2016-05-25,28.871301651000977
2016-05-26,29.2498836517334
2016-05-27,29.656347274780273
2016-05-30,29.995075225830078
2016-05-31,30.3736515045166
2016-06-01,30.285982131958008
2016-06-02,30.979366302490234
2016-06-03,31.027189254760742
2016-06-06,30.987340927124023
2016-06-07,31.457569122314453
2016-06-08,31.61697006225586
2016-06-09,31.676746368408203
2016-06-10,31.465538024902344
2016-06-13,31.258316040039062
2016-06-14,30.69643783569336
2016-06-15,30.489215850830078
2016-06-16,30.49319839477539
2016-06-17,31.7205810546875
2016-06-20,33.01968765258789
2016-06-21,33.63736343383789
2016-06-22,33.6413459777832
2016-06-23,33.47397994995117
2016-06-24,31.31012725830078
2016-06-27,29.700183868408203
2016-06-28,30.32184410095215
2016-06-29,31.473508834838867
2016-06-30,31.836143493652344
2016-07-01,32.39802932739258
2016-07-04,32.0234375
2016-07-05,31.298168182373047
2016-07-06,31.32207679748535
2016-07-07,31.194561004638672
2016-07-08,31.04312515258789
2016-07-11,32.67299270629883
2016-07-12,32.59329605102539
2016-07-13,32.916072845458984
2016-07-14,32.63713073730469
2016-07-15,32.40599822998047
2016-07-18,32.728782653808594
2016-07-19,32.868255615234375
2016-07-20,33.11931228637695
2016-07-21,32.421939849853516
2016-07-22,32.54945755004883
2016-07-25,32.72081756591797
2016-07-26,33.27074432373047
