Date,TRIVENI.NS
2015-08-21,22.727781295776367
2015-08-24,20.501384735107422
2015-08-25,20.408618927001953
2015-08-26,20.17670440673828
2015-08-27,20.733301162719727
2015-08-28,21.289899826049805
2015-08-31,21.660964965820312
2015-09-01,21.75373077392578
2015-09-02,22.403095245361328
2015-09-03,22.54224395751953
2015-09-04,21.660964965820312
2015-09-07,21.660964965820312
2015-09-08,21.521818161010742
2015-09-09,21.75373077392578
2015-09-10,21.521818161010742
2015-09-11,21.75373077392578
2015-09-14,21.892881393432617
2015-09-15,22.35671615600586
2015-09-16,22.35671615600586
2015-09-18,22.820547103881836
2015-09-21,22.635013580322266
2015-09-22,22.635013580322266
2015-09-23,22.727781295776367
2015-09-24,22.449481964111328
2015-09-28,22.5886287689209
2015-09-29,22.774160385131836
2015-09-30,23.980127334594727
2015-10-01,24.443958282470703
2015-10-05,25.371623992919922
2015-10-06,28.293766021728516
2015-10-07,27.5980167388916
2015-10-08,26.948654174804688
2015-10-09,25.974605560302734
2015-10-12,26.299291610717773
2015-10-13,29.03589630126953
2015-10-14,30.149093627929688
2015-10-15,31.215911865234375
2015-10-16,31.215911865234375
2015-10-19,32.65378952026367
2015-10-20,34.1844367980957
2015-10-21,32.46826171875
2015-10-23,31.494203567504883
2015-10-26,29.49972915649414
2015-10-27,30.566543579101562
2015-10-28,29.91718292236328
2015-10-29,27.969085693359375
2015-10-30,26.948654174804688
2015-11-02,26.80950164794922
2015-11-03,26.577587127685547
2015-11-04,26.577587127685547
2015-11-05,25.789072036743164
2015-11-06,25.418006896972656
2015-11-09,26.80950164794922
2015-11-10,26.67035484313965
2015-11-13,28.61844825744629
2015-11-16,30.98399543762207
2015-11-17,31.772504806518555
2015-11-18,34.55550003051758
2015-11-19,32.5146369934082
2015-11-20,33.11762237548828
2015-11-23,33.21038818359375
2015-11-24,36.50360107421875
2015-11-26,35.8078498840332
2015-11-27,35.99338150024414
2015-11-30,34.74103546142578
2015-12-01,36.22529983520508
2015-12-02,35.90061569213867
2015-12-03,35.622318267822266
2015-12-04,35.251251220703125
2015-12-07,35.01933288574219
2015-12-08,34.27720642089844
2015-12-09,32.2363395690918
2015-12-10,33.76698684692383
2015-12-11,33.44230651855469
2015-12-14,35.20486831665039
2015-12-15,37.987857818603516
2015-12-16,38.21977996826172
2015-12-17,38.7763786315918
2015-12-18,38.961910247802734
2015-12-21,38.961910247802734
2015-12-22,38.358924865722656
2015-12-23,39.42573928833008
2015-12-24,39.193824768066406
2015-12-28,39.10105514526367
2015-12-29,37.755943298339844
2015-12-30,38.21977996826172
2015-12-31,39.84318923950195
2016-01-01,42.99724578857422
2016-01-04,45.64109420776367
2016-01-05,44.203216552734375
2016-01-06,44.481510162353516
2016-01-07,41.327457427978516
2016-01-08,48.934303283691406
2016-01-11,50.2794189453125
2016-01-12,48.05302429199219
2016-01-13,49.21260452270508
2016-01-14,47.774723052978516
2016-01-15,44.11044692993164
2016-01-18,41.79128646850586
2016-01-19,45.54832077026367
2016-01-20,44.62065887451172
2016-01-21,42.95086669921875
2016-01-22,45.27002716064453
2016-01-25,44.574275970458984
2016-01-27,44.66704559326172
2016-01-28,43.55384826660156
2016-01-29,45.54832077026367
2016-02-01,44.806190490722656
2016-02-02,43.09001159667969
2016-02-03,41.002769470214844
2016-02-04,38.54446029663086
2016-02-05,39.28658676147461
2016-02-08,39.51850128173828
2016-02-09,38.63722610473633
2016-02-10,38.173397064208984
2016-02-11,35.297630310058594
2016-02-12,34.1380500793457
2016-02-15,37.89509582519531
2016-02-16,36.22529983520508
2016-02-17,36.31806182861328
2016-02-18,36.59636306762695
2016-02-19,36.17891311645508
2016-02-22,35.71507263183594
2016-02-23,35.20486831665039
2016-02-24,36.22529983520508
2016-02-25,36.967430114746094
2016-02-26,37.1065788269043
2016-02-29,36.27168655395508
2016-03-01,38.63722610473633
2016-03-02,38.59083938598633
2016-03-03,38.59083938598633
2016-03-04,42.95086669921875
2016-03-08,44.66704559326172
2016-03-09,44.62065887451172
2016-03-10,43.18278121948242
2016-03-11,42.394264221191406
2016-03-14,44.481510162353516
2016-03-15,46.05854797363281
2016-03-16,48.563232421875
2016-03-17,47.032588958740234
2016-03-18,48.563232421875
2016-03-21,48.47047424316406
2016-03-22,47.96025466918945
2016-03-23,46.89344024658203
2016-03-28,44.75981140136719
2016-03-29,43.41469955444336
2016-03-30,47.681949615478516
2016-03-31,46.80067825317383
2016-04-01,48.980682373046875
2016-04-04,47.821102142333984
2016-04-05,46.52237319946289
2016-04-06,48.70238494873047
2016-04-07,47.26450729370117
2016-04-08,49.119834899902344
2016-04-11,47.91386795043945
2016-04-12,48.563232421875
2016-04-13,48.00664138793945
2016-04-18,51.48537826538086
2016-04-20,49.119834899902344
2016-04-21,47.91386795043945
2016-04-22,49.908348083496094
2016-04-25,49.44451141357422
2016-04-26,49.63004684448242
2016-04-27,49.49089431762695
2016-04-28,48.145782470703125
2016-04-29,49.07345199584961
2016-05-02,49.02706527709961
2016-05-03,47.821102142333984
2016-05-04,47.49642562866211
2016-05-05,48.70238494873047
2016-05-06,48.74876403808594
2016-05-09,48.79515075683594
2016-05-10,48.74876403808594
2016-05-11,50.0938835144043
2016-05-12,52.13474655151367
2016-05-13,51.902828216552734
2016-05-16,53.66539001464844
2016-05-17,49.86196517944336
2016-05-18,49.908348083496094
2016-05-19,48.47047424316406
2016-05-20,46.52237319946289
2016-05-23,46.661521911621094
2016-05-24,45.2236442565918
2016-05-25,45.038108825683594
2016-05-26,45.5019416809082
2016-05-27,46.33684539794922
2016-05-30,44.574275970458984
2016-05-31,43.97129440307617
2016-06-01,44.064064025878906
2016-06-02,44.38874816894531
2016-06-03,45.68747329711914
2016-06-06,46.89344024658203
2016-06-07,48.00664138793945
2016-06-08,52.22751235961914
2016-06-09,51.763675689697266
2016-06-10,53.4334716796875
2016-06-13,56.77306365966797
2016-06-14,56.77306365966797
2016-06-15,57.051368713378906
2016-06-16,57.00498580932617
2016-06-17,55.010501861572266
2016-06-20,57.839881896972656
2016-06-21,56.95860290527344
2016-06-22,56.86583709716797
2016-06-23,55.98455047607422
2016-06-24,54.22199249267578
2016-06-27,59.463294982910156
2016-06-28,59.7879753112793
2016-06-29,59.97351837158203
2016-06-30,60.06627655029297
2016-07-01,60.66925048828125
2016-07-04,61.41138458251953
2016-07-05,59.092227935791016
2016-07-07,59.556053161621094
2016-07-08,57.607967376708984
2016-07-11,57.70073699951172
2016-07-12,56.95860290527344
2016-07-13,56.26285934448242
2016-07-14,57.051368713378906
2016-07-15,55.33518600463867
2016-07-18,53.897308349609375
2016-07-19,53.80453872680664
2016-07-20,54.87135314941406
2016-07-21,55.61348342895508
2016-07-22,55.010501861572266
2016-07-25,56.030941009521484
2016-07-26,54.593055725097656
2016-07-27,57.88626480102539
2016-07-28,56.448387145996094
2016-07-29,58.025413513183594
2016-08-01,57.42243957519531
2016-08-02,58.2109489440918
2016-08-03,57.09774398803711
2016-08-04,56.6802978515625
2016-08-05,56.402000427246094
2016-08-08,55.56710433959961
2016-08-09,51.85645294189453
2016-08-10,50.186649322509766
2016-08-11,47.26450729370117
2016-08-12,47.26450729370117
2016-08-16,47.12535095214844
2016-08-17,46.89344024658203
2016-08-18,50.557716369628906
2016-08-19,51.43899917602539
2016-08-22,49.95473098754883
2016-08-23,49.58366775512695
2016-08-24,50.97516632080078
2016-08-25,51.16069793701172
2016-08-26,53.66539001464844
2016-08-29,50.32579803466797
2016-08-30,49.769203186035156
2016-08-31,49.63004684448242
2016-09-01,48.47047424316406
2016-09-02,48.33131790161133
2016-09-06,49.02706527709961
2016-09-07,49.44451141357422
2016-09-08,49.25898361206055
2016-09-09,50.32579803466797
2016-09-12,48.980682373046875
2016-09-14,49.02706527709961
2016-09-15,48.05302429199219
2016-09-16,51.71729278564453
2016-09-19,58.35009765625
2016-09-20,56.58753204345703
2016-09-21,55.65987014770508
2016-09-22,57.74711227416992
2016-09-23,55.474327087402344
2016-09-26,54.31475067138672
2016-09-27,53.01602554321289
2016-09-28,56.448387145996094
2016-09-29,53.897308349609375
2016-09-30,53.479862213134766
2016-10-03,55.056888580322266
2016-10-04,54.22199249267578
2016-10-05,56.49477005004883
2016-10-06,55.42795181274414
2016-10-07,56.49477005004883
2016-10-10,56.77306365966797
2016-10-13,54.685821533203125
2016-10-14,54.268375396728516
2016-10-17,53.66539001464844
2016-10-18,55.33518600463867
2016-10-19,55.010501861572266
2016-10-20,56.7266845703125
2016-10-21,57.190513610839844
2016-10-24,55.98455047607422
2016-10-25,54.96411895751953
2016-10-26,54.31475067138672
2016-10-27,54.17560577392578
2016-10-28,56.402000427246094
2016-11-01,55.79902267456055
2016-11-02,54.31475067138672
2016-11-03,53.943695068359375
2016-11-04,53.01602554321289
2016-11-07,53.897308349609375
2016-11-08,54.54667282104492
2016-11-09,52.83049392700195
2016-11-10,53.526241302490234
2016-11-11,50.37218475341797
2016-11-15,48.980682373046875
2016-11-16,47.63556671142578
2016-11-17,47.58917999267578
2016-11-18,53.2943229675293
2016-11-21,49.02706527709961
2016-11-22,50.233036041259766
2016-11-23,52.13474655151367
2016-11-24,52.27389144897461
2016-11-25,53.06241226196289
2016-11-28,54.73220443725586
2016-11-29,55.98455047607422
2016-11-30,54.9177360534668
2016-12-01,54.08283996582031
2016-12-02,53.3407096862793
2016-12-05,52.45942687988281
2016-12-06,53.108787536621094
2016-12-07,53.20155334472656
2016-12-08,52.92325973510742
2016-12-09,53.155174255371094
2016-12-12,52.59858322143555
2016-12-13,52.59858322143555
2016-12-14,51.48537826538086
2016-12-15,51.299842834472656
2016-12-16,50.92878341674805
2016-12-19,52.69133758544922
2016-12-20,51.114315032958984
2016-12-21,50.557716369628906
2016-12-22,49.86196517944336
2016-12-23,52.69133758544922
2016-12-26,52.08835983276367
2016-12-27,55.56710433959961
2016-12-28,55.2424201965332
2016-12-29,55.79902267456055
2016-12-30,56.170082092285156
2017-01-02,59.27775955200195
2017-01-03,62.060752868652344
2017-01-04,60.06627655029297
2017-01-05,61.22585678100586
2017-01-06,61.31862258911133
2017-01-09,63.12757110595703
2017-01-10,68.92547607421875
2017-01-11,67.02376556396484
2017-01-12,66.93098449707031
2017-01-13,66.04972076416016
2017-01-16,64.3799057006836
2017-01-17,65.35395812988281
2017-01-18,64.5190658569336
2017-01-19,64.3799057006836
2017-01-20,63.03479766845703
2017-01-23,65.26119232177734
2017-01-24,66.6526870727539
2017-01-25,67.25567626953125
2017-01-27,68.09056854248047
2017-01-30,68.22972106933594
2017-01-31,66.6990737915039
2017-02-01,68.18333435058594
2017-02-02,72.45059967041016
2017-02-03,72.72889709472656
2017-02-06,77.13531494140625
2017-02-07,76.34679412841797
2017-02-08,75.69742584228516
2017-02-09,75.79019165039062
2017-02-10,68.64717864990234
2017-02-13,67.48759460449219
2017-02-14,65.77140808105469
2017-02-15,64.28714752197266
2017-02-16,65.30757904052734
2017-02-17,65.49310302734375
2017-02-20,67.07013702392578
2017-02-21,65.81779479980469
2017-02-22,65.53950500488281
2017-02-23,66.7918472290039
2017-02-27,65.63227081298828
2017-02-28,65.67865753173828
2017-03-01,65.67865753173828
2017-03-02,64.9365234375
2017-03-03,68.32249450683594
2017-03-06,70.50250244140625
2017-03-07,71.38378143310547
2017-03-08,68.92547607421875
2017-03-09,68.50802612304688
2017-03-10,67.6267318725586
2017-03-14,69.89952087402344
2017-03-15,70.17782592773438
2017-03-16,70.78080749511719
2017-03-17,72.68251037597656
2017-03-20,73.47103118896484
2017-03-21,72.72889709472656
2017-03-22,71.94038391113281
2017-03-23,76.30040740966797
2017-03-24,77.08892059326172
2017-03-27,80.42851257324219
2017-03-28,79.91829681396484
2017-03-29,80.01104736328125
2017-03-30,81.49533081054688
2017-03-31,82.14469146728516
2017-04-03,86.3191909790039
2017-04-05,84.13917541503906
2017-04-06,84.51023864746094
2017-04-07,84.04640197753906
2017-04-10,83.62893676757812
2017-04-11,84.27833557128906
2017-04-12,85.8089599609375
2017-04-13,85.57703399658203
2017-04-17,86.04088592529297
2017-04-18,84.37107849121094
2017-04-19,84.60298919677734
2017-04-20,87.80343627929688
2017-04-21,90.54005432128906
2017-04-24,91.32856750488281
2017-04-25,91.32856750488281
2017-04-26,89.38046264648438
2017-04-27,88.40643310546875
2017-04-28,87.2004623413086
2017-05-02,87.525146484375
2017-05-03,87.1540756225586
2017-05-04,86.64385986328125
2017-05-05,85.39152526855469
2017-05-08,83.39701843261719
2017-05-09,83.44342041015625
2017-05-10,83.30426788330078
2017-05-11,83.62893676757812
2017-05-12,85.29875183105469
2017-05-15,86.45833587646484
2017-05-16,87.478759765625
2017-05-17,86.96853637695312
2017-05-18,84.51023864746094
2017-05-19,83.25788116455078
2017-05-22,79.08340454101562
2017-05-23,74.90889739990234
2017-05-24,74.445068359375
2017-05-25,77.73828887939453
2017-05-26,78.34126281738281
2017-05-29,74.49146270751953
2017-05-30,73.23910522460938
