Date,BCI.SN
2016-04-07,12320.9169921875
2016-04-08,12304.5927734375
2016-04-11,12385.314453125
2016-04-12,12475.556640625
2016-04-13,12481.451171875
2016-04-14,12636.0966796875
2016-04-15,12679.1728515625
2016-04-18,12647.4326171875
2016-04-19,12709.560546875
2016-04-20,12695.0478515625
2016-04-21,12683.2578125
2016-04-22,12883.69921875
2016-04-25,12871.4541015625
2016-04-26,13021.1083984375
2016-04-27,13105.91015625
2016-04-28,13039.24609375
2016-04-29,12883.2490234375
2016-05-02,12909.548828125
2016-05-03,12842.8837890625
2016-05-04,12866.4658203125
2016-05-05,12859.6640625
2016-05-06,12873.72265625
2016-05-09,12761.7119140625
2016-05-10,12763.5234375
2016-05-11,12769.87109375
2016-05-12,12909.09765625
2016-05-13,12850.1396484375
2016-05-16,12759.443359375
2016-05-17,12702.3017578125
2016-05-18,12742.662109375
2016-05-19,12773.9560546875
2016-05-20,12748.55859375
2016-05-23,12698.22265625
2016-05-24,12742.662109375
2016-05-25,12805.6982421875
2016-05-26,12896.3955078125
2016-05-27,12835.177734375
2016-05-30,12743.1181640625
2016-05-31,12704.572265625
2016-06-01,12702.75390625
2016-06-02,12669.197265625
2016-06-03,12756.265625
2016-06-06,12779.84765625
2016-06-07,12818.3994140625
2016-06-08,12912.2705078125
2016-06-09,12815.2236328125
2016-06-10,12730.421875
2016-06-13,12718.17578125
2016-06-14,12749.0146484375
2016-06-15,12739.490234375
2016-06-16,12866.923828125
2016-06-17,12895.9443359375
2016-06-20,12870.09375
2016-06-21,12900.9326171875
2016-06-22,12924.0615234375
2016-06-23,13024.736328125
2016-06-24,12947.642578125
2016-06-28,12983.466796875
2016-06-29,13038.7958984375
2016-06-30,12969.8603515625
2016-07-01,12891.4072265625
2016-07-04,12982.5615234375
2016-07-05,12989.36328125
2016-07-06,12946.279296875
2016-07-07,13009.3173828125
2016-07-08,12997.5283203125
2016-07-11,13015.21484375
2016-07-12,13256.017578125
2016-07-13,13332.658203125
2016-07-14,13363.49609375
2016-07-15,13538.99609375
2016-07-18,13446.9384765625
2016-07-19,13587.9697265625
2016-07-20,13411.1123046875
2016-07-21,13496.37109375
2016-07-22,13556.681640625
2016-07-25,13260.0966796875
2016-07-26,13376.1923828125
2016-07-27,13389.3408203125
2016-07-28,13406.5732421875
2016-07-29,13193.4375
2016-08-01,13373.4716796875
2016-08-02,13257.828125
2016-08-03,13368.0283203125
2016-08-04,13460.54296875
2016-08-05,13542.1728515625
2016-08-08,13582.982421875
2016-08-09,13529.9267578125
2016-08-10,13402.943359375
2016-08-11,13596.5869140625
2016-08-12,13637.40234375
2016-08-16,13628.33203125
2016-08-17,14056.4814453125
2016-08-18,14066.3232421875
2016-08-19,14006.3310546875
2016-08-22,14086.9443359375
2016-08-23,14454.3974609375
2016-08-24,14265.517578125
2016-08-25,14298.3251953125
2016-08-26,14329.2587890625
2016-08-29,14325.509765625
2016-08-30,14201.30859375
2016-08-31,14093.9755859375
2016-09-01,14093.9755859375
2016-09-02,14186.3095703125
2016-09-05,14227.5546875
2016-09-06,14199.90234375
2016-09-07,14230.833984375
2016-09-08,14208.8046875
2016-09-09,14060.228515625
2016-09-12,14048.044921875
2016-09-13,14022.2666015625
2016-09-14,14125.8486328125
2016-09-15,14052.7314453125
2016-09-16,14004.9248046875
2016-09-20,13927.591796875
2016-09-21,14088.353515625
2016-09-22,14139.908203125
2016-09-23,14089.7587890625
2016-09-26,14100.0673828125
2016-09-27,14055.544921875
2016-09-28,14108.505859375
2016-09-29,14058.82421875
2016-09-30,13952.90234375
2016-10-03,14044.763671875
2016-10-04,14206.9306640625
2016-10-05,14412.2177734375
2016-10-06,14226.6171875
2016-10-07,14244.4267578125
2016-10-11,14659.2177734375
2016-10-12,14876.2177734375
2016-10-13,14895.90625
2016-10-14,14875.2841796875
2016-10-17,14926.3701171875
2016-10-18,15220.23828125
2016-10-19,15363.658203125
2016-10-20,15203.36328125
2016-10-21,15217.8935546875
2016-10-24,15278.3564453125
2016-10-25,15911.5576171875
2016-10-26,15792.041015625
2016-10-27,15878.75
2016-10-28,15735.7978515625
2016-11-02,15708.6142578125
2016-11-03,15412.869140625
2016-11-04,15076.3515625
2016-11-07,14979.33203125
2016-11-08,15110.5673828125
2016-11-09,15648.150390625
2016-11-10,15131.6591796875
2016-11-11,14834.9736328125
2016-11-14,14852.3173828125
2016-11-15,15144.3125
2016-11-16,15208.521484375
2016-11-17,15457.86328125
2016-11-18,15472.8623046875
2016-11-21,15698.771484375
2016-11-22,15672.994140625
2016-11-23,15688.927734375
2016-11-24,15512.7021484375
2016-11-25,15701.1142578125
2016-11-28,15600.814453125
2016-11-29,15472.8623046875
2016-11-30,15807.0390625
2016-12-01,15739.078125
2016-12-02,15672.525390625
2016-12-05,15544.572265625
2016-12-06,15547.8525390625
2016-12-07,15686.5830078125
2016-12-09,15805.6337890625
2016-12-12,15725.955078125
2016-12-13,15861.4052734375
2016-12-14,15791.103515625
2016-12-15,15732.5185546875
2016-12-16,15674.8701171875
2016-12-19,15851.5654296875
2016-12-20,15871.2490234375
2016-12-21,15663.1533203125
2016-12-22,15333.66015625
2016-12-23,15141.0302734375
2016-12-26,15185.5556640625
2016-12-27,15285.3876953125
2016-12-28,15665.025390625
2016-12-29,15789.6962890625
2016-12-30,15885.7783203125
2017-01-03,15746.107421875
2017-01-04,15790.634765625
2017-01-05,15831.4111328125
2017-01-06,15896.5556640625
2017-01-09,15866.5634765625
2017-01-10,15881.0927734375
2017-01-11,15895.15234375
2017-01-12,16022.6396484375
2017-01-13,16010.447265625
2017-01-16,15996.859375
2017-01-17,16170.744140625
2017-01-18,16253.7001953125
2017-01-19,16132.3095703125
2017-01-20,16012.32421875
2017-01-23,16105.59375
2017-01-24,16226.0498046875
2017-01-25,16253.2314453125
2017-01-26,16317.44140625
2017-01-27,16272.9150390625
2017-01-30,15758.2939453125
2017-01-31,15635.966796875
2017-02-01,15756.888671875
2017-02-02,15921.3984375
2017-02-03,16051.69921875
2017-02-06,16118.248046875
2017-02-07,16277.6015625
2017-02-08,16232.1396484375
2017-02-09,16511.48046875
2017-02-10,16314.634765625
2017-02-13,16196.51953125
2017-02-14,16126.68359375
2017-02-15,16559.287109375
2017-02-16,16458.982421875
2017-02-17,16448.20703125
2017-02-20,16263.5390625
2017-02-21,16244.32421875
2017-02-22,16307.599609375
2017-02-23,16273.8525390625
2017-02-24,16140.2783203125
2017-02-27,16209.173828125
2017-02-28,16432.2734375
2017-03-01,16513.822265625
2017-03-02,16585.064453125
2017-03-03,16634.744140625
2017-03-06,16603.34375
2017-03-07,16515.228515625
2017-03-08,16540.068359375
2017-03-09,16407.8984375
2017-03-10,16758.009765625
2017-03-13,16997.98046875
2017-03-14,16712.548828125
2017-03-15,16702.70703125
2017-03-16,17091.248046875
2017-03-17,16918.7734375
2017-03-20,17222.017578125
2017-03-21,17429.64453125
2017-03-22,17461.982421875
2017-03-23,17308.830078125
2017-03-24,17396.484375
2017-03-27,17386.369140625
2017-03-28,18058.703125
2017-03-29,17964.7890625
2017-03-30,17723.01953125
2017-03-31,17485.580078125
2017-04-03,17531.818359375
2017-04-04,17737.46875
2017-04-05,18152.138671875
2017-04-06,18897.201171875
2017-04-07,18997.857421875
2017-04-10,18816.76953125
2017-04-11,18722.373046875
2017-04-12,18750.7890625
2017-04-13,18571.142578125
2017-04-17,18515.27734375
2017-04-18,18343.341796875
2017-04-19,18343.341796875
2017-04-20,18472.41796875
2017-04-21,18601.48828125
2017-04-24,18610.158203125
2017-04-25,18542.248046875
2017-04-26,18425.216796875
2017-04-27,17926.744140625
2017-04-28,17838.607421875
2017-05-02,18275.91796875
2017-05-03,18035.107421875
2017-05-04,17985.5
2017-05-05,18006.689453125
2017-05-08,17856.423828125
2017-05-09,17852.091796875
2017-05-10,17869.431640625
2017-05-11,17901.701171875
2017-05-12,17941.193359375
2017-05-15,18030.287109375
2017-05-16,18164.658203125
2017-05-17,18040.88671875
2017-05-18,17985.98046875
2017-05-19,17964.7890625
2017-05-22,18090.974609375
2017-05-23,18159.845703125
2017-05-24,18468.080078125
2017-05-25,18459.89453125
2017-05-29,18524.908203125
2017-05-30,18344.787109375
2017-05-31,18129.50390625
2017-06-01,18395.837890625
2017-06-02,18444.48046875
2017-06-05,18396.80078125
2017-06-06,18272.05859375
2017-06-07,18244.12890625
2017-06-08,18348.640625
2017-06-09,18178.14453125
2017-06-12,18047.1484375
2017-06-13,17902.66015625
2017-06-14,17882.431640625
2017-06-15,17778.888671875
2017-06-16,18130.947265625
2017-06-19,18317.3359375
2017-06-20,18132.873046875
2017-06-21,17802.486328125
2017-06-22,17639.697265625
2017-06-23,17910.369140625
2017-06-27,17809.7109375
2017-06-28,17909.884765625
2017-06-29,17860.279296875
2017-06-30,17867.01953125
2017-07-03,18030.287109375
2017-07-04,18297.5859375
2017-07-05,18220.046875
2017-07-06,18190.185546875
2017-07-07,18153.583984375
2017-07-10,18165.623046875
2017-07-11,18146.359375
2017-07-12,18470.97265625
2017-07-13,18885.162109375
2017-07-14,18837.482421875
2017-07-17,18690.10546875
2017-07-18,18930.431640625
2017-07-19,18749.826171875
2017-07-20,18850.96484375
2017-07-21,18632.79296875
2017-07-24,18920.80078125
2017-07-25,18979.076171875
2017-07-26,19111.51953125
2017-07-27,19348.4765625
2017-07-28,19339.806640625
2017-07-31,19047.466796875
2017-08-01,19082.140625
2017-08-02,19221.328125
2017-08-03,19363.40625
2017-08-04,19415.419921875
2017-08-07,19976.505859375
2017-08-08,19825.755859375
2017-08-09,19508.853515625
2017-08-10,19653.337890625
2017-08-11,19686.08984375
2017-08-14,19430.83203125
2017-08-16,19345.103515625
2017-08-17,19274.7890625
2017-08-18,19312.833984375
2017-08-21,19286.828125
2017-08-22,19274.30859375
2017-08-23,19313.798828125
2017-08-24,19330.654296875
2017-08-25,19819.015625
2017-08-28,19743.8828125
2017-08-29,19633.107421875
2017-08-30,19645.15234375
2017-08-31,19627.8125
2017-09-01,19794.453125
2017-09-04,19583.98828125
2017-09-05,19745.330078125
2017-09-06,19267.083984375
2017-09-07,19456.357421875
2017-09-08,19269.970703125
2017-09-11,19196.767578125
2017-09-12,19168.3515625
2017-09-13,18978.59375
2017-09-14,19141.3828125
2017-09-15,18971.849609375
2017-09-20,19264.673828125
2017-09-21,19336.916015625
2017-09-22,19259.859375
2017-09-25,19409.16015625
2017-09-26,19384.595703125
2017-09-27,19506.443359375
2017-09-28,19467.43359375
2017-09-29,19640.337890625
2017-10-02,19625.408203125
2017-10-03,19649.966796875
2017-10-04,19794.453125
2017-10-05,19689.939453125
2017-10-06,19820.94140625
2017-10-10,19794.453125
2017-10-11,20116.65234375
2017-10-12,19818.53515625
2017-10-13,20227.908203125
2017-10-16,20197.56640625
2017-10-17,20346.38671875
2017-10-18,20335.791015625
2017-10-19,20245.251953125
2017-10-20,20344.94140625
2017-10-23,20279.44140625
2017-10-24,20250.544921875
2017-10-25,20248.619140625
2017-10-26,20288.59375
2017-10-30,20451.380859375
2017-10-31,20612.716796875
2017-11-02,20362.279296875
2017-11-03,20313.15625
2017-11-06,20468.712890625
2017-11-07,20279.44140625
2017-11-08,20389.251953125
2017-11-09,19951.458984375
2017-11-10,19443.8359375
2017-11-13,19156.310546875
2017-11-14,19555.568359375
2017-11-15,19512.080078125
2017-11-16,19565.65234375
2017-11-17,20231.376953125
2017-11-20,19082.05859375
2017-11-21,19352.345703125
2017-11-22,18840.025390625
2017-11-23,18543.927734375
2017-11-24,18644.734375
2017-11-27,18653.015625
2017-11-28,18993.427734375
2017-11-29,18839.046875
2017-11-30,18878.0078125
2017-12-01,18625.744140625
2017-12-04,18280.947265625
2017-12-05,17489.0859375
2017-12-06,17161.337890625
2017-12-07,17270.42578125
2017-12-11,18290.6875
2017-12-12,18243.935546875
2017-12-13,18874.59765625
2017-12-14,18774.279296875
2017-12-15,19331.404296875
2017-12-18,20623.896484375
2017-12-19,20222.609375
2017-12-20,19765.3203125
2017-12-21,19835.44921875
2017-12-22,20364.814453125
2017-12-26,20555.232421875
2017-12-27,20366.271484375
2017-12-28,20681.36328125
2017-12-29,20833.796875
2018-01-02,21169.822265625
2018-01-03,20599.0625
2018-01-04,20815.771484375
2018-01-05,21108.94921875
2018-01-08,21152.29296875
2018-01-09,21220.95703125
2018-01-10,21271.603515625
2018-01-11,21135.732421875
2018-01-12,21034.435546875
2018-01-15,20996.9375
2018-01-17,21145.47265625
2018-01-18,21303.74609375
2018-01-19,21331.505859375
2018-01-22,21401.6328125
2018-01-23,21449.35546875
2018-01-24,21660.71875
2018-01-25,21863.306640625
2018-01-26,22474.001953125
2018-01-29,22563.125
2018-01-30,22293.814453125
2018-01-31,22416.5390625
2018-02-01,22830.0
2018-02-02,22723.34765625
2018-02-05,22254.85546875
2018-02-06,21776.623046875
2018-02-07,22567.021484375
2018-02-08,22115.087890625
2018-02-09,21441.080078125
2018-02-12,21491.240234375
2018-02-13,21490.755859375
2018-02-14,21756.65625
2018-02-15,21795.6171875
2018-02-16,21885.70703125
2018-02-19,22401.927734375
2018-02-20,22241.21875
2018-02-21,22820.259765625
2018-02-22,22806.626953125
2018-02-23,22966.845703125
2018-02-26,22249.982421875
2018-02-27,22009.41015625
2018-02-28,21584.74609375
2018-03-01,21451.79296875
2018-03-02,21886.1953125
2018-03-05,21805.3515625
2018-03-06,21736.201171875
2018-03-07,21451.79296875
2018-03-08,21790.2578125
2018-03-09,22299.662109375
2018-03-12,22557.76953125
2018-03-13,22340.080078125
2018-03-14,22536.341796875
2018-03-15,22188.62109375
2018-03-16,21821.912109375
2018-03-19,21953.888671875
2018-03-20,21950.48046875
2018-03-21,22097.068359375
2018-03-22,22118.501953125
2018-03-23,22049.208984375
2018-03-26,21644.896484375
2018-03-27,21730.646484375
2018-03-28,21603.517578125
2018-03-29,22333.87109375
2018-04-02,22260.087890625
2018-04-03,22620.03125
2018-04-04,22625.015625
2018-04-05,22431.583984375
2018-04-06,22117.5078125
2018-04-09,22419.619140625
2018-04-10,22655.42578125
2018-04-11,22273.548828125
2018-04-12,22414.134765625
2018-04-13,22478.447265625
2018-04-16,22311.4375
2018-04-17,22381.232421875
2018-04-18,23129.037109375
2018-04-19,22921.64453125
2018-04-20,22666.39453125
2018-04-23,22924.63671875
2018-04-24,22884.251953125
2018-04-25,22890.236328125
2018-04-26,22931.61328125
2018-04-27,22914.16796875
2018-04-30,23097.626953125
2018-05-02,22733.19921875
2018-05-03,22521.3203125
2018-05-04,22413.138671875
2018-05-07,22500.8828125
2018-05-08,22395.193359375
2018-05-09,22795.01953125
2018-05-10,22765.6015625
2018-05-11,22714.255859375
2018-05-14,22871.794921875
2018-05-15,22764.60546875
2018-05-16,22703.28515625
2018-05-17,22504.87109375
2018-05-18,22420.6171875
2018-05-22,22451.525390625
2018-05-23,22372.259765625
2018-05-24,22206.74609375
2018-05-25,22310.939453125
2018-05-28,22111.025390625
2018-05-29,22023.783203125
2018-05-30,21946.013671875
2018-05-31,22149.912109375
2018-06-01,22007.33203125
2018-06-04,21990.880859375
2018-06-05,21950.001953125
2018-06-06,21819.884765625
2018-06-07,21521.2578125
2018-06-08,21845.310546875
2018-06-11,21754.07421875
2018-06-12,21855.77734375
2018-06-13,21984.896484375
2018-06-14,21875.716796875
2018-06-15,21994.869140625
2018-06-18,21643.900390625
2018-06-19,21659.353515625
2018-06-20,21488.85546875
2018-06-21,21116.44921875
2018-06-22,21428.033203125
2018-06-25,20940.46484375
2018-06-26,20991.81640625
2018-06-27,20958.416015625
2018-06-28,21313.8671875
2018-06-29,21673.3125
2018-07-03,21598.033203125
2018-07-04,21621.46484375
2018-07-05,21635.423828125
2018-07-06,21406.099609375
2018-07-09,21656.86328125
2018-07-10,21612.990234375
2018-07-11,21461.93359375
2018-07-12,21213.6640625
2018-07-13,21373.193359375
2018-07-17,21564.13671875
2018-07-18,21754.572265625
2018-07-19,21657.857421875
2018-07-20,21919.58984375
2018-07-23,21721.171875
2018-07-24,22340.8515625
2018-07-25,22180.82421875
2018-07-26,21856.775390625
2018-07-27,21492.84375
2018-07-30,21715.19140625
2018-07-31,21965.953125
2018-08-01,22229.677734375
2018-08-02,22333.87109375
2018-08-03,22533.26171875
2018-08-06,22163.05859375
2018-08-07,22041.166015625
2018-08-08,22159.029296875
2018-08-09,22042.67578125
2018-08-10,22078.439453125
2018-08-13,21721.328125
2018-08-14,22301.068359375
2018-08-16,21784.791015625
2018-08-17,21660.884765625
2018-08-20,21664.41015625
2018-08-21,21797.38671875
2018-08-22,22380.140625
2018-08-23,22262.283203125
2018-08-24,22017.9921875
2018-08-27,22422.455078125
2018-08-28,22417.416015625
2018-08-29,22164.064453125
2018-08-30,21781.767578125
2018-08-31,21871.421875
2018-09-03,21633.18359375
2018-09-04,21346.5859375
2018-09-05,21460.923828125
2018-09-06,21470.4921875
2018-09-07,21713.267578125
2018-09-10,21700.673828125
2018-09-11,21594.400390625
2018-09-12,22112.185546875
2018-09-13,22732.216796875
2018-09-14,22350.42578125
2018-09-20,22572.046875
2018-09-21,23005.71875
2018-09-24,22751.357421875
2018-09-25,22407.845703125
2018-09-26,22362.01171875
2018-09-27,22245.66015625
2018-09-28,22408.85546875
2018-10-01,22370.57421875
2018-10-02,22412.376953125
2018-10-03,22298.548828125
2018-10-04,22400.798828125
2018-10-05,21920.28125
2018-10-08,22104.630859375
2018-10-09,22070.376953125
2018-10-10,21833.146484375
2018-10-11,21812.4921875
2018-10-12,21658.869140625
2018-10-16,21726.365234375
2018-10-17,21520.859375
2018-10-18,21327.951171875
2018-10-19,22109.6640625
2018-10-22,22207.380859375
2018-10-23,21879.986328125
2018-10-24,21743.9921875
2018-10-25,21854.298828125
2018-10-26,21617.974609375
2018-10-29,21690.224609375
2018-10-30,21584.630859375
2018-10-31,22109.58203125
2018-11-05,22365.740234375
2018-11-06,22104.025390625
2018-11-07,22098.96875
2018-11-08,22323.806640625
2018-11-09,22171.220703125
2018-11-12,22042.3828125
2018-11-13,22051.982421875
2018-11-14,21972.66015625
2018-11-15,22051.478515625
2018-11-16,22210.125
2018-11-19,22214.166015625
2018-11-20,21918.59765625
2018-11-21,21938.30078125
2018-11-22,21837.755859375
2018-11-23,21976.197265625
2018-11-26,21914.05078125
2018-11-27,22028.744140625
2018-11-28,22217.1953125
2018-11-29,22195.47265625
2018-11-30,22166.673828125
2018-12-03,22123.728515625
2018-12-04,22297.53125
2018-12-05,22338.4609375
2018-12-06,22141.4140625
2018-12-07,21949.921875
2018-12-10,21735.19140625
2018-12-11,22226.796875
2018-12-12,22319.2578125
2018-12-13,22733.560546875
2018-12-14,22857.34765625
2018-12-17,22396.55859375
2018-12-18,22473.357421875
2018-12-19,22601.69140625
2018-12-20,22408.6875
2018-12-21,22682.025390625
2018-12-24,22480.9375
2018-12-26,22731.541015625
2018-12-27,22580.974609375
2018-12-28,22779.03515625
2019-01-02,22686.57421875
2019-01-03,22809.8515625
2019-01-04,22762.861328125
2019-01-07,22730.52734375
2019-01-08,22701.728515625
2019-01-09,22672.927734375
2019-01-10,22968.5
2019-01-11,23008.412109375
2019-01-14,23165.546875
2019-01-15,23158.978515625
2019-01-16,23301.96484375
2019-01-17,23327.224609375
2019-01-18,23544.478515625
2019-01-21,23515.17578125
2019-01-22,23140.283203125
2019-01-23,23140.283203125
2019-01-24,23615.21484375
2019-01-25,23544.478515625
2019-01-28,23493.95703125
2019-01-29,23491.427734375
2019-01-30,23241.33203125
2019-01-31,23615.72265625
2019-02-01,23822.3671875
2019-02-04,23821.861328125
2019-02-05,23846.6171875
2019-02-06,23573.783203125
2019-02-07,23452.525390625
2019-02-08,23433.326171875
2019-02-11,23418.173828125
2019-02-12,23240.3203125
2019-02-13,23099.359375
2019-02-14,22941.21875
2019-02-15,22786.10546875
2019-02-18,22584.513671875
2019-02-19,22736.083984375
2019-02-20,22837.138671875
2019-02-21,22781.55859375
2019-02-22,23135.232421875
2019-02-25,23267.099609375
2019-02-26,23265.5859375
2019-02-27,23140.283203125
2019-02-28,22655.748046875
2019-03-01,22665.857421875
2019-03-04,22686.57421875
2019-03-05,22736.083984375
2019-03-06,22988.708984375
2019-03-07,22782.064453125
2019-03-08,22637.5625
2019-03-11,22587.544921875
2019-03-12,22635.54296875
2019-03-13,22746.193359375
2019-03-14,22720.9296875
2019-03-15,22735.583984375
2019-03-18,22735.583984375
2019-03-19,22781.55859375
2019-03-20,22483.462890625
2019-03-21,22660.298828125
2019-03-22,22533.984375
2019-03-25,22728.001953125
2019-03-26,22368.7734375
2019-03-27,22483.462890625
2019-03-28,22532.978515625
2019-03-29,22484.39453125
2019-04-01,22792.4296875
2019-04-02,22793.462890625
2019-04-03,23154.212890625
2019-04-04,23671.048828125
2019-04-05,23516.513671875
2019-04-08,23671.048828125
2019-04-09,23593.521484375
2019-04-10,23671.048828125
2019-04-11,23637.970703125
2019-04-12,23438.47265625
2019-04-15,23257.580078125
2019-04-16,23412.6328125
2019-04-17,23605.408203125
2019-04-18,23562.51171875
2019-04-22,23346.478515625
2019-04-23,23309.26171875
2019-04-24,23557.34765625
2019-04-25,23320.6328125
2019-04-26,23489.642578125
2019-04-29,23304.61328125
2019-04-30,23307.197265625
2019-05-02,23010.015625
2019-05-03,23154.728515625
2019-05-06,23102.01171875
2019-05-07,22926.8046875
2019-05-08,23318.5703125
2019-05-09,22820.85546875
2019-05-10,23077.205078125
2019-05-13,22792.9453125
2019-05-14,22999.162109375
2019-05-15,22931.974609375
2019-05-16,22942.310546875
2019-05-17,22869.955078125
2019-05-20,22741.263671875
2019-05-22,22831.19140625
2019-05-23,22756.76953125
2019-05-24,22779.5078125
2019-05-27,22818.271484375
2019-05-28,21707.076171875
2019-05-29,22844.111328125
2019-05-30,23026.0390625
2019-05-31,23515.998046875
2019-06-03,23774.4140625
2019-06-04,23464.828125
2019-06-05,23671.048828125
2019-06-06,23774.4140625
2019-06-07,23418.314453125
2019-06-10,23975.462890625
2019-06-11,24032.833984375
2019-06-12,24120.6953125
2019-06-13,23882.951171875
2019-06-14,23981.150390625
2019-06-17,24317.09375
2019-06-18,24394.6171875
2019-06-19,24392.03515625
2019-06-20,24394.103515625
2019-06-21,24172.380859375
2019-06-24,24549.669921875
2019-06-25,24549.669921875
2019-06-26,24336.732421875
2019-06-27,24336.732421875
2019-06-28,24162.041015625
2019-07-01,24089.685546875
2019-07-02,24119.14453125
2019-07-03,24230.26171875
2019-07-04,24290.734375
2019-07-05,24260.2421875
2019-07-08,24290.734375
2019-07-09,24260.2421875
2019-07-10,24407.5390625
2019-07-11,24394.6171875
2019-07-12,24187.365234375
2019-07-15,24291.251953125
2019-07-17,23955.310546875
2019-07-18,24006.9921875
2019-07-19,24084.001953125
2019-07-22,24006.9921875
2019-07-23,23774.4140625
2019-07-24,23860.09765625
2019-07-25,24488.107421875
2019-07-26,24105.166015625
2019-07-29,24188.10546875
2019-07-30,24137.478515625
2019-07-31,23887.564453125
2019-08-01,23808.392578125
2019-08-02,23698.51953125
2019-08-05,23190.076171875
2019-08-06,22939.087890625
2019-08-07,22836.75390625
2019-08-08,23170.6875
2019-08-09,23326.880859375
2019-08-12,23052.1953125
2019-08-13,23007.48828125
2019-08-14,23260.09375
