Date,ABBOTINDIA.NS
2016-07-12,4421.50341796875
2016-07-13,4364.525390625
2016-07-14,4355.13623046875
2016-07-15,4333.30810546875
2016-07-18,4293.904296875
2016-07-19,4317.72265625
2016-07-20,4359.57666015625
2016-07-21,4377.38232421875
2016-07-22,4360.6865234375
2016-07-25,4371.2314453125
2016-07-26,4337.1005859375
2016-07-27,4314.3916015625
2016-07-28,4279.751953125
2016-07-29,4316.4267578125
2016-08-01,4339.0419921875
2016-08-02,4341.58544921875
2016-08-03,4285.94970703125
2016-08-04,4301.072265625
2016-08-05,4367.06884765625
2016-08-08,4401.7099609375
2016-08-09,4376.54931640625
2016-08-10,4326.6015625
2016-08-11,4322.994140625
2016-08-12,4342.234375
2016-08-16,4316.52001953125
2016-08-17,4335.296875
2016-08-18,4329.2373046875
2016-08-19,4327.98828125
2016-08-22,4306.94580078125
2016-08-23,4306.02099609375
2016-08-24,4318.2763671875
2016-08-25,4372.7578125
2016-08-26,4354.3046875
2016-08-29,4367.94775390625
2016-08-30,4328.8681640625
2016-08-31,4311.10791015625
2016-09-01,4276.88427734375
2016-09-02,4256.81201171875
2016-09-06,4233.45654296875
2016-09-07,4241.08837890625
2016-09-08,4249.92138671875
2016-09-09,4319.1552734375
2016-09-12,4265.36865234375
2016-09-14,4246.59130859375
2016-09-15,4216.80712890625
2016-09-16,4245.11083984375
2016-09-19,4330.16259765625
2016-09-20,4287.24462890625
2016-09-21,4341.12353515625
2016-09-22,4399.11962890625
2016-09-23,4369.150390625
2016-09-26,4402.1259765625
2016-09-27,4379.32470703125
2016-09-28,4345.517578125
2016-09-29,4264.998046875
2016-09-30,4388.76025390625
2016-10-03,4420.57861328125
2016-10-04,4429.55126953125
2016-10-05,4432.7880859375
2016-10-06,4474.22705078125
2016-10-07,4419.65380859375
2016-10-10,4374.9775390625
2016-10-13,4370.1669921875
2016-10-14,4378.95458984375
2016-10-17,4383.57958984375
2016-10-18,4389.96240234375
2016-10-19,4385.3369140625
2016-10-20,4379.78662109375
2016-10-21,4393.43017578125
2016-10-24,4390.2861328125
2016-10-25,4365.4501953125
2016-10-26,4341.6787109375
2016-10-27,4326.23095703125
2016-10-28,4623.564453125
2016-11-01,4558.30712890625
2016-11-02,4431.30859375
2016-11-03,4332.75341796875
2016-11-04,4344.86962890625
2016-11-07,4369.4736328125
2016-11-08,4392.69140625
2016-11-09,4384.31982421875
2016-11-10,4388.158203125
2016-11-11,4328.498046875
2016-11-15,4183.69287109375
2016-11-16,4241.365234375
2016-11-17,4200.435546875
2016-11-18,4196.365234375
2016-11-21,4202.1474609375
2016-11-22,4236.32421875
2016-11-23,4409.61767578125
2016-11-24,4413.41064453125
2016-11-25,4340.75341796875
2016-11-28,4568.94384765625
2016-11-29,4535.0439453125
2016-11-30,4533.9345703125
2016-12-01,4496.1953125
2016-12-02,4506.185546875
2016-12-05,4501.74462890625
2016-12-06,4479.5
2016-12-07,4398.28759765625
2016-12-08,4369.705078125
2016-12-09,4364.43310546875
2016-12-12,4381.3603515625
2016-12-13,4388.1123046875
2016-12-14,4357.2177734375
2016-12-15,4340.013671875
2016-12-16,4347.08935546875
2016-12-19,4317.99853515625
2016-12-20,4288.39990234375
2016-12-21,4254.083984375
2016-12-22,4234.5205078125
2016-12-23,4306.1591796875
2016-12-26,4215.51171875
2016-12-27,4206.865234375
2016-12-28,4277.3935546875
2016-12-29,4286.13330078125
2016-12-30,4367.994140625
2017-01-02,4362.1669921875
2017-01-03,4308.1943359375
2017-01-04,4272.67626953125
2017-01-05,4263.2412109375
2017-01-06,4258.986328125
2017-01-09,4239.4228515625
2017-01-10,4180.77978515625
2017-01-11,4204.2734375
2017-01-12,4177.03369140625
2017-01-13,4181.1962890625
2017-01-16,4115.662109375
2017-01-17,4133.14453125
2017-01-18,4090.733154296875
2017-01-19,4089.62353515625
2017-01-20,4078.894287109375
2017-01-23,4051.19091796875
2017-01-24,4079.8193359375
2017-01-25,4080.69775390625
2017-01-27,4098.50390625
2017-01-30,4080.18896484375
2017-01-31,4071.447998046875
2017-02-01,4084.258544921875
2017-02-02,4127.17822265625
2017-02-03,4134.99365234375
2017-02-06,4252.23486328125
2017-02-07,4278.96484375
2017-02-08,4264.07421875
2017-02-09,4251.90966796875
2017-02-10,4186.3291015625
2017-02-13,4125.142578125
2017-02-14,4138.73974609375
2017-02-15,4092.44482421875
2017-02-16,4117.4658203125
2017-02-17,4160.52294921875
2017-02-20,4148.96142578125
2017-02-21,4168.1083984375
2017-02-22,4186.560546875
2017-02-23,4184.71044921875
2017-02-27,4159.2275390625
2017-02-28,4128.14892578125
2017-03-01,4111.68505859375
2017-03-02,4111.4990234375
2017-03-03,4140.404296875
2017-03-06,4153.58544921875
2017-03-07,4140.8212890625
2017-03-08,4123.2470703125
2017-03-09,4120.19384765625
2017-03-10,4130.60009765625
2017-03-14,4143.27294921875
2017-03-15,4160.662109375
2017-03-16,4243.353515625
2017-03-17,4159.875
2017-03-20,4165.4248046875
2017-03-21,4161.494140625
2017-03-22,4172.64013671875
2017-03-23,4451.5654296875
2017-03-24,4332.52099609375
2017-03-27,4266.015625
2017-03-28,4271.38134765625
2017-03-29,4237.52685546875
2017-03-30,4217.87158203125
2017-03-31,4294.27392578125
2017-04-03,4409.4326171875
2017-04-05,4439.44873046875
2017-04-06,4453.87744140625
2017-04-07,4400.96923828125
2017-04-10,4400.5068359375
2017-04-11,4358.7900390625
2017-04-12,4355.5068359375
2017-04-13,4427.51611328125
2017-04-17,4361.61181640625
2017-04-18,4271.14990234375
2017-04-19,4272.49072265625
2017-04-20,4293.71875
2017-04-21,4239.052734375
2017-04-24,4127.96337890625
2017-04-25,4134.669921875
2017-04-26,4130.73876953125
2017-04-27,4060.810546875
2017-04-28,4092.12060546875
2017-05-02,3936.818359375
2017-05-03,3807.599853515625
2017-05-04,3857.3173828125
2017-05-05,3928.123779296875
2017-05-08,3879.886962890625
2017-05-09,3888.211181640625
2017-05-10,3890.846923828125
2017-05-11,3971.04248046875
2017-05-12,3953.83837890625
2017-05-15,3884.92724609375
2017-05-16,3890.43115234375
2017-05-17,3909.76318359375
2017-05-18,3893.80712890625
2017-05-19,3902.548095703125
2017-05-22,3878.868896484375
2017-05-23,3825.72900390625
2017-05-24,3787.990234375
2017-05-25,3794.23388671875
2017-05-26,3805.565185546875
2017-05-29,3720.698974609375
2017-05-30,3838.725341796875
2017-05-31,3864.439697265625
2017-06-01,3878.914794921875
2017-06-02,3860.18408203125
2017-06-05,3866.93701171875
2017-06-06,3888.81201171875
2017-06-07,3887.054931640625
2017-06-08,3881.73681640625
2017-06-09,3913.093017578125
2017-06-12,3931.824462890625
2017-06-13,3976.915771484375
2017-06-14,3971.1806640625
2017-06-15,3915.775146484375
2017-06-16,3911.3818359375
2017-06-19,3947.455078125
2017-06-20,4031.118896484375
2017-06-21,4084.21240234375
2017-06-22,4023.441650390625
2017-06-23,3975.852294921875
2017-06-27,3924.88623046875
2017-06-28,3918.273193359375
2017-06-29,3905.554931640625
2017-06-30,3952.12646484375
2017-07-03,3892.14208984375
2017-07-04,3902.548095703125
2017-07-05,3920.7236328125
2017-07-06,3942.830810546875
2017-07-07,3967.8974609375
2017-07-10,4062.19921875
2017-07-11,4016.541748046875
2017-07-12,4061.592529296875
2017-07-13,4115.41796875
2017-07-14,4249.77392578125
2017-07-17,4202.20361328125
2017-07-18,4171.39306640625
2017-07-19,4202.11083984375
2017-07-20,4242.21142578125
2017-07-21,4225.07958984375
2017-07-24,4225.73291015625
2017-07-25,4075.037109375
2017-07-26,4022.75048828125
2017-07-27,3950.671142578125
2017-07-28,3993.199951171875
2017-07-31,4150.05859375
2017-08-01,4100.89990234375
2017-08-02,4136.56640625
2017-08-03,4084.233642578125
2017-08-04,4077.978515625
2017-08-07,4157.7138671875
2017-08-08,4085.3076171875
2017-08-09,4131.7587890625
2017-08-10,4108.4619140625
2017-08-11,4049.548095703125
2017-08-14,4031.20068359375
2017-08-16,4049.26708984375
2017-08-17,4043.525634765625
2017-08-18,3985.216796875
2017-08-21,3942.5947265625
2017-08-22,4014.021484375
2017-08-23,4013.32080078125
2017-08-24,4020.97705078125
2017-08-28,3971.678466796875
2017-08-29,3961.36181640625
2017-08-30,3978.40185546875
2017-08-31,3896.47119140625
2017-09-01,3900.439208984375
2017-09-04,3960.988525390625
2017-09-05,3956.600341796875
2017-09-06,3931.01708984375
2017-09-07,3950.2041015625
2017-09-08,3910.19677734375
2017-09-11,3870.65478515625
2017-09-12,3911.830322265625
2017-09-13,3846.659423828125
2017-09-14,3843.671630859375
2017-09-15,3881.765869140625
2017-09-18,3805.717529296875
2017-09-19,3896.00439453125
2017-09-20,3945.583251953125
2017-09-21,3970.231689453125
2017-09-22,3970.838623046875
2017-09-25,3910.80322265625
2017-09-26,3895.1640625
2017-09-27,3860.94482421875
2017-09-28,3862.018310546875
2017-09-29,3950.437744140625
2017-10-03,3904.40771484375
2017-10-04,3906.087890625
2017-10-05,3875.79052734375
2017-10-06,3885.9208984375
2017-10-09,3834.848388671875
2017-10-10,3868.787841796875
2017-10-11,3933.771484375
2017-10-12,3936.572998046875
2017-10-13,3968.27099609375
2017-10-16,4019.203369140625
2017-10-17,3948.570068359375
2017-10-18,3893.343505859375
2017-10-19,3953.939208984375
2017-10-23,3874.529541015625
2017-10-24,3956.505615234375
2017-10-25,3927.142333984375
2017-10-26,4022.890625
2017-10-27,4015.46875
2017-10-30,3966.777099609375
2017-10-31,3950.577880859375
2017-11-01,4062.24560546875
2017-11-02,4038.34375
2017-11-03,4047.58740234375
2017-11-06,4089.322265625
2017-11-07,4223.63232421875
2017-11-08,4197.62890625
2017-11-09,4181.2890625
2017-11-10,4212.0078125
2017-11-13,4713.25146484375
2017-11-14,4644.67431640625
2017-11-15,4651.30322265625
2017-11-16,4543.27685546875
2017-11-17,4620.025390625
2017-11-20,4616.89697265625
2017-11-21,4659.845703125
2017-11-22,4627.6337890625
2017-11-23,4536.4609375
2017-11-24,4647.38134765625
2017-11-27,4712.17919921875
2017-11-28,4714.46630859375
2017-11-29,4741.6826171875
2017-11-30,4924.44970703125
2017-12-01,4924.73046875
2017-12-04,5148.2529296875
2017-12-05,5178.13134765625
2017-12-06,5151.33447265625
2017-12-07,5220.3330078125
2017-12-08,5268.931640625
2017-12-11,5190.921875
2017-12-12,5088.03125
2017-12-13,5147.83349609375
2017-12-14,5077.90087890625
2017-12-15,5076.26611328125
2017-12-18,5043.77392578125
2017-12-19,5052.73779296875
2017-12-20,5176.54296875
2017-12-21,5197.9716796875
2017-12-22,5170.70849609375
2017-12-26,5070.9912109375
2017-12-27,5084.3427734375
2017-12-28,5130.373046875
2017-12-29,5158.52490234375
2018-01-01,5133.126953125
2018-01-02,5082.52197265625
2018-01-03,5075.70654296875
2018-01-04,5070.66455078125
2018-01-05,5026.1279296875
2018-01-08,4986.35302734375
2018-01-09,4945.5048828125
2018-01-10,4914.27392578125
2018-01-11,5039.4326171875
2018-01-12,5089.61767578125
2018-01-15,5025.94140625
2018-01-16,5041.90673828125
2018-01-17,5101.4755859375
2018-01-18,5075.19287109375
2018-01-19,5124.1171875
2018-01-22,5169.6806640625
2018-01-23,5139.29052734375
2018-01-24,5161.884765625
2018-01-25,5173.5556640625
2018-01-29,5158.52490234375
2018-01-30,5146.52587890625
2018-01-31,5251.984375
2018-02-01,5186.11328125
2018-02-02,5167.85986328125
2018-02-05,5036.5380859375
2018-02-06,4902.50927734375
2018-02-07,4999.98486328125
2018-02-08,5100.91552734375
2018-02-09,5232.84423828125
2018-02-12,5495.861328125
2018-02-14,5358.517578125
2018-02-15,5277.70849609375
2018-02-16,5152.17431640625
2018-02-19,5309.03173828125
2018-02-20,5239.19384765625
2018-02-21,5266.22216796875
2018-02-22,5372.75537109375
2018-02-23,5425.88232421875
2018-02-26,5414.9111328125
2018-02-27,5468.55078125
2018-02-28,5362.2060546875
2018-03-01,5363.27880859375
2018-03-05,5356.697265625
2018-03-06,5333.26123046875
2018-03-07,5358.7041015625
2018-03-08,5246.5234375
2018-03-09,5244.375
2018-03-12,5276.6337890625
2018-03-13,5239.146484375
2018-03-14,5222.20068359375
2018-03-15,5191.529296875
2018-03-16,5152.2216796875
2018-03-19,5092.3720703125
2018-03-20,5085.27734375
2018-03-21,5088.12451171875
2018-03-22,5047.0888671875
2018-03-23,5009.69482421875
2018-03-26,5013.24365234375
2018-03-27,5007.73486328125
2018-03-28,5091.298828125
2018-04-02,5126.63818359375
2018-04-03,5245.3095703125
2018-04-04,5251.47119140625
2018-04-05,5333.96142578125
2018-04-06,5333.26123046875
2018-04-09,5367.90087890625
2018-04-10,5369.06787109375
2018-04-11,5427.65673828125
2018-04-12,5668.77880859375
2018-04-13,6054.107421875
2018-04-16,6016.7138671875
2018-04-17,5875.728515625
2018-04-18,5762.42626953125
2018-04-19,5773.91015625
2018-04-20,5742.119140625
2018-04-23,5749.72900390625
2018-04-24,5811.3984375
2018-04-25,5750.4755859375
2018-04-26,5695.80810546875
2018-04-27,5749.35546875
2018-04-30,5769.80224609375
2018-05-02,5745.80712890625
2018-05-03,5875.7744140625
2018-05-04,5853.833984375
2018-05-07,5856.8681640625
2018-05-08,5867.79248046875
2018-05-09,5881.89013671875
2018-05-10,5839.3154296875
2018-05-11,5920.63818359375
2018-05-14,6099.90380859375
2018-05-15,6162.1337890625
2018-05-16,6341.9130859375
2018-05-17,6304.7998046875
2018-05-18,6281.6435546875
2018-05-21,6168.435546875
2018-05-22,6128.2880859375
2018-05-23,6150.556640625
2018-05-24,6229.21875
2018-05-25,6161.2001953125
2018-05-28,6324.4072265625
2018-05-29,6242.66357421875
2018-05-30,6290.04736328125
2018-05-31,6231.69287109375
2018-06-01,6222.21630859375
2018-06-04,6089.16748046875
2018-06-05,5935.6240234375
2018-06-06,6014.28564453125
2018-06-07,5970.26220703125
2018-06-08,5943.232421875
2018-06-11,5929.78759765625
2018-06-12,5938.28515625
2018-06-13,5919.611328125
2018-06-14,6024.697265625
2018-06-15,6087.25341796875
2018-06-18,6262.64404296875
2018-06-19,6482.525390625
2018-06-20,6701.98583984375
2018-06-21,6818.83642578125
2018-06-22,6930.970703125
2018-06-25,7136.333984375
2018-06-26,6981.24951171875
2018-06-27,6698.20556640625
2018-06-28,6821.357421875
2018-06-29,6758.1474609375
2018-07-02,6682.005859375
2018-07-03,6621.27001953125
2018-07-04,6672.85595703125
2018-07-05,6693.81640625
2018-07-06,6696.7578125
2018-07-09,6677.66357421875
2018-07-10,6667.22705078125
2018-07-11,6625.38623046875
2018-07-12,6705.82470703125
2018-07-13,6676.0654296875
2018-07-16,6676.7705078125
2018-07-17,6636.52783203125
2018-07-18,6778.552734375
2018-07-19,6832.05322265625
2018-07-20,6875.06982421875
2018-07-23,7039.66064453125
2018-07-24,6866.70166015625
2018-07-25,6934.02294921875
2018-07-26,7181.92041015625
2018-07-27,7157.708984375
2018-07-30,7227.00537109375
2018-07-31,7208.7177734375
2018-08-01,7208.482421875
2018-08-02,7449.51611328125
2018-08-03,7588.767578125
2018-08-06,7631.3134765625
2018-08-07,7557.50390625
2018-08-08,7561.82958984375
2018-08-09,7446.130859375
2018-08-10,7518.765625
2018-08-13,7419.99267578125
2018-08-14,7178.72412109375
2018-08-16,7096.828125
2018-08-17,7300.81591796875
2018-08-20,7436.9169921875
2018-08-21,7330.62158203125
2018-08-23,7198.93994140625
2018-08-24,7145.01513671875
2018-08-27,7414.6796875
2018-08-28,7486.75
2018-08-29,7384.92138671875
2018-08-30,7481.484375
2018-08-31,7832.998046875
2018-09-03,7886.5927734375
2018-09-04,7836.80517578125
2018-09-05,7803.568359375
2018-09-06,7983.53076171875
2018-09-07,7920.81689453125
2018-09-10,8079.9072265625
2018-09-11,7924.7197265625
2018-09-12,7944.60498046875
2018-09-14,7886.92041015625
2018-09-17,7937.365234375
2018-09-18,7939.9990234375
2018-09-19,7878.78759765625
2018-09-21,7748.14013671875
2018-09-24,7650.54248046875
2018-09-25,7618.62060546875
2018-09-26,7460.84619140625
2018-09-27,7341.76318359375
2018-09-28,7309.08984375
2018-10-01,7184.31787109375
2018-10-03,7138.90380859375
2018-10-04,6892.9345703125
2018-10-05,6880.24169921875
2018-10-08,6816.6328125
2018-10-09,6734.455078125
2018-10-10,6887.52880859375
2018-10-11,6799.61474609375
2018-10-12,7037.96875
2018-10-15,6985.6904296875
2018-10-16,6966.08642578125
2018-10-17,6858.0517578125
2018-10-19,6793.2685546875
2018-10-22,6755.65771484375
2018-10-23,6646.82421875
2018-10-24,6645.13134765625
2018-10-25,6619.22705078125
2018-10-26,6504.5634765625
2018-10-29,6685.2333984375
2018-10-30,6714.9921875
2018-10-31,7116.4794921875
2018-11-01,7138.998046875
2018-11-02,7154.65283203125
2018-11-05,7146.6611328125
2018-11-06,7082.3486328125
2018-11-07,7086.81396484375
2018-11-09,7074.54443359375
2018-11-12,7022.87646484375
2018-11-13,7068.6201171875
2018-11-14,7147.2255859375
2018-11-15,7152.39599609375
2018-11-16,7175.71484375
2018-11-19,7174.6337890625
2018-11-20,7164.431640625
2018-11-21,7092.126953125
2018-11-22,6922.83447265625
2018-11-26,6835.15576171875
2018-11-27,6759.5126953125
2018-11-28,6760.6416015625
2018-11-29,6925.373046875
2018-11-30,6976.8046875
2018-12-03,7310.97021484375
2018-12-04,7289.20263671875
2018-12-05,7199.45703125
2018-12-06,7055.69189453125
2018-12-07,7047.37060546875
2018-12-10,6952.68701171875
2018-12-11,6893.31005859375
2018-12-12,7055.45654296875
2018-12-13,7059.40625
2018-12-14,7104.53857421875
2018-12-17,7127.9501953125
2018-12-18,7056.11572265625
2018-12-19,7055.41015625
2018-12-20,7005.388671875
2018-12-21,6967.26171875
2018-12-24,7020.15087890625
2018-12-26,7050.28466796875
2018-12-27,7023.2060546875
2018-12-28,7024.56982421875
2018-12-31,7067.5390625
2019-01-01,7127.1513671875
2019-01-02,7077.3173828125
2019-01-03,7025.51025390625
2019-01-04,7056.11572265625
2019-01-07,7121.65087890625
2019-01-08,7288.8740234375
2019-01-09,7526.5224609375
2019-01-10,7628.869140625
2019-01-11,7600.47314453125
2019-01-14,7547.490234375
2019-01-15,7626.98828125
2019-01-16,7608.5595703125
2019-01-17,7652.140625
2019-01-18,7614.48388671875
2019-01-21,7722.18896484375
2019-01-22,7721.7197265625
2019-01-23,7710.0126953125
2019-01-24,7750.1142578125
2019-01-25,7715.04248046875
2019-01-28,7593.75146484375
2019-01-29,7567.1416015625
2019-01-30,7561.73486328125
2019-01-31,7587.9208984375
2019-02-01,7615.00048828125
2019-02-04,7516.2744140625
2019-02-05,7614.1533203125
2019-02-06,7634.5576171875
2019-02-07,7746.6826171875
2019-02-08,7561.50048828125
2019-02-11,7208.3408203125
2019-02-12,7291.22509765625
2019-02-14,7187.9853515625
2019-02-15,6997.77294921875
2019-02-18,6830.17333984375
2019-02-19,6802.48193359375
2019-02-20,6859.2265625
2019-02-21,6813.248046875
2019-02-22,6798.533203125
2019-02-25,6934.35302734375
2019-02-26,6920.06005859375
2019-02-27,6932.1904296875
2019-02-28,6993.2119140625
2019-03-01,6895.23828125
2019-03-05,6861.34228515625
2019-03-06,6922.787109375
2019-03-07,6845.63916015625
2019-03-08,6923.86962890625
2019-03-11,6955.0849609375
2019-03-12,6915.97119140625
2019-03-13,6913.80810546875
2019-03-14,6892.9814453125
2019-03-15,6855.84130859375
2019-03-18,6922.4111328125
2019-03-19,6919.44921875
2019-03-20,6916.3935546875
2019-03-22,6942.67431640625
2019-03-25,6957.669921875
2019-03-26,6907.50830078125
2019-03-27,6795.5244140625
2019-03-28,6840.23388671875
2019-04-01,6860.87109375
2019-04-02,6872.4833984375
2019-04-03,6891.10107421875
2019-04-04,6826.599609375
2019-04-05,6865.9013671875
2019-04-08,6878.07861328125
2019-04-09,6894.20361328125
2019-04-10,6899.7978515625
2019-04-11,6927.4892578125
2019-04-12,6958.140625
2019-04-15,7359.43994140625
2019-04-16,7550.68701171875
2019-04-18,7357.55908203125
2019-04-22,7254.0849609375
2019-04-23,7324.416015625
2019-04-24,7358.17041015625
2019-04-25,7183.75390625
2019-04-26,7021.32568359375
2019-04-30,6977.93359375
2019-05-02,6977.228515625
2019-05-03,6946.52880859375
2019-05-06,6939.994140625
2019-05-07,6851.89208984375
2019-05-08,6833.65234375
2019-05-09,6847.09716796875
2019-05-10,6841.26708984375
2019-05-13,6848.64892578125
2019-05-14,6827.4931640625
2019-05-15,6840.0927734375
2019-05-16,6761.392578125
2019-05-17,6959.45751953125
2019-05-20,7049.62744140625
2019-05-21,7236.87841796875
2019-05-22,7318.5859375
2019-05-23,7207.3544921875
2019-05-24,7436.58740234375
2019-05-27,7522.90283203125
2019-05-28,7236.7373046875
2019-05-29,7339.9306640625
2019-05-30,7368.56005859375
2019-05-31,7312.8505859375
2019-06-03,7413.17529296875
2019-06-04,7408.28662109375
2019-06-06,7433.015625
2019-06-07,7489.43017578125
2019-06-10,7787.5830078125
2019-06-11,8075.30029296875
2019-06-12,8095.328125
2019-06-13,8049.162109375
2019-06-14,8092.4599609375
2019-06-17,8003.37109375
2019-06-18,8010.6572265625
2019-06-19,7955.69921875
2019-06-20,7916.86767578125
2019-06-21,7996.0380859375
2019-06-24,8031.484375
2019-06-25,8046.43408203125
2019-06-26,8251.4560546875
2019-06-27,8381.9638671875
2019-06-28,8356.9052734375
