Date,ABDN.L
2016-11-16,394.36907958984375
2016-11-17,394.93670654296875
2016-11-18,389.1471252441406
2016-11-21,389.1471252441406
2016-11-22,401.1803283691406
2016-11-23,399.591064453125
2016-11-24,401.40728759765625
2016-11-25,392.5528564453125
2016-11-28,390.05535888671875
2016-11-29,394.8232116699219
2016-11-30,392.32574462890625
2016-12-01,391.6446533203125
2016-12-02,392.43927001953125
2016-12-05,399.591064453125
2016-12-06,405.26702880859375
2016-12-07,418.0947570800781
2016-12-08,421.7275085449219
2016-12-09,420.9328308105469
2016-12-12,409.2402038574219
2016-12-13,408.672607421875
2016-12-14,409.35369873046875
2016-12-15,417.4136047363281
2016-12-16,415.0296936035156
2016-12-19,410.4889221191406
2016-12-20,412.7593078613281
2016-12-21,411.8512268066406
2016-12-22,415.59735107421875
2016-12-23,413.44049072265625
2016-12-28,419.1164245605469
2016-12-29,419.797607421875
2016-12-30,422.2950134277344
2017-01-03,430.014404296875
2017-01-04,429.4468688964844
2017-01-05,412.30523681640625
2017-01-06,413.2134704589844
2017-01-09,409.2402038574219
2017-01-10,410.3753967285156
2017-01-11,401.6344299316406
2017-01-12,401.6344299316406
2017-01-13,405.3804626464844
2017-01-16,396.98004150390625
2017-01-17,399.0233154296875
2017-01-18,400.8396911621094
2017-01-19,402.3154602050781
2017-01-20,398.5693054199219
2017-01-23,398.5693054199219
2017-01-24,391.6446533203125
2017-01-25,396.8664855957031
2017-01-26,399.4775085449219
2017-01-27,397.8883056640625
2017-01-30,392.6662292480469
2017-01-31,392.43927001953125
2017-02-01,396.98004150390625
2017-02-02,395.39068603515625
2017-02-03,404.3588562011719
2017-02-06,398.1153259277344
2017-02-07,403.3372497558594
2017-02-08,405.4940185546875
2017-02-09,414.80279541015625
2017-02-10,420.4787292480469
2017-02-13,417.07318115234375
2017-02-14,416.8461608886719
2017-02-15,417.5271911621094
2017-02-16,417.3000793457031
2017-02-17,416.8461608886719
2017-02-20,426.1546325683594
2017-02-21,426.26824951171875
2017-02-22,426.8358459472656
2017-02-23,425.81414794921875
2017-02-24,419.343505859375
2017-02-27,413.7810974121094
2017-02-28,418.5489501953125
2017-03-01,421.61383056640625
2017-03-02,422.2950134277344
2017-03-03,429.6739196777344
2017-03-06,454.0806884765625
2017-03-07,436.93914794921875
2017-03-08,432.8523864746094
2017-03-09,431.376708984375
2017-03-10,431.376708984375
2017-03-13,421.7275085449219
2017-03-14,414.5757141113281
2017-03-15,412.1918029785156
2017-03-16,408.55908203125
2017-03-17,408.44561767578125
2017-03-20,412.8728942871094
2017-03-21,415.9378662109375
2017-03-22,404.3588562011719
2017-03-23,402.0885009765625
2017-03-24,405.1535339355469
2017-03-27,401.8614501953125
2017-03-28,408.899658203125
2017-03-29,402.3154602050781
2017-03-30,404.01824951171875
2017-03-31,402.6560363769531
2017-04-03,398.5693054199219
2017-04-04,404.1318054199219
2017-04-05,402.7695617675781
2017-04-06,403.90478515625
2017-04-07,418.5489501953125
2017-04-10,424.11138916015625
2017-04-11,424.5654296875
2017-04-12,428.6520690917969
2017-04-13,418.69696044921875
2017-04-18,406.88671875
2017-04-19,407.5679626464844
2017-04-20,408.13580322265625
2017-04-21,408.81719970703125
2017-04-24,415.8578796386719
2017-04-25,418.924072265625
2017-04-26,415.5172119140625
2017-04-27,410.6341552734375
2017-04-28,413.24603271484375
2017-05-02,424.7156066894531
2017-05-03,424.7156066894531
2017-05-04,426.7597351074219
2017-05-05,430.5072326660156
2017-05-08,430.96142578125
2017-05-09,432.664794921875
2017-05-10,437.7750244140625
2017-05-11,437.32080078125
2017-05-12,445.837890625
2017-05-15,445.26995849609375
2017-05-16,443.453125
2017-05-17,436.1851806640625
2017-05-18,436.6394958496094
2017-05-19,435.50390625
2017-05-22,436.6394958496094
2017-05-23,435.3902587890625
2017-05-24,436.412353515625
2017-05-25,441.408935546875
2017-05-26,435.95806884765625
2017-05-30,437.09368896484375
2017-05-31,434.708984375
2017-06-01,437.32080078125
2017-06-02,435.61737060546875
2017-06-05,431.64288330078125
2017-06-06,425.9648132324219
2017-06-07,432.664794921875
2017-06-08,436.2987976074219
2017-06-09,440.72760009765625
2017-06-12,439.0241394042969
2017-06-13,445.15655517578125
2017-06-14,444.4750671386719
2017-06-15,436.7529296875
2017-06-16,442.0903625488281
2017-06-19,452.65142822265625
2017-06-20,452.4242858886719
2017-06-21,445.383544921875
2017-06-22,442.5445861816406
2017-06-23,442.5445861816406
2017-06-26,449.1083679199219
2017-06-27,442.08697509765625
2017-06-28,449.5852966308594
2017-06-29,448.5632629394531
2017-06-30,453.21917724609375
2017-07-03,458.55657958984375
2017-07-04,455.7175598144531
2017-07-05,458.1023864746094
2017-07-06,462.4176940917969
2017-07-07,460.6006774902344
2017-07-10,463.21258544921875
2017-07-11,463.21258544921875
2017-07-12,461.84991455078125
2017-07-13,466.6194763183594
2017-07-14,470.70751953125
2017-07-17,474.0008239746094
2017-07-18,477.0668640136719
2017-07-19,480.8144836425781
2017-07-20,486.3788757324219
2017-07-21,481.2686462402344
2017-07-24,478.543212890625
2017-07-25,489.4450988769531
2017-07-26,488.3094177246094
2017-07-27,493.1924743652344
2017-07-28,491.37548828125
2017-07-31,495.5772399902344
2017-08-01,496.712890625
2017-08-02,499.7790222167969
2017-08-03,506.47900390625
2017-08-04,507.728271484375
2017-08-07,503.4129333496094
2017-08-08,502.0502624511719
2017-08-09,494.4417419433594
2017-08-10,484.675537109375
2017-08-11,466.5057678222656
2017-08-14,481.49578857421875
2017-08-15,485.69757080078125
2017-08-16,495.00946044921875
2017-08-17,489.8992614746094
2017-08-18,490.1263122558594
2017-08-21,490.3535461425781
2017-08-22,496.14508056640625
2017-08-23,489.10430908203125
2017-08-24,495.46368408203125
2017-08-25,501.4824523925781
2017-08-29,490.239990234375
2017-08-30,488.0823669433594
2017-08-31,487.8551940917969
2017-09-01,496.2586364746094
2017-09-04,487.51446533203125
2017-09-05,482.1772155761719
2017-09-06,474.341552734375
2017-09-07,469.6507263183594
2017-09-08,472.60369873046875
2017-09-11,477.1468505859375
2017-09-12,479.3050231933594
2017-09-13,475.6703796386719
2017-09-14,465.2210693359375
2017-09-15,459.99639892578125
2017-09-18,469.4234619140625
2017-09-19,468.4013366699219
2017-09-20,469.6507263183594
2017-09-21,473.0581359863281
2017-09-22,485.8924865722656
2017-09-25,481.8036804199219
2017-09-26,477.60125732421875
2017-09-27,482.8258056640625
2017-09-28,486.9147644042969
2017-09-29,492.3664855957031
2017-10-02,497.364013671875
2017-10-03,492.82098388671875
2017-10-04,482.37158203125
2017-10-05,483.05303955078125
2017-10-06,486.6875305175781
2017-10-09,487.14190673828125
2017-10-10,489.86773681640625
2017-10-11,491.34442138671875
2017-10-12,496.796142578125
2017-10-13,496.56903076171875
2017-10-16,506.90472412109375
2017-10-17,487.2555236816406
2017-10-18,492.1394348144531
2017-10-19,492.4800720214844
2017-10-20,493.843017578125
2017-10-23,494.4110107421875
2017-10-24,492.7072448730469
2017-10-25,489.2999572753906
2017-10-26,498.8406066894531
2017-10-27,498.4998779296875
2017-10-30,490.0948486328125
2017-10-31,488.1641845703125
2017-11-01,491.6850280761719
2017-11-02,497.70477294921875
2017-11-03,494.5246276855469
2017-11-06,487.4825744628906
2017-11-07,483.05303955078125
2017-11-08,483.620849609375
2017-11-09,469.0827941894531
2017-11-10,472.0358581542969
2017-11-13,466.0161437988281
2017-11-14,470.55926513671875
2017-11-15,466.129638671875
2017-11-16,472.9444885253906
2017-11-17,479.872802734375
2017-11-20,479.9864196777344
2017-11-21,487.9369812011719
2017-11-22,481.12213134765625
2017-11-23,480.5542297363281
2017-11-24,475.8976135253906
2017-11-27,472.7173156738281
2017-11-28,481.0086975097656
2017-11-29,484.0752868652344
2017-11-30,488.618408203125
2017-12-01,479.4185485839844
2017-12-04,480.66790771484375
2017-12-05,478.28271484375
2017-12-06,476.8061218261719
2017-12-07,469.1962890625
2017-12-08,475.2160949707031
2017-12-11,474.0802917480469
2017-12-12,481.9172058105469
2017-12-13,485.5518493652344
2017-12-14,469.9913635253906
2017-12-15,474.76171875
2017-12-18,484.0752868652344
2017-12-19,481.3493347167969
2017-12-20,474.8752746582031
2017-12-21,486.9147644042969
2017-12-22,486.5740966796875
2017-12-27,492.1394348144531
2017-12-28,489.5271301269531
2017-12-29,495.8874816894531
2018-01-02,483.1665344238281
2018-01-03,479.872802734375
2018-01-04,486.00604248046875
2018-01-05,485.7789611816406
2018-01-08,490.77642822265625
2018-01-09,494.0701599121094
2018-01-10,498.38629150390625
2018-01-11,502.70220947265625
2018-01-12,500.9985046386719
2018-01-15,496.56903076171875
2018-01-16,495.2060546875
2018-01-17,492.93450927734375
2018-01-18,497.70477294921875
2018-01-19,497.1368408203125
2018-01-22,495.2060546875
2018-01-23,494.9788513183594
2018-01-24,494.8653259277344
2018-01-25,489.1863098144531
2018-01-26,491.91229248046875
2018-01-29,491.1171875
2018-01-30,487.9369812011719
2018-01-31,483.2802429199219
2018-02-01,482.1443786621094
2018-02-02,481.5765075683594
2018-02-05,473.9666442871094
2018-02-06,449.7742919921875
2018-02-07,458.74713134765625
2018-02-08,444.549560546875
2018-02-09,437.73486328125
2018-02-12,446.1396789550781
2018-02-13,452.9545593261719
2018-02-14,442.1644592285156
2018-02-15,408.8857116699219
2018-02-16,413.65606689453125
2018-02-19,423.5374755859375
2018-02-20,433.6460266113281
2018-02-21,432.7373352050781
2018-02-22,438.0756530761719
2018-02-23,427.1719665527344
2018-02-26,421.3794250488281
2018-02-27,424.78680419921875
2018-02-28,418.0856628417969
2018-03-01,414.67828369140625
2018-03-02,415.9276123046875
2018-03-05,411.498046875
2018-03-06,413.54241943359375
2018-03-07,418.19921875
2018-03-08,421.83367919921875
2018-03-09,420.6979675292969
2018-03-12,422.6287841796875
2018-03-13,418.42633056640625
2018-03-14,415.5868835449219
2018-03-15,423.1966552734375
2018-03-16,426.0362243652344
2018-03-19,423.5374755859375
2018-03-20,426.0362243652344
2018-03-21,428.5350341796875
2018-03-22,422.8559875488281
2018-03-23,417.0634765625
2018-03-26,405.7054138183594
2018-03-27,413.8831787109375
2018-03-28,411.61163330078125
2018-03-29,408.54498291015625
2018-04-03,404.1153564453125
2018-04-04,402.6387939453125
2018-04-05,413.2017822265625
2018-04-06,415.01904296875
2018-04-09,417.40423583984375
2018-04-10,416.83624267578125
2018-04-11,415.01904296875
2018-04-12,428.1941833496094
2018-04-13,427.0584411621094
2018-04-16,423.4238586425781
2018-04-17,430.6929626464844
2018-04-18,432.5102844238281
2018-04-19,416.9927673339844
2018-04-20,417.1064758300781
2018-04-23,419.9470520019531
2018-04-24,414.0386657714844
2018-04-25,414.3795471191406
2018-04-26,413.925048828125
2018-04-27,414.4931335449219
2018-04-30,415.061279296875
2018-05-01,412.5616455078125
2018-05-02,417.1064758300781
2018-05-03,417.78814697265625
2018-05-04,411.6526184082031
2018-05-08,416.42474365234375
2018-05-09,419.49249267578125
2018-05-10,417.56103515625
2018-05-11,421.3105163574219
2018-05-14,419.0380859375
2018-05-15,417.6745300292969
2018-05-16,418.01544189453125
2018-05-17,417.333740234375
2018-05-18,419.26519775390625
2018-05-21,420.0605773925781
2018-05-22,421.4241943359375
2018-05-23,412.1070556640625
2018-05-24,405.63067626953125
2018-05-25,408.9256591796875
2018-05-29,398.5860900878906
2018-05-30,398.2452697753906
2018-05-31,398.2452697753906
2018-06-01,406.766845703125
2018-06-04,409.7209777832031
2018-06-05,408.4711608886719
2018-06-06,409.607421875
2018-06-07,413.584228515625
2018-06-08,398.8133239746094
2018-06-11,403.92626953125
2018-06-12,402.44927978515625
2018-06-13,398.2452697753906
2018-06-14,401.31298828125
2018-06-15,394.9502258300781
2018-06-18,394.6092834472656
2018-06-19,393.13214111328125
2018-06-20,391.9960632324219
2018-06-21,385.7467956542969
2018-06-22,390.8597717285156
2018-06-25,381.31549072265625
2018-06-26,379.1567077636719
2018-06-27,376.2025146484375
2018-06-28,369.49884033203125
2018-06-29,370.06695556640625
2018-07-02,367.34002685546875
2018-07-03,366.9991455078125
2018-07-04,362.6815185546875
2018-07-05,363.7040710449219
2018-07-06,359.8409118652344
2018-07-09,363.5904235839844
2018-07-10,359.8409118652344
2018-07-11,355.7505187988281
2018-07-12,354.9552307128906
2018-07-13,355.1824951171875
2018-07-16,349.4138488769531
2018-07-17,353.3644104003906
2018-07-18,356.0914001464844
2018-07-19,355.1824951171875
2018-07-20,356.7731628417969
2018-07-23,354.15985107421875
2018-07-24,354.0461730957031
2018-07-25,347.68341064453125
2018-07-26,346.66082763671875
2018-07-27,350.0693359375
2018-07-30,354.0461730957031
2018-07-31,354.841552734375
2018-08-01,352.2283630371094
2018-08-02,345.63824462890625
2018-08-03,349.8421630859375
2018-08-06,348.36517333984375
2018-08-07,365.0676574707031
2018-08-08,376.6570129394531
2018-08-09,375.8616638183594
2018-08-10,371.43048095703125
2018-08-13,365.52203369140625
2018-08-14,366.2037658691406
2018-08-15,360.40899658203125
2018-08-16,359.1282043457031
2018-08-17,360.4919738769531
2018-08-20,361.2875671386719
2018-08-21,365.1516418457031
2018-08-22,363.67413330078125
2018-08-23,365.94720458984375
2018-08-24,366.9698791503906
2018-08-28,374.5843811035156
2018-08-29,362.878662109375
2018-08-30,361.2875671386719
2018-08-31,360.1510925292969
2018-09-03,368.78826904296875
2018-09-04,366.0607604980469
2018-09-05,364.01513671875
2018-09-06,361.8558349609375
2018-09-07,356.5142822265625
2018-09-10,358.2190246582031
2018-09-11,360.2647399902344
2018-09-12,357.4234924316406
2018-09-13,358.7873229980469
2018-09-14,361.8558349609375
2018-09-17,362.3103942871094
2018-09-18,362.7650451660156
2018-09-19,365.0379943847656
2018-09-20,368.22015380859375
2018-09-21,367.5382385253906
2018-09-24,358.9009094238281
2018-09-25,356.8553161621094
2018-09-26,359.1282043457031
2018-09-27,357.08258056640625
2018-09-28,347.6498107910156
2018-10-01,346.0587463378906
2018-10-02,341.0581359863281
2018-10-03,341.51275634765625
2018-10-04,341.51275634765625
2018-10-05,337.0805358886719
2018-10-08,327.5340576171875
2018-10-09,331.1707458496094
2018-10-10,328.21588134765625
2018-10-11,316.9647521972656
2018-10-12,312.1915588378906
2018-10-15,306.3954772949219
2018-10-16,307.3046569824219
2018-10-17,307.5320129394531
2018-10-18,298.8947448730469
2018-10-19,293.780517578125
2018-10-22,260.8367919921875
2018-10-23,259.1960144042969
2018-10-24,256.9088439941406
2018-10-25,260.2898864746094
2018-10-26,255.56637573242188
2018-10-29,264.7647705078125
2018-10-30,263.17364501953125
2018-10-31,268.9910888671875
2018-11-01,270.0351867675781
2018-11-02,274.8084411621094
2018-11-05,268.8916320800781
2018-11-06,265.21221923828125
2018-11-07,265.31170654296875
2018-11-08,269.5379943847656
2018-11-09,268.59326171875
2018-11-12,262.5770263671875
2018-11-13,268.2452392578125
2018-11-14,267.49945068359375
2018-11-15,262.3284606933594
2018-11-16,257.8535461425781
2018-11-19,255.41725158691406
2018-11-20,253.13003540039062
2018-11-21,258.4004821777344
2018-11-22,259.5440368652344
2018-11-23,263.12396240234375
2018-11-26,270.3335876464844
2018-11-27,267.79779052734375
2018-11-28,267.0022277832031
2018-11-29,269.040771484375
2018-11-30,263.91949462890625
2018-12-03,261.4831848144531
2018-12-04,256.9088439941406
2018-12-05,248.9037628173828
2018-12-06,236.77182006835938
2018-12-07,234.73326110839844
2018-12-10,227.9214630126953
2018-12-11,223.5957489013672
2018-12-12,231.7499542236328
2018-12-13,242.63888549804688
2018-12-14,244.7769012451172
2018-12-17,239.55618286132812
2018-12-18,245.67190551757812
2018-12-19,249.69931030273438
2018-12-20,250.54452514648438
2018-12-21,254.02503967285156
2018-12-24,249.79872131347656
2018-12-27,249.003173828125
2018-12-28,257.3563232421875
2018-12-31,255.31771850585938
2019-01-02,257.6546630859375
2019-01-03,250.59423828125
2019-01-04,260.4887390136719
2019-01-07,257.2071838378906
2019-01-08,261.4831848144531
2019-01-09,264.1183776855469
2019-01-10,267.8971862792969
2019-01-11,264.2178039550781
2019-01-14,266.2564697265625
2019-01-15,262.4776306152344
2019-01-16,268.4938049316406
2019-01-17,260.9362487792969
2019-01-18,268.195556640625
2019-01-21,269.78668212890625
2019-01-22,266.0575256347656
2019-01-23,260.6875915527344
2019-01-24,260.2898864746094
2019-01-25,259.5440368652344
2019-01-28,258.1021423339844
2019-01-29,257.7541198730469
2019-01-30,263.5715026855469
2019-01-31,250.2462158203125
2019-02-01,253.82614135742188
2019-02-04,254.57196044921875
2019-02-05,257.30657958984375
2019-02-06,256.1630859375
2019-02-07,249.5003662109375
2019-02-08,243.0366668701172
2019-02-11,246.119384765625
2019-02-12,246.119384765625
2019-02-13,250.04733276367188
2019-02-14,247.16351318359375
2019-02-15,232.446044921875
2019-02-18,235.32989501953125
2019-02-19,229.76112365722656
2019-02-20,233.44052124023438
2019-02-21,232.69464111328125
2019-02-22,234.28575134277344
2019-02-25,238.21371459960938
2019-02-26,241.14727783203125
2019-02-27,240.8489532470703
2019-02-28,245.37353515625
2019-03-01,247.16351318359375
2019-03-04,247.859619140625
2019-03-05,249.301513671875
2019-03-06,248.30709838867188
2019-03-07,239.8047637939453
2019-03-08,236.9706573486328
2019-03-11,243.2355499267578
2019-03-12,243.63331604003906
2019-03-13,249.4009552001953
2019-03-14,254.17422485351562
2019-03-15,263.17364501953125
2019-03-18,264.66534423828125
2019-03-19,267.39990234375
2019-03-20,264.8144836425781
2019-03-21,266.7038879394531
2019-03-22,258.0524597167969
2019-03-25,256.3121643066406
2019-03-26,256.5607604980469
2019-03-27,257.90325927734375
2019-03-28,256.7099609375
2019-03-29,262.4776306152344
2019-04-01,267.39990234375
2019-04-02,271.4771423339844
2019-04-03,275.5542297363281
2019-04-04,278.5375061035156
2019-04-05,281.8191223144531
2019-04-08,278.636962890625
2019-04-09,279.0346984863281
2019-04-10,274.3609619140625
2019-04-11,265.2502746582031
2019-04-12,267.63818359375
2019-04-15,270.4239501953125
2019-04-16,273.40875244140625
2019-04-17,275.5976257324219
2019-04-18,278.8809509277344
2019-04-23,278.38348388671875
2019-04-24,276.7915954589844
2019-04-25,277.2890319824219
2019-04-26,278.68194580078125
2019-04-29,279.6769104003906
2019-04-30,277.48797607421875
2019-05-01,276.6921081542969
2019-05-02,279.4778747558594
2019-05-03,277.3885192871094
2019-05-07,271.91632080078125
2019-05-08,270.4239501953125
2019-05-09,264.4543151855469
2019-05-10,264.6533203125
2019-05-13,256.69384765625
2019-05-14,261.7680969238281
2019-05-15,262.6634216308594
