Date,ABDN.L
2015-08-24,452.9849548339844
2015-08-25,470.228515625
2015-08-26,462.2874755859375
2015-08-27,473.5185546875
2015-08-28,472.04376220703125
2015-09-01,453.77911376953125
2015-09-02,457.6362609863281
2015-09-03,466.3714599609375
2015-09-04,456.1615295410156
2015-09-07,463.195068359375
2015-09-08,472.6108703613281
2015-09-09,481.9134216308594
2015-09-10,469.5010070800781
2015-09-11,463.4876403808594
2015-09-14,459.4029846191406
2015-09-15,468.7067565917969
2015-09-16,474.4933776855469
2015-09-17,466.0971984863281
2015-09-18,453.72998046875
2015-09-21,451.3471984863281
2015-09-22,437.6185302734375
2015-09-23,442.27044677734375
2015-09-24,433.5340270996094
2015-09-25,448.283935546875
2015-09-28,436.82440185546875
2015-09-29,426.0455627441406
2015-09-30,440.0013427734375
2015-10-01,442.0435791015625
2015-10-02,450.2127990722656
2015-10-05,463.2607116699219
2015-10-06,464.7357177734375
2015-10-07,472.7914123535156
2015-10-08,478.0106506347656
2015-10-09,481.7548828125
2015-10-12,479.03173828125
2015-10-13,468.02606201171875
2015-10-14,459.17608642578125
2015-10-15,463.7145690917969
2015-10-16,466.7779846191406
2015-10-19,464.1684265136719
2015-10-20,464.1684265136719
2015-10-21,464.5088195800781
2015-10-22,472.11065673828125
2015-10-23,479.5990905761719
2015-10-26,477.6702575683594
2015-10-27,474.947265625
2015-10-28,481.6413269042969
2015-10-29,483.1163635253906
2015-10-30,477.5567321777344
2015-11-02,477.5567321777344
2015-11-03,477.89715576171875
2015-11-04,475.8548278808594
2015-11-05,471.88372802734375
2015-11-06,473.3587341308594
2015-11-09,470.29522705078125
2015-11-10,465.1895751953125
2015-11-11,470.6356506347656
2015-11-12,456.6800842285156
2015-11-13,448.85113525390625
2015-11-16,446.9223327636719
2015-11-17,457.3608093261719
2015-11-18,454.41070556640625
2015-11-19,459.17608642578125
2015-11-20,460.42413330078125
2015-11-23,457.2474365234375
2015-11-24,456.6800842285156
2015-11-25,457.70111083984375
2015-11-26,471.2030334472656
2015-11-27,474.3798522949219
2015-11-30,472.5646057128906
2015-12-01,473.245361328125
2015-12-02,470.8627014160156
2015-12-03,457.9280700683594
2015-12-04,452.2550048828125
2015-12-07,454.52423095703125
2015-12-08,448.05694580078125
2015-12-09,444.0857238769531
2015-12-10,441.2493896484375
2015-12-11,428.0879211425781
2015-12-14,415.1533203125
2015-12-15,421.0532531738281
2015-12-16,427.6340026855469
2015-12-17,428.0879211425781
2015-12-18,424.7974853515625
2015-12-21,429.9032287597656
2015-12-22,435.1224670410156
2015-12-23,445.220458984375
2015-12-24,448.39739990234375
2015-12-29,450.5531005859375
2015-12-30,447.8300476074219
2015-12-31,442.1570129394531
2016-01-04,422.9820251464844
2016-01-05,422.3013916015625
2016-01-06,417.87628173828125
2016-01-07,406.7571105957031
2016-01-08,411.8629455566406
2016-01-11,412.3168029785156
2016-01-12,417.87628173828125
2016-01-13,425.4783630371094
2016-01-14,422.0743713378906
2016-01-15,409.4802551269531
2016-01-18,408.1187744140625
2016-01-19,413.6783447265625
2016-01-20,397.45343017578125
2016-01-21,410.50140380859375
2016-01-22,412.8841552734375
2016-01-25,406.6437683105469
2016-01-26,406.0763854980469
2016-01-27,408.0052795410156
2016-01-28,402.4456787109375
2016-01-29,412.43023681640625
2016-02-01,412.0898742675781
2016-02-02,398.0207214355469
2016-02-03,390.8726501464844
2016-02-04,402.3321838378906
2016-02-05,401.0843200683594
2016-02-08,391.3265380859375
2016-02-09,382.8169860839844
2016-02-10,391.2130432128906
2016-02-11,368.4074401855469
2016-02-12,378.27850341796875
2016-02-15,388.4899597167969
2016-02-16,387.5824279785156
2016-02-17,392.9150085449219
2016-02-18,384.0650634765625
2016-02-19,382.1361999511719
2016-02-22,383.04376220703125
2016-02-23,371.69775390625
2016-02-24,359.78448486328125
2016-02-25,369.76898193359375
2016-02-26,377.5977783203125
2016-02-29,378.3919677734375
2016-03-01,384.0650634765625
2016-03-02,387.92266845703125
2016-03-03,394.84375
2016-03-04,399.2688293457031
2016-03-07,404.7149658203125
2016-03-08,401.3110656738281
2016-03-09,402.8995666503906
2016-03-10,400.28997802734375
2016-03-11,413.4514465332031
2016-03-14,410.84173583984375
2016-03-15,411.52252197265625
2016-03-16,417.3089599609375
2016-03-17,416.6283264160156
2016-03-18,419.5782775878906
2016-03-21,419.010986328125
2016-03-22,408.5725402832031
2016-03-23,408.232177734375
2016-03-24,395.75146484375
2016-03-29,398.2476501464844
2016-03-30,405.16864013671875
2016-03-31,404.0340881347656
2016-04-01,398.8149108886719
2016-04-04,396.2054138183594
2016-04-05,380.8881530761719
2016-04-06,386.22076416015625
2016-04-07,379.7534484863281
2016-04-08,385.65350341796875
2016-04-11,390.4188232421875
2016-04-12,393.2553405761719
2016-04-13,407.6648254394531
2016-04-14,393.50390625
2016-04-15,385.4454345703125
2016-04-18,385.67242431640625
2016-04-19,385.4454345703125
2016-04-20,392.1419677734375
2016-04-21,388.96405029296875
2016-04-22,384.0835266113281
2016-04-25,379.8839111328125
2016-04-26,378.0679931640625
2016-04-27,377.2735290527344
2016-04-28,376.5925598144531
2016-04-29,370.1230773925781
2016-05-03,363.0861511230469
2016-05-04,357.1839294433594
2016-05-05,361.83746337890625
2016-05-06,361.7239685058594
2016-05-09,364.10748291015625
2016-05-10,365.46954345703125
2016-05-11,362.405029296875
2016-05-12,357.4110412597656
2016-05-13,361.0429992675781
2016-05-16,362.405029296875
2016-05-17,363.31298828125
2016-05-18,378.29498291015625
2016-05-19,373.301025390625
2016-05-20,376.25201416015625
2016-05-23,372.1659851074219
2016-05-24,384.3105163574219
2016-05-25,388.8503723144531
2016-05-26,388.0558776855469
2016-05-27,389.07745361328125
2016-05-31,384.8778991699219
2016-06-01,380.11102294921875
2016-06-02,378.6355285644531
2016-06-03,371.3714904785156
2016-06-06,376.36553955078125
2016-06-07,375.45751953125
2016-06-08,374.54949951171875
2016-06-09,375.23046875
2016-06-10,358.8865661621094
2016-06-13,350.82806396484375
2016-06-14,341.63458251953125
2016-06-15,343.1100158691406
2016-06-16,338.4565734863281
2016-06-17,348.8984375
2016-06-20,366.945068359375
2016-06-21,376.1384582519531
2016-06-22,386.69403076171875
2016-06-23,389.6449890136719
2016-06-24,322.2261047363281
2016-06-27,301.68255615234375
2016-06-28,314.1676330566406
2016-06-29,326.8795166015625
2016-06-30,333.2355041503906
2016-07-01,340.49951171875
2016-07-04,325.17706298828125
2016-07-05,308.2656555175781
2016-07-06,297.4830627441406
2016-07-07,299.6395263671875
2016-07-08,306.4495544433594
2016-07-11,313.6001281738281
2016-07-12,321.20452880859375
2016-07-13,320.40997314453125
2016-07-14,326.8795166015625
2016-07-15,322.9070129394531
2016-07-18,325.85797119140625
2016-07-19,322.9070129394531
2016-07-20,329.83050537109375
2016-07-21,328.58203125
2016-07-22,326.8795166015625
2016-07-25,330.3980712890625
2016-07-26,333.2355041503906
2016-07-27,337.662109375
2016-07-28,331.64642333984375
2016-07-29,343.7911071777344
2016-08-01,340.6130676269531
2016-08-02,338.11602783203125
2016-08-03,340.7265625
2016-08-04,346.5150146484375
2016-08-05,357.1839294433594
2016-08-08,361.4970397949219
2016-08-09,385.8995361328125
2016-08-10,389.75848388671875
2016-08-11,398.3844299316406
2016-08-12,402.12994384765625
2016-08-15,404.7404479980469
2016-08-16,403.2650451660156
2016-08-17,401.5625
2016-08-18,399.7464599609375
2016-08-19,400.5409240722656
2016-08-22,397.13604736328125
2016-08-23,408.03192138671875
2016-08-24,406.1024475097656
2016-08-25,401.78948974609375
2016-08-26,401.448974609375
2016-08-30,406.8968811035156
2016-08-31,413.7070007324219
2016-09-01,413.2528991699219
2016-09-02,423.80841064453125
2016-09-05,417.6794738769531
2016-09-06,410.7559814453125
2016-09-07,410.18841552734375
2016-09-08,404.69940185546875
2016-09-09,401.7478332519531
2016-09-12,388.3525085449219
2016-09-13,379.9519348144531
2016-09-14,379.7250061035156
2016-09-15,390.05535888671875
2016-09-16,385.74151611328125
2016-09-19,388.8065185546875
2016-09-20,395.2772216796875
2016-09-21,403.2236633300781
2016-09-22,406.9697570800781
2016-09-23,400.9532775878906
2016-09-26,388.5796813964844
2016-09-27,383.2440490722656
2016-09-28,389.71478271484375
2016-09-29,391.75811767578125
2016-09-30,390.3958740234375
2016-10-03,394.25555419921875
2016-10-04,406.9697570800781
2016-10-05,408.672607421875
2016-10-06,404.69940185546875
2016-10-07,403.4506530761719
2016-10-10,398.9099426269531
2016-10-11,392.6662292480469
2016-10-12,396.0718994140625
2016-10-13,375.9787292480469
2016-10-14,382.676513671875
2016-10-17,368.4865417480469
2016-10-18,370.75689697265625
2016-10-19,375.1841125488281
2016-10-20,379.15728759765625
2016-10-21,382.2224426269531
2016-10-24,387.557861328125
2016-10-25,385.74151611328125
2016-10-26,382.10894775390625
2016-10-27,385.0604553222656
2016-10-28,385.9686279296875
2016-10-31,383.4711608886719
2016-11-01,385.2874755859375
2016-11-02,380.1790771484375
2016-11-03,387.8984069824219
2016-11-04,376.0923156738281
2016-11-07,384.9468078613281
2016-11-08,388.1253662109375
2016-11-09,401.5208740234375
2016-11-10,411.1700744628906
2016-11-11,412.8728942871094
2016-11-14,412.8728942871094
2016-11-15,402.9966125488281
