Date,EXC
2015-08-03,16.22237205505371
2015-08-04,15.872435569763184
2015-08-05,15.862438201904297
2015-08-06,15.992417335510254
2015-08-07,16.21738052368164
2015-08-10,16.087404251098633
2015-08-11,16.042407989501953
2015-08-12,16.50177574157715
2015-08-13,16.532060623168945
2015-08-14,16.698644638061523
2015-08-17,16.865224838256836
2015-08-18,16.961137771606445
2015-08-19,17.253923416137695
2015-08-20,17.062095642089844
2015-08-21,16.658262252807617
2015-08-24,16.476537704467773
2015-08-25,15.345794677734375
2015-08-26,15.870777130126953
2015-08-27,16.01211929321289
2015-08-28,15.850587844848633
2015-08-31,15.52751636505127
2015-09-01,15.123682975769043
2015-09-02,15.123682975769043
2015-09-03,15.275117874145508
2015-09-04,15.002534866333008
2015-09-08,15.290265083312988
2015-09-09,15.037867546081543
2015-09-10,15.01767349243164
2015-09-11,14.992435455322266
2015-09-14,15.224642753601074
2015-09-15,15.391218185424805
2015-09-16,15.67895793914795
2015-09-17,15.936400413513184
2015-09-18,15.603238105773926
2015-09-21,15.406368255615234
2015-09-22,14.366488456726074
2015-09-23,14.649178504943848
2015-09-24,14.674413681030273
2015-09-25,14.891470909118652
2015-09-28,14.740035057067871
2015-09-29,14.714799880981445
2015-09-30,14.992435455322266
2015-10-01,14.740035057067871
2015-10-02,15.053011894226074
2015-10-05,15.295312881469727
2015-10-06,15.249876976013184
2015-10-07,15.209500312805176
2015-10-08,15.588096618652344
2015-10-09,15.557808876037598
2015-10-12,15.663805961608887
2015-10-13,15.441706657409668
2015-10-14,15.340742111206055
2015-10-15,15.628483772277832
2015-10-16,15.376076698303223
2015-10-19,15.234737396240234
2015-10-20,15.43665599822998
2015-10-21,15.376076698303223
2015-10-22,15.653721809387207
2015-10-23,15.073204040527344
2015-10-26,14.72488784790039
2015-10-27,14.41191577911377
2015-10-28,14.416967391967773
2015-10-29,14.432111740112305
2015-10-30,14.093899726867676
2015-11-02,14.321056365966797
2015-11-03,14.391724586486816
2015-11-04,14.689555168151855
2015-11-05,14.507831573486328
2015-11-06,14.179718017578125
2015-11-09,14.543169021606445
2015-11-10,14.66563606262207
2015-11-11,14.731969833374023
2015-11-12,14.573781967163086
2015-11-13,14.461519241333008
2015-11-16,14.619706153869629
2015-11-17,14.129836082458496
2015-11-18,14.34925651550293
2015-11-19,14.369669914245605
2015-11-20,14.2880220413208
2015-11-23,14.11963176727295
2015-11-24,14.175761222839355
2015-11-25,14.134936332702637
2015-11-27,14.094117164611816
2015-11-30,13.93592643737793
2015-12-01,14.2114839553833
2015-12-02,13.951231956481934
2015-12-03,13.849178314208984
2015-12-04,13.629753112792969
2015-12-07,13.655269622802734
2015-12-08,13.543004035949707
2015-12-09,13.55831241607666
2015-12-10,13.512391090393066
2015-12-11,13.236832618713379
2015-12-14,12.991897583007812
2015-12-15,13.088848114013672
2015-12-16,13.491974830627441
2015-12-17,13.573620796203613
2015-12-18,13.726707458496094
2015-12-21,13.997159004211426
2015-12-22,14.043086051940918
2015-12-23,14.180862426757812
2015-12-24,14.160455703735352
2015-12-28,14.165556907653809
2015-12-29,14.262513160705566
2015-12-30,14.129836082458496
2015-12-31,14.170660018920898
2016-01-04,14.27271556854248
2016-01-05,14.369669914245605
2016-01-06,14.384980201721191
2016-01-07,14.206378936767578
2016-01-08,14.196168899536133
2016-01-11,14.318642616271973
2016-01-12,14.257408142089844
2016-01-13,14.053290367126465
2016-01-14,14.242097854614258
2016-01-15,14.012466430664062
2016-01-19,14.104323387145996
2016-01-20,13.665471076965332
2016-01-21,13.99205493927002
2016-01-22,14.303329467773438
2016-01-25,13.85938549041748
2016-01-26,14.206378936767578
2016-01-27,14.31353759765625
2016-01-28,14.650323867797852
2016-01-29,15.089170455932617
2016-02-01,15.308597564697266
2016-02-02,15.38003158569336
2016-02-03,16.130159378051758
2016-02-04,16.456743240356445
2016-02-05,16.78842544555664
2016-02-08,16.51287078857422
2016-02-09,16.298551559448242
2016-02-10,16.03575325012207
2016-02-11,15.61837387084961
2016-02-12,15.695667266845703
2016-02-16,15.984228134155273
2016-02-17,16.020301818847656
2016-02-18,16.20580291748047
2016-02-19,16.09758758544922
2016-02-22,16.329471588134766
2016-02-23,16.07182502746582
2016-02-24,16.360387802124023
2016-02-25,16.478906631469727
2016-02-26,16.350078582763672
2016-02-29,16.226417541503906
2016-03-01,16.37069320678711
2016-03-02,16.65410041809082
2016-03-03,17.04571533203125
2016-03-04,17.190000534057617
2016-03-07,17.478567123413086
2016-03-08,17.638301849365234
2016-03-09,17.607385635375977
2016-03-10,17.89594268798828
2016-03-11,17.89594268798828
2016-03-14,17.85472297668457
2016-03-15,17.77743148803711
2016-03-16,17.92171287536621
2016-03-17,17.988693237304688
2016-03-18,17.95262336730957
2016-03-21,17.97323226928711
2016-03-22,18.03506851196289
2016-03-23,17.89079475402832
2016-03-24,18.19481086730957
2016-03-28,18.117521286010742
2016-03-29,18.390623092651367
2016-03-30,18.256654739379883
2016-03-31,18.47821807861328
2016-04-01,18.37516212463379
2016-04-04,18.29786491394043
2016-04-05,17.828960418701172
2016-04-06,17.67953109741211
2016-04-07,17.700138092041016
2016-04-08,17.88048553466797
2016-04-11,17.798036575317383
2016-04-12,18.076295852661133
2016-04-13,17.91140365600586
2016-04-14,18.004159927368164
2016-04-15,17.710447311401367
2016-04-18,17.741357803344727
2016-04-19,17.932018280029297
2016-04-20,17.43218421936035
2016-04-21,17.190000534057617
2016-04-22,17.566158294677734
2016-04-25,17.607385635375977
2016-04-26,17.839265823364258
2016-04-27,18.215417861938477
2016-04-28,18.117521286010742
2016-04-29,18.081453323364258
2016-05-02,18.081453323364258
2016-05-03,17.92171287536621
2016-05-04,18.169048309326172
2016-05-05,18.23088264465332
2016-05-06,18.385467529296875
2016-05-09,18.163890838623047
2016-05-10,18.13813018798828
2016-05-11,18.376285552978516
2016-05-12,18.438678741455078
2016-05-13,18.168292999267578
2016-05-16,18.053892135620117
2016-05-17,17.85629653930664
2016-05-18,17.601503372192383
2016-05-19,17.773103713989258
2016-05-20,17.81989860534668
2016-05-23,17.539106369018555
2016-05-24,17.674301147460938
2016-05-25,17.61710548400879
2016-05-26,17.767906188964844
2016-05-27,17.851102828979492
2016-05-31,17.81989860534668
2016-06-01,17.892696380615234
2016-06-02,18.053892135620117
2016-06-03,18.178686141967773
2016-06-06,18.20989227294922
2016-06-07,18.053892135620117
2016-06-08,18.225488662719727
2016-06-09,18.27228355407715
2016-06-10,17.991493225097656
2016-06-13,17.88749885559082
2016-06-14,17.601503372192383
2016-06-15,17.778301239013672
2016-06-16,17.7886962890625
2016-06-17,18.017492294311523
2016-06-20,17.90829849243164
2016-06-21,18.074691772460938
2016-06-22,17.903100967407227
2016-06-23,18.173486709594727
2016-06-24,17.882299423217773
2016-06-27,17.98629379272461
2016-06-28,18.137088775634766
2016-06-29,18.261882781982422
2016-06-30,18.906665802001953
2016-07-01,18.932668685913086
2016-07-05,18.82867431640625
2016-07-06,19.04706573486328
2016-07-07,18.56348419189453
2016-07-08,18.776674270629883
2016-07-11,18.92746925354004
2016-07-12,18.943065643310547
2016-07-13,19.109464645385742
2016-07-14,18.922269821166992
2016-07-15,18.97426414489746
2016-07-18,19.0678653717041
2016-07-19,19.02106475830078
2016-07-20,18.849470138549805
2016-07-21,18.958667755126953
2016-07-22,19.45265007019043
2016-07-25,19.499452590942383
2016-07-26,19.2862606048584
2016-07-27,19.026268005371094
2016-07-28,19.166658401489258
2016-07-29,19.385053634643555
2016-08-01,19.478649139404297
2016-08-02,19.125064849853516
2016-08-03,19.015869140625
2016-08-04,18.891071319580078
2016-08-05,18.792274475097656
2016-08-08,18.776674270629883
2016-08-09,18.641477584838867
2016-08-10,18.47507667541504
2016-08-11,18.264156341552734
2016-08-12,18.33237075805664
2016-08-15,18.169713973999023
2016-08-16,17.959840774536133
2016-08-17,18.14348793029785
2016-08-18,18.21169090270996
2016-08-19,18.033306121826172
2016-08-22,18.064781188964844
2016-08-23,18.148725509643555
2016-08-24,18.21169090270996
2016-08-25,18.10675811767578
2016-08-26,17.786701202392578
2016-08-29,17.865406036376953
2016-08-30,17.739473342895508
2016-08-31,17.839168548583984
2016-09-01,17.739473342895508
2016-09-02,17.875892639160156
2016-09-06,18.07526969909668
