Date,RPAD5.SA
2015-08-24,2.011089563369751
2015-08-25,2.015878200531006
2015-08-26,2.082913875579834
2015-08-27,2.011089563369751
2015-08-28,2.011089563369751
2015-08-31,2.011089563369751
2015-09-01,2.0350310802459717
2015-09-02,2.0350310802459717
2015-09-03,2.0350310802459717
2015-09-04,2.0350310802459717
2015-09-08,2.0350310802459717
2015-09-09,2.0350310802459717
2015-09-10,2.0350310802459717
2015-09-11,2.0350310802459717
2015-09-14,2.0350310802459717
2015-09-15,2.0350310802459717
2015-09-16,2.0350310802459717
2015-09-17,2.0398192405700684
2015-09-18,2.0398192405700684
2015-09-21,2.0398192405700684
2015-09-22,2.0398192405700684
2015-09-23,2.011089563369751
2015-09-24,2.011089563369751
2015-09-25,2.011089563369751
2015-09-28,2.0350310802459717
2015-09-29,1.9967247247695923
2015-09-30,1.9967247247695923
2015-10-01,1.9967247247695923
2015-10-02,1.9967247247695923
2015-10-05,1.9967247247695923
2015-10-06,1.9967247247695923
2015-10-07,1.9967247247695923
2015-10-08,1.9967247247695923
2015-10-09,1.9967247247695923
2015-10-13,1.9967247247695923
2015-10-14,1.9967247247695923
2015-10-15,1.9967247247695923
2015-10-16,2.015878200531006
2015-10-19,2.015878200531006
2015-10-20,2.015878200531006
2015-10-21,2.015878200531006
2015-10-22,2.015878200531006
2015-10-23,2.015878200531006
2015-10-26,2.015878200531006
2015-10-27,2.015878200531006
2015-10-28,2.015878200531006
2015-10-29,2.015878200531006
2015-10-30,2.015878200531006
2015-11-03,2.015878200531006
2015-11-04,2.015878200531006
2015-11-05,2.015878200531006
2015-11-06,2.015878200531006
2015-11-09,2.015878200531006
2015-11-10,2.015878200531006
2015-11-11,2.015878200531006
2015-11-12,2.015878200531006
2015-11-13,2.015878200531006
2015-11-16,2.015878200531006
2015-11-17,2.015878200531006
2015-11-18,2.015878200531006
2015-11-19,2.015878200531006
2015-11-23,2.015878200531006
2015-11-24,2.015878200531006
2015-11-25,2.0637612342834473
2015-11-26,2.0637612342834473
2015-11-27,2.0637612342834473
2015-11-30,2.0637612342834473
2015-12-01,2.0637612342834473
2015-12-02,2.0637612342834473
2015-12-03,2.0637612342834473
2015-12-04,2.0637612342834473
2015-12-07,2.0637612342834473
2015-12-08,2.0637612342834473
2015-12-09,2.0637612342834473
2015-12-10,2.0637612342834473
2015-12-11,2.0637612342834473
2015-12-14,2.0637612342834473
2015-12-15,2.0637612342834473
2015-12-16,2.0637612342834473
2015-12-17,2.0637612342834473
2015-12-18,2.0637612342834473
2015-12-21,2.0637612342834473
2015-12-22,2.0637612342834473
2015-12-23,2.0637612342834473
2015-12-28,2.0637612342834473
2015-12-29,2.0637612342834473
2015-12-30,2.0637612342834473
2016-01-04,2.0637612342834473
2016-01-05,2.0637612342834473
2016-01-06,2.0637612342834473
2016-01-07,2.0637612342834473
2016-01-08,2.0637612342834473
2016-01-11,2.0637612342834473
2016-01-12,2.0637612342834473
2016-01-13,2.0637612342834473
2016-01-14,2.0637612342834473
2016-01-15,2.0637612342834473
2016-01-18,2.0637612342834473
2016-01-19,2.0637612342834473
2016-01-20,2.0637612342834473
2016-01-21,2.2083377838134766
2016-01-22,2.064873456954956
2016-01-26,2.064873456954956
2016-01-27,2.064873456954956
2016-01-28,2.064873456954956
2016-01-29,2.064873456954956
2016-02-01,2.064873456954956
2016-02-02,2.064873456954956
2016-02-03,2.064873456954956
2016-02-04,2.064873456954956
2016-02-05,2.064873456954956
2016-02-10,2.064873456954956
2016-02-11,2.064873456954956
2016-02-12,2.1827192306518555
2016-02-15,2.1827192306518555
2016-02-16,2.1827192306518555
2016-02-17,2.1827192306518555
2016-02-18,2.1827192306518555
2016-02-19,2.1827192306518555
2016-02-22,2.1827192306518555
2016-02-23,2.0853676795959473
2016-02-24,2.0853676795959473
2016-02-25,2.2083377838134766
2016-02-26,2.2083377838134766
2016-02-29,2.2083377838134766
2016-03-01,2.2083377838134766
2016-03-02,2.2083377838134766
2016-03-03,2.2083377838134766
2016-03-04,2.2083377838134766
2016-03-07,2.2083377838134766
2016-03-08,2.2083377838134766
2016-03-09,2.2083377838134766
2016-03-10,2.2083377838134766
2016-03-11,2.2083377838134766
2016-03-14,2.2083377838134766
2016-03-15,2.2083377838134766
2016-03-16,2.2083377838134766
2016-03-17,2.2083377838134766
2016-03-18,2.2083377838134766
2016-03-21,2.2083377838134766
2016-03-22,2.2083377838134766
2016-03-23,2.2544515132904053
2016-03-24,2.2544515132904053
2016-03-28,2.2646994590759277
2016-03-29,2.2646994590759277
2016-03-30,2.2646994590759277
2016-03-31,2.2646994590759277
2016-04-01,2.2646994590759277
2016-04-04,2.177595615386963
2016-04-05,2.177595615386963
2016-04-06,2.177595615386963
2016-04-07,2.177595615386963
2016-04-08,2.177595615386963
2016-04-11,2.177595615386963
2016-04-12,2.177595615386963
2016-04-13,2.177595615386963
2016-04-14,2.177595615386963
2016-04-15,2.177595615386963
2016-04-18,2.203213691711426
2016-04-19,2.203213691711426
2016-04-20,2.203213691711426
2016-04-22,2.203213691711426
2016-04-25,2.233956813812256
2016-04-26,2.233956813812256
2016-04-27,2.233956813812256
2016-04-28,2.233956813812256
2016-04-29,2.233956813812256
2016-05-02,2.233956813812256
2016-05-03,2.1827192306518555
2016-05-04,2.1827192306518555
2016-05-05,2.1827192306518555
2016-05-06,2.1827192306518555
2016-05-09,2.1827192306518555
2016-05-10,2.1827192306518555
2016-05-11,2.1827192306518555
2016-05-12,2.1827192306518555
2016-05-13,2.1827192306518555
2016-05-16,2.1827192306518555
2016-05-17,2.1827192306518555
2016-05-18,2.2544515132904053
2016-05-19,2.2544515132904053
2016-05-20,2.2544515132904053
2016-05-23,2.2493278980255127
2016-05-24,2.2493278980255127
2016-05-25,2.2493278980255127
2016-05-27,2.2493278980255127
2016-05-30,2.2493278980255127
2016-05-31,2.177595615386963
2016-06-01,2.177595615386963
2016-06-02,2.177595615386963
2016-06-03,2.177595615386963
2016-06-06,2.177595615386963
2016-06-07,2.177595615386963
2016-06-08,2.177595615386963
2016-06-09,2.177595615386963
2016-06-10,2.177595615386963
2016-06-13,2.177595615386963
2016-06-14,2.177595615386963
2016-06-15,2.177595615386963
2016-06-16,2.177595615386963
2016-06-17,2.177595615386963
2016-06-20,2.177595615386963
2016-06-21,2.177595615386963
2016-06-22,2.1827192306518555
2016-06-23,2.1827192306518555
2016-06-24,2.1827192306518555
2016-06-27,2.1827192306518555
2016-06-28,2.1827192306518555
2016-06-29,2.3056890964508057
2016-06-30,2.3056890964508057
2016-07-01,2.3056890964508057
