Date,ORO-BLANCO.SN
2015-08-24,1.3782410621643066
2015-08-25,1.6998317241668701
2015-08-26,1.6998317241668701
2015-08-27,1.6998317241668701
2015-08-28,1.6998317241668701
2015-08-31,1.6998317241668701
2015-09-01,1.6538900136947632
2015-09-02,1.3966175317764282
2015-09-03,1.4701242446899414
2015-09-04,1.4701242446899414
2015-09-07,1.5160657167434692
2015-09-08,1.5160657167434692
2015-09-09,1.5160657167434692
2015-09-10,1.6538900136947632
2015-09-11,1.6538900136947632
2015-09-14,1.6492955684661865
2015-09-15,1.6079485416412354
2015-09-16,1.5647637844085693
2015-09-17,1.6520525217056274
2015-09-21,1.5528186559677124
2015-09-22,1.561087965965271
2015-09-23,1.5160657167434692
2015-09-24,1.562006950378418
2015-09-25,1.562006950378418
2015-09-28,1.5160657167434692
2015-09-29,1.5160657167434692
2015-09-30,1.5160657167434692
2015-10-01,1.6327567100524902
2015-10-02,1.6327567100524902
2015-10-05,1.6327567100524902
2015-10-06,1.6538900136947632
2015-10-07,1.6538900136947632
2015-10-08,1.6538900136947632
2015-10-09,1.6538900136947632
2015-10-13,1.6538900136947632
2015-10-14,1.644701361656189
2015-10-15,1.644701361656189
2015-10-16,1.644701361656189
2015-10-19,1.644701361656189
2015-10-20,1.644701361656189
2015-10-21,1.644701361656189
2015-10-22,1.7007497549057007
2015-10-23,1.7917145490646362
2015-10-26,1.8780838251113892
2015-10-27,1.8744088411331177
2015-10-28,1.8744088411331177
2015-10-29,1.7834450006484985
2015-10-30,1.837654948234558
2015-11-02,1.9286195039749146
2015-11-03,1.9295377731323242
2015-11-04,1.9295377731323242
2015-11-05,1.883596420288086
2015-11-06,1.837654948234558
2015-11-09,1.837654948234558
2015-11-10,1.837654948234558
2015-11-11,1.837654948234558
2015-11-12,1.837654948234558
2015-11-13,2.195998191833496
2015-11-16,2.2952322959899902
2015-11-17,2.333822727203369
2015-11-18,2.297070026397705
2015-11-19,2.159245252609253
2015-11-20,2.159245252609253
2015-11-23,2.159245252609253
2015-11-24,2.159245252609253
2015-11-25,2.159245252609253
2015-11-26,2.2051868438720703
2015-11-27,2.2878811359405518
2015-11-30,2.2878811359405518
2015-12-01,2.2695040702819824
2015-12-02,2.2051868438720703
2015-12-03,2.2051868438720703
2015-12-04,2.2051868438720703
2015-12-07,2.2051868438720703
2015-12-09,2.2051868438720703
2015-12-10,2.1693522930145264
2015-12-11,2.2051868438720703
2015-12-14,2.2051868438720703
2015-12-15,2.2483713626861572
2015-12-16,2.2042675018310547
2015-12-17,2.159245252609253
2015-12-18,2.315446138381958
2015-12-21,2.333822727203369
2015-12-22,2.333822727203369
2015-12-23,2.333822727203369
2015-12-24,2.333822727203369
2015-12-28,2.333822727203369
2015-12-29,2.6462242603302
2015-12-30,2.6646008491516113
2015-12-31,2.6646008491516113
2016-01-04,2.6646008491516113
2016-01-05,2.618659257888794
2016-01-06,2.6646008491516113
2016-01-07,2.6646008491516113
2016-01-08,2.6646008491516113
2016-01-11,2.3889527320861816
2016-01-12,2.434893846511841
2016-01-13,2.434893846511841
2016-01-14,2.434893846511841
2016-01-15,2.3889527320861816
2016-01-18,2.3889527320861816
2016-01-19,2.3889527320861816
2016-01-20,2.434893846511841
2016-01-21,2.434893846511841
2016-01-22,2.434893846511841
2016-01-25,2.3889527320861816
2016-01-26,2.3889527320861816
2016-01-27,2.3889527320861816
2016-01-28,2.3889527320861816
2016-01-29,2.3889527320861816
2016-02-01,2.3889527320861816
2016-02-02,2.3889527320861816
2016-02-03,2.3889527320861816
2016-02-04,2.3889527320861816
2016-02-05,2.3889527320861816
2016-02-08,2.3889527320861816
2016-02-09,2.3889527320861816
2016-02-10,2.3889527320861816
2016-02-11,2.2051868438720703
2016-02-12,2.2051868438720703
2016-02-15,2.2051868438720703
2016-02-16,2.2051868438720703
2016-02-17,2.324634313583374
2016-02-18,2.3659818172454834
2016-02-19,2.370574951171875
2016-02-22,2.370574951171875
2016-02-23,2.3889527320861816
2016-02-24,2.370574951171875
2016-02-25,2.3889527320861816
2016-02-26,2.526776075363159
2016-02-29,2.3889527320861816
2016-03-01,2.3889527320861816
2016-03-02,2.4183545112609863
2016-03-03,2.5727179050445557
2016-03-04,2.5727179050445557
2016-03-07,2.663682222366333
2016-03-08,2.663682222366333
2016-03-09,2.663682222366333
2016-03-10,2.618659257888794
2016-03-11,2.618659257888794
2016-03-14,2.637035369873047
2016-03-15,2.627847671508789
2016-03-16,2.618659257888794
2016-03-17,2.6204967498779297
2016-03-18,2.6214163303375244
2016-03-21,2.7105422019958496
2016-03-22,2.7105422019958496
2016-03-23,2.7840487957000732
2016-03-24,2.7840487957000732
2016-03-28,2.7564830780029297
2016-03-29,2.7564830780029297
2016-03-30,2.765672445297241
2016-03-31,2.767509937286377
2016-04-01,2.7665903568267822
2016-04-04,2.7564830780029297
2016-04-05,2.7564830780029297
2016-04-06,2.774859666824341
2016-04-07,2.7564830780029297
2016-04-08,2.7564830780029297
2016-04-11,2.7564830780029297
2016-04-12,2.9071717262268066
2016-04-13,2.9861905574798584
2016-04-14,2.9724082946777344
2016-04-15,3.1984403133392334
2016-04-18,3.197521209716797
2016-04-19,3.2158970832824707
2016-04-20,3.2158970832824707
2016-04-21,3.1708743572235107
2016-04-22,3.20671010017395
2016-04-25,3.123095750808716
2016-04-26,3.1148264408111572
2016-04-27,3.0551021099090576
2016-04-28,3.048670530319214
2016-04-29,3.0137550830841064
2016-05-02,2.958625555038452
2016-05-03,2.9861905574798584
2016-05-04,3.0321314334869385
2016-05-05,3.105638265609741
2016-05-06,3.0964505672454834
2016-05-09,3.0964505672454834
2016-05-10,2.985271692276001
2016-05-11,2.986241579055786
2016-05-12,3.0689377784729004
2016-05-13,3.0689377784729004
2016-05-16,3.0321834087371826
2016-05-17,3.0321834087371826
2016-05-18,3.0321834087371826
2016-05-19,3.0321834087371826
2016-05-20,3.2141144275665283
2016-05-23,3.1700098514556885
2016-05-24,3.059748649597168
2016-05-25,3.05056095123291
2016-05-26,3.0790445804595947
2016-05-27,3.0689377784729004
2016-05-30,3.0138065814971924
2016-05-31,2.9402997493743896
2016-06-01,2.9099771976470947
2016-06-02,2.984403133392334
2016-06-03,2.9678640365600586
2016-06-06,2.986241579055786
2016-06-07,2.9825658798217773
2016-06-08,2.977052927017212
2016-06-09,2.986241579055786
2016-06-10,3.0321834087371826
2016-06-13,2.986241579055786
2016-06-14,2.9853227138519287
2016-06-15,2.986241579055786
2016-06-16,2.986241579055786
2016-06-17,3.078125
2016-06-20,3.068019151687622
2016-06-21,3.068019151687622
2016-06-22,2.995429515838623
2016-06-23,2.9402997493743896
2016-06-24,2.986241579055786
2016-06-28,2.9402997493743896
2016-06-29,2.986241579055786
2016-06-30,2.986241579055786
2016-07-01,3.0312650203704834
2016-07-04,3.0321834087371826
2016-07-05,3.304161548614502
2016-07-06,3.6037046909332275
2016-07-07,3.65883469581604
2016-07-08,3.7396938800811768
2016-07-11,3.72131609916687
2016-07-12,3.72131609916687
2016-07-13,3.565112590789795
2016-07-14,3.5191705226898193
2016-07-15,3.565112590789795
2016-07-18,3.564194679260254
2016-07-19,3.5017130374908447
2016-07-20,3.500793695449829
2016-07-21,3.5219268798828125
2016-07-22,3.7047770023345947
2016-07-25,3.6661860942840576
2016-07-26,3.6772124767303467
2016-07-27,3.758070707321167
2016-07-28,3.8683319091796875
2016-07-29,3.821469783782959
2016-08-01,3.776447057723999
2016-08-02,3.72131609916687
2016-08-03,3.6753737926483154
2016-08-04,3.712128162384033
2016-08-05,3.6753737926483154
2016-08-08,3.72131609916687
2016-08-09,3.8132004737854004
2016-08-10,3.767258405685425
2016-08-11,3.767258405685425
2016-08-12,3.8223891258239746
2016-08-16,3.996968984603882
2016-08-17,3.9510269165039062
2016-08-18,3.950108051300049
2016-08-19,3.9574596881866455
2016-08-22,4.134797096252441
2016-08-23,4.4003424644470215
2016-08-24,4.733882427215576
2016-08-25,5.097743511199951
2016-08-26,4.994832992553711
2016-08-29,4.913057327270508
2016-08-30,4.966349124908447
2016-08-31,4.608000755310059
2016-09-01,4.754096031188965
2016-09-02,4.777987480163574
2016-09-05,4.640160083770752
2016-09-06,4.650268077850342
2016-09-07,4.630971431732178
2016-09-08,4.353480815887451
2016-09-09,4.378290176391602
2016-09-12,4.137552261352539
2016-09-13,4.302024841308594
2016-09-14,4.22667932510376
2016-09-15,4.2726216316223145
2016-09-16,4.22667932510376
2016-09-20,4.22667932510376
2016-09-21,4.2726216316223145
2016-09-22,4.264353275299072
2016-09-23,4.22667932510376
2016-09-26,4.304781913757324
2016-09-27,4.318564414978027
2016-09-28,4.687020778656006
