Date,TIT.MI
2015-08-24,1.0122603178024292
2015-08-25,1.0731481313705444
2015-08-26,1.06648850440979
2015-08-27,1.076953649520874
2015-08-28,1.047460913658142
2015-08-31,1.0303363800048828
2015-09-01,1.0113089084625244
2015-09-02,1.0227253437042236
2015-09-03,1.0607802867889404
2015-09-04,1.0379472970962524
2015-09-07,1.0617316961288452
2015-09-08,1.0531692504882812
2015-09-09,1.0826618671417236
2015-09-10,1.0693424940109253
2015-09-11,1.0360445976257324
2015-09-14,1.0008437633514404
2015-09-15,1.031287670135498
2015-09-16,1.0550720691680908
2015-09-17,1.047460913658142
2015-09-18,1.0522178411483765
2015-09-21,1.0598288774490356
2015-09-22,1.0303363800048828
2015-09-23,1.0350931882858276
2015-09-24,1.0208226442337036
2015-09-25,1.0522178411483765
2015-09-28,1.0322390794754028
2015-09-29,1.0255794525146484
2015-09-30,1.0484124422073364
2015-10-01,1.00274658203125
2015-10-02,0.9761081337928772
2015-10-05,1.018919825553894
2015-10-06,1.0331904888153076
2015-10-07,1.0265308618545532
2015-10-08,1.0284335613250732
2015-10-09,1.0446069240570068
2015-10-12,1.015114426612854
2015-10-13,0.9894272685050964
2015-10-14,0.9618375897407532
2015-10-15,0.9989410638809204
2015-10-16,0.9922813773155212
2015-10-19,1.0236767530441284
2015-10-20,0.9951356053352356
2015-10-21,0.9818163514137268
2015-10-22,1.0322390794754028
2015-10-23,1.0874186754226685
2015-10-26,1.105494737625122
2015-10-27,1.0798077583312988
2015-10-28,1.1045434474945068
2015-10-29,1.200632095336914
2015-10-30,1.2072917222976685
2015-11-02,1.2082430124282837
2015-11-03,1.2015833854675293
2015-11-04,1.156868815422058
2015-11-05,1.1359387636184692
2015-11-06,1.1083488464355469
2015-11-09,1.0931270122528076
2015-11-10,1.12642502784729
2015-11-11,1.117862582206726
2015-11-12,1.0931270122528076
2015-11-13,1.0969324111938477
2015-11-16,1.0921756029129028
2015-11-17,1.1150085926055908
2015-11-18,1.0969324111938477
2015-11-19,1.105494737625122
2015-11-20,1.1245222091674805
2015-11-23,1.12642502784729
2015-11-24,1.0969324111938477
2015-11-25,1.1159597635269165
2015-11-26,1.1397441625595093
2015-11-27,1.172090768814087
2015-11-30,1.1644798517227173
2015-12-01,1.1416469812393188
2015-12-02,1.1197655200958252
2015-12-03,1.0950297117233276
2015-12-04,1.110251784324646
