Date,MRK.DE
2015-08-24,69.32679748535156
2015-08-25,72.51788330078125
2015-08-26,71.86914825439453
2015-08-27,74.65694427490234
2015-08-28,74.53421020507812
2015-08-31,74.75336456298828
2015-09-01,72.82469940185547
2015-09-02,73.1666030883789
2015-09-03,75.18293762207031
2015-09-04,73.38577270507812
2015-09-07,72.85100555419922
2015-09-08,73.59617614746094
2015-09-09,73.6400146484375
2015-09-10,73.71890258789062
2015-09-11,72.62306213378906
2015-09-14,72.80717468261719
2015-09-15,72.66692352294922
2015-09-16,72.94744873046875
2015-09-17,72.60554504394531
2015-09-18,70.4752426147461
2015-09-21,72.80717468261719
2015-09-22,69.08135223388672
2015-09-23,70.37881469726562
2015-09-24,68.85340118408203
2015-09-25,70.48400115966797
2015-09-28,69.098876953125
2015-09-29,67.80139923095703
2015-09-30,69.3355712890625
2015-10-01,68.09070587158203
2015-10-02,67.82770538330078
2015-10-05,69.6161117553711
2015-10-06,69.32679748535156
2015-10-07,68.0030517578125
2015-10-08,68.20467376708984
2015-10-09,67.91537475585938
2015-10-12,67.82770538330078
2015-10-13,67.27540588378906
2015-10-14,65.662353515625
2015-10-15,67.64360046386719
2015-10-16,68.80081939697266
2015-10-19,69.64241790771484
2015-10-20,68.67807006835938
2015-10-21,68.16960144042969
2015-10-22,69.30927276611328
2015-10-23,73.82410430908203
2015-10-26,74.20108795166016
2015-10-27,73.71890258789062
2015-10-28,75.3495101928711
2015-10-29,76.13851165771484
2015-10-30,77.87432098388672
2015-11-02,78.56687927246094
2015-11-03,78.50550079345703
2015-11-04,77.28693389892578
2015-11-05,78.0934829711914
2015-11-06,79.1717758178711
2015-11-09,78.10223388671875
2015-11-10,78.6019515991211
2015-11-11,79.8380355834961
2015-11-12,81.01277160644531
2015-11-13,79.96955108642578
2015-11-16,81.53878021240234
2015-11-17,83.50250244140625
2015-11-18,83.67784118652344
2015-11-19,83.85317993164062
2015-11-20,84.15122985839844
2015-11-23,83.0028076171875
2015-11-24,81.77547454833984
2015-11-25,83.60771942138672
2015-11-26,84.56327056884766
2015-11-27,84.50190734863281
2015-11-30,84.98406982421875
2015-12-01,84.30904388427734
2015-12-02,84.79997253417969
2015-12-03,82.17872619628906
2015-12-04,81.08290100097656
2015-12-07,80.57445526123047
2015-12-08,79.61888122558594
2015-12-09,78.11100769042969
2015-12-10,77.89183807373047
2015-12-11,76.17356872558594
2015-12-14,75.21800994873047
2015-12-15,77.42721557617188
2015-12-16,76.82230377197266
2015-12-17,78.0321044921875
2015-12-18,77.08531188964844
2015-12-21,76.05084228515625
2015-12-22,76.68203735351562
2015-12-23,77.9444351196289
2015-12-25,77.9444351196289
2015-12-28,77.22557830810547
2015-12-29,79.01396942138672
2015-12-30,78.5230484008789
2016-01-04,75.52484130859375
2016-01-05,76.81354522705078
2016-01-06,75.74400329589844
2016-01-07,73.32440948486328
2016-01-08,72.85977172851562
2016-01-11,71.71134185791016
2016-01-12,72.99127960205078
2016-01-13,72.86856079101562
2016-01-14,71.72886657714844
2016-01-15,69.43199920654297
2016-01-18,70.00183868408203
2016-01-19,70.86097717285156
2016-01-20,69.18653106689453
2016-01-21,71.00999450683594
2016-01-22,72.27240753173828
2016-01-25,73.11400604248047
2016-01-26,72.76333618164062
2016-01-27,72.03570556640625
2016-01-28,68.49397277832031
2016-01-29,70.2034683227539
2016-02-01,70.4927749633789
2016-02-02,70.23854064941406
2016-02-03,68.22219848632812
2016-02-04,66.69682312011719
2016-02-05,66.35490417480469
2016-02-08,64.2859878540039
2016-02-09,63.12001419067383
2016-02-10,63.9966926574707
2016-02-11,62.5940055847168
2016-02-12,64.41748046875
2016-02-15,65.81138610839844
2016-02-16,65.61851501464844
2016-02-17,66.85460662841797
2016-02-18,67.93289947509766
2016-02-19,66.6705093383789
2016-02-22,67.98550415039062
2016-02-23,67.4858169555664
2016-02-24,65.75000762939453
2016-02-25,68.63424682617188
2016-02-26,69.87034606933594
2016-02-29,68.73944091796875
2016-03-01,70.46648406982422
2016-03-02,70.30865478515625
2016-03-03,69.55471801757812
2016-03-04,70.01937103271484
2016-03-07,69.87908935546875
