Date,SRE
2015-08-03,37.51176834106445
2015-08-04,36.49320983886719
2015-08-05,36.75971984863281
2015-08-06,36.59542465209961
2015-08-07,37.17953872680664
2015-08-10,37.36574172973633
2015-08-11,37.548274993896484
2015-08-12,38.45366668701172
2015-08-13,38.362403869628906
2015-08-14,38.74573516845703
2015-08-17,38.83699417114258
2015-08-18,38.55223846435547
2015-08-19,38.296688079833984
2015-08-20,38.077640533447266
2015-08-21,37.22335433959961
2015-08-24,36.04780197143555
2015-08-25,35.262882232666016
2015-08-26,35.387020111083984
2015-08-27,35.719242095947266
2015-08-28,35.54399871826172
2015-08-31,34.62765121459961
2015-09-01,33.66749572753906
2015-09-02,33.587181091308594
2015-09-03,34.09463882446289
2015-09-04,33.82083511352539
2015-09-08,33.93400955200195
2015-09-09,33.39734649658203
2015-09-10,32.88988494873047
2015-09-11,32.973846435546875
2015-09-14,32.97020721435547
2015-09-15,33.16733932495117
2015-09-16,33.390045166015625
2015-09-17,33.92670822143555
2015-09-18,33.74415969848633
2015-09-21,33.974159240722656
2015-09-22,33.95225524902344
2015-09-23,33.882354736328125
2015-09-24,34.11410903930664
2015-09-25,34.55552291870117
2015-09-28,34.58864212036133
2015-09-29,34.74679946899414
2015-09-30,35.57814407348633
2015-10-01,35.46042251586914
2015-10-02,35.563438415527344
2015-10-05,36.18141555786133
2015-10-06,35.92759704589844
2015-10-07,35.97173309326172
2015-10-08,36.65960693359375
2015-10-09,36.68168258666992
2015-10-12,36.906070709228516
2015-10-13,36.979644775390625
2015-10-14,36.560298919677734
2015-10-15,37.04584884643555
2015-10-16,37.37690734863281
2015-10-19,37.46151351928711
2015-10-20,37.32173156738281
2015-10-21,37.204010009765625
2015-10-22,37.70798110961914
2015-10-23,37.325416564941406
2015-10-26,37.31805419921875
2015-10-27,37.15620040893555
2015-10-28,37.119422912597656
2015-10-29,37.26288986206055
2015-10-30,37.67118453979492
2015-11-02,37.6638298034668
2015-11-03,38.421592712402344
2015-11-04,38.815189361572266
2015-11-05,38.30021286010742
2015-11-06,37.123104095458984
2015-11-09,36.91342544555664
2015-11-10,37.26288986206055
2015-11-11,37.329097747802734
2015-11-12,36.600765228271484
2015-11-13,36.365333557128906
2015-11-16,37.329097747802734
2015-11-17,36.82514572143555
2015-11-18,37.18929672241211
2015-11-19,37.39530563354492
2015-11-20,37.58290100097656
2015-11-23,37.181949615478516
2015-11-24,36.88768005371094
2015-11-25,36.48303985595703
2015-11-27,36.652252197265625
2015-11-30,36.50143051147461
2015-12-01,36.80674362182617
2015-12-02,36.18877029418945
2015-12-03,35.666419982910156
2015-12-04,35.92759704589844
2015-12-07,34.94545364379883
2015-12-08,34.58494567871094
2015-12-09,34.48564910888672
2015-12-10,34.03319549560547
2015-12-11,33.577056884765625
2015-12-14,33.80512237548828
2015-12-15,34.136192321777344
2015-12-16,35.405242919921875
2015-12-17,35.29488754272461
2015-12-18,34.72842025756836
2015-12-21,34.640132904052734
2015-12-22,34.54818344116211
2015-12-23,35.778602600097656
2015-12-24,35.58586502075195
2015-12-28,35.59700012207031
2015-12-29,35.52287292480469
2015-12-30,35.152252197265625
2015-12-31,34.84096145629883
2016-01-04,34.533348083496094
2016-01-05,34.94472122192383
2016-01-06,34.09603500366211
2016-01-07,32.24298858642578
2016-01-08,32.55059051513672
2016-01-11,33.239925384521484
2016-01-12,32.96196365356445
2016-01-13,33.44375228881836
2016-01-14,34.444400787353516
2016-01-15,34.092323303222656
2016-01-19,34.28133773803711
2016-01-20,33.373355865478516
2016-01-21,33.7402458190918
2016-01-22,34.69269943237305
2016-01-25,34.12197494506836
2016-01-26,34.17756271362305
2016-01-27,33.84772872924805
2016-01-28,34.40363693237305
2016-01-29,35.115211486816406
2016-02-01,35.45615768432617
2016-02-02,35.40057373046875
2016-02-03,35.445037841796875
2016-02-04,35.3227424621582
2016-02-05,35.2301025390625
2016-02-08,35.24491882324219
2016-02-09,35.54140853881836
2016-02-10,35.989837646484375
2016-02-11,35.004024505615234
2016-02-12,34.64082336425781
2016-02-16,35.00031661987305
2016-02-17,35.393165588378906
2016-02-18,35.90459442138672
2016-02-19,36.04172897338867
2016-02-22,36.59762954711914
2016-02-23,36.627281188964844
2016-02-24,36.653221130371094
2016-02-25,36.65693664550781
2016-02-26,35.41539764404297
2016-02-29,35.76748275756836
2016-03-01,35.78970718383789
2016-03-02,36.10843276977539
2016-03-03,36.52722930908203
2016-03-04,36.26780319213867
2016-03-07,36.09732437133789
2016-03-08,36.44569778442383
2016-03-09,36.64210510253906
2016-03-10,36.408626556396484
2016-03-11,36.86077117919922
2016-03-14,37.08684539794922
2016-03-15,37.13502502441406
2016-03-16,37.29068374633789
2016-03-17,38.18754959106445
2016-03-18,38.25798034667969
2016-03-21,38.13566589355469
2016-03-22,38.35781478881836
2016-03-23,38.01807403564453
2016-03-24,38.2868766784668
2016-03-28,38.35781478881836
2016-03-29,38.88422393798828
2016-03-30,38.63034439086914
2016-03-31,38.84688949584961
2016-04-01,39.5450553894043
2016-04-04,39.2501106262207
2016-04-05,38.484737396240234
2016-04-06,38.52956008911133
2016-04-07,38.58555221557617
2016-04-08,38.91782760620117
2016-04-11,38.57435607910156
2016-04-12,38.86183166503906
