Date,ICE
2015-08-03,40.459590911865234
2015-08-04,40.595115661621094
2015-08-05,41.807769775390625
2015-08-06,41.71273422241211
2015-08-07,41.75674057006836
2015-08-10,42.31290054321289
2015-08-11,41.695125579833984
2015-08-12,41.56841278076172
2015-08-13,41.83769607543945
2015-08-14,42.35514831542969
2015-08-17,42.416744232177734
2015-08-18,42.95355224609375
2015-08-19,42.94124221801758
2015-08-20,42.99580001831055
2015-08-21,41.66170120239258
2015-08-24,39.58838653564453
2015-08-25,39.164222717285156
2015-08-26,40.364559173583984
2015-08-27,40.82744598388672
2015-08-28,40.904884338378906
2015-08-31,40.200870513916016
2015-09-01,39.51620864868164
2015-09-02,39.86646270751953
2015-09-03,40.28887939453125
2015-09-04,39.91574478149414
2015-09-08,41.27448272705078
2015-09-09,40.69016647338867
2015-09-10,41.3853645324707
2015-09-11,41.57720947265625
2015-09-14,41.23644256591797
2015-09-15,41.22761917114258
2015-09-16,41.217018127441406
2015-09-17,40.644954681396484
2015-09-18,40.30241775512695
2015-09-21,40.900970458984375
2015-09-22,39.98461151123047
2015-09-23,40.480743408203125
2015-09-24,40.025211334228516
2015-09-25,41.49246597290039
2015-09-28,40.25299835205078
2015-09-29,40.21943283081055
2015-09-30,41.49069595336914
2015-10-01,41.234683990478516
2015-10-02,40.8709602355957
2015-10-05,41.83850860595703
2015-10-06,41.71846008300781
2015-10-07,41.278812408447266
2015-10-08,41.34415054321289
2015-10-09,40.415428161621094
2015-10-12,41.209957122802734
2015-10-13,40.814456939697266
2015-10-14,40.49488067626953
2015-10-15,41.70787048339844
2015-10-16,42.002742767333984
2015-10-19,42.4229621887207
2015-10-20,42.664852142333984
2015-10-21,41.82441329956055
2015-10-22,43.388755798339844
2015-10-23,43.929046630859375
2015-10-26,43.680084228515625
2015-10-27,45.14909744262695
2015-10-28,45.495155334472656
2015-10-29,46.23143005371094
2015-10-30,44.56467056274414
2015-11-02,46.1449089050293
2015-11-03,45.994842529296875
2015-11-04,45.9506950378418
2015-11-05,46.17139434814453
2015-11-06,46.31618881225586
2015-11-09,46.136085510253906
2015-11-10,46.558074951171875
2015-11-11,46.6092643737793
2015-11-12,45.920677185058594
2015-11-13,45.636409759521484
2015-11-16,46.2773323059082
2015-11-17,46.24556350708008
2015-11-18,46.542179107666016
2015-11-19,46.42388153076172
2015-11-20,46.52806091308594
2015-11-23,46.48921585083008
2015-11-24,45.7564697265625
2015-11-25,45.82004165649414
2015-11-27,45.94717025756836
2015-11-30,45.87830352783203
2015-12-01,46.07428741455078
2015-12-02,45.738826751708984
2015-12-03,44.81891632080078
2015-12-04,46.63753128051758
2015-12-07,46.55455017089844
2015-12-08,46.114898681640625
2015-12-09,44.54348373413086
2015-12-10,44.57526397705078
2015-12-11,43.07270812988281
2015-12-14,43.49422073364258
2015-12-15,44.277042388916016
2015-12-16,43.873226165771484
2015-12-17,43.98835372924805
2015-12-18,43.31711196899414
2015-12-21,43.82364273071289
2015-12-22,44.29298400878906
2015-12-23,44.45414352416992
2015-12-24,44.61709213256836
2015-12-28,45.058082580566406
2015-12-29,45.647857666015625
2015-12-30,45.50440979003906
2015-12-31,45.385738372802734
2016-01-04,44.52322769165039
2016-01-05,45.619529724121094
2016-01-06,45.21217346191406
2016-01-07,45.01558303833008
2016-01-08,44.324859619140625
2016-01-11,44.74459457397461
2016-01-12,44.96245574951172
2016-01-13,43.67841720581055
2016-01-14,44.289432525634766
2016-01-15,43.47120666503906
2016-01-19,44.105247497558594
2016-01-20,43.007179260253906
2016-01-21,42.87435531616211
2016-01-22,44.50374221801758
2016-01-25,44.059207916259766
2016-01-26,44.5675048828125
2016-01-27,44.769405364990234
2016-01-28,45.081111907958984
2016-01-29,46.721134185791016
2016-02-01,47.277244567871094
2016-02-02,46.84334182739258
2016-02-03,46.5936279296875
2016-02-04,43.584556579589844
2016-02-05,41.83118438720703
2016-02-08,42.32529830932617
2016-02-09,43.00186538696289
2016-02-10,41.878990173339844
2016-02-11,41.29985046386719
2016-02-12,41.84711837768555
2016-02-16,42.132266998291016
2016-02-17,43.637691497802734
2016-02-18,43.205535888671875
2016-02-19,43.93522262573242
2016-02-22,43.69434356689453
2016-02-23,42.79642868041992
2016-02-24,43.27283477783203
2016-02-25,43.396812438964844
2016-02-26,42.49533462524414
2016-02-29,42.233211517333984
2016-03-01,41.103267669677734
2016-03-02,41.082008361816406
2016-03-03,41.964012145996094
2016-03-04,42.3288459777832
2016-03-07,41.49290466308594
2016-03-08,41.27152633666992
2016-03-09,40.729557037353516
2016-03-10,41.10857391357422
2016-03-11,41.7957649230957
2016-03-14,42.014381408691406
2016-03-15,42.04637908935547
2016-03-16,41.44204330444336
2016-03-17,41.968170166015625
2016-03-18,42.215248107910156
2016-03-21,42.14413833618164
2016-03-22,41.80464553833008
2016-03-23,42.04637908935547
2016-03-24,41.655330657958984
2016-03-28,41.770870208740234
2016-03-29,41.7139892578125
2016-03-30,41.45269775390625
2016-03-31,41.79576110839844
2016-04-01,41.895286560058594
2016-04-04,42.037498474121094
2016-04-05,42.163700103759766
2016-04-06,42.281009674072266
2016-04-07,41.68376922607422
2016-04-08,41.507808685302734
2016-04-11,41.32294464111328
2016-04-12,41.41537857055664
2016-04-13,42.21701431274414
2016-04-14,42.087276458740234
2016-04-15,42.39299774169922
2016-04-18,42.55830383300781
2016-04-19,43.03288269042969
2016-04-20,43.12175369262695
2016-04-21,42.68804931640625
2016-04-22,42.86402130126953
2016-04-25,42.73249816894531
2016-04-26,43.43815231323242
2016-04-27,43.279964447021484
2016-04-28,42.81248474121094
2016-04-29,42.66494369506836
2016-05-02,43.49147415161133
2016-05-03,42.83380889892578
2016-05-04,45.9461784362793
2016-05-05,45.15166091918945
2016-05-06,45.887516021728516
2016-05-09,46.303443908691406
2016-05-10,46.3958854675293
2016-05-11,45.95684814453125
2016-05-12,46.594966888427734
2016-05-13,46.21281051635742
2016-05-16,46.5007438659668
2016-05-17,45.784427642822266
2016-05-18,46.47410202026367
2016-05-19,46.326568603515625
2016-05-20,46.74604797363281
2016-05-23,46.922027587890625
2016-05-24,48.11471176147461
2016-05-25,47.9920654296875
2016-05-26,47.63656234741211
2016-05-27,48.02938461303711
2016-05-31,48.19113540649414
2016-06-01,47.82854080200195
2016-06-02,47.5014762878418
2016-06-03,47.193973541259766
2016-06-06,47.01445388793945
2016-06-07,47.15486145019531
2016-06-08,47.07133865356445
2016-06-09,46.66250991821289
2016-06-10,46.443878173828125
2016-06-13,46.31413269042969
2016-06-14,46.012733459472656
2016-06-15,45.747039794921875
2016-06-16,45.75236892700195
2016-06-17,45.23521041870117
2016-06-20,44.97486877441406
2016-06-21,44.75373840332031
2016-06-22,44.939205169677734
2016-06-23,45.66142654418945
2016-06-24,43.9405517578125
2016-06-27,43.1933479309082
2016-06-28,44.28472900390625
2016-06-29,45.07472229003906
2016-06-30,45.64537811279297
2016-07-01,45.07115173339844
2016-07-05,45.45100021362305
2016-07-06,45.45279312133789
2016-07-07,45.28872299194336
2016-07-08,45.81122589111328
2016-07-11,45.99848175048828
2016-07-12,46.45145034790039
2016-07-13,46.29093551635742
2016-07-14,46.81879806518555
2016-07-15,46.90974044799805
2016-07-18,46.88477325439453
2016-07-19,47.10947036743164
2016-07-20,46.847328186035156
2016-07-21,46.80095291137695
2016-07-22,46.93114471435547
2016-07-25,46.97394561767578
2016-07-26,46.740333557128906
2016-07-27,47.08629608154297
2016-07-28,47.30385971069336
2016-07-29,47.11482620239258
2016-08-01,47.19150924682617
2016-08-02,47.06667709350586
2016-08-03,49.579345703125
2016-08-04,49.63641357421875
2016-08-05,49.588260650634766
2016-08-08,49.36177444458008
2016-08-09,49.392093658447266
2016-08-10,49.36713790893555
2016-08-11,49.68278121948242
2016-08-12,49.68990707397461
2016-08-15,49.936004638671875
2016-08-16,49.59540939331055
2016-08-17,50.203495025634766
2016-08-18,50.174964904785156
2016-08-19,49.99128723144531
2016-08-22,49.84148025512695
2016-08-23,49.73271560668945
2016-08-24,49.42241287231445
2016-08-25,49.42955780029297
2016-08-26,49.51872253417969
2016-08-29,49.67564392089844
2016-08-30,49.9253044128418
2016-08-31,50.29266357421875
2016-09-01,50.708168029785156
2016-09-02,50.890071868896484
2016-09-06,50.79912567138672
2016-09-07,50.58334732055664
2016-09-08,50.38361358642578
2016-09-09,50.33368682861328
2016-09-12,50.82231140136719
2016-09-13,50.226688385009766
2016-09-14,50.04781723022461
2016-09-15,50.391239166259766
2016-09-16,50.35188674926758
2016-09-19,50.486053466796875
2016-09-20,50.121150970458984
2016-09-21,50.48782730102539
2016-09-22,50.212379455566406
2016-09-23,49.387786865234375
2016-09-26,49.01751708984375
2016-09-27,48.92629623413086
2016-09-28,48.46661376953125
2016-09-29,48.008689880371094
2016-09-30,48.18041229248047
2016-10-03,47.87811279296875
2016-10-04,47.89421844482422
2016-10-05,47.992591857910156
2016-10-06,47.88706588745117
2016-10-07,47.8137321472168
2016-10-10,48.008689880371094
2016-10-11,47.46314239501953
2016-10-12,47.81730270385742
2016-10-13,47.67957305908203
2016-10-14,48.52562713623047
2016-10-17,47.55974578857422
2016-10-18,47.874542236328125
2016-10-19,47.769004821777344
2016-10-20,47.40590286254883
2016-10-21,47.638427734375
2016-10-24,47.67600631713867
2016-10-25,47.74755096435547
2016-10-26,47.63665008544922
2016-10-27,47.599082946777344
