Date,UU.L
2016-08-09,985.4502563476562
2016-08-10,984.4541625976562
2016-08-11,995.4092407226562
2016-08-12,1001.8826904296875
2016-08-15,998.8949584960938
2016-08-16,987.4419555664062
2016-08-17,982.4624633789062
2016-08-18,983.9562377929688
2016-08-19,982.4624633789062
2016-08-22,984.4541625976562
2016-08-23,976.9849853515625
2016-08-24,965.0342407226562
2016-08-25,973.0014038085938
2016-08-26,977.4829711914062
2016-08-30,966.5279541015625
2016-08-31,967.5240478515625
2016-09-01,964.038330078125
2016-09-02,987.4419555664062
2016-09-05,988.4378662109375
2016-09-06,999.890869140625
2016-09-07,994.413330078125
2016-09-08,995.4092407226562
2016-09-09,974.4952392578125
2016-09-12,967.0260009765625
2016-09-13,972.50341796875
2016-09-14,973.4993896484375
2016-09-15,975.989013671875
2016-09-16,974.9932250976562
2016-09-19,983.45849609375
2016-09-20,993.9154663085938
2016-09-21,981.964599609375
2016-09-22,998.8949584960938
2016-09-23,996.9031982421875
2016-09-26,981.964599609375
2016-09-27,991.42578125
2016-09-28,991.42578125
2016-09-29,997.8991088867188
2016-09-30,998.8949584960938
2016-10-03,995.9072265625
2016-10-04,990.4297485351562
2016-10-05,947.1078491210938
2016-10-06,926.1937866210938
2016-10-07,916.2348022460938
2016-10-10,909.2633666992188
2016-10-11,918.7244262695312
2016-10-12,911.2551879882812
2016-10-13,936.6507568359375
2016-10-14,940.136474609375
2016-10-17,931.17333984375
2016-10-18,946.1118774414062
2016-10-19,951.5892944335938
2016-10-20,949.5975341796875
2016-10-21,950.0955200195312
2016-10-24,929.1815185546875
2016-10-25,930.67529296875
2016-10-26,926.1937866210938
2016-10-27,924.2020263671875
2016-10-28,934.1610717773438
2016-10-31,936.1527709960938
2016-11-01,919.7202758789062
2016-11-02,910.7571411132812
2016-11-03,918.2265014648438
2016-11-04,919.7202758789062
2016-11-07,910.7571411132812
2016-11-08,915.7367553710938
2016-11-09,906.275634765625
2016-11-10,861.9576416015625
2016-11-11,875.402587890625
2016-11-14,851.0028076171875
2016-11-15,871.9166870117188
2016-11-16,878.3900146484375
2016-11-17,890.839111328125
2016-11-18,889.8431396484375
2016-11-21,889.3452758789062
2016-11-22,891.8349609375
2016-11-23,898.3082885742188
2016-11-24,889.8431396484375
2016-11-25,890.839111328125
2016-11-28,903.7857666015625
2016-11-29,899.30419921875
2016-11-30,879.3861694335938
2016-12-01,868.9291381835938
2016-12-02,878.88818359375
2016-12-05,854.986572265625
2016-12-06,865.4432983398438
2016-12-07,873.90869140625
2016-12-08,875.9005126953125
2016-12-09,888.8472290039062
2016-12-12,889.3452758789062
2016-12-13,895.320556640625
2016-12-14,888.3492431640625
2016-12-15,878.5177001953125
2016-12-16,876.5254516601562
2016-12-19,889.4743041992188
2016-12-20,885.9880981445312
2016-12-21,883.9960327148438
2016-12-22,885.9880981445312
2016-12-23,896.44677734375
2016-12-28,890.4702758789062
2016-12-29,903.9170532226562
2016-12-30,897.4426879882812
2017-01-03,894.9527587890625
2017-01-04,887.4822387695312
2017-01-05,896.44677734375
2017-01-06,893.4586181640625
2017-01-09,894.4545288085938
2017-01-10,886.9841918945312
2017-01-11,890.4702758789062
2017-01-12,892.46240234375
2017-01-13,886.486083984375
2017-01-16,890.968505859375
2017-01-17,883.498046875
2017-01-18,893.9564819335938
2017-01-19,895.4505004882812
2017-01-20,891.4664306640625
2017-01-23,897.9408569335938
2017-01-24,896.44677734375
2017-01-25,891.9644165039062
2017-01-26,885.9880981445312
2017-01-27,895.9486083984375
2017-01-30,904.4150390625
2017-01-31,913.3795166015625
2017-02-01,899.4347534179688
2017-02-02,905.9091796875
2017-02-03,909.893310546875
2017-02-06,911.8855590820312
2017-02-07,922.3439331054688
2017-02-08,943.2611083984375
2017-02-09,944.257080078125
2017-02-10,946.249267578125
2017-02-13,939.7749633789062
2017-02-14,942.7631225585938
2017-02-15,942.2650756835938
2017-02-16,942.7631225585938
2017-02-17,947.245361328125
2017-02-20,945.751220703125
2017-02-21,959.1979370117188
2017-02-22,957.7039794921875
2017-02-23,960.6919555664062
2017-02-24,975.1347045898438
2017-02-27,972.6447143554688
2017-02-28,974.6369018554688
2017-03-01,969.6565551757812
2017-03-02,984.59716796875
2017-03-03,977.6249389648438
2017-03-06,979.6171264648438
2017-03-07,970.1544799804688
2017-03-08,975.6328735351562
2017-03-09,979.1190795898438
2017-03-10,968.162353515625
2017-03-13,974.138671875
2017-03-14,983.601318359375
2017-03-15,979.6171264648438
2017-03-16,999.0400390625
2017-03-17,995.055908203125
2017-03-20,1000.0361938476562
2017-03-21,1004.0203247070312
2017-03-22,1004.0203247070312
2017-03-23,1004.0203247070312
2017-03-24,1000.0361938476562
2017-03-27,1002.0281982421875
2017-03-28,996.0518798828125
2017-03-29,996.0518798828125
2017-03-30,986.09130859375
2017-03-31,989.5775756835938
2017-04-03,989.5775756835938
2017-04-04,986.09130859375
2017-04-05,988.5814819335938
2017-04-06,993.0638427734375
2017-04-07,999.0400390625
2017-04-10,994.5576782226562
2017-04-11,998.0440063476562
2017-04-12,1009.0006103515625
2017-04-13,1009.9966430664062
2017-04-18,998.0440063476562
2017-04-19,984.0991821289062
2017-04-20,973.6408081054688
2017-04-21,971.6486206054688
2017-04-24,978.6209716796875
2017-04-25,975.1347045898438
2017-04-26,973.1427001953125
2017-04-27,980.1149291992188
2017-04-28,969.6565551757812
2017-05-02,979.1190795898438
2017-05-03,991.0716552734375
2017-05-04,990.0755004882812
2017-05-05,991.5697021484375
2017-05-08,1002.0281982421875
2017-05-09,1008.0045166015625
2017-05-10,1024.9373779296875
2017-05-11,1017.9649658203125
2017-05-12,1022.9454345703125
2017-05-15,1021.94921875
2017-05-16,1007.0084838867188
2017-05-17,1013.9808959960938
2017-05-18,1010.9927368164062
2017-05-19,1027.92578125
2017-05-22,1032.905517578125
2017-05-23,1043.862548828125
2017-05-24,1051.8306884765625
2017-05-25,1049.8387451171875
2017-05-26,1030.913818359375
2017-05-30,1036.8896484375
2017-05-31,1024.9373779296875
2017-06-01,1017.9649658203125
2017-06-02,998.0440063476562
2017-06-05,997.0479736328125
2017-06-06,997.0479736328125
2017-06-07,986.09130859375
2017-06-08,993.5617065429688
2017-06-09,989.5775756835938
2017-06-12,978.122802734375
2017-06-13,983.1031494140625
2017-06-14,974.138671875
2017-06-15,957.205810546875
2017-06-16,961.688232421875
2017-06-19,957.205810546875
2017-06-20,934.7947387695312
2017-06-21,934.296630859375
2017-06-22,895.2001342773438
2017-06-23,904.1668701171875
2017-06-26,909.4972534179688
2017-06-27,899.9904174804688
2017-06-28,894.7018432617188
2017-06-29,895.2001342773438
2017-06-30,864.313720703125
2017-07-03,864.313720703125
2017-07-04,854.3506469726562
2017-07-05,854.8486328125
2017-07-06,856.84130859375
2017-07-07,866.8045043945312
2017-07-10,860.8265991210938
2017-07-11,860.8265991210938
2017-07-12,865.808349609375
2017-07-13,870.2918701171875
2017-07-14,874.7752075195312
2017-07-17,876.269775390625
2017-07-18,872.2845458984375
2017-07-19,874.7752075195312
2017-07-20,894.7018432617188
2017-07-21,888.2256469726562
2017-07-24,872.2845458984375
2017-07-25,870.2918701171875
2017-07-26,881.2514038085938
2017-07-27,880.2550659179688
2017-07-28,868.2991333007812
2017-07-31,894.20361328125
2017-08-01,889.7200927734375
2017-08-02,894.7018432617188
2017-08-03,907.6539306640625
2017-08-04,910.64306640625
2017-08-07,914.1301879882812
2017-08-08,916.6209106445312
2017-08-09,925.0897827148438
2017-08-10,931.0677490234375
2017-08-11,918.6135864257812
2017-08-14,925.0897827148438
2017-08-15,914.6282348632812
2017-08-16,906.1595458984375
2017-08-17,901.1780395507812
2017-08-18,894.20361328125
2017-08-21,895.6980590820312
2017-08-22,909.646728515625
2017-08-23,907.156005859375
2017-08-24,911.141357421875
2017-08-25,909.646728515625
2017-08-29,906.6576538085938
2017-08-30,907.6539306640625
2017-08-31,906.6576538085938
2017-09-01,903.170654296875
2017-09-04,903.170654296875
2017-09-05,909.1486206054688
2017-09-06,908.1521606445312
2017-09-07,914.6282348632812
2017-09-08,914.1301879882812
2017-09-11,915.6246948242188
2017-09-12,901.1780395507812
2017-09-13,894.7018432617188
2017-09-14,883.244140625
2017-09-15,882.7457885742188
2017-09-18,872.7825927734375
2017-09-19,871.7863159179688
2017-09-20,873.7789306640625
2017-09-21,859.8303833007812
2017-09-22,857.3395385742188
2017-09-25,857.837646484375
2017-09-26,850.8633422851562
2017-09-27,837.4130859375
2017-09-28,841.8964233398438
2017-09-29,851.3616333007812
2017-10-02,854.8486328125
2017-10-03,854.8486328125
2017-10-04,853.3543090820312
2017-10-05,859.8303833007812
2017-10-06,859.3323364257812
2017-10-09,855.8450317382812
2017-10-10,859.8303833007812
2017-10-11,856.84130859375
2017-10-12,851.8597412109375
2017-10-13,842.3946533203125
2017-10-16,827.9478759765625
2017-10-17,838.9075927734375
2017-10-18,841.8964233398438
2017-10-19,840.4019775390625
2017-10-20,838.9075927734375
2017-10-23,837.4130859375
2017-10-24,834.4239501953125
2017-10-25,815.493896484375
2017-10-26,824.9589233398438
2017-10-27,826.9514770507812
2017-10-30,827.4497680664062
2017-10-31,829.9406127929688
2017-11-01,817.984619140625
2017-11-02,823.9625244140625
2017-11-03,831.9331665039062
2017-11-06,836.9146728515625
2017-11-07,837.4130859375
2017-11-08,837.9112548828125
2017-11-09,836.9146728515625
2017-11-10,829.9406127929688
2017-11-13,834.9221801757812
2017-11-14,832.9295654296875
2017-11-15,830.9368896484375
2017-11-16,831.4351806640625
2017-11-17,795.069091796875
2017-11-20,785.60400390625
2017-11-21,775.6407470703125
2017-11-22,779.6260986328125
2017-11-23,789.0912475585938
2017-11-24,786.6004028320312
2017-11-27,792.5783081054688
2017-11-28,803.537841796875
2017-11-29,807.0250854492188
2017-11-30,817.4863891601562
2017-12-01,803.537841796875
2017-12-04,805.032470703125
2017-12-05,807.523193359375
2017-12-06,806.5267944335938
2017-12-07,812.0066528320312
2017-12-08,813.999267578125
2017-12-11,812.0066528320312
2017-12-12,820.9735717773438
2017-12-13,808.51953125
2017-12-14,797.0618896484375
2017-12-15,813.0029907226562
2017-12-18,823.4645385742188
2017-12-19,826.9514770507812
2017-12-20,822.96630859375
2017-12-21,812.1367797851562
2017-12-22,815.126220703125
2017-12-27,817.1192626953125
2017-12-28,818.6139526367188
2017-12-29,826.5858154296875
2018-01-02,813.7313232421875
2018-01-03,802.3712768554688
2018-01-04,796.9901733398438
2018-01-05,814.9269409179688
2018-01-08,809.1473999023438
2018-01-09,779.4520874023438
2018-01-10,765.8997802734375
2018-01-11,765.3019409179688
2018-01-12,763.1095581054688
2018-01-15,760.3194580078125
2018-01-16,768.4906616210938
2018-01-17,771.4801025390625
2018-01-18,768.4906616210938
2018-01-19,765.501220703125
2018-01-22,764.9033203125
2018-01-23,756.1343994140625
2018-01-24,745.1728515625
2018-01-25,737.599609375
2018-01-26,745.372314453125
2018-01-29,733.61376953125
2018-01-30,732.8165893554688
2018-01-31,735.4073486328125
2018-02-01,736.8024291992188
2018-02-02,730.6242065429688
2018-02-05,718.8656005859375
2018-02-06,689.3696899414062
2018-02-07,709.8973388671875
2018-02-08,708.9008178710938
2018-02-09,690.964111328125
2018-02-12,682.394287109375
2018-02-13,661.2687377929688
2018-02-14,666.8491821289062
2018-02-15,656.6848754882812
2018-02-16,667.04833984375
2018-02-19,660.8701782226562
2018-02-20,662.0658569335938
2018-02-21,659.8735961914062
2018-02-22,661.667236328125
2018-02-23,684.38720703125
2018-02-26,685.5830078125
2018-02-27,679.2054443359375
2018-02-28,663.859619140625
2018-03-01,671.4327392578125
2018-03-02,660.471435546875
2018-03-05,672.03076171875
2018-03-06,679.6041259765625
2018-03-07,688.9710693359375
2018-03-08,696.5443725585938
2018-03-09,700.1317749023438
2018-03-12,699.1350708007812
2018-03-13,689.1702880859375
2018-03-14,698.3380126953125
2018-03-15,691.7612915039062
2018-03-16,691.9605712890625
2018-03-19,687.775390625
2018-03-20,675.020263671875
2018-03-21,676.4153442382812
2018-03-22,667.04833984375
2018-03-23,662.46435546875
2018-03-26,653.6953735351562
2018-03-27,666.0519409179688
2018-03-28,721.45654296875
2018-03-29,712.8866577148438
2018-04-03,700.7296752929688
2018-04-04,703.5197143554688
2018-04-05,705.9113159179688
2018-04-06,722.2536010742188
2018-04-09,728.8304443359375
2018-04-10,707.505615234375
2018-04-11,707.9042358398438
2018-04-12,701.128173828125
2018-04-13,709.8973388671875
2018-04-16,699.9324951171875
2018-04-17,701.72607421875
2018-04-18,706.9077758789062
2018-04-19,709.4986572265625
2018-04-20,714.6803588867188
2018-04-23,701.3275146484375
2018-04-24,706.9077758789062
2018-04-25,712.2887573242188
2018-04-26,735.0086669921875
2018-04-27,746.1694946289062
2018-04-30,740.5890502929688
2018-05-01,752.546875
2018-05-02,759.9208984375
2018-05-03,767.2948608398438
2018-05-04,766.29833984375
2018-05-08,766.29833984375
2018-05-09,772.27734375
2018-05-10,778.45556640625
2018-05-11,763.7076416015625
2018-05-14,760.9173583984375
2018-05-15,755.3370971679688
2018-05-16,761.3159790039062
2018-05-17,783.6372680664062
2018-05-18,785.6303100585938
2018-05-21,787.424072265625
2018-05-22,794.3992309570312
2018-05-23,800.1790161132812
2018-05-24,791.409912109375
2018-05-25,812.5354614257812
2018-05-29,784.6339111328125
2018-05-30,781.2456665039062
2018-05-31,773.0745239257812
2018-06-01,778.0570068359375
2018-06-04,798.5846557617188
2018-06-05,783.6372680664062
2018-06-06,768.4906616210938
2018-06-07,783.6372680664062
2018-06-08,776.4625244140625
2018-06-11,773.871826171875
2018-06-12,778.8541870117188
2018-06-13,779.2528076171875
2018-06-14,783.4380493164062
2018-06-15,760.1202392578125
2018-06-18,767.6934204101562
2018-06-19,772.078125
2018-06-20,785.032470703125
2018-06-21,736.850830078125
2018-06-22,748.2147827148438
2018-06-25,748.6134643554688
2018-06-26,756.7872314453125
2018-06-27,751.80322265625
2018-06-28,761.3727416992188
2018-06-29,760.7745971679688
2018-07-02,760.176513671875
2018-07-03,772.9357299804688
2018-07-04,771.3408813476562
2018-07-05,772.5369873046875
2018-07-06,780.9105224609375
2018-07-09,763.9644775390625
2018-07-10,733.0630493164062
2018-07-11,724.8890380859375
2018-07-12,732.6642456054688
2018-07-13,731.6674194335938
2018-07-16,733.5613403320312
2018-07-17,716.7151489257812
2018-07-18,716.7151489257812
2018-07-19,717.7118530273438
2018-07-20,721.69921875
2018-07-23,718.7088012695312
2018-07-24,704.3543701171875
2018-07-25,705.5506591796875
2018-07-26,710.734130859375
2018-07-27,715.3195190429688
2018-07-30,710.3352661132812
2018-07-31,716.9144287109375
2018-08-01,702.7595825195312
2018-08-02,701.5634155273438
2018-08-03,720.1043090820312
2018-08-06,719.70556640625
2018-08-07,731.8668212890625
2018-08-08,742.0344848632812
2018-08-09,742.2337646484375
2018-08-10,735.85400390625
2018-08-13,737.2496337890625
2018-08-14,749.0121459960938
2018-08-15,747.0186157226562
2018-08-16,746.0216064453125
2018-08-17,749.8095703125
2018-08-20,742.0344848632812
2018-08-21,743.03125
2018-08-22,733.2622680664062
2018-08-23,725.8857421875
2018-08-24,714.52197265625
2018-08-28,716.1170654296875
2018-08-29,727.08203125
2018-08-30,736.4520874023438
2018-08-31,739.2432861328125
2018-09-03,724.6896362304688
2018-09-04,712.7276611328125
2018-09-05,710.5348510742188
2018-09-06,721.3004760742188
2018-09-07,716.7151489257812
2018-09-10,716.7151489257812
2018-09-11,713.9239501953125
2018-09-12,708.1425170898438
2018-09-13,705.9494018554688
2018-09-14,697.9749145507812
2018-09-17,704.3543701171875
2018-09-18,702.3607177734375
2018-09-19,687.8071899414062
2018-09-20,697.1773681640625
2018-09-21,699.7689819335938
2018-09-24,686.4114990234375
2018-09-25,680.6300659179688
2018-09-26,680.8294067382812
2018-09-27,690.9970092773438
2018-09-28,701.7627563476562
2018-10-01,702.5601196289062
2018-10-02,717.3131713867188
2018-10-03,709.1392211914062
2018-10-04,692.3926391601562
2018-10-05,696.778564453125
2018-10-08,699.7689819335938
2018-10-09,695.383056640625
2018-10-10,719.1075439453125
2018-10-11,702.161376953125
2018-10-12,685.215576171875
2018-10-15,680.2314453125
2018-10-16,686.2122192382812
2018-10-17,693.190185546875
2018-10-18,706.746826171875
2018-10-19,715.9176635742188
2018-10-22,709.1392211914062
2018-10-23,712.5283813476562
2018-10-24,718.50927734375
2018-10-25,715.1201171875
2018-10-26,708.3416748046875
2018-10-29,731.468017578125
2018-10-30,736.053466796875
2018-10-31,724.2909545898438
2018-11-01,736.6514282226562
2018-11-02,730.2718505859375
2018-11-05,740.838134765625
2018-11-06,741.23681640625
2018-11-07,753.19873046875
2018-11-08,762.3695678710938
2018-11-09,769.5467529296875
2018-11-12,764.3631591796875
2018-11-13,762.1701049804688
2018-11-14,763.5657348632812
2018-11-15,731.6674194335938
2018-11-16,735.85400390625
2018-11-19,742.43310546875
2018-11-20,760.176513671875
2018-11-21,775.527587890625
2018-11-22,768.5496826171875
2018-11-23,781.3092041015625
2018-11-26,779.7142944335938
2018-11-27,787.4894409179688
2018-11-28,781.5084838867188
2018-11-29,776.5244140625
2018-11-30,757.9835815429688
2018-12-03,749.0121459960938
2018-12-04,746.619873046875
2018-12-05,753.5974731445312
2018-12-06,750.2083129882812
2018-12-07,760.3759765625
2018-12-10,736.850830078125
2018-12-11,746.619873046875
2018-12-12,764.163818359375
2018-12-13,767.353515625
2018-12-14,753.796875
2018-12-17,753.5974731445312
2018-12-18,741.23681640625
2018-12-19,747.2177734375
2018-12-20,757.7239379882812
2018-12-21,766.8963012695312
2018-12-24,729.2095336914062
2018-12-27,716.24853515625
2018-12-28,737.185546875
2018-12-31,733.9952392578125
2019-01-02,744.7626953125
2019-01-03,748.1526489257812
2019-01-04,758.7208862304688
2019-01-07,750.5453491210938
2019-01-08,753.73583984375
2019-01-09,754.7328491210938
2019-01-10,765.8993530273438
2019-01-11,762.7089233398438
2019-01-14,763.7059326171875
2019-01-15,773.07763671875
2019-01-16,791.4225463867188
2019-01-17,805.5801391601562
2019-01-18,828.3118286132812
2019-01-21,811.9609985351562
2019-01-22,809.3687133789062
2019-01-23,813.5560913085938
2019-01-24,819.3386840820312
2019-01-25,798.4017333984375
2019-01-28,796.208251953125
2019-01-29,812.9579467773438
2019-01-30,817.3447875976562
2019-01-31,828.3118286132812
2019-02-01,833.6957397460938
2019-02-04,826.5172119140625
2019-02-05,830.3057861328125
2019-02-06,827.1153564453125
2019-02-07,827.9130249023438
2019-02-08,818.142333984375
2019-02-11,820.9340209960938
2019-02-12,811.5621337890625
2019-02-13,813.1572875976562
2019-02-14,817.1454467773438
2019-02-15,814.5531005859375
2019-02-18,827.9130249023438
2019-02-19,843.665771484375
2019-02-20,849.8472290039062
2019-02-21,847.4544067382812
2019-02-22,850.2459716796875
2019-02-25,848.2520141601562
2019-02-26,847.4544067382812
2019-02-27,836.6866455078125
2019-02-28,837.6837768554688
2019-03-01,840.874267578125
2019-03-04,842.4692993164062
2019-03-05,851.6417236328125
2019-03-06,850.0464477539062
2019-03-07,860.2159423828125
2019-03-08,856.4273681640625
2019-03-11,851.0435791015625
2019-03-12,858.8202514648438
2019-03-13,845.4603271484375
2019-03-14,850.4452514648438
2019-03-15,857.0255737304688
2019-03-18,866.9955444335938
2019-03-19,870.983642578125
2019-03-20,869.1890869140625
2019-03-21,869.5878295898438
2019-03-22,861.0134887695312
2019-03-25,834.8922119140625
2019-03-26,836.4873046875
2019-03-27,838.4813232421875
2019-03-28,821.7316284179688
2019-03-29,811.9609985351562
2019-04-01,810.5651245117188
2019-04-02,811.5621337890625
2019-04-03,812.7586059570312
2019-04-04,819.7376098632812
2019-04-05,822.7286376953125
2019-04-08,816.5471801757812
2019-04-09,813.7555541992188
2019-04-10,826.3178100585938
2019-04-11,821.3327026367188
2019-04-12,818.142333984375
2019-04-15,821.9310302734375
2019-04-16,821.5321655273438
2019-04-17,814.154296875
2019-04-18,817.943115234375
2019-04-23,819.3386840820312
2019-04-24,834.8922119140625
2019-04-25,844.4633178710938
2019-04-26,844.4633178710938
2019-04-29,835.8890380859375
2019-04-30,826.3178100585938
2019-05-01,814.5531005859375
2019-05-02,812.7586059570312
2019-05-03,813.5560913085938
2019-05-07,807.5740966796875
2019-05-08,787.4346313476562
2019-05-09,790.8244018554688
2019-05-10,794.8125
2019-05-13,801.1932983398438
2019-05-14,801.5921630859375
2019-05-15,799.59814453125
2019-05-16,774.6730346679688
2019-05-17,776.8662719726562
2019-05-20,767.494384765625
2019-05-21,781.0538940429688
2019-05-22,780.4553833007812
2019-05-23,763.7059326171875
2019-05-24,776.0687866210938
