Date,ICICIB22.NS
2019-12-16,34.099998474121094
2019-12-17,34.189998626708984
2019-12-18,34.11000061035156
2019-12-19,34.08000183105469
2019-12-20,34.18000030517578
2019-12-23,34.029998779296875
2019-12-24,34.060001373291016
2019-12-26,33.88999938964844
2019-12-27,34.29999923706055
2019-12-30,34.310001373291016
2019-12-31,34.38999938964844
2020-01-01,34.52000045776367
2020-01-02,34.61000061035156
2020-01-03,34.70000076293945
2020-01-06,34.060001373291016
2020-01-07,34.029998779296875
2020-01-08,33.75
2020-01-09,34.150001525878906
2020-01-10,34.349998474121094
2020-01-13,34.66999816894531
2020-01-14,34.79999923706055
2020-01-15,35.029998779296875
2020-01-16,34.63999938964844
2020-01-17,34.34000015258789
2020-01-20,34.29999923706055
2020-01-21,34.040000915527344
2020-01-22,33.540000915527344
2020-01-23,34.09000015258789
2020-01-24,34.25
2020-01-27,34.0
2020-01-28,33.709999084472656
2020-01-29,34.0
2020-01-30,33.7599983215332
2020-01-31,33.470001220703125
2020-02-03,31.700000762939453
2020-02-04,32.349998474121094
2020-02-05,32.68000030517578
2020-02-06,33.04999923706055
2020-02-07,33.09000015258789
2020-02-10,32.560001373291016
2020-02-11,32.77000045776367
2020-02-12,32.810001373291016
2020-02-13,32.779998779296875
2020-02-14,32.380001068115234
2020-02-17,32.209999084472656
2020-02-18,31.719999313354492
2020-02-19,32.15999984741211
2020-02-20,32.290000915527344
2020-02-24,31.850000381469727
2020-02-25,31.579999923706055
2020-02-26,31.15999984741211
2020-02-27,31.049999237060547
2020-02-28,30.049999237060547
2020-03-02,29.860000610351562
2020-03-03,30.030000686645508
2020-03-04,30.020000457763672
2020-03-05,29.969999313354492
2020-03-06,29.06999969482422
2020-03-09,28.049999237060547
2020-03-11,27.3700008392334
2020-03-12,24.31999969482422
2020-03-13,25.639999389648438
2020-03-16,23.979999542236328
2020-03-17,24.229999542236328
2020-03-18,23.790000915527344
2020-03-19,22.329999923706055
2020-03-20,23.670000076293945
2020-03-23,22.030000686645508
2020-03-24,22.059999465942383
2020-03-25,22.8799991607666
2020-03-26,22.979999542236328
2020-03-27,22.920000076293945
2020-03-30,22.040000915527344
2020-03-31,22.8700008392334
2020-04-01,22.75
2020-04-03,22.290000915527344
2020-04-07,23.25
2020-04-08,23.43000030517578
2020-04-09,23.690000534057617
2020-04-13,23.700000762939453
2020-04-15,24.420000076293945
2020-04-16,24.649999618530273
2020-04-17,25.229999542236328
2020-04-20,25.200000762939453
2020-04-21,23.31999969482422
2020-04-22,24.25
2020-04-23,24.3799991607666
2020-04-24,23.860000610351562
2020-04-27,23.93000030517578
2020-04-28,23.979999542236328
2020-04-29,24.18000030517578
2020-04-30,24.75
2020-05-04,23.799999237060547
2020-05-05,23.799999237060547
2020-05-06,23.229999542236328
2020-05-07,23.049999237060547
2020-05-08,22.459999084472656
2020-05-11,22.469999313354492
2020-05-12,22.579999923706055
2020-05-13,23.170000076293945
2020-05-14,22.84000015258789
2020-05-15,22.81999969482422
2020-05-18,22.1299991607666
2020-05-19,22.200000762939453
2020-05-20,22.40999984741211
2020-05-21,22.56999969482422
2020-05-22,22.43000030517578
2020-05-26,22.6200008392334
2020-05-27,23.270000457763672
2020-05-28,23.59000015258789
2020-05-29,24.18000030517578
2020-06-01,24.780000686645508
2020-06-02,24.75
2020-06-03,25.049999237060547
2020-06-04,24.8700008392334
2020-06-05,25.5
2020-06-08,26.100000381469727
2020-06-09,25.690000534057617
2020-06-10,25.549999237060547
2020-06-11,25.239999771118164
2020-06-12,24.940000534057617
2020-06-15,24.479999542236328
2020-06-16,24.110000610351562
2020-06-17,23.940000534057617
2020-06-18,24.520000457763672
2020-06-19,24.809999465942383
2020-06-22,25.399999618530273
2020-06-23,26.079999923706055
2020-06-24,25.56999969482422
2020-06-25,25.770000457763672
2020-06-26,25.920000076293945
2020-06-29,25.489999771118164
2020-06-30,25.399999618530273
2020-07-01,25.489999771118164
2020-07-02,25.75
2020-07-03,25.959999084472656
2020-07-06,26.06999969482422
2020-07-07,25.920000076293945
2020-07-08,26.0
2020-07-09,26.190000534057617
2020-07-10,25.920000076293945
2020-07-13,25.809999465942383
2020-07-14,25.399999618530273
2020-07-15,25.239999771118164
2020-07-16,25.239999771118164
2020-07-17,25.760000228881836
2020-07-20,25.719999313354492
2020-07-21,26.510000228881836
2020-07-22,26.450000762939453
2020-07-23,26.600000381469727
2020-07-24,26.260000228881836
2020-07-27,25.979999542236328
2020-07-28,26.040000915527344
2020-07-29,26.309999465942383
2020-07-30,26.049999237060547
2020-07-31,25.639999389648438
2020-08-03,25.420000076293945
2020-08-04,25.469999313354492
2020-08-05,25.610000610351562
2020-08-06,25.760000228881836
2020-08-07,25.809999465942383
2020-08-10,26.190000534057617
2020-08-11,26.43000030517578
2020-08-12,26.559999465942383
2020-08-13,26.600000381469727
2020-08-14,26.479999542236328
2020-08-17,26.700000762939453
2020-08-18,26.940000534057617
2020-08-19,27.010000228881836
2020-08-20,27.309999465942383
2020-08-21,27.56999969482422
2020-08-24,27.440000534057617
2020-08-25,27.40999984741211
2020-08-26,27.3799991607666
2020-08-27,27.43000030517578
2020-08-28,28.020000457763672
2020-08-31,27.06999969482422
2020-09-01,26.989999771118164
2020-09-02,27.1299991607666
2020-09-03,27.049999237060547
2020-09-04,26.770000457763672
2020-09-07,26.420000076293945
2020-09-08,26.049999237060547
2020-09-09,25.549999237060547
2020-09-10,25.8700008392334
2020-09-11,25.850000381469727
2020-09-14,25.809999465942383
2020-09-15,25.739999771118164
2020-09-16,25.700000762939453
2020-09-17,25.510000228881836
2020-09-18,25.530000686645508
2020-09-21,24.8799991607666
2020-09-22,24.510000228881836
2020-09-23,24.219999313354492
2020-09-24,23.540000915527344
2020-09-25,24.030000686645508
2020-09-28,24.700000762939453
2020-09-29,24.399999618530273
2020-09-30,24.149999618530273
2020-10-01,24.479999542236328
2020-10-05,24.40999984741211
2020-10-06,24.309999465942383
2020-10-07,24.1299991607666
2020-10-08,23.93000030517578
2020-10-09,24.350000381469727
2020-10-12,24.3700008392334
2020-10-13,23.950000762939453
2020-10-14,24.0
2020-10-15,23.739999771118164
2020-10-16,24.010000228881836
2020-10-19,24.510000228881836
2020-10-20,24.469999313354492
2020-10-21,24.670000076293945
2020-10-22,24.899999618530273
2020-10-23,25.110000610351562
2020-10-26,24.68000030517578
2020-10-27,25.049999237060547
2020-10-28,24.959999084472656
2020-10-29,24.3700008392334
2020-10-30,24.700000762939453
2020-11-02,24.90999984741211
2020-11-03,25.260000228881836
2020-11-04,25.15999984741211
2020-11-05,25.940000534057617
2020-11-06,25.950000762939453
2020-11-09,26.3700008392334
2020-11-10,27.260000228881836
2020-11-11,27.959999084472656
2020-11-12,27.84000015258789
2020-11-13,27.940000534057617
2020-11-14,28.049999237060547
2020-11-17,28.25
2020-11-18,28.709999084472656
2020-11-19,28.600000381469727
2020-11-20,28.690000534057617
2020-11-23,28.780000686645508
2020-11-24,29.110000610351562
2020-11-25,28.889999389648438
